,USA300HOU_RS14605
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,6.4908974716
USA300_LAC_U01-Set001_CAMHB_Control_1,6.5189904206
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,6.6362143472
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,6.5955658413
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,7.0767544097
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,6.1618984297
USA300_LAC_U01-Set001_CAMHB_Control_2,6.5315853611
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,6.4021973636
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,6.4115183259
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,7.2617187761
USA300_TCH1516_U01-Set000_CAMHB_Control_1,6.8590585412
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,6.0617512726
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,6.3718765749
USA300_LAC_U01-Set001_R10LB_PreCulture_1,6.130371567
USA300_LAC_U01-Set001_R10LB_PreCulture_2,5.7596450991
USA300_LAC_U01-Set001_R10LB_Control_1,7.0183448037
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,7.0183830572
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,7.0553504061
USA300_LAC_U01-Set001_R10LB_Control_2,6.7397112082
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,6.943450177
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,7.1622932398
USA300_TCH1516_U01-Set000_R10LB_Control_1,6.9571243670000005
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,7.1400401777999996
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,6.9055292252000005
USA300_TCH1516_U01-Set000_R10LB_Control_2,6.801408504
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,7.0299090204
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,7.0478666079
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,5.6944524288
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,5.8484151586
USA300_TCH1516_U01-Set000_CAMHB_Control_2,6.5953209151
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,6.5386318347
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,6.4326448414
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,6.8356390955
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,6.6533322133
USA300_LAC_U01-Set004_CAMHB_Control_1,7.0631751876
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,7.2792914702000004
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,7.1962215068
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,7.4476281756
USA300_LAC_U01-Set004_CAMHB_Control_2,7.1961940007
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,7.268878338
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,7.3888022844
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,7.5595002994
USA300_LAC_U01-Set004_R10LB_Control_1,7.2407398458
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,7.597170949
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,7.6823679147
USA300_LAC_U01-Set004_R10LB_Control_2,7.2991425949
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,7.8117461317
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,7.7366234145
USA300_TCH1516_U01-Set003_CAMHB_Control_2,6.2896619554
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,6.0460268846
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,6.2147936153
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,6.8905883708
USA300_TCH1516_U01-Set003_CAMHB_Control_3,6.1004579076
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,6.0490632372
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,6.239005377
