,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X
0,aat__00m_00s,0.0,0.7199955079822264,3.0,0.0,0.2797689377,6.0,-0.8178892901,12.0,0.5381203524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.6608288856333333,0.4374461846949643,3.0,1.0,-0.2777123125,7.0,-1.1374756375,13.0,-0.5672987069000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-0.9044909210333333,0.09879074547615296,3.0,2.0,-0.791281424,8.0,-0.9732331622,14.0,-0.9489581769000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-1.1096964514333334,0.14530543335417298,3.0,3.0,-1.2765284936999999,9.0,-1.0417391242,15.0,-1.0108217364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.6703900338333333,0.30437747314971814,3.0,4.0,-0.4933188308,10.0,-1.0218514575,16.0,-0.49599981320000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.7480708131,0.43124323201145526,3.0,5.0,-1.1193726842,11.0,-0.2750665836,17.0,-0.8497731715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-2.8925129377000003,0.0,2.0,18.0,-2.8925129377000003,71.0,-2.8925129377000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-0.7053711482666668,1.8960809539704833,3.0,19.0,0.3019960418,70.0,0.47440345110000004,205.0,-2.8925129377000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-0.49694026753750004,1.0241731641712764,8.0,20.0,-2.8925129377000003,32.0,0.006319238400000001,55.0,0.0134103651,67.0,0.1784621633,126.0,-0.0744468596,147.0,-0.09047851280000001,203.0,-0.18220707490000002,210.0,-0.9340685221,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-0.023690526666666656,0.35317837143098746,3.0,21.0,-0.149492955,34.0,-0.2967435859,61.0,0.3751649609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,1.8730785618125,0.6215334530209378,8.0,22.0,1.6185208813,104.0,2.4208121389,111.0,1.6648866423,133.0,2.2793278401,165.0,0.5372992913,238.0,2.1061378361,265.0,1.9493095198,270.0,2.4083343447,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,0.8672986968857144,0.5213472665046857,7.0,23.0,0.4306260235,56.0,1.3301799908,82.0,0.6984282869,118.0,1.8372935080000001,134.0,0.4749003539,137.0,0.5869504307,227.0,0.7127122844,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,-1.871119143075,0.7202265229305828,4.0,24.0,-1.2588945382,101.0,-1.5016030934,139.0,-1.831466003,149.0,-2.8925129377000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,1.023834977025,0.18706646016587886,4.0,25.0,0.8018300060000001,123.0,1.2388013666,155.0,0.9585790726000001,191.0,1.0961294629,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,0.02033389283333334,0.3511630929680445,3.0,26.0,-0.1469924372,59.0,0.4238672539,159.0,-0.2158731382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,1.7497708090399997,1.8735839467458584,5.0,27.0,3.2088166096,76.0,2.7707498796000003,146.0,-0.1573513657,162.0,-0.4166846046,262.0,3.3433235263,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,0.112470537425,0.7000806696029251,4.0,28.0,-0.1610176706,94.0,0.9725117868,186.0,-0.6726646246,231.0,0.3110526581,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,-1.7334965634666668,1.0651570963596435,3.0,29.0,-2.8925129377000003,49.0,-0.7975189904000001,260.0,-1.5104577623000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,-2.0115420503,0.5744221684998918,5.0,30.0,-2.8925129377000003,77.0,-1.4005633842,172.0,-2.1835534365,259.0,-1.6436267273,280.0,-1.9374537658,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,-1.111198960725,0.74625003402075,4.0,31.0,-0.45636436340000003,40.0,-0.9331597852,138.0,-2.1846448582,192.0,-0.8706268361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,abx_mega__phos_h2o,-0.2265108271,0.6048681928771196,7.0,33.0,0.0430715309,39.0,-0.30299365910000003,58.0,-0.5046905609,122.0,-1.0064198898,170.0,0.8449911236000001,244.0,-0.6914207507,261.0,0.0318864163,,,,,,,,,,,,,,,,,,,,,,
21,abx_mega__polmyx_h2o,-0.29040209338571427,0.6988689854454297,7.0,35.0,-1.086742103,79.0,-0.23246361140000002,92.0,0.4983100567,208.0,0.1634527479,251.0,-0.6698055499000001,263.0,-1.1630953947,299.0,0.4575292007,,,,,,,,,,,,,,,,,,,,,,
22,abx_mega__h2o-8b,0.2080067523,0.28421050754306887,3.0,36.0,0.253524299,234.0,-0.0962155663,275.0,0.4667115242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,abx_mega__h2o-6,-0.01851174716666667,0.28987254153938974,3.0,37.0,-0.3113193667,214.0,0.2683337366,307.0,-0.0125496114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,abx_mega__thio_dmso,0.42924322267500004,0.8888138722263234,4.0,38.0,0.4073446647,102.0,1.5921690486,248.0,-0.5691270823,269.0,0.2865862597,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,abx_mega__lzd_dmso,0.483959445025,0.3242182815743812,4.0,41.0,0.5706221172,178.0,0.026930669600000002,249.0,0.7923927234,309.0,0.5458922699000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,abx_mega__naoh-9,-0.05705676995000003,0.7048357473162383,2.0,42.0,-0.5554509065000001,294.0,0.4413373666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,abx_mega__dox_dmso,-0.1693592028375,0.6332788195648765,8.0,43.0,-0.2196939057,142.0,1.0023193394,166.0,-1.0300580119,177.0,0.031953256900000004,221.0,-0.1926030387,256.0,0.17237364530000002,282.0,-0.2214026784,305.0,-0.8977622296000001,,,,,,,,,,,,,,,,,,,,
28,abx_mega__phos_ethanol,-1.1961608082,0.862933789824626,2.0,44.0,-1.8063471427,154.0,-0.5859744737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,abx_mega__teix_dmso,-1.2383410883000001,0.8381898853817921,18.0,45.0,-2.0237039555,54.0,-0.5273341232000001,106.0,-1.3423855551,108.0,-0.17377038860000002,135.0,-0.8994801479000001,143.0,-2.2065574856,150.0,-0.46856529290000004,183.0,-0.6710365719,204.0,-1.6893700623,226.0,0.1002838566,253.0,-0.8059367604000001,255.0,-2.4202007811,257.0,-1.8742106739,264.0,-0.5603016787,268.0,-1.8481334833,284.0,-2.8925129377000003,300.0,-1.1334578995,306.0,-0.8534656484
30,abx_mega__dmso-10,-0.7025614985333334,0.5668566633610264,3.0,46.0,-0.08927303760000001,57.0,-0.8111289142,66.0,-1.2072825437999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,abx_mega__van_dmso,0.7543376928600001,0.392220717901252,5.0,47.0,0.9375387131,72.0,1.1920179916,112.0,0.8550741888000001,156.0,0.6381792825,212.0,0.1488782883,,,,,,,,,,,,,,,,,,,,,,,,,,
