,A,ComA
SRX5577064,-1.4496745926710222,0.03469475460702487
SRX5577065,-1.5854846142496657,0.20128993016571692
SRX5577066,-2.455673814826749,0.28877205517816584
SRX5577067,-2.3836137656777003,0.38895214838481
SRX5577068,-1.9585620249359008,0.3520213140049924
SRX533166,-0.8696726106327775,-0.37335356731198294
SRX533171,0.8696726106327712,0.3733535673119821
SRX533786,-1.845547194824064,-0.3180541085703332
SRX533787,0.4827833737006506,0.4357096981606077
SRX533789,-2.6178949162279896,-0.42963902765796735
SRX533791,0.1958540513006689,0.3648874808984779
SRX533792,-1.9405930709115904,-0.44090252985446376
SRX533793,-0.44733845054668503,0.17028464258163645
SRX533794,-0.7919899907796009,0.14773343526465865
SRX533795,-0.8290019505414599,0.1487881090981915
SRX4703435,-12.233725988926,0.08541148979035196
SRX4703436,6.1015468334655925,0.13935801039911588
SRX4703437,6.132179155460392,-0.22476950018946784
SRX4703438,-10.643043209881258,0.8228517027538151
SRX4703439,5.080533602930238,1.2081354499044323
SRX4703440,-8.40768263773902,1.2606586970185203
SRX6902408,-0.8682258291256835,0.22952280723221466
SRX6902409,-1.5983724932550394,0.11816066494078205
SRX6902410,-0.17506328912044972,0.14145140067941053
SRX6902411,-1.1644013653688692,0.1406294071046279
SRX6902412,-1.073982576457795,-0.26814013819154514
SRX6902413,-1.2687031111500795,0.02806412070514952
SRX6902414,-0.17296640340636518,0.10921166989570352
SRX6902415,0.17296640340636807,-0.10921166989570263
SRX5278698,-0.3518509074602244,0.14541688602490946
SRX5278699,0.7516236488080509,-0.021835489572771927
SRX5278700,-0.39977274134782337,-0.1235813964521375
SRX5278701,-1.3240324126628522,1.9434153570165615
SRX5278702,-0.7357461828465712,1.8494108212998568
SRX5278703,-1.7274545342380936,1.2610430479049448
SRX5278704,-1.5524295571790512,-2.809841585386007
SRX5278705,1.3687735395251883,-3.0305453307398738
SRX5278707,-0.7635739295985112,2.082091388352657
SRX5278708,-1.927128988028888,1.4805350554680847
SRX5278709,-0.038036649581125764,0.7711063961985651
SRX5278710,0.5412852570923045,0.14069571766528188
SRX5278711,-0.020478539772873196,0.0016307147362182304
SRX5278713,0.07169665767829836,0.8883913210794141
SRX5278714,-0.5468786600504629,0.5318224481258458
SRX5278715,-1.8960261669887335,0.1536672843173834
SRX5278716,0.06945988280327367,-0.2756399283666173
SRX5278717,-0.0004508979079255815,0.02629059068261963
SRX5278718,0.20403683905224398,-0.2750834152484858
SRX5278719,-1.0940815687759595,1.4682059524313509
SRX5278720,-1.4184154158167541,1.8841756000174763
SRX5278721,-1.9431481992044328,1.927132524559978
SRX1254783,-4.2390837575503415,-0.8991169661281804
SRX1254784,-3.7458743089665063,-0.8428361181210624
SRX1254785,-3.1616765580138804,-0.09655753112359287
SRX1254786,-4.2410208837358665,-0.9246822503970256
SRX1473807,-0.5419874493942287,0.15488759818012987
SRX1473808,0.5721124947293332,-0.20731863588186966
SRX1473809,-0.030125045335114387,0.05243103770174251
SRX7520944,-2.7597202248498856,-0.4358460491473597
SRX7520945,1.344179499985675,0.08483773948108109
SRX7520946,-0.2830484752121881,0.17347544377901958
SRX7520947,1.6985892000764025,0.17753286588725992
SRX7520948,-4.216197903337366,1.8254211624317533
SRX7520949,-0.11169102978058007,2.0772505883526518
SRX7520950,-4.65535034068455,1.6993395094721808
SRX7520951,-0.908237055475856,1.9747693533007655
SRX959206,-0.0447451794617682,0.1282523480205171
SRX959207,-0.7416839112985221,0.1746099198185629
SRX959208,0.2713794885022647,0.057407919378815286
SRX959209,-0.5861595519989633,0.07384088842078818
SRX959210,-0.3637612387897301,-0.1818374375707501
SRX959211,-0.6872436780413215,-0.28219460610941915
SRX959212,0.17020264313580927,0.0745637851260712
SRX959213,-0.03329668197431873,0.07382283583696392
SRX959214,-0.08545688610966122,0.05341308227868869
SRX959215,-0.0544432507993082,0.10266542275527256
SRX959216,-0.05446691687399592,-0.2180413338617173
SRX959217,0.05746109262146714,-0.08642379213528084
SRX3269802,0.325639553051604,-0.15970390208363572
SRX3269803,-0.32563955305159764,0.1597039020836366
SRX3269804,-0.0941706321080166,-1.6536299113049946
SRX3269805,0.9431672698870246,-0.6562874554708307
SRX3269806,0.7965059144419436,-0.6060239144392296
SRX3269807,-2.382852238110363,-1.5118219579842391
SRX3269808,-2.362763072783382,-1.3564871955117557
SRX3269809,-1.4801290194733046,-1.387599986699847
SRX3269810,-1.5271246321311491,-0.7904739147423987
SRX3269811,-0.10038517782257167,-0.9162026888150852
SRX2529102,-0.02110376171936729,0.030179742538354763
SRX2529103,0.021103761719366853,-0.030179742538354763
SRX2529104,0.0536087006834508,0.8724972024049515
SRX2529105,1.6761128634041356,0.7720905401864222
ERX1981712,0.7016183698461737,-0.5548150414041935
ERX1981713,0.09696305862828017,-0.44796985697638814
ERX1981714,-0.08565898262675244,-0.3542392516991057
ERX1981715,0.17408078137451102,-0.253287983140476
ERX1981716,0.35927949191371233,0.028251626855174905
ERX1981717,-0.5333602732882249,0.22503635628530105
ERX2274784,1.1827089444443366,-0.18656162096465498
ERX2274785,-1.114179681593462,0.5049294341089272
ERX2274786,0.1826838453469513,0.2163521150480845
ERX2274787,-3.0221470626586493,1.6346786400273876
ERX2274788,-2.94641363263242,1.6845055344930229
ERX2274789,1.4488531152175674,1.2969390507798453
ERX2274790,1.5882263393974267,-0.12580570979507222
ERX2274791,1.7456377796158074,0.5931379635699754
ERX2274792,0.2431334534326273,0.09735294206845424
ERX2274793,-0.5223618671226106,1.712514652170943
ERX2274794,-0.3219699580125773,2.0941772107726844
ERX2274795,-2.690243710473196,2.1964237711988828
ERX2274796,0.8295302107111844,-0.3664766170757261
ERX2274797,-0.8892825076132722,-0.2901169601000966
ERX2274798,0.05975229690209038,0.6565935771758227
ERX2274799,-0.33788602177022914,1.7494701114094842
ERX2274800,-2.6416236360568237,1.621915240515157
ERX2274801,-0.6579508031916707,2.1501799359615203
ERX1819430,-0.7440110278493484,0.42232260059835
ERX1819431,0.07731006330645071,0.43047277771100667
ERX1819432,0.5205015408063812,0.2285984457779389
ERX1819433,-0.6064453246792124,0.2329981801928769
ERX1819434,-0.8713467056965152,-0.18148094788179314
ERX1819435,-1.5973987554706517,0.06411037914805108
ERX1819436,-0.9778901603471722,-0.19262191244962068
ERX1819437,-1.4973663657233616,0.37220326116247815
ERX1819438,0.8571221433521968,0.013705925717001577
ERX1819439,-0.7920642105756582,0.1648626709494314
ERX1819440,-0.04979578190818357,-0.053955808791374515
ERX1819441,-0.0562612992570957,0.15381231445758647
ERX1819442,0.01422456234431397,0.16777502216479245
ERX1819443,-1.1138393993365556,0.4612922719812565
ERX1819444,0.8306475411272026,0.10440731860718168
ERX1819445,-0.3503806843999493,0.21826587998045974
ERX3440914,0.04594408676550155,-0.11314485894104552
ERX3440915,-0.30101700183767444,-0.196397526548151
ERX3440916,1.5909593090522138,-0.1287535568781557
ERX3440917,0.21882614820914728,0.041137822344161634
ERX3440918,-1.1018498165260957,-0.13753024863409544
ERX3440919,-0.5513527745646586,-0.3969741151427355
ERX3440920,-0.3935634153050929,-0.19974231610814908
ERX3440921,-3.335940727401519,-1.057953993377725
ERX3440922,-3.409463271733917,-1.11963088900987
ERX3440923,-2.9908165192835967,-0.8849049632895909
ERX3440924,-2.9641034221179563,-0.5856596753036181
ERX3440925,-1.5119010254565115,0.1451296192702216
ERX3440926,-2.8703902591634574,-0.41742646079126544
ERX3440927,-2.2417577935899677,-0.5773735037509821
ERX3440928,-2.7267843505709544,-0.6364256310615986
ERX3440929,-2.8311625093616097,-0.9728530568793898
ERX3440930,-3.2092269708328547,-0.8385220462582534
ERX3440931,-4.724034114028544,-1.5155447319270152
ERX3440932,-4.427818673670479,-1.007230744425928
ERX3440933,-3.753071661433351,-1.4853080003297654
ERX3440934,-4.034015270521043,-0.27997414309531354
ERX3440935,-3.4247787903799254,-0.3574574242183868
ERX3440936,1.465956938691008,-0.03198476032917785
ERX3440937,-3.5775599713298063,-0.3404224676404013
ERX3440938,0.8053297456327979,-0.21599916737416525
ERX3440939,0.5381053797504819,0.10590868313209788
ERX3440940,-0.22530840423636744,-0.39265253036382575
ERX3440941,-0.16298217342612845,-0.17471589364929851
ERX3440942,0.8537753342100695,-0.5018359842923221
ERX3440943,1.0791316051318471,-0.16491741483159572
SRX5347612,-0.8386705541474073,-0.16077138513020284
SRX5347613,1.1104140378659186,-0.04583187843861936
SRX5347614,-0.2717434837185053,0.20660326356882308
SRX5347615,-0.9394880527530762,0.03712948510848335
SRX5347616,-1.3118402154983777,0.031012007642106987
SRX5347617,-0.5604928481808181,0.17292229685670346
SRX5347618,0.2487179770053629,-0.27471481373329004
SRX5347619,-1.5634067667467642,0.33199148567407377
SRX5347620,1.3764905576742847,0.1735429877063952
SRX5347621,0.3751476273022158,-0.3483340143397005
SRX5347622,0.4517869407541453,-0.2316867847245865
SRX5347623,-0.20335433396338326,-0.003732177547404625
SRX8170783,0.3072386093243268,0.14513384000003082
SRX8170784,0.3065544305693607,-0.1796461440887418
SRX8170785,-0.6137930398936913,0.034512304088711865
SRX8170786,-1.4255597463250411,0.036738467163764284
SRX8170787,-1.2425612751840962,-0.3346340200670266
SRX8170788,-0.6614762710482199,-0.08651565148075058
SRX5177009,-0.8096089196024494,-0.19098762055566088
SRX5177010,-0.6955787120999745,-0.2255059980872636
SRX5177011,0.6674943109272364,0.4845797963677416
SRX5177012,0.3976039977786664,0.11681893282975865
SRX7354731,-0.4045555200101192,-0.010680133792502213
SRX7354732,0.4045555200101135,0.0106801337925031
SRX7354733,-0.1701780551068766,-0.7729862339457698
SRX7354734,-0.4349839469915103,-0.500490997502335
SRX7354735,1.7176654833518006,0.7421507415817432
SRX7354736,0.9024490437143338,0.6310830215690277
SRX7354737,1.4765369464411844,1.1134475989140862
SRX7354738,0.6821368136125905,1.0725190804778562
SRX2508581,-0.11455117043391133,-0.048207709978399294
SRX2508582,0.062360190451680474,-0.024495634758949336
SRX2508583,0.7024679281259307,-0.2258131886647705
SRX2508584,1.4262202452083554,-0.12383659998547893
SRX2508585,-0.16925830380811416,-0.022111995653502525
SRX2508586,-0.780828524057928,0.15665112766122125
SRX2508587,2.3859799883115898,-0.22074122838867186
SRX2508588,1.7135785858245418,-0.1136972119435926
SRX2508589,0.2838094742420293,0.07031970563190004
SRX2508590,0.2825375808907256,0.1763031890669957
SRX2508591,1.2336794197677354,-0.1696403909850943
SRX2508592,0.4995093593838065,-0.005613984801889238
SRX1736086,-0.3051742839122011,-0.08134482125095754
SRX1736087,0.6877952879615098,-0.09897399943127816
SRX1736088,-0.3826210040493128,0.1803188206822366
SRX1736089,3.116663921961853,-2.5429183904042167
SRX1736090,4.358392366914985,-2.8898498352843527
SRX1736091,2.8530487916628227,-1.82496485944598
SRX1736092,0.5064159902361246,-0.09349972945366236
SRX1736093,-0.32819306432143464,-0.15432105161469956
SRX1736094,0.4827700273226012,-0.47685452307691106
SRX1736095,2.360279905469869,-2.644376428683245
SRX1736096,2.075044386063919,-2.6333037600002185
SRX1736097,1.6254328017900637,-2.15900569418358
SRX7176371,0.36946184441767893,-0.09142785028990907
SRX7176372,-0.3237024333604823,0.04942676379598687
SRX7176373,-0.045759411057195415,0.042001086493921314
SRX7176374,-0.6593000285124492,-0.005477182575455153
SRX7176375,0.3241999366113933,-0.059250598100461176
SRX7176376,0.9756321629551968,-0.07931147466710264
