k,name,in_iM,gene_weight,regulator,function,category
11,Chromium,False,-0.014615659862756729,,,
1,UC-2,False,-0.0073174635553732515,,,
8,Zinc - Fast,False,-0.007054031491279602,,,
6,Iron,False,-0.0059253326756879676,,,
3,Cadmium,False,0.00567592607345432,,,
0,UC-1,False,0.0027387014264240858,,,
10,Copper,False,-0.00242127712816,,,
5,Lead,False,0.001676161786308512,,,
12,Zinc - Intermediate,False,-0.0016270347966262735,,,
9,UC-5,False,-0.0014529277427481062,,,
7,Zinc - Steady,False,0.0013396540272515268,,,
4,UC-4,False,0.0008167647826485335,,,
14,UC-7,False,0.0007923387736082077,,,
13,UC-6,False,-0.0001817048505472485,,,
2,UC-3,False,0.0001353358694177587,,,
