,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,-0.00036509406261709526,,1.0,0.0,-0.00036509406261709526
1,Cr__2,-9.613994821425772e-05,,1.0,1.0,-9.613994821425772e-05
2,Cr__3,0.012780497667508677,,1.0,2.0,0.012780497667508677
3,Cr__4,0.01154584245973532,,1.0,3.0,0.01154584245973532
4,Cr__5,0.00908381971942011,,1.0,4.0,0.00908381971942011
5,Cr__6,0.011925948991693077,,1.0,5.0,0.011925948991693077
6,Fe__1,-0.006278642210412855,,1.0,6.0,-0.006278642210412855
7,Fe__2,-0.026338486466409974,,1.0,7.0,-0.026338486466409974
8,Fe__3,-0.038293037581537306,,1.0,8.0,-0.038293037581537306
9,Fe__4,-0.038823974721082205,,1.0,9.0,-0.038823974721082205
10,Fe__5,-0.035945155625787865,,1.0,10.0,-0.035945155625787865
11,Fe__6,-0.02692887049389355,,1.0,11.0,-0.02692887049389355
12,Cd__1,-0.004615423774125996,,1.0,12.0,-0.004615423774125996
13,Cd__2,-0.001215795619835506,,1.0,13.0,-0.001215795619835506
14,Cd__3,0.00010236436549454492,,1.0,14.0,0.00010236436549454492
15,Cd__4,0.003021754509111741,,1.0,15.0,0.003021754509111741
16,Cd__5,0.0013854545772671472,,1.0,16.0,0.0013854545772671472
17,Cd__6,0.003391488254958509,,1.0,17.0,0.003391488254958509
18,Zn__1,-0.011599283642660949,,1.0,18.0,-0.011599283642660949
19,Zn__2,-0.01904728962291539,,1.0,19.0,-0.01904728962291539
20,Zn__3,-0.01664050422693323,,1.0,20.0,-0.01664050422693323
21,Zn__4,-0.011953061753537086,,1.0,21.0,-0.011953061753537086
22,Zn__5,-0.0038641786067269046,,1.0,22.0,-0.0038641786067269046
23,Zn__6,0.00477205522843948,,1.0,23.0,0.00477205522843948
24,Cu__1,0.007296451044604134,,1.0,24.0,0.007296451044604134
25,Cu__2,0.012171517550853888,,1.0,25.0,0.012171517550853888
26,Cu__3,0.011091399619994377,,1.0,26.0,0.011091399619994377
27,Cu__4,0.013852466265472041,,1.0,27.0,0.013852466265472041
28,Cu__5,0.02272186961195454,,1.0,28.0,0.02272186961195454
29,Cu__6,0.025594581238181303,,1.0,29.0,0.025594581238181303
30,Pb__1,-0.0040497238924393575,,1.0,30.0,-0.0040497238924393575
31,Pb__2,7.95018750833758e-05,,1.0,31.0,7.95018750833758e-05
32,Pb__3,-0.0003849685162847417,,1.0,32.0,-0.0003849685162847417
33,Pb__4,0.00309860095327282,,1.0,33.0,0.00309860095327282
34,Pb__5,0.013712574384519987,,1.0,34.0,0.013712574384519987
35,Pb__6,0.01289071892494917,,1.0,35.0,0.01289071892494917
