,A,NrdR
tcs__del_cpxR_etoh__1,-2.0728044653,1.393670594
tcs__del_cpxR_etoh__2,-2.2732657554,1.36954064
tcs__del_cpxR_lb__1,-8.2351498477,-0.198153501
tcs__del_cpxR_lb__2,-7.7248793957,-0.033879854
tcs__del_cusR_CuSO4__1,-1.6141612108999999,0.46573655700000005
tcs__del_cusR_CuSO4__2,-1.9055770535,0.41545148600000004
tcs__del_cusR_lb__1,-0.28766788050000003,0.089647681
tcs__del_cusR_lb__2,-0.23937203510000002,0.17965277400000002
tcs__del_kdpE_01-kcl__1,4.4426287333,-0.26387747
tcs__del_kdpE_01-kcl__2,4.4481036825,-0.261264414
tcs__del_kdpE_115-kcl__1,7.312039217,0.012217988
tcs__del_kdpE_115-kcl__2,6.4705908305,-0.104070987
tcs__del_phoB_m9__1,-2.0727066052,0.08539236600000001
tcs__del_phoB_m9__2,-2.0795627428,0.124164457
tcs__del_phoB_m9p__1,-3.298224157,1.9052705790000002
tcs__del_phoB_m9p__2,-2.9394464024999998,1.983518504
tcs__del_rcsB_etoh__1,2.8139821047,1.6530322270000002
tcs__del_rcsB_etoh__2,2.4675192929,1.757760512
tcs__del_rcsB_lb__1,-7.9069710874,0.006562633
tcs__del_rcsB_lb__2,-7.639246121,0.083295109
tcs__del_zraR_lb__1,-6.4919499002,-0.184174411
tcs__del_zraR_lb__2,-6.2764792138,-0.36288330100000005
tcs__del_zraR_zncl2__1,-0.058475023,0.19158423200000002
tcs__del_zraR_zncl2__2,0.15890450790000002,0.289211009
tcs__wt_01-kcl__1,4.9353204752,-0.07871499600000001
tcs__wt_01-kcl__2,4.7609450498,-0.130145442
tcs__wt_01xlb__1,3.0677894645,-0.7741218240000001
tcs__wt_01xlb__2,3.1766984593,-0.856753454
tcs__wt_115-kcl__1,7.2958604681,-0.23289736300000002
tcs__wt_115-kcl__2,7.434435867,-0.18202815700000002
tcs__wt_CuSO4__1,-0.3891693654,0.086682484
tcs__wt_CuSO4__2,-0.1044602998,0.06018087800000001
tcs__wt_etoh__1,3.9663873786,1.442448143
tcs__wt_etoh__2,3.5772691114,1.514577182
tcs__wt_lb__1,-7.745913972,-0.048293799000000005
tcs__wt_lb__2,-7.8521599777,-0.07239405800000001
tcs__wt_LiAcet__1,-1.0962208657,0.014734418
tcs__wt_LiAcet__2,-1.6765416691000001,0.015456168000000001
tcs__wt_LiCl__1,-1.3140290603,-0.021763142000000003
tcs__wt_LiCl__2,-1.3648635326,0.10131243200000001
tcs__wt_m9p__1,-3.7455134149,1.958915321
tcs__wt_m9p__2,-3.5641671129,1.9566201680000002
tcs__wt_pyr__1,3.2869244859,-0.7927232080000001
tcs__wt_pyr__2,3.3535809508,-0.89250308
tcs__wt_zncl2__1,-0.041756823400000004,0.193235089
tcs__wt_zncl2__2,0.0666588701,0.199362845
ros_tale__1_112_0pq__1,2.6833666918,-0.54224752
ros_tale__1_112_0pq__2,1.3941176097,-0.421659231
ros_tale__1_112_250pq__1,0.1334721743,-0.17807560700000002
ros_tale__1_112_250pq__2,1.3280240617999999,-0.25693061300000003
ros_tale__1_112_750pq__1,2.8486687629,-0.106674368
ros_tale__1_112_750pq__2,2.408539823,-0.118456793
ros_tale__1_112_750pq__3,1.8636263374,-0.383948915
ros_tale__3_76_0pq__1,-6.6867476182,-0.038476216
ros_tale__3_76_0pq__2,-7.6477328831,-0.05398393
ros_tale__3_76_0pq__3,-6.6019098655,0.033980574
ros_tale__3_76_0pq__4,-6.9849816747,0.26961632
ros_tale__3_76_250pq__1,-0.3470413577,0.23801405900000003
ros_tale__3_76_250pq__2,-2.9748571321,-0.18511685700000002
ros_tale__3_76_750pq__1,-4.2094360162,-0.409597853
ros_tale__3_76_750pq__2,-3.8270527946,-0.470543507
ros_tale__7_103_0pq__1,-0.6557134764,0.04258179
ros_tale__7_103_0pq__2,-1.7754549816,-0.06403631600000001
ros_tale__7_103_0pq__3,-0.6420121392,0.016035513
ros_tale__7_103_0pq__4,-2.2355131917,0.211525185
ros_tale__7_103_250pq__1,0.8586215114,-0.28214075
ros_tale__7_103_250pq__2,1.4373707736,-0.172478021
ros_tale__7_103_750pq__1,0.6029639397000001,-0.576550254
ros_tale__7_103_750pq__2,0.9847430469,-0.48386589100000005
ros_tale__9_77_0pq__1,-1.1188191182,0.16501053300000001
ros_tale__9_77_0pq__2,-0.8184598996,0.062044498000000003
ros_tale__9_77_250pq__1,-0.3800893547,0.239463806
ros_tale__9_77_250pq__2,0.3782394296,0.30390928500000003
ros_tale__9_77_750pq__1,0.7174817187,0.13511947100000002
ros_tale__9_77_750pq__2,0.3100551083,0.27902561400000003
ros_tale__11_83_0pq__1,-8.3708922733,-0.071962154
ros_tale__11_83_0pq__2,-8.8018734447,-0.228876925
ros_tale__11_83_250pq__1,-8.1951687375,-0.28734115200000004
ros_tale__11_83_250pq__2,-8.3144837754,-0.23329893300000001
ros_tale__11_83_750pq__1,-7.0203194183,-0.21816985800000002
ros_tale__11_83_750pq__2,-7.361853238,-0.159459229
ros_tale__13_87_0pq__1,-3.5820991809000002,-0.326694935
ros_tale__13_87_0pq__2,-2.4877479498,-0.34757122100000004
ros_tale__13_87_250pq__1,-4.6834240472,-0.198905874
ros_tale__13_87_250pq__2,-4.4806644316,-0.314047338
ros_tale__13_87_750pq__1,-3.1776406641,-0.126577999
ros_tale__13_87_750pq__2,-2.8474392513,-0.185547176
ros_tale__14_27_0pq__1,-5.9237913021,-0.148675825
ros_tale__14_27_0pq__2,-5.9857060212,-0.133111279
ros_tale__14_27_250pq__1,-5.8552068714,0.07068016
ros_tale__14_27_250pq__2,-5.5837732338,-0.048853577
ros_tale__14_27_750pq__1,3.3721238596,0.079193319
ros_tale__14_27_750pq__2,5.0751736821,0.186429342
ros_tale__16_28_250pq__1,-6.6810099761,0.057176689
ros_tale__16_28_250pq__2,-6.6466534781,0.135272829
ros_tale__16_32_0pq__1,-6.199249806,0.20061641100000002
ros_tale__16_32_0pq__2,-6.2824861171,0.32548186700000004
ros_tale__16_32_0pq__3,-4.2082079322,0.23288457
ros_tale__16_32_0pq__4,-4.0659585997,0.183402522
ros_tale__16_32_250pq__1,-1.0562147574,0.26628802900000004
ros_tale__16_32_250pq__2,-1.606014164,0.18858807500000002
ros_tale__16_32_750pq__1,-2.1744414254,-0.31188825200000003
ros_tale__16_32_750pq__2,-3.7080512407,-0.06769064300000001
ros_tale__17_104_0pq__1,-6.3807525723000005,-0.574538785
ros_tale__17_104_0pq__2,-7.0175251515,-0.32887709800000003
ros_tale__17_104_250pq__1,-6.47605464,-0.450004391
ros_tale__17_104_250pq__2,-6.2346282689,-0.04372449
ros_tale__17_104_250pq__3,-6.4073469973,0.195467931
ros_tale__17_104_250pq__4,-7.2945667762,0.036744641
ros_tale__17_104_750pq__1,-6.9077653903,-0.05615433500000001
ros_tale__17_104_750pq__2,-6.5383820938,-0.33900138300000004
ros_tale__18_24_250pq__1,-2.6721253842,0.245875894
ros_tale__18_24_250pq__2,-5.0588019485,-0.084798254
ros_tale__18_36_0pq__1,3.6033618236000002,0.367712713
ros_tale__18_36_0pq__2,2.8355932311,0.33284701
ros_tale__18_36_0pq__3,2.5546406821,0.083997497
ros_tale__18_36_0pq__4,2.8344269993999998,-0.056873154
ros_tale__18_36_250pq__1,4.871542282,-0.062183418000000004
ros_tale__18_36_250pq__2,4.8453216158,-0.23384367700000003
ros_tale__18_36_750pq__1,7.0012366617,-0.083522621
ros_tale__18_36_750pq__2,7.355626096,-0.077259309
ros_tale__19_91_0pq__1,-9.2244891095,-0.061581525000000005
ros_tale__19_91_0pq__2,-9.0494794443,-0.024001386000000003
ros_tale__19_91_250pq__1,-6.198814611,0.035260059
ros_tale__19_91_250pq__2,-7.5548777359,0.149732225
ros_tale__19_91_750pq__1,-6.0002304077,-0.031133921000000002
ros_tale__19_91_750pq__2,-5.8759882480000005,-0.08035256
ros_tale__19_91_750pq__3,-7.6185086108,0.8406014470000001
ros_tale__19_91_750pq__4,-7.7090729196000005,0.860019851
ros_tale__21_97_0pq__1,-4.4539242159,-0.148598374
ros_tale__21_97_0pq__2,-5.8431793772,-0.472304989
ros_tale__21_97_250pq__1,-1.4094881304,-0.46778722
ros_tale__21_97_250pq__2,-1.6182033605,-0.25856005600000004
ros_tale__21_97_750pq__1,1.3222519093,-0.208368819
ros_tale__21_97_750pq__2,-0.7852221281,-0.27663459500000004
ros_tale__25_111_0pq__1,-2.3781671011,-0.10721841
ros_tale__25_111_0pq__2,-1.563703963,0.264050753
ros_tale__25_111_250pq__1,-1.6468609735,-0.171192366
ros_tale__25_111_250pq__2,-2.8361386477,0.044880737000000004
ros_tale__25_111_750pq__1,-2.1032904837,0.156122397
ros_tale__25_111_750pq__2,-1.6301236645000001,0.29798109500000003
ros_tale__29_119_0pq__1,-0.7200601418,0.307333476
ros_tale__29_119_0pq__2,0.7194596168,0.316845039
ros_tale__29_119_250pq__1,0.2245557862,0.148552249
ros_tale__29_119_250pq__2,-0.0731205679,-0.738887056
ros_tale__29_119_750pq__1,1.744038829,0.27433555600000004
ros_tale__29_119_750pq__2,1.5805720965,0.047712879
ros_tale__ALE4_0pq__1,-2.3172864496,-0.09552545800000001
ros_tale__ALE4_0pq__2,-2.3470700592,0.02377338
ros_tale__ALE4_250pq__1,-0.0461731337,0.521585422
ros_tale__ALE4_250pq__2,-0.5279689562000001,0.641959959
pcoli__atASMT_325G__1,-3.0226342829,0.43664643900000005
pcoli__atASMT_325G__2,-3.0066951789,0.49053816600000005
pcoli__bpTDC__1,-2.1934276528,0.421703841
pcoli__bpTDC__2,-1.9675543657999999,0.18779788600000002
pcoli__BRCA__1,-2.2515276161,0.19482086
pcoli__BRCA__2,-2.7646643393,0.33539385200000005
pcoli__BRCActrl__1,-0.8949408202,0.381366443
pcoli__BRCActrl__2,-1.2813085183,0.580519332
pcoli__BRCAswap__1,5.2372992363,0.35299928
pcoli__BRCAswap__2,5.7548350275,0.39777204600000005
pcoli__btAANAT__1,4.1650407185,0.421167681
pcoli__btAANAT__2,4.858217608,0.42936200700000005
pcoli__btASMT__1,4.5055774611,0.05715093
pcoli__btASMT__2,4.6271810614,0.267523493
pcoli__CC1__1,5.7147281555,0.28973735500000003
pcoli__CC1__2,5.6719083631,0.339126345
pcoli__ccCOMT__1,-3.5403763838,0.38523143200000004
pcoli__ccCOMT__2,-3.3759206307,0.352434267
pcoli__ckDDC__1,1.1498998077,0.366774596
pcoli__ckDDC__2,0.5593963551000001,0.273767344
pcoli__CNTF_belt__1,4.6008406205,0.34654455100000003
pcoli__CNTF_belt__2,5.7128934936,0.057456128
pcoli__cobPNMT__1,0.07407370840000001,0.421797709
pcoli__cobPNMT__2,-0.5622302358,0.448880162
pcoli__cvPhhB__1,-1.1818201056,0.461930308
pcoli__cvPhhB__2,-1.2474244865,0.5482176080000001
pcoli__ggAANAT__1,-1.9330636705000002,0.340433429
pcoli__ggAANAT__2,-2.2058498593,0.36738265400000003
pcoli__ggTPH__1,2.7416755755,0.45881003400000003
pcoli__ggTPH__2,-0.40207837020000003,0.40766969900000005
pcoli__hsAANAT__1,11.1844244621,0.665700237
pcoli__hsAANAT__2,11.7989681059,0.488105275
pcoli__hsASMT__1,-2.2071532764,0.390246982
pcoli__hsASMT__2,-2.1333778946,0.46289950100000005
pcoli__hsPNMT_mb__1,-2.6017103524,0.481285035
pcoli__hsPNMT_mb__2,-2.4479755007,0.39039441900000005
pcoli__hsTPH__1,-2.3040107219,0.180274076
pcoli__hsTPH__2,-2.1127668042,0.380216641
pcoli__hsTPH_E2K__1,5.3260034284,0.46889190500000005
pcoli__hsTPH_E2K__2,5.5647420497999995,0.44765638100000005
pcoli__hsTPH_E2K_N91I_P99C__1,-2.3588583705,0.230640332
pcoli__hsTPH_E2K_N91I_P99C__2,-2.4972463609,0.38575320900000004
pcoli__hsTPH_N158trunc__1,3.512657269,0.47744807800000005
pcoli__hsTPH_N158trunc__2,3.0866110037,0.37629955400000004
pcoli__hsTPH_N174trunc__1,4.5739610296,0.314445107
pcoli__hsTPH_N174trunc__2,4.884156805,0.678681183
pcoli__hsTPH_Ntermtrunc__1,7.6634544264,0.48600895
pcoli__hsTPH_Ntermtrunc__2,7.8268649076,0.502228507
pcoli__hsTPH1__1,5.469755203,0.44604639700000004
pcoli__hsTPH1__2,5.8530262561,0.346110654
pcoli__MBP__1,0.7870917270000001,0.147927839
pcoli__MBP__2,3.4090704043,-0.387609232
pcoli__msCOMT__1,-2.9874309492,0.370941805
pcoli__msCOMT__2,-3.2715288793,0.29190766100000004
pcoli__ocAANAT__1,-1.691448521,0.365337177
pcoli__ocAANAT__2,-2.0554917748,0.42003332400000004
pcoli__osTDC_K374H__1,7.0565436255,0.45937826400000004
pcoli__osTDC_K374H__2,7.493232384,0.46279083400000004
pcoli__osTDC_K374L__1,-3.1451088331,0.42139983200000003
pcoli__osTDC_K374L__2,-2.0376224672,0.519066616
pcoli__osTDC_K374Q__1,5.0211773813,0.371970842
pcoli__osTDC_K374Q__2,5.7519555794,0.258093789
pcoli__osTDC_L360V__1,-2.5268498829,0.33541298
pcoli__osTDC_L360V__2,-2.3777590870000003,0.490686542
pcoli__pmTPH__1,-3.4688971712,0.32343069999999996
pcoli__pmTPH__2,-2.5743276367,0.337392542
pcoli__RFC__1,-2.8991208194,0.5598449160000001
pcoli__RFC__2,-3.0768937512,0.5074679080000001
pcoli__RFCctrl__1,11.8926386418,0.5197944010000001
pcoli__RFCctrl__2,11.9134825472,0.502586492
pcoli__RFCnopause__1,11.352830397,0.693467316
pcoli__RFCnopause__2,10.821071079,0.7978101540000001
pcoli__RFCpluspause__1,9.8178559063,0.536168599
pcoli__RFCpluspause__2,9.047425302,0.501393208
pcoli__rnCOMT_sol__1,10.6421517663,0.694795936
pcoli__rnCOMT_sol__2,11.1367511176,0.348926797
pcoli__rnPNMT__1,-1.0900153279,0.17846077
pcoli__rnPNMT__2,-2.7306029092,0.186874531
pcoli__rnTDC__1,-2.2266071353,0.42459483400000003
pcoli__rnTDC__2,-1.6173846261,0.296703912
pcoli__rnTDC_trunc__1,-0.6834125811,0.6500975130000001
pcoli__rnTDC_trunc__2,-0.7916993901,0.7840606330000001
pcoli__saCOMT_T2A__1,-2.8365591563,0.48161330100000005
pcoli__saCOMT_T2A__2,-2.7647326508,0.5096917510000001
pcoli__sfCOMT__1,-1.1748427186,0.207054442
pcoli__sfCOMT__2,-3.064743195,0.335464507
pcoli__sgAANAT_D63G__1,-2.6527865445,0.553413665
pcoli__sgAANAT_D63G__2,-1.789642272,0.159819429
pcoli__ssDDC__1,-1.088391953,0.44483157100000004
pcoli__ssDDC__2,-1.35455175,0.491170879
pcoli__TP53B__1,-1.9451860146,0.5136648690000001
pcoli__TP53B__2,-1.409068821,0.63168221
pcoli__WT__1,6.8397165802,0.5821060760000001
pcoli__WT__2,6.3395339035,0.46935141900000005
cck__glu_ale4__1,-3.4344898543,0.612235806
cck__glu_ale4__2,-4.3280237207,-0.146747297
cck__cck_ale1__1,-4.9533373128000004,-0.29346426800000003
cck__cck_ale1__2,-3.7140130259,-0.372271809
cck__cck_ale2__1,-4.5381879696,-0.276695729
cck__cck_ale2__2,-4.7249225457,-0.456037862
cck_pgi__gmos_delpgi__1,3.2003350177,0.38813634
cck_pgi__gmos_delpgi__2,3.0161726838,0.608565961
cck_pgi__pgi_ale1__1,0.2692234438,0.669460269
cck_pgi__pgi_ale1__2,2.6677080134,0.217118377
cck_pgi__pgi_ale2__2,3.7544651336,0.243682067
cck_pgi__pgi_ale3__1,0.0834264399,0.5984334840000001
cck_pgi__pgi_ale3__2,-0.594659053,0.025123195
cck_pgi__pgi_ale4__1,1.7300824095,0.433862901
cck_pgi__pgi_ale4__2,-1.2063081111,-0.10362315100000001
cck_pgi__pgi_ale4__3,-0.7500525346,-0.057221903000000005
cck_pgi__pgi_ale5__1,-3.9876827827,0.766019907
cck_pgi__pgi_ale5__2,-4.796914048,0.21944501500000002
cck_pgi__pgi_ale6__1,-3.1287939912000002,0.564440456
cck_pgi__pgi_ale6__2,-3.783890394,0.123962946
cck_pgi__pgi_ale7__1,-3.5868134357,0.5768555240000001
cck_pgi__pgi_ale7__2,-4.7684197774,-0.06694622900000001
cck_pgi__pgi_ale8__1,-1.9631185393,0.7184773950000001
cck_pgi__pgi_ale8__2,-3.2380973908,0.14771453
cck_sdh__gmos_delsdhCB__1,-3.6787314799,0.174084188
cck_sdh__gmos_delsdhCB__2,-4.0573213761,0.21205916
cck_sdh__sdh_ale1__1,-4.1661436787,0.022151426000000002
cck_sdh__sdh_ale1__2,-4.2848185463,-0.080193343
cck_sdh__sdh_ale2__1,-3.4255714553,-0.220208646
cck_sdh__sdh_ale3__2,-4.2222524877,-0.04840951
cck_sdh__sdh_ale3__1,-3.6598585395,-0.24657735500000003
cck_sdh__sdh_ale3__3,-3.6482991725,-0.21803573
cck_pts__gmos_delptsHIcrr__2,-1.7315751137,0.326045633
cck_pts__gmos_delptsHIcrr__1,0.2988468494,-0.359657539
cck_pts__pts_ale1__2,-2.5606246661,-0.440923769
cck_pts__pts_ale1__1,-2.8589306379,-0.41224671
cck_pts__pts_ale2__2,-3.4345543503,-0.7596131970000001
cck_pts__pts_ale2__1,-3.7614215105,-0.9118493160000001
cck_pts__pts_ale3__2,-4.0377862713,-0.595439607
cck_pts__pts_ale3__1,-4.6885653913,-0.39965899800000004
cck_pts__pts_ale4__2,-3.1667909672,-0.801990015
cck_pts__pts_ale4__1,-3.2716531426,-0.777785001
cck_gnd__gmos_delgnd__1,2.3066211476,-0.031456562
cck_gnd__gmos_delgnd__2,1.8982167740000002,-0.07732409300000001
cck_gnd__gnd_ale1__1,-4.9161187318,-0.33547779
cck_gnd__gnd_ale1__2,-3.8431018854000003,-0.5272509590000001
cck_gnd__gnd_ale2__1,-4.1485366529,-0.399670978
cck_gnd__gnd_ale2__2,-4.1122905582,-0.42155796700000003
cck_gnd__gnd_ale3__1,-3.9137710562,-0.406774491
cck_gnd__gnd_ale3__2,-4.477485685,-0.46041498300000006
cck_tpiA__gmos_deltpiA__1,0.4986188105,-0.12905708300000002
cck_tpiA__gmos_deltpiA__2,-0.0229311263,-0.3931387
cck_tpiA__tpiA_ale1__1,-0.9209733113,-0.19973669700000002
cck_tpiA__tpiA_ale1__2,-1.0717648749,-0.121737037
cck_tpiA__tpiA_ale2__1,-0.2210033912,-0.11227117900000001
cck_tpiA__tpiA_ale2__2,-0.6482617823,0.032215557
cck_tpiA__tpiA_ale3__1,-2.1972864447,0.090831171
cck_tpiA__tpiA_ale3__2,-2.4586702979,-0.263724183
cck_tpiA__tpiA_ale4__1,-2.0762789185,0.140005381
cck_tpiA__tpiA_ale4__2,-2.0044051068,0.08989612400000001
acid_tale__acid_ale1_pH7__1,-4.2789034603000005,-0.47734320300000005
acid_tale__acid_ale1_pH7__2,-3.6987442535,-0.57468856
acid_tale__acid_ale1_pH5__1,-3.1803945373,-0.288122294
acid_tale__acid_ale1_pH5__2,-3.4550678684,-0.36361134700000003
acid_tale__acid_ale2_pH7__1,-0.7525335430000001,-0.454360046
acid_tale__acid_ale2_pH7__2,-0.7741086308,-0.321730462
acid_tale__acid_ale2_pH5__1,-0.48285291340000003,-0.21944554100000002
acid_tale__acid_ale2_pH5__2,-1.2818063272,0.021198311
acid_tale__low_Mg_ale_pH7__1,-3.5162359558,-0.45491165200000006
acid_tale__low_Mg_ale_pH7__2,-3.2056600624,-0.330725052
acid_tale__low_Mg_ale_pH5__1,-2.2410996749,-0.24933625
acid_tale__low_Mg_ale_pH5__2,-3.160637817,-0.15487356800000002
acid_tale__MES_ale_pH7__1,-3.2313988412,-0.38634160100000003
acid_tale__MES_ale_pH7__2,-3.7167147455,-0.314227702
acid_tale__MES_ale_pH5__1,-3.1178189959,-0.265102023
acid_tale__MES_ale_pH5__2,-1.7270279799,-0.048878753000000004
acid_tale__gmos_pH7__1,-3.4230902305,-0.394220989
acid_tale__gmos_pH7__2,-4.0626385343,-0.24742149300000002
acid_tale__gmos_pH5__1,-3.1654397124,-0.09963044600000001
acid_tale__gmos_pH5__2,-3.5903284236,-0.235580796
adnB__wt_adn__1,-1.0514626304,-0.56076887
adnB__wt_adn__2,-2.7016390861,-1.014554301
adnB__delydhB_adn__1,-2.0920384709,-1.1439939670000001
adnB__delydhB_adn__2,-1.5397970374,-0.19706678
ytf2__wt_glc__1,5.4986282339,0.40879863
ytf2__wt_glc__2,5.3625604052,0.208749187
ytf2__ybcM_glc__1,3.7489452088,0.29710344
ytf2__ybcM_glc__2,3.896408715,0.448602912
ytf2__ydhB_glc__1,6.3046841275,0.104590707
ytf2__ydhB_glc__2,6.1580330104,0.10117935700000001
ytf2__yfeC_glc__1,4.947548468,0.07597946800000001
ytf2__yfeC_glc__2,5.4990154062,0.23029859900000002
ytf2__yciT_glc__1,4.5795139395,-0.07642892700000001
ytf2__yciT_glc__2,4.3716288186,0.12563375100000002
ytf2__ydiZ_glc__1,2.7245303703,-0.083748001
ytf2__ydiZ_glc__2,2.8989795077,0.063293075
ytf2__ynfL_glc__1,5.4139434464,0.142053165
ytf2__ynfL_glc__2,5.1996767284,0.20436367700000002
misc2__dellon_glc__1,5.5767930791,1.180958476
misc2__dellon_glc__2,3.9110075877,1.647284123
ytf3__wt_glc2__1,-2.6463765378,0.01470275
ytf3__wt_glc2__2,-2.7021628144000003,0.08864712300000001
ytf3__wt_pH7_lactate__1,-2.9442136831,-0.125553563
ytf3__wt_pH7_lactate__2,-3.0773413016,-0.11557987800000001
ytf3__wt_pH55_lactate__1,-3.1781534919,-0.393542702
ytf3__wt_pH55_lactate__2,-2.5740354201,-0.15039169500000002
ytf3__wt_pH55_HCl__1,-2.5476726035,-0.028672720000000002
ytf3__wt_pH55_HCl__2,-2.4666701728,-0.081492381
ytf3__dyieP_pH7__1,-3.3942953744,-0.082169724
ytf3__dyieP_pH7__2,-3.5195142613,-0.017163029
ytf3__dyieP_pH55__1,-3.4322857858,-0.59398443
ytf3__dyieP_pH55__2,-3.2819258763,-0.282951547
