,-0.012866189046164607,0.012866189046164607,0.03859856713849382,0.06433094523082303,0.09006332332315226,0.11579570141548146,0.14152807950781068,0.1672604576001399,0.1929928356924691,0.2187252137847983,0.2444575918771275,0.27018996996945677,0.29592234806178597,0.32165472615411517,0.3473871042464444,0.3731194823387736,0.3988518604311028,0.424584238523432,0.4503166166157612,0.4760489947080905
thresh,-0.025732378092329214,0.025732378092329214,3,,,,,,,,,,,,,,,,,
unreg,3457,2053,11,6,2,3,5,3,1,2,0,0,0,0,0,0,0,0,0,0
RutR,3,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zur,0,0,4,0,1,1,0,2,5,3,1,0,0,0,0,0,0,0,0,0
unreg_genes,[],[],"['PA1926' 'PA2435' 'PA3602' 'PA2434' 'PA2910' 'PA4171' 'PA4169' 'PA4062'
 'PA3597' 'nrdG' 'metE']",['PA3598' 'PA2439' 'PA2437' 'PA2438' 'nrdD' 'PA4170'],['PA2914' 'PA2913'],['PA2911' 'PA2912' 'PA4066'],['PA4064' 'PA1921' 'PA4065' 'PA4834' 'PA4835'],['PA1923' 'PA4836' 'PA4837'],['PA1924'],['PA1922' 'PA1925'],[],[],[],[],[],[],[],[],[],[]
RutR_genes,['PA0136' 'PA0167' 'PA0168'],['PA0165' 'PA0166' 'PA0137' 'PA0138' 'PA1513'],['PA1516' 'alc' 'PA1514' 'PA1517'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
Zur_genes,[],[],['znuB' 'zur' 'PA5498' 'znuC'],[],['PA4838'],['PA5537'],[],['PA4063' 'PA3601'],['PA3600' 'amiA' 'PA5535' 'PA5534' 'PA5540'],['pyrQ' 'PA0781' 'PA5539'],['PA5536'],[],[],[],[],[],[],[],[],[]
