,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,AB0057_PGcoculture__PGAB,0.23459775186666668,0.11848279323992997,3.0,0.0,0.36467877670000004,1.0,0.2062637447,2.0,0.13285073420000001,,
1,AB0057_PGcoculture__AB ,0.0,0.11916318282693317,4.0,3.0,0.1472242859,4.0,-0.0492788532,5.0,0.0337906294,6.0,-0.1317360621
2,AB0057_PGcoculture__ABPG,-0.238176418575,0.24155953417363357,4.0,7.0,-0.2064372227,8.0,-0.5105953457,9.0,0.0704055926,10.0,-0.3060786985
3,AB5075_AZI__AZI_000,0.0,0.05996507207701869,2.0,11.0,-0.042401709100000004,17.0,0.042401709100000004,,,,
4,AB5075_AZI__preculture,0.34860018535000004,0.007255943637523141,2.0,12.0,0.35373091230000003,13.0,0.34346945840000004,,,,
5,AB5075_AZI__AZI_040,-0.7153967290000001,0.014572239970191407,2.0,14.0,-0.7257008587,18.0,-0.7050925993,,,,
6,AB5075_AZI__AZI_028,0.3854033364,0.027610309813800762,2.0,15.0,0.4049267737,19.0,0.3658798991,,,,
7,AB5075_AZI__AZI_003,-0.09013498389999999,0.09999641437655214,2.0,16.0,-0.1608431266,20.0,-0.0194268412,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,-0.21162051163333337,0.03592511663765295,3.0,21.0,-0.2076035988,28.0,-0.1778726775,29.0,-0.24938525860000002,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,0.0,0.20234684478257803,3.0,22.0,-0.07360030370000001,23.0,-0.155245395,24.0,0.22884569870000002,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,-0.19049589056666671,0.24982148769301915,3.0,25.0,-0.3392160114,26.0,-0.3301977837,27.0,0.09792612340000001,,
11,AB5075_VIR-O_LSO__VIR-O,-3.33333360913457e-11,0.13783673465522492,3.0,30.0,-0.1055816282,32.0,-0.0503515888,34.0,0.1559332169,,
12,AB5075_VIR-O_LSO__LSO,-0.1222861329333333,0.4491501700136594,3.0,31.0,-0.2592237161,33.0,-0.4870285473,35.0,0.3793938646,,
13,AB5075_Zinc__Control,-3.33333360913457e-11,0.9242809591459057,3.0,36.0,0.6142081509,37.0,-1.0629853836,38.0,0.4487772326,,
14,AB5075_Zinc__Zinc,-0.36907696655,0.05057031752686054,2.0,39.0,-0.3333183521,40.0,-0.404835581,,,,
15,AB5075_biofilm+abx__planktonic,0.0,0.7681590824694174,3.0,41.0,0.8704633679,42.0,-0.2876223352,44.0,-0.5828410327,,
16,AB5075_biofilm+abx__biofilm,1.5393532481,0.12263764044184182,3.0,43.0,1.6791554752,45.0,1.4889840015,46.0,1.4499202676,,
17,AB5075_biofilm+abx__cip_biofilm,1.6419898674333335,0.1873273944552559,3.0,47.0,1.8379182241,48.0,1.6234020836,50.0,1.4646492946,,
18,AB5075_biofilm+abx__tet_biofilm,1.4647699836666668,0.1535246875836768,3.0,49.0,1.4009498661,51.0,1.3534492003,52.0,1.6399108846,,
19,AB5075_gigAB__kan_gigB,-2.484766066266667,0.4603357892316498,3.0,53.0,-2.5537408806,54.0,-2.9067224071,55.0,-1.9938349111,,
20,AB5075_gigAB__gigB,-3.200668928066667,0.11683988992234806,3.0,56.0,-3.0821220142,57.0,-3.315723491,58.0,-3.204161279,,
