,-0.06618489949625868,-0.05294791959700694,-0.0397109396977552,-0.026473959798503463,-0.013236979899251725,1.3877787807814457e-17,0.013236979899251752,0.02647395979850349,0.03971093969775523,0.05294791959700697,0.0661848994962587,0.07942187939551044,0.09265885929476218,0.10589583919401392,0.11913281909326566,0.13236979899251738,0.14560677889176915,0.15884375879102086,0.17208073869027263,0.18531771858952434
thresh,-0.07280338944588455,0.07280338944588455,2,,,,,,,,,,,,,,,,,
unreg,2,5,21,125,1228,3113,855,119,33,18,13,9,7,4,4,0,0,0,0,0
FliA,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,2,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],"['fliD' 'flgK' 'motA' 'flgB' 'PP_0173' 'PP_0369' 'fliT' 'PP_0769'
 'PP_4336']",['PP_1087' 'PP_0802' 'PP_1512' 'PP_0768' 'PP_4406' 'fliS' 'PP_5324'],['PP_2111' 'pctB' 'PP_5710' 'PP_2128'],['PP_3795' 'PP_0584' 'PP_1828' 'PP_5020'],[],[],[],[],[]
FliA_genes,[],[],[],[],[],['PP_0913'],[],[],['PP_0914'],['PP_4396'],[],['flgM'],['PP_0779'],[],[],['pctA' 'PP_4377'],['fliC'],[],[],[]
