,Value,list
TF,FliA,
reg_genes,8,['PP_0914' 'PP_4396' 'PP_0913']
comp_genes,29,"['PP_0584' 'flgK' 'PP_5020' 'PP_2128' 'PP_0769' 'PP_0369' 'PP_0802'
 'PP_1828' 'fliS' 'fliD' 'flgB' 'PP_1512' 'PP_0173' 'PP_4406' 'PP_5710'
 'PP_5324' 'motA' 'fliT' 'PP_3795' 'PP_4336' 'PP_0768' 'pctB' 'PP_2111'
 'PP_1087']"
both_genes,5,['fliC' 'PP_0779' 'PP_4377' 'flgM' 'pctA']
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
