,A,FliA
R2,,0.5093907842598664
xmin,,-2.6212327800000006
xmid,,-1.875634628577995
xmax,,2.0276620439999995
ystart,,-12.645431089095604
yend,,12.430958320296524
ALE:GalactoseA5:1.0,0.0672546543850651,0.9919391820000004
ALE:GalactoseA5:2.0,-0.0170481343312772,1.0716661370000002
ALE:GalactoseA6:1.0,-15.453613797796995,0.2569174770000009
ALE:GalactoseA6:2.0,-15.128984416431834,0.1574919679999995
ALE:GalactoseA8:1.0,2.121149303298271,0.871851373000001
ALE:GalactoseA8:2.0,1.7876355458410138,0.739643677000001
ALE:IL_Control:1.0,-0.9999232250235472,-0.02574976
ALE:IL_Control:2.0,-0.8630901252904539,0.001791045
ALE:IL_Control:3.0,1.4853564368258247,0.0059815229999999
ALE:IL_Control:4.0,0.3776569130190879,0.017977192
ALE:IL_TEOH_OAc:1.0,-2.074448268750076,0.9161154209999998
ALE:IL_TEOH_OAc:2.0,-3.388851659244144,0.3764902950000008
ALE:IL_TEA_HS:1.0,-2.119638904994069,0.2124941690000001
ALE:IL_TEA_HS:2.0,-3.1760414378399986,-0.0166712779999995
ALE:IL_Mixed:1.0,-3.159847281833334,0.479957969
ALE:IL_Mixed:2.0,-3.773851813132828,0.594820083000001
ALE:IL_PP5350:1.0,2.259052858016606,-0.3830874249999993
ALE:IL_PP5350:2.0,1.484763502089643,-0.4547101099999997
ALE:IL_T8:1.0,-0.2985979208233124,-0.1971939489999998
ALE:IL_T8:2.0,-0.6240670402283482,-0.2446196299999998
ALE:IL_T9:1.0,-3.8710292345668846,-1.0369342679999995
ALE:IL_T9:2.0,-3.3503684578898514,-1.0405456199999996
ALE:IL_Control2:1.0,-3.167963141208804,0.5853679999999999
ALE:IL_Control2:2.0,-3.407224909859608,0.4391590890000012
ALE:IL_Glc+Ace:1.0,-0.5976747894200699,-0.0697248799999998
ALE:IL_Glc+Ace:2.0,0.1570512868465211,-0.0396354929999995
ALE:XyloseA1:1.0,0.0563972532909995,0.6227440260000003
ALE:XyloseA1:2.0,-0.0135628130769834,0.7313655179999996
ALE:XyloseA2:1.0,0.1809483371318152,0.8870131540000008
ALE:XyloseA2:2.0,-0.5647281305503487,0.815766688000001
ALE:XyloseA3:1.0,-0.030016684411228,0.8715479149999998
ALE:XyloseA3:2.0,-0.3680941476571647,0.6548558719999997
ALE:XyloseA4:1.0,-1.1596778735012832,0.5068523300000001
ALE:XyloseA4:2.0,-0.8482120856837931,0.4625943270000006
Aromatic:Coumarate:1.0,-4.638177427278023,0.5571286323333311
Aromatic:Coumarate:2.0,-3.7616048573563474,0.3737688103333312
Aromatic:Coumarate:3.0,-2.7037302360771287,0.5030074303333318
Aromatic:Coumarate+ferulate:1.0,-3.924095945492884,0.3062123383333315
Aromatic:Coumarate+ferulate:2.0,-4.006187370292597,0.3303456963333318
Aromatic:Coumarate+ferulate:3.0,-2.9116176843145336,0.4711638553333319
Aromatic:Ferulate:1.0,2.547664081887198,0.7783601883333322
Aromatic:Ferulate:2.0,1.1557747210397082,0.7709512833333321
Aromatic:Ferulate:3.0,2.087310576494343,0.7782236653333321
Aromatic:Glucose:1.0,-0.4482484886509719,-0.0487783886666672
Aromatic:Glucose:2.0,-0.7249324913984003,-0.0315170476666679
Aromatic:Glucose:3.0,1.1731809821934571,0.0802954363333317
Bioreactor1:24h:1.0,2.206015287292228,0.2202426299999995
Bioreactor1:24h:2.0,-2.206015287181229,-0.2202426299999995
Bioreactor2:S_0min:1.0,0.1235281787664891,-0.0835340466666663
Bioreactor2:S_15min:1.0,1.2052615917605936,0.5902747313333334
Bioreactor2:P1_15min:1.0,1.601327490873438,0.4834033643333342
Bioreactor2:P3_15min:1.0,1.5421052816866343,0.0710716023333333
Bioreactor2:P5_15min:1.0,2.128693106651569,-0.258833033666666
Bioreactor2:S_1h:1.0,2.498301376911377,0.4703302773333337
Bioreactor2:S_3h:1.0,1.2832723704728022,0.4525204423333333
Bioreactor2:S_9h:1.0,-0.8369508485481567,0.2193474713333341
Bioreactor2:S_25h:1.0,-0.2628638158231389,0.298961188333334
Bioreactor2:P1_25h:1.0,-0.110737074642722,-0.1850476456666658
Bioreactor2:P3_25h:1.0,0.2899558990778183,0.0888026043333338
Bioreactor2:P5_25h:1.0,-0.1975137388367218,-0.0277953186666666
Bioreactor2:S_0min:2.0,-0.1276897731342569,0.4671781013333334
Bioreactor2:S_15min:2.0,0.3039930271076301,0.8395334413333337
Bioreactor2:P1_15min:2.0,0.7190612424505939,0.287441627333334
Bioreactor2:P3_15min:2.0,0.22692022347349,0.4443832793333335
Bioreactor2:P5_15min:2.0,0.7510840499744047,-0.0870165766666666
Bioreactor2:S_1h:2.0,2.2380713266918457,-0.1713361666666664
Bioreactor2:S_3h:2.0,0.3203906454659002,0.2712690573333338
Bioreactor2:S_9h:2.0,-0.9462070282917314,0.3767263183333336
Bioreactor2:S_25h:2.0,-0.5034259066295015,0.4289242583333337
Bioreactor2:P1_25h:2.0,-0.8567981801261133,0.1619902853333341
Bioreactor2:P3_25h:2.0,-0.0694495075052979,-0.4688999366666664
Bioreactor2:P5_25h:2.0,-0.1719958576814668,-0.2816672946666658
Bioreactor2:S_0min:3.0,0.0041615934207455,-0.3836440546666662
Bioreactor2:S_15min:3.0,1.1085231259839297,0.4773022163333333
Bioreactor2:P1_15min:3.0,0.5180419214282115,-0.3769485316666658
Bioreactor2:P3_15min:3.0,1.1958690362814557,0.3197905433333341
Bioreactor2:P5_15min:3.0,2.0271968804568536,-0.0835596186666665
Bioreactor2:S_1h:3.0,2.671761371028862,0.1905482393333333
Bioreactor2:S_3h:3.0,0.648573501963973,0.4252969603333341
Bioreactor2:S_9h:3.0,-0.1864145865427443,0.1964573603333335
Bioreactor2:S_25h:3.0,-0.807625790931916,-0.4650198686666664
Bioreactor2:P1_25h:3.0,-0.3467304833635036,0.3034760463333334
Bioreactor2:P3_25h:3.0,0.0847383347947577,-0.4405283976666663
Bioreactor2:P5_25h:3.0,-0.4998529741527643,-0.8038559306666659
Carbon:Citrate:1.0,4.837931016358145,0.6513933955000013
Carbon:Citrate:2.0,4.632307728217892,0.6923952225000001
Carbon:Citrate:3.0,2.802360311759436,0.2957123155000012
Carbon:Ferulate:1.0,6.353942981469007,1.2097516835000004
Carbon:Ferulate:2.0,4.582318459458418,1.0954184405000014
Carbon:Ferulate:3.0,5.426677382316469,1.0710174085000013
Carbon:Glucose:1.0,-0.4232777459106865,-0.0171828134999998
Carbon:Glucose:2.0,0.4232777460838701,0.0171828135000007
Carbon:Serine:1.0,15.686140277497078,1.5897377035000009
Carbon:Serine:2.0,16.113408590518493,1.2124729095000006
Carbon:Serine:3.0,16.786229571203567,1.4243537655000011
Carbon2:Glucose:1.0,0.1648860907709476,-0.0612687100000002
Carbon2:Glucose:2.0,-0.3208720585029451,0.0601222809999999
Carbon2:Glucose:3.0,0.1559859678547057,0.0011464290000002
Carbon2:Coumarate:1.0,0.8014956507633958,0.3308373720000004
Carbon2:Coumarate:2.0,2.206104521233322,0.0906111410000001
Carbon2:Coumarate:3.0,0.9346274205243524,0.4584129110000008
Crc:Control:1.0,0.2634654425468953,0.1913993165
Crc:Control:2.0,-0.263465442975152,-0.1913993164999992
Crc:Del_crc:1.0,-1.233602408449264,0.0678790305000003
Crc:Del_crc:2.0,-3.735417099745937,0.2331068335000008
Crc:Del_crcZ_crcY:1.0,-2.775315910773806,-0.2076575864999998
Crc:Del_crcZ_crcY:2.0,-0.3578247348870909,0.3282365705000005
FinR:Control:1.0,-0.1121412667184844,0.0834784959999996
FinR:Control:2.0,-0.1084876189815802,-0.1170319850000005
FinR:Control:3.0,0.2206288833242102,0.0335534889999991
FinR:Del_finR:1.0,-0.5110131449189609,0.2186484349999995
FinR:Del_finR:2.0,-0.3589127435229592,0.2379287429999994
FinR:Del_finR:3.0,-0.8722928535383443,0.4035648399999996
FleQ:Del_fleQ:1.0,-20.27696001181589,-1.396801326666666
FleQ:Del_fleQ:2.0,-20.231156811547827,-1.490716208666666
FleQ:Del_fleQ:3.0,-20.48235234909628,-1.7053463586666655
FleQ:OE_wspR:1.0,-8.39317346420028,-1.061661896666665
FleQ:OE_wspR:2.0,-8.942228817189196,-0.9697040676666662
FleQ:Control:1.0,0.221347354095163,0.0335546013333338
FleQ:OE_wspR:3.0,-9.35355870382104,-1.1162364726666656
FleQ:Control:2.0,-0.1041302381190486,0.0834780923333342
FleQ:Control:3.0,-0.1172171149806289,-0.1170326936666654
Fuel:Butanol:1.0,4.363358323557957,0.4284571034999995
Fuel:Butanol:2.0,4.048758733620927,0.1938231394999992
Fuel:Control:1.0,-0.684554711091257,-0.1232691334999991
Fuel:Control:2.0,0.6845547113985434,0.1232691334999991
Fuel:Isopentanol:1.0,-1.5408884517439474,-1.4111309355
Fuel:Isopentanol:2.0,-1.523456526976052,-0.6939780134999998
Glycolaldehyde:Glycolaldehyde:1.0,-1.1884568061241314,-0.1251350260000006
Glycolaldehyde:Control:1.0,0.4486967693887089,0.1389004299999996
Glycolaldehyde:Glycolaldehyde:2.0,-0.9987587254302572,-0.2773214159999995
Glycolaldehyde:Control:2.0,-0.4486967693214538,-0.1389004299999996
HNS_protein:Control_ex:1.0,0.5576703364741585,-0.0377666469999997
HNS_protein:Del_turB_ex:1.0,-3.679079637243987,-0.2544676319999999
HNS_protein:Del_turB_ex:2.0,-0.2279514988274291,-0.3999189609999991
HNS_protein:WT_pCAR1_ex:1.0,-2.9766303630270468,0.5499530349999997
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,0.2054468131345665,1.2184358790000012
HNS_protein:WT_pCAR1_Del_turA_st:1.0,-1.6298316922039673,1.4388446170000009
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,0.2798863456317669,1.2091492539999995
HNS_protein:WT_pCAR1_Del_turA_st:2.0,-1.359504426958593,1.428633665000001
HNS_protein:WT_pCAR1_ex:2.0,-4.035517405160997,0.2920262660000006
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,-1.5996644390324406,0.8717187680000009
HNS_protein:WT_pCAR1_Del_turB_st:1.0,-1.9040864515113889,1.432952762000001
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,-2.4216308680849323,1.0308609300000011
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,-2.4358930637290284,1.1356222000000002
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,-2.668498063981965,1.2166186129999996
HNS_protein:WT_pCAR1_Del_turB_st:2.0,-2.325056644825423,1.789039068000001
HNS_protein:Control_ex:2.0,-0.5576703370704383,0.0377666470000006
HNS_protein:WT_Del_turA_ex:1.0,0.4286185534731748,-0.1582313269999993
HNS_protein:WT_Del_turA_ex:2.0,-0.4279686878349534,-0.1222144559999991
Mobile_gene:2737_exp:1.0,0.1075841918375615,-0.0461471067499994
Mobile_gene:2737_exp:2.0,-0.1333420387113958,-0.0130438637500001
Mobile_gene:2737_exp:3.0,-0.1404765853490162,-0.0206559457499997
Mobile_gene:2737_exp:4.0,0.1662344319483728,0.0798469162500001
Mobile_gene:2737_reg:1.0,0.3461346985235161,-0.3090994907499995
Mobile_gene:2737_reg:2.0,-0.1994990896726189,-0.2911502797500001
Mobile_gene:2737_reg:3.0,-0.2829930504234348,-0.27573429075
Mobile_gene:2737_reg:4.0,-0.3663649206397282,-0.2857916277500001
Mobile_gene:3227_exp:1.0,-1.3434636135883238,-0.0454570047500002
Mobile_gene:3227_exp:2.0,-0.6575263059640793,0.1341713712499999
Mobile_gene:3227_exp:3.0,-0.254906757687027,-0.0352372757500001
Mobile_gene:3227_exp:4.0,-0.5219566133242598,0.1228406002499999
Mobile_gene:3227_reg:1.0,1.3882616078414003,-0.1925239967500003
Mobile_gene:3227_reg:2.0,0.2663921890742001,-0.3543173057499995
Mobile_gene:3227_reg:3.0,-0.3303970287753532,-0.5053238847500001
Mobile_gene:3227_reg:4.0,0.5815055282601419,-0.3765934877500001
Mobile_gene:mfsR_exp:1.0,3.855847665757486,-0.5834216577499998
Mobile_gene:mfsR_exp:2.0,6.074283356777169,-0.3820552397499996
Mobile_gene2:Condition1:1.0,-1.9855720650550488,-0.0520256532499985
Mobile_gene2:Condition1:2.0,0.5887261403436678,0.1674186357499998
Mobile_gene2:Condition2:1.0,-1.3875325919461752,-0.1752455462500002
Mobile_gene2:Condition2:2.0,-2.4470387274814085,-0.1597608892500002
Mobile_gene2:Condition2:3.0,3.19618699335876,0.2060751007500005
Mobile_gene2:Condition2:4.0,0.6383843257984048,0.1289313347499998
Muconate:CJ522_fructose:1.0,6.444011809315341,0.9415651999999994
Muconate:CJ522_fructose:2.0,4.863969142134255,0.5966709389999991
Muconate:CJ522_fructose:3.0,5.940613832843126,0.8818288709999997
Muconate:CJ522_fructose_glucose:1.0,11.100454167212922,1.1251281580000008
Muconate:CJ522_fructose_glucose:2.0,11.63503493559964,1.089383669
Muconate:CJ522_fructose_glucose:3.0,11.913151503439238,1.1233746240000002
Muconate:CJ522_fructose_glucose_gluconate:1.0,4.218458272010538,0.3586357069999994
Muconate:CJ522_fructose_glucose_gluconate:2.0,5.142613342303876,0.5055616319999992
Muconate:CJ522_fructose_glucose_gluconate:3.0,4.821630923812288,0.5307550079999999
Muconate:CJ522_glucose_gluconate:1.0,12.169583887764862,1.3527243529999993
Muconate:CJ522_glucose_gluconate:2.0,11.870668087189708,1.4631948290000008
Muconate:CJ522_glucose_gluconate:3.0,12.53725106333186,1.383130649
Muconate:CJ522_gluconate:1.0,7.267402907013909,1.3055280059999994
Muconate:CJ522_gluconate:2.0,7.027644983032122,0.7173078119999996
Muconate:CJ522_gluconate:3.0,7.77553210151958,1.155496308
Muconate:CJ522_glucose:1.0,13.947307758868895,1.534650148999999
Muconate:CJ522_glucose:2.0,12.620504676526348,1.4787230870000003
Muconate:CJ522_glucose:3.0,13.268360095040125,1.5414797520000008
Muconate:GB032_fructose:1.0,3.253771126979755,0.59009511
Muconate:GB032_fructose:2.0,2.44371666927029,0.3661405910000006
Muconate:GB032_fructose:3.0,4.345364402168229,0.6277978910000002
Muconate:GB032_fructose_glucose:1.0,3.1504870516438093,1.3435024789999996
Muconate:GB032_fructose_glucose:2.0,8.942132350350835,1.169418728
Muconate:GB032_fructose_glucose:3.0,9.164853202371548,1.176155551999999
Muconate:GB032_fructose_glucose_gluconate:1.0,10.66153226054918,1.0220580550000005
Muconate:GB032_fructose_glucose_gluconate:2.0,14.15747973852488,1.2815669619999994
Muconate:GB032_fructose_glucose_gluconate:3.0,10.338488304190175,0.9250325470000008
Muconate:GB032_glucose_gluconate:1.0,13.653092785118645,0.6402842849999999
Muconate:GB032_glucose_gluconate:2.0,16.081315465605694,1.866607602
Muconate:GB032_glucose_gluconate:3.0,13.377121422853657,1.0550452030000006
Muconate:GB032_gluconate:1.0,7.625890370231941,0.3239167540000007
Muconate:GB032_gluconate:2.0,7.921058070631055,1.271009445000001
Muconate:GB032_gluconate:3.0,7.595977147793634,1.5524728329999995
Muconate:GB032_glucose:1.0,15.988164494937964,1.708025095
Muconate:GB032_glucose:2.0,9.145059296541376,2.0085280910000005
Muconate:GB032_glucose:3.0,15.689364654155202,1.5437605740000002
Muconate:GB045_fructose:1.0,-19.95744514049217,-1.3599916940000003
Muconate:GB045_fructose:2.0,-19.93484811709981,-1.5445983080000003
Muconate:GB045_fructose:3.0,-19.55251038611928,-1.5951490260000003
Muconate:GB045_fructose_glucose:1.0,-19.78637023859052,-1.28382474
Muconate:GB045_fructose_glucose:2.0,-20.262686454619544,-1.4857950129999995
Muconate:GB045_fructose_glucose_gluconate:1.0,-19.7101966218955,-1.6313761170000003
Muconate:GB045_fructose_glucose_gluconate:2.0,-21.574524668634417,-1.9946513050000003
Muconate:GB045_fructose_glucose_gluconate:3.0,-20.684240945167684,-1.7705650940000002
Muconate:GB045_glucose_gluconate:1.0,-20.016229828229186,-1.685241456
Muconate:GB045_glucose_gluconate:2.0,-19.612678040136235,-1.830462698
Muconate:GB045_glucose_gluconate:3.0,-20.398157522683498,-1.6289196830000003
Muconate:GB045_gluconate:1.0,-21.353352618757125,-1.8707490140000005
Muconate:GB045_gluconate:2.0,-20.110200522882177,-1.7524905559999997
Muconate:GB045_gluconate:3.0,-20.291019400254463,-1.770647351
Muconate:GB045_glucose:1.0,-19.55882193797113,-1.628650093
Muconate:GB045_glucose:2.0,-20.78521763812717,-1.863189824
Muconate:GB045_glucose:3.0,-21.435501386443644,-1.959872078
Muconate:GB062_fructose:1.0,7.473942794355115,0.7366806520000004
Muconate:GB062_fructose:2.0,7.255148813177897,0.9529335559999996
Muconate:GB062_fructose:3.0,6.263130071802401,0.7659851399999997
