,A,Fur
USA300_TCH1516_U01-Set000_R10LB_Control_1,-2.56515162,9.3687227487
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,-2.700273005,9.1856905684
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,6.9840034,9.6940969704
USA300_TCH1516_U01-Set000_R10LB_Control_2,-0.9169252470000001,9.6154143801
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,-3.965780327,9.2478950176
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,0.039078438,9.3335787216
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,-3.279808143,9.8858906989
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,-4.486384628,9.7387175632
USA300_TCH1516_U01-Set000_CAMHB_Control_2,-1.3763799730000001,10.0185497082
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,-0.9962412820000001,9.8212889627
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,0.425175271,9.8058550235
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,-2.138365897,9.7555161835
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,-2.123442646,9.8612075621
USA300_LAC_U01-Set004_CAMHB_Control_1,-3.65463578,8.4060229174
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,-6.351746436,8.394730218
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,-6.343742795,8.1441733251
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,-8.709917207,8.6393596957
USA300_LAC_U01-Set004_CAMHB_Control_2,-2.176881147,8.2523786464
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,-5.688262053,8.1939266113
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,-6.660238007,8.4434440819
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,-7.953806021,8.3285951488
USA300_LAC_U01-Set004_R10LB_Control_1,-3.029235455,8.2768587613
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,4.829834933,8.3296989833
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,7.443805372,8.4868090986
USA300_LAC_U01-Set004_R10LB_Control_2,-3.13648656,8.3340552868
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,4.154501501,8.4456505277
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,13.42793614,8.4502151762
USA300_TCH1516_U01-Set003_CAMHB_Control_2,-13.73333644,8.0844903332
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,-13.86287133,7.9533437183
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,-11.29785374,8.5336799044
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,-8.922113927,8.3182412808
USA300_TCH1516_U01-Set003_CAMHB_Control_3,-14.230791,8.1768245381
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,-15.11609554,7.8125305313
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,-13.69174549,8.1702077437
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,-9.523122983,8.2077690497
USA300_LAC_ICA-Set001_R10LB_Control_1,-6.546899564,8.1468555312
USA300_LAC_ICA-Set001_R10LB_Control_2,-6.184116096,8.2638850064
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,-4.369804126,8.240746059
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,-4.794322074,8.2082448249
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,7.19802833,8.7275683799
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,3.648600116,8.6250277588
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,-2.996439747,8.6090942847
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,-3.187718953,8.82781716
USA300_TCH1516_BK-Set001_THB_Control_1,-8.122266614,8.531937687
USA300_TCH1516_BK-Set001_THB_Control_2,-3.391341725,8.6760597797
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,-5.667847017,8.2428451699
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,-7.684083771,9.0742745055
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_1,-9.025292347,8.8406789372
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_2,-4.014723326,9.0501865439
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_1,-14.67546203,8.9014276251
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_2,-5.893280818,8.5400150609
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_1,0.063617224,7.7631709184
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_2,-0.613361838,7.6464324519
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_1,-9.510116193,6.9463628189
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_2,-12.4017972,6.5805387977
USA300_LAC_ICA-Set002_CAMHB_Control_1,-3.482793871,7.5973141303
USA300_LAC_ICA-Set002_CAMHB_Control_2,-4.294558011,7.8516012962
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_1,2.007876948,7.6082382068
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_2,-0.6756413330000001,7.9378721699
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_1,-4.343362374,7.619350182
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_2,-3.559725156,7.4846315959
USA300_SNFM1_ICA-Set002_CAMHB_Control_1,-0.902485584,7.6541910484999995
USA300_SNFM1_ICA-Set002_CAMHB_Control_2,-2.41903153,7.438503527
USA300_SNFM1_ICA-Set002_R10LB_Control_1,1.826770747,8.2616747837
USA300_SNFM1_ICA-Set002_R10LB_Control_2,1.018032485,8.1379240959
USA300_SNFR19_ICA-Set002_CAMHB_Control_1,-1.3949411600000001,7.8498604876
USA300_SNFR19_ICA-Set002_CAMHB_Control_2,-2.355979824,7.8761568027
USA300_SNFR19_ICA-Set002_R10LB_Control_1,-1.886908736,8.3953598593
USA300_SNFR19_ICA-Set002_R10LB_Control_2,-3.277996269,7.9290572014
USA300_TCH1516_ICA-Set002_CAMHB_Control_1,-0.21214486700000001,9.714098973
USA300_TCH1516_ICA-Set002_CAMHB_Control_2,0.21214486700000001,9.8023032241
USA300_TCH1516_ICA-Set002_R10LB_Control_1,-3.410914111,8.6688860966
USA300_TCH1516_ICA-Set002_R10LB_Control_2,-6.719652251,8.9660467055
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_2,35.13731356,7.6601686734
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_1,-5.44589703,7.6865013467
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_1,35.00380582,7.7130973866
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_2,-3.022268074,7.6045934459
USA300_TCH1516_ICA-Set003_250nMParaquat_1,-10.86352492,8.8189521365
USA300_TCH1516_ICA-Set003_250nMParaquat_2,-8.049965667,9.4576360986
USA300_TCH1516_ICA-Set003_2gLGalactose_1,-7.394046201,9.9835865873
USA300_TCH1516_ICA-Set003_2gLGalactose_2,-8.813361358,9.7409540253
USA300_TCH1516_ICA-Set003_2gLPyruvate_1,-1.772219514,9.1433712717
USA300_TCH1516_ICA-Set003_2gLPyruvate_2,-1.996879887,9.1874239053
USA300_TCH1516_ICA-Set003_Control_1,-9.05344284,9.0369250318
USA300_TCH1516_ICA-Set003_Control_2,-8.784248067,9.2650272627
USA300_TCH1516_ICA-Set003_StationaryPhase_1,-26.09096215,9.3289699983
USA300_TCH1516_ICA-Set003_StationaryPhase_2,-27.3030944,9.3390414894
