,USA300HOU_RS10450
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,3.8405469424
USA300_LAC_U01-Set001_CAMHB_Control_1,4.3700660257
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,4.2787908611
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,4.5079123581000005
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,3.9418817956
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,4.4021882924
USA300_LAC_U01-Set001_CAMHB_Control_2,4.0887172699
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,4.5546846958
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,4.1707789365
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,4.8340214038
USA300_TCH1516_U01-Set000_CAMHB_Control_1,4.6620324932
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,4.4243008209
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,4.3403529822
USA300_LAC_U01-Set001_R10LB_PreCulture_1,3.7580631268999998
USA300_LAC_U01-Set001_R10LB_PreCulture_2,4.130923295
USA300_LAC_U01-Set001_R10LB_Control_1,4.3876513089
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,3.889366834
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,3.5117083041
USA300_LAC_U01-Set001_R10LB_Control_2,4.4546257309
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,3.4572214352
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,4.332545212
USA300_TCH1516_U01-Set000_R10LB_Control_1,5.8039690887
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,5.3152092784
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,5.9693975118000004
USA300_TCH1516_U01-Set000_R10LB_Control_2,5.3361104006
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,5.8559693652
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,5.322302866
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,3.1594839615
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,3.3810310158
USA300_TCH1516_U01-Set000_CAMHB_Control_2,4.1917561974
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,4.0632312756
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,4.4071835406
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,3.9932292352000003
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,4.1096262409
