,SP5448_01130
SRX1726505,0.0529371649
SRX1726506,-0.10420705720000001
SRX1726507,0.0512698924
SRX1726508,-0.9059452240000001
SRX1726509,-1.1136359756
SRX1726510,-0.2235844021
SRX1726511,-0.6544639642
SRX1726512,-0.8144326305
SRX1726513,-0.715351183
SRX1081650,0.4357986024
SRX1081651,-0.6326730783
SRX1081652,0.0115521741
SRX1081653,-0.6989841883
SRX1081654,-0.7392790544000001
SRX1081655,-0.36718218880000003
SRX1081656,0.3054742921
SRX1081657,0.46682109650000003
SRX1081658,-0.050523785
SRX1081659,-0.22545499160000002
SRX1081660,-0.41642323010000004
SRX1081661,-0.0036207479
SRX1081662,0.30444250570000003
SRX1081663,0.13567059380000002
SRX1081664,0.27885954300000004
SRX1081665,0.0361107667
SRX1081666,0.062245886900000005
SRX1081668,0.1069109439
SRX1081669,-0.016493215000000002
SRX1081670,0.9887155074
SRX1081671,0.018032566700000002
SRX1081672,0.043577404
SRX1081673,-1.7737187659
SRX1081674,-1.00622971
SRX1081675,-1.2773663062
SRX1081676,-1.1865905089
SRX1081677,-0.8317915455
SRX1081678,0.2277571125
SRX1081679,-0.7619339982000001
SRX1081680,0.0439055909
SRX1081681,-1.5386928166
SRX1081682,-1.5801897934
SRX1081683,-1.8150135571
SRX1081684,-0.5254379666
SRX1081685,-0.7937567743
SRX1081686,-0.6175782809
SRX1081687,-0.4655491809
SRX1081688,-0.7445486818
SRX1081689,-0.5297162689
SRX1081690,-0.5955511476
SRX1081691,-0.5999368336
SRX1081692,-0.0957763485
SRX1962715,0.1164844091
SRX1962716,0.0056821018000000004
SRX1962717,-0.122166511
SRX1962718,-0.3815176088
SRX1962719,-0.1347395978
SRX1962720,-0.2856022547
SRX1962721,-0.0027925626
SRX4892146,-0.4367412497
SRX4892147,0.2286226185
SRX4892148,0.22263641580000001
SRX4892149,-0.0145177845
SRX4892150,-2.3184847282
SRX4892151,-2.0391989045
SRX4892152,-2.2811460875
SRX4892153,-1.9251981255000001
SRX4892154,-1.5111362989
SRX4892155,-1.6105997989
SRX4892156,-1.8741248138
SRX4892157,-1.9303852674000002
SRX4892158,0.056681612000000006
SRX4892159,-0.1072286352
SRX4892160,0.1332267805
SRX4892161,0.090974867
SRX7620814,-0.2153564397
SRX7620815,-0.7355590783
SRX7620816,-0.6116692880000001
SRX7620817,-1.1386801995
SRX7620818,-1.2582962329
SRX7620819,-1.2504124326000001
SRX7620856,1.1119108059
SRX7620857,-0.6857734592
SRX7620858,0.9103005508
SRX7620859,-0.7738027975
SRX7620860,1.1956082946
SRX7620861,-0.975241847
SRX7620862,0.8535285987000001
SRX7620863,2.2205216968
SRX7620864,0.39677473090000004
SRX7620865,2.2876086775
SRX7620866,0.3122814765
SRX7620867,3.4827026608000002
SRX2161502,0.2649136943
SRX2161503,-0.0487506474
SRX2161504,-0.21616304690000002
SRX2161505,-0.1521119028
SRX2161506,-0.0255730194
SRX2161507,0.08570431590000001
SRX2161508,0.9450066637000001
SRX2161509,0.7836869786
SRX2161510,1.1164220881
SRX2161511,0.8116106025000001
SRX2161512,0.8476194269
SRX2161513,0.8344184539
SRX2161514,0.5404087001
SRX2161515,0.3760368362
SRX2161516,0.22726301810000002
SRX2161517,0.6577677739000001
SRX2161518,0.4520409725
SRX2161519,1.4131016273
SRX2161520,0.8845096755
SRX2161521,0.7666794923
SRX2161522,0.8076579226
SRX2161523,2.432403106
SRX2161524,2.9176654502
SRX2161525,1.9920863070000001
