sample,new_2093013_2093780
LBexp_1,7.5843
LBexp_2,7.6955
LBexp_3,7.775
LBtran_1,7.6233
LBtran_2,7.3615
LBtran_3,7.5474
LBstat_1,8.1711
LBstat_2,8.0648
LBstat_3,7.9571
LBGexp_1,7.4354
LBGexp_2,7.6696
LBGexp_3,7.8809
LBGtran_2,7.6921
LBGtran_3,7.6635
LBGstat_1,7.6147
LBGstat_2,7.58
LBGstat_3,7.9529999999999985
S0_1,7.6593
S0_2,7.3199
S0_3,7.6861
S1_1,8.396
S1_2,8.6155
S1_3,7.1181
S2_1,7.6197
S2_2,7.2737
S2_3,7.9621
S3_1,8.5573
S3_2,7.0143
S4_1,7.4324
S4_2,7.5892
S4_3,7.7058
S5_1,8.147
S5_2,7.5739
S5_3,7.6577
S6_1,13.7448
S6_2,13.6908
S6_3,10.0298
S6/t_1,12.8485
S6/t_2,13.2942
S6_4,9.6495
S6_5,10.2058
S6_6,9.3979
S7_4,10.1176
S7_5,11.0049
S7_6,10.4457
S8_4,10.2114
S8_5,12.9427
G135_1,8.2783
G135_3,8.6403
G150_1,7.6947
G150_2,7.496
G150_3,7.9891
G180_1,7.7587
G180_2,7.6105
G180_3,8.4271
C30_1,8.9344
C30_2,11.3555
C90_1,9.5407
C90_2,7.8823
BI_1,7.7185
BI_2,7.7666
BC_2,7.7593
BC/t_1,10.1434
BC/t_2,9.6531
BC_1,7.9497
Sw_1,9.0584
Sw_2,7.9456
BT_1,12.825
BT_2,12.3506
B36_1,8.4703
B36_2,7.8797
B60_1,8.2442
B60_2,8.3484
M9exp_1,7.144
M9exp_2,7.1393
M9exp_3,6.926
M9tran_1,7.704
M9tran_2,7.6269
M9tran_3,7.5332
M9stat_1,7.9971
M9stat_2,8.0215
M9stat_3,7.7422
M+G_1,8.7893
M+G_2,8.5293
M+G_3,8.651
Glu_1,7.9371
Glu_2,8.0715
Glu_3,8.7308
Fru_1,10.548
Fru_2,9.8451
Fru_3,7.9026
Mal_1,8.376
Mal_2,10.0192
Mal_3,8.2393
G+S_2,10.5136
G+S_3,10.4328
Pyr_1,8.744
Pyr_2,10.9743
Pyr_3,9.9841
Gly_1,8.4404
Gly_2,10.638
Gly_3,10.5891
Glucon_1,8.6888
Glucon_2,8.2617
Glucon_3,8.1735
aero_1,8.6125
aero_2,7.8365
aero_3,7.9776
nit_1,9.0344
nit_2,8.3263
nit_3,7.0874
ferm_1,8.7112
ferm_2,7.9884
ferm_3,7.9184
T-5.40H_1,6.9314
T-4.40H_1,7.7016
T-3.40H_1,7.547999999999999
T-2.40H_1,7.2642
T-1.40H_1,7.4738
T-1.10H_1,7.393
