,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,7.412733333333333,0.16221271014730418,3.0,0.0,7.5923,1.0,7.2768,2.0,7.3691,,,,,,,,,,
1,LB__LBtran,7.1613999999999995,0.14024703205415798,3.0,3.0,7.1893,4.0,7.0093,5.0,7.2856,,,,,,,,,,
2,LB__LBstat,7.353366666666666,0.12689981612805198,3.0,6.0,7.2318,7.0,7.3433,8.0,7.485,,,,,,,,,,
3,LB__LBGexp,8.117866666666666,1.1321651925992666,3.0,9.0,7.3869,10.0,9.422,11.0,7.5447,,,,,,,,,,
4,LB__LBGtran,9.2741,0.2754888019502787,2.0,12.0,9.4689,13.0,9.0793,,,,,,,,,,,,
5,LB__LBGstat,7.909966666666667,0.4194601451071758,3.0,14.0,7.5975,15.0,7.7457,16.0,8.3867,,,,,,,,,,
6,Life Cycle__S0,6.850066666666668,0.2069630965494412,3.0,17.0,6.6237,18.0,6.8969000000000005,19.0,7.0296,,,,,,,,,,
7,Life Cycle__S1,6.928166666666667,0.11342972861350473,3.0,20.0,6.9922,21.0,6.9951,22.0,6.7972,,,,,,,,,,
8,Life Cycle__S2,7.2200999999999995,0.2955218435242984,3.0,23.0,7.5435,24.0,7.1527,25.0,6.9641,,,,,,,,,,
9,Life Cycle__S3,8.3315,0.26502362158871834,2.0,26.0,8.1441,27.0,8.5189,,,,,,,,,,,,
10,Life Cycle__S4,11.253099999999998,0.38875116720082076,3.0,28.0,11.5645,29.0,11.3774,30.0,10.8174,,,,,,,,,,
11,Life Cycle__S5,12.403366666666665,0.32096371030590576,3.0,31.0,12.358,32.0,12.1075,33.0,12.7446,,,,,,,,,,
12,Life Cycle__S6,11.0651375,1.0556178704402728,8.0,34.0,11.8994,35.0,9.637,36.0,11.3436,37.0,11.7558,38.0,9.207,39.0,11.0944,40.0,11.7838,41.0,11.8001
13,Life Cycle__S7,11.562400000000002,0.11458835019320218,3.0,42.0,11.5559,43.0,11.4512,44.0,11.6801,,,,,,,,,,
14,Life Cycle__S8,10.8723,0.026728636328850752,2.0,45.0,10.8534,46.0,10.8912,,,,,,,,,,,,
15,Life Cycle__G135,7.78,0.2576697110643778,2.0,47.0,7.9622,48.0,7.5978,,,,,,,,,,,,
16,Life Cycle__G150,7.5904,0.07158882594371846,3.0,49.0,7.516,50.0,7.6588,51.0,7.5964,,,,,,,,,,
17,Life Cycle__G180,7.486866666666667,0.12975828811036816,3.0,52.0,7.6274,53.0,7.4616,54.0,7.3716,,,,,,,,,,
18,Stress Time Course__C30,8.5062,0.05374011537017798,2.0,55.0,8.4682,56.0,8.5442,,,,,,,,,,,,
19,Stress Time Course__C90,7.632899999999999,0.4795598190007162,2.0,57.0,7.9719999999999995,58.0,7.2938,,,,,,,,,,,,
20,Biofilm__BI,7.9926,0.05331585130146577,2.0,59.0,7.9549,60.0,8.0303,,,,,,,,,,,,
21,Biofilm__BC,7.934025,0.49122799441807086,4.0,61.0,7.8336,62.0,7.7275,63.0,8.6461,64.0,7.5289,,,,,,,,
22,Biofilm__Sw,7.41655,0.10443967158125335,2.0,65.0,7.3427,66.0,7.4904,,,,,,,,,,,,
23,Life Cycle__BT,9.5397,0.39923248865792377,2.0,67.0,9.822,68.0,9.2574,,,,,,,,,,,,
24,Life Cycle__B36,9.554400000000001,0.012445079348883122,2.0,69.0,9.5456,70.0,9.5632,,,,,,,,,,,,
25,Life Cycle__B60,9.19895,0.0887419010389109,2.0,71.0,9.2617,72.0,9.1362,,,,,,,,,,,,
26,M9__M9exp,7.411466666666667,0.2022314598012224,3.0,73.0,7.5354,74.0,7.5209,75.0,7.1781,,,,,,,,,,
27,M9__M9tran,7.513300000000001,0.0511014676892946,3.0,76.0,7.5069,77.0,7.5673,78.0,7.4657,,,,,,,,,,
28,M9__M9stat,8.247733333333334,0.23558663657629958,3.0,79.0,8.4945,80.0,8.2235,81.0,8.0252,,,,,,,,,,
29,Supplement__M+G,7.739033333333334,0.5652446314060252,3.0,82.0,8.3917,83.0,7.4173,84.0,7.4081,,,,,,,,,,
