,A,BaeR,CpxR
ecoli_00079,0.16346602840000002,-0.337095079,-0.233844026
ecoli_00080,-0.3986428487,0.094477216,-0.83793286
ecoli_00081,0.2549975805,-0.564684635,-0.5596798390000001
ecoli_00082,0.7731664369,0.23462047200000002,0.914020224
ecoli_00083,0.42408667510000003,0.073100054,0.888485166
ecoli_00084,0.4211690027,0.5612115430000001,1.134151356
ecoli_00085,0.0971536847,0.7315058440000001,1.082567691
ecoli_00086,0.11498819610000001,-0.278308964,0.26330238300000003
ecoli_00087,-0.22486375020000002,-0.24523293100000002,0.19419856400000002
ecoli_00088,-0.4423030808,0.137594068,0.105368764
ecoli_00089,-0.3898614576,0.135244361,0.084918884
ecoli_00090,0.4005131145,-0.23271564900000002,-0.20316713600000003
ecoli_00091,0.4393515354,-0.12397653500000001,0.001045006
ecoli_00092,0.4138913142,-0.605883904,-0.08811020700000001
ecoli_00093,0.6040171262,-0.099731052,0.180257883
ecoli_00094,0.5692879024,-0.6967939400000001,0.18127199900000002
ecoli_00095,0.0476564526,-0.422356294,0.12299757900000001
ecoli_00096,0.06364330580000001,-0.45959604600000004,-0.0068059570000000005
ecoli_00097,0.4492597862,-0.892433048,0.08366097600000001
ecoli_00098,0.37875784100000004,-0.41101645000000003,-0.19123894300000002
ecoli_00099,-0.1639563158,-0.155471772,-0.19221227700000001
ecoli_00100,-0.0810178481,-0.141706715,-0.45536037500000004
ecoli_00101,0.3181738857,-0.621326656,-1.013562137
ecoli_00102,-0.3723797432,-0.670585369,-0.9952300150000001
ecoli_00103,1.6495710079,-1.5289296650000002,-1.059313448
ecoli_00104,0.325647819,-1.30865429,-0.9056743490000001
ecoli_00105,0.9602871258000001,-0.5464767110000001,-0.321701088
ecoli_00106,0.9389079549,-0.754967248,-0.46519456600000003
ecoli_00107,1.089818032,-0.48852777700000005,-0.6120343730000001
ecoli_00108,0.7693109948,-0.034178813,0.49123089700000006
ecoli_00109,1.2848587272,0.004038979,0.671828634
ecoli_00110,0.1336750166,0.035952158000000005,0.21348961300000002
ecoli_00111,0.3428693484,0.149178012,0.26250089800000004
ecoli_00112,0.24094087660000002,0.285532112,0.262762467
ecoli_00113,2.5444566774,-0.159194671,0.23584839999999999
ecoli_00114,2.2713185565,-0.43386635,0.251450198
ecoli_00115,2.4265449619,-0.167083048,0.231613232
ecoli_00116,-1.4283319067,0.35367432,0.470387712
ecoli_00117,-0.8092920351,0.18272928200000002,0.5585201160000001
ecoli_00118,-1.2805088251,0.271922583,0.43093641200000005
ecoli_00119,-0.5630556910000001,0.36812315700000003,0.47738438200000005
ecoli_00120,-1.1012368594,0.5070862660000001,0.497850243
ecoli_00121,-0.8416508570000001,0.25830869700000003,0.528216152
ecoli_00122,-1.3531444368,0.372244929,0.396219023
ecoli_00123,-1.334205947,0.306828429,0.45777799999999996
ecoli_00124,-1.6455649312,0.40103806900000005,0.360808571
ecoli_00125,0.33520223650000003,0.14513984800000002,-0.377345046
ecoli_00126,1.0799563073,-0.369385976,-0.665005668
ecoli_00127,0.7608297042000001,-0.864965274,-0.739201989
ecoli_00128,0.5705361283,-0.791633986,-1.228548538
ecoli_00129,0.0292197646,0.239042143,-0.07749206
ecoli_00130,0.9704087990000001,0.097085498,-0.31869361
ecoli_00131,0.2118613821,-0.190830575,-0.507891577
ecoli_00132,-0.9350816173000001,0.155261893,0.042350504000000004
ecoli_00133,-0.8686915728,0.013880315,-0.08140993
ecoli_00134,0.45816717960000003,-0.24879228900000003,-0.29933009600000005
ecoli_00135,-0.2466359266,0.156185669,-0.16394340200000002
ecoli_00136,-0.603689311,0.093911334,0.37917283100000004
ecoli_00137,-0.0041609385,-0.24519021700000002,-0.572718395
ecoli_00138,-1.9158367664,0.21671869500000002,0.350159749
ecoli_00139,0.1434469796,0.09189079900000001,0.550315646
ecoli_00140,-0.0937826823,-0.18047736,-0.21709989500000001
ecoli_00141,-0.3772039316,-0.181817743,0.508499483
ecoli_00142,0.4900903937,-0.676215588,-0.100011322
ecoli_00143,-0.1963810151,-0.8907664110000001,-0.363180771
ecoli_00144,1.298650753,-0.545875207,-0.7199506880000001
ecoli_00145,0.32527886240000004,0.191107147,-1.174384379
ecoli_00146,0.3836108667,-0.533700368,-0.672707339
ecoli_00147,-0.1645375222,-0.155172148,-0.5744744890000001
ecoli_00148,-0.7348662855,0.252450357,-0.6221487130000001
ecoli_00149,1.6380125909,-0.7616807160000001,-0.339340058
ecoli_00150,-1.2620453019,0.20280630400000002,-0.6629369270000001
ecoli_00151,0.9383320572,-0.6482993,-1.056847999
ecoli_00152,1.1110568496,-0.5487421370000001,-0.6113435970000001
ecoli_00153,0.8993250223,-0.616075699,-0.541917344
ecoli_00154,0.37344824320000003,-0.20900758200000003,-0.993955875
ecoli_00155,-0.037208217700000004,-0.294871775,-1.419592047
ecoli_00157,1.7722850798,-0.566696399,-0.5577164370000001
ecoli_00158,2.8072926895,-0.6565379410000001,-0.767649707
ecoli_00159,1.9387915095000001,-0.902389286,-0.588613519
ecoli_00160,1.4026920576,-0.9942752950000001,-0.9350712320000001
ecoli_00169,1.2229792024,-1.497814229,-0.768803356
ecoli_00170,1.4213810799,-1.441980233,-0.7857402710000001
ecoli_00171,0.6984374663,-0.7166364580000001,-0.47962126
ecoli_00172,0.28930613,-0.9678581470000001,-0.5672737640000001
ecoli_00173,2.6689951242000003,-1.1853401510000001,-0.314297804
ecoli_00174,1.9299556316,-0.9226954970000001,-0.361462801
ecoli_00175,1.2883182814,-1.051594247,-0.15751878500000002
ecoli_00176,0.9140576919000001,-1.049791121,-0.175180402
ecoli_00177,0.8339473657,0.425685776,0.144295204
ecoli_00178,1.4871596289,0.424932332,0.128436887
ecoli_00179,0.0562601472,-0.607661639,-0.6865956830000001
ecoli_00180,0.1051411586,-0.48061216300000004,-0.690760484
ecoli_00181,0.9660054092,-1.556426934,-1.049996104
ecoli_00182,0.8321808324000001,-1.432848405,-1.096009357
ecoli_00183,0.135320264,-0.41831726100000005,-0.334290405
ecoli_00184,0.3892357162,-0.708019554,-0.269943176
ecoli_00185,0.2065319438,-0.9012355510000001,-0.823042151
ecoli_00186,0.2584932715,-0.9575368620000001,-0.934398103
ecoli_00187,0.9134795395,-0.876590011,-0.214442015
ecoli_00188,1.1235161322,-0.9208833460000001,-0.177717747
ecoli_00189,0.9806573233,-1.384803534,-0.8420201860000001
ecoli_00190,0.9506692741,-1.09832709,-0.738097389
ecoli_00191,0.4821657609,-0.9967584650000001,-0.511470883
ecoli_00192,-0.8245588883,-0.944086002,-0.476827999
ecoli_00193,0.3398143216,-0.7612299840000001,-0.5089311240000001
ecoli_00194,-0.1103559757,-0.757366968,-0.47036250700000004
ecoli_00195,0.36338371880000003,-0.8836798610000001,-0.797113362
ecoli_00196,-0.0762269924,-0.7893792780000001,-0.805689948
ecoli_00197,0.0609384965,-0.8879689810000001,-0.663226345
ecoli_00198,0.0377232192,-0.830403275,-1.020004102
ecoli_00199,2.0469668785,-0.8036012330000001,0.116039626
ecoli_00200,2.2263252094,-0.5989715840000001,0.36610711100000004
ecoli_00201,0.5019085252000001,-0.44253571700000005,0.11510076100000001
ecoli_00202,0.6348521693,-0.734404281,0.122157185
ecoli_00203,0.7626347479000001,-0.17845571100000002,-0.016444439
ecoli_00204,0.9902735394000001,-0.40399284900000004,-0.10683157900000001
ecoli_00205,1.0134783182,-0.45270063600000005,0.252587279
ecoli_00206,0.43710390920000003,-0.462882257,0.32036507000000003
ecoli_00207,0.1672937675,-0.372404618,0.21932071
ecoli_00208,1.041534689,-0.36356092500000003,0.631185269
ecoli_00209,0.0648117659,-0.12237658500000001,-0.123235641
ecoli_00210,-0.32517622630000004,-0.15459641500000001,-0.106662001
ecoli_00211,0.7727512023,-0.517169165,-0.11077808
ecoli_00212,0.1018671403,-0.537692305,-0.0071240140000000006
ecoli_00213,1.0415836824,-0.557843276,0.169711745
ecoli_00214,0.9308790189,-0.405153005,0.303379874
ecoli_00215,0.8614892769,-0.555065688,-0.282013889
ecoli_00216,0.5859727318,-0.5545524390000001,-0.31118823100000004
ecoli_00217,1.4718394114,-0.724274249,0.224712497
ecoli_00218,-0.0424853469,-0.46278874600000003,0.42364796
ecoli_00219,-0.3213357868,-0.258046588,-0.38991506800000003
ecoli_00220,-0.078876887,-0.458863167,-0.36446154000000003
ecoli_00221,0.1842818245,-0.37088436700000005,-0.032813702
ecoli_00222,0.9154037276,-0.785679216,-0.14693393100000002
ecoli_00223,-0.517593976,-0.261869059,-0.002849813
ecoli_00224,0.1271605835,-0.104625884,-0.093258622
ecoli_00225,0.390906307,-0.5904151870000001,-0.03267713
ecoli_00226,0.10445329140000001,-0.7608707480000001,0.018513902000000002
ecoli_00227,0.6002032457,-0.67549731,-0.53724556
ecoli_00228,1.1107007383,-0.8747941330000001,-0.416188661
ecoli_00229,0.31926643190000004,-0.20140080800000001,-0.34650182
ecoli_00230,0.11229709700000001,-0.36288472,-0.347086326
ecoli_00231,1.127789611,-0.661561677,-0.523967072
ecoli_00232,0.9212316077,-0.299052662,-0.466316538
ecoli_00233,0.5845688898,-0.6556144810000001,-0.239625307
ecoli_00234,0.9358147837,-0.303304839,-0.10360308900000001
ecoli_00235,0.36103286630000003,-0.5086730730000001,-0.392390057
ecoli_00236,0.9153911216,-0.536230583,-0.071870155
ecoli_00237,1.4558051015,-1.257973146,-0.6175540620000001
ecoli_00238,1.2207291285,-1.096638684,-0.499324617
ecoli_00239,1.7421800270999999,-1.454352197,-0.613920035
ecoli_00240,1.6185603645,-1.291087613,-0.693045884
ecoli_00241,0.33423334650000003,-0.309408326,-0.429527796
ecoli_00242,1.0248435801,-0.456360085,-0.5245636220000001
ecoli_00243,0.2878297735,-0.291093186,-0.6098771350000001
ecoli_00244,1.5226610013,-1.428359291,-0.6885535930000001
ecoli_00245,0.8370599255000001,-1.126257468,-0.7844064260000001
ecoli_00246,0.8878556319,-0.55167443,-0.40131418700000004
ecoli_00247,0.6866630302000001,-0.92762258,-0.423448716
ecoli_00248,0.7718443457,-0.396703279,-0.256978309
ecoli_00249,-1.0819468711,-0.40450519100000004,-0.49861995800000003
ecoli_00250,-0.43586915600000004,-0.45517984400000006,-0.405896132
ecoli_00251,0.2741699482,-0.601032074,-0.9685474340000001
ecoli_00252,-0.011163443200000001,-0.7356901180000001,-0.8057507380000001
ecoli_00253,0.4173853113,-0.762158046,-0.32719115400000004
ecoli_00254,0.1269081127,-0.48739016,0.048285281000000006
ecoli_00255,0.2032910687,-0.100297971,-0.419396278
ecoli_00256,-0.1369541349,-0.020084141,-0.44130673400000003
ecoli_00257,0.073165951,-0.166314777,-0.11999543500000001
ecoli_00258,-0.1051406673,0.023440562,-0.057376083
ecoli_00259,-0.33380665740000004,-0.600283781,-0.08875432200000001
ecoli_00260,-0.4039241603,-0.383594201,-0.19730430100000002
ecoli_00261,1.4195701986,-0.9923011780000001,-0.445814649
ecoli_00262,0.7268808822,-0.9614563650000001,-0.588253279
ecoli_00263,1.1923993827000001,-0.972328666,-0.158205861
ecoli_00264,1.2510736525000001,-0.725149943,-0.09016438900000001
ecoli_00265,-0.2858815404,-0.09960565,0.326195609
ecoli_00266,-0.2348312827,-0.18014606,0.28714727100000004
ecoli_00267,1.338886235,-0.788836058,-0.128349826
ecoli_00268,1.4314009279,-0.727641563,-0.137553585
ecoli_00269,1.0638047454,-0.599042358,-0.46567196400000005
ecoli_00270,0.7561910813,-0.32851456900000003,-0.373473608
ecoli_00271,0.2741301557,-0.537726624,-0.951872891
ecoli_00272,0.3532186259,-0.40353762800000004,-0.7746585380000001
ecoli_00273,-0.5819674561,0.121781524,-0.198018793
ecoli_00274,-0.1705344719,0.056686262,-0.17437232800000002
ecoli_00275,0.011954339100000001,-0.126149662,-0.10043742500000001
ecoli_00276,-0.1839711121,-0.14058166800000002,-0.021144741
ecoli_00277,1.4099368069,-0.9555785170000001,-0.217485272
ecoli_00278,1.8625642248,-0.9334768630000001,-0.175807121
ecoli_00279,0.3747153278,-0.39289221,-0.196995852
ecoli_00280,-0.1817237412,0.121626089,-0.15578172
ecoli_00281,-0.8571566549,-1.215680892,-0.8264479180000001
ecoli_00282,-1.1719549729,-1.054836374,-0.620765676
ecoli_00283,-0.7457655342,-0.350333685,-0.38935691800000005
ecoli_00284,-0.7667530515000001,-0.27439679100000003,-0.313100223
ecoli_00285,0.6156778608,-0.794097751,-0.704435087
ecoli_00286,0.735533416,-0.873660591,-0.5782908010000001
ecoli_00287,1.5036150584999999,-1.085454193,-0.189932339
ecoli_00288,1.7462311511,-1.054425902,-0.23367484
ecoli_00289,1.017345783,-0.576243305,-0.49008445700000003
ecoli_00290,0.6944648673,-0.476140045,-0.38917122800000004
ecoli_00291,0.37026903310000003,-0.369563266,-0.267989593
ecoli_00292,1.0777927278,-0.45856708500000004,-0.012295714000000001
ecoli_00293,0.2551951047,-0.598160542,-0.11274742600000001
ecoli_00294,0.7183515188,-0.475831447,-0.11974617400000001
ecoli_00295,-0.3963420378,-1.0296325610000001,-0.839216921
ecoli_00296,-0.960797094,-1.001704791,-0.933420039
ecoli_00297,0.8037989950000001,-0.744460295,-0.077850266
ecoli_00298,0.7496615334000001,-0.5058517840000001,0.051826929
ecoli_00299,-0.3084479228,-0.8829624180000001,-0.8176568030000001
ecoli_00300,-0.1135318376,-0.9766245590000001,-0.8721316640000001
ecoli_00301,-0.0297393383,-0.902416344,-0.845480698
ecoli_00302,1.2750665066,-0.7167530230000001,-0.485438454
ecoli_00303,0.3779954086,-0.507289991,-0.447599385
ecoli_00304,0.7189263753,-0.838045138,-0.260957125
ecoli_00305,1.0913088907,-0.44029306500000004,-0.10925860800000001
ecoli_00306,1.2260774104,-0.5454048330000001,-0.016847019
ecoli_00307,0.8213041790000001,-0.5849762420000001,-0.048850368000000005
ecoli_00308,0.4252214857,-0.735860088,0.023914868000000002
ecoli_00309,0.1071080036,-0.884086153,-0.012431654
ecoli_00310,-0.0327645489,-0.679380583,-0.069080234
ecoli_00311,1.1395864881,-0.77369996,-0.048581422000000006
ecoli_00312,0.4420262743,-0.3156709,0.001809831
ecoli_00313,0.1942792615,-0.458380481,-0.34737616400000004
ecoli_00314,0.43632984890000004,-0.34081649999999997,-0.27451657500000004
ecoli_00315,-1.0536347778,-0.40513539800000004,-0.49300062600000005
ecoli_00316,-0.9997026920000001,-0.332471353,-0.5598479110000001
ecoli_00317,-0.247857451,-0.759568168,-0.33109149600000004
ecoli_00318,-0.6869550812,-0.453019327,-0.377222895
ecoli_00319,-0.3462755173,-0.5525637990000001,-0.813888767
ecoli_00320,-0.30895823170000003,-0.201127886,-0.872796231
ecoli_00321,1.7802364178999999,-0.268750401,-0.32521904
ecoli_00322,1.2532999035999999,-0.27278945600000004,-0.181767951
ecoli_00323,1.1749148182,-1.009233206,-0.45713859500000004
ecoli_00324,0.9788350341000001,-0.82314491,-0.39680881
ecoli_00325,1.1802171439,-0.8331508110000001,-0.32762254500000004
ecoli_00326,0.9020580803,-0.6014339390000001,0.010481819
ecoli_00327,0.3494670161,-0.177881703,-0.090514038
ecoli_00328,0.8827099201,-0.252733399,-0.18833464400000002
ecoli_00329,0.37017301080000004,-0.219413869,-0.07234808300000001
ecoli_00330,0.0861933245,-0.10683149400000001,-0.215811721
ecoli_00331,0.37195878400000004,-0.317345722,-0.29339450100000003
ecoli_00332,0.8687900003000001,-0.357398443,-0.406455108
ecoli_00333,0.6071917771,-0.336650336,-0.277332067
ecoli_00334,0.2927178022,-0.493425453,-0.33926512000000003
ecoli_00335,1.388233477,-1.133398523,-0.582913821
ecoli_00336,0.8256588483,-0.8577834590000001,-0.49678674800000006
ecoli_00337,0.3490015509,-0.42579947300000004,-0.413873215
ecoli_00338,0.2977683854,-0.428461321,-0.353255191
ecoli_00339,0.8763785999,-1.066608074,-0.7084345040000001
ecoli_00340,1.1403435245,-0.8281087840000001,-0.35340345
ecoli_00341,0.7164208213000001,-1.182272275,-0.605356322
ecoli_00342,1.024635388,-0.9891383050000001,-0.637928889
ecoli_00343,0.4528261492,-0.510983804,-0.7716280590000001
ecoli_00344,0.3677100146,-0.501306427,-0.847133687
ecoli_00345,0.8782083677,-0.376177755,-0.511645674
ecoli_00346,0.6945373254,-0.42860319999999996,-0.468065954
ecoli_00347,1.2617077626,-0.757859538,-0.167343927
ecoli_00348,1.1492822042,-0.852835349,-0.12900793100000002
ecoli_00349,0.9553795576,-1.043869379,-0.41563400500000003
ecoli_00350,0.7312206133,-0.83624598,-0.40848406400000004
ecoli_00351,0.7967604778,-0.32415918200000005,0.083173783
ecoli_00352,0.5725877403,-0.65512157,-0.460881986
ecoli_00353,1.3456203171,-0.83178279,-0.312970156
ecoli_00354,0.7123182057,-0.795315663,-0.461049996
ecoli_00355,1.0238729359,-0.27827802500000004,0.180319375
ecoli_00356,0.4505952955,-0.21489453900000002,0.157052424
ecoli_00357,0.7503857243000001,-0.060914448,0.015671425
ecoli_00358,0.7631712887000001,-0.25764325,0.00039303900000000003
ecoli_00359,1.8006551342,-0.506945568,0.151190606
ecoli_00360,1.5653283119,-0.61455757,0.11501491700000001
ecoli_00361,0.8759000464000001,-0.395817927,-0.248440123
ecoli_00362,0.7365143564000001,-0.413374173,-0.17692913300000002
ecoli_00363,0.2909590936,-0.595083459,-0.7537582020000001
ecoli_00364,0.6872058784,-0.6138994050000001,-0.7490349
ecoli_00365,1.4065538043,-1.9459417010000002,-0.52118999
ecoli_00366,1.9928534752,-1.5695118410000002,-0.48076183
ecoli_00367,0.7848461912,-2.026918966,-2.091290828
ecoli_00368,0.24544520400000003,-2.234769542,-2.155867392
ecoli_00369,-1.4675761246,-0.6281632540000001,-1.177323823
ecoli_00370,-0.7916325532,-0.67160435,-0.965638077
ecoli_00371,2.1077686882,-2.007192726,-0.763017634
ecoli_00372,1.5512732107,-1.793163254,-0.576321694
ecoli_00373,0.8958311595,-2.71622603,-2.543509444
ecoli_00374,0.9015785195,-2.339461844,-2.50366836
ecoli_00375,0.2881601915,-0.429195963,-1.051659456
ecoli_00376,-0.1410484582,-0.330658753,-0.833881453
ecoli_00377,1.3965613131,-1.058155322,-1.043541611
ecoli_00378,1.8240159522,-1.236252664,-1.2845982550000001
ecoli_00379,1.709634194,-1.294335277,-1.312065569
ecoli_00380,1.0760675496,-1.024806085,-1.444110556
ecoli_00381,0.16994203030000002,-0.706746065,-0.7917040630000001
ecoli_00382,0.3449519498,-0.905565253,-0.838253675
ecoli_00383,2.193435115,-1.402682259,-0.737446844
ecoli_00384,2.657544874,-1.508101997,-0.656622208
ecoli_00385,0.3075704456,-1.372773893,-1.666618523
ecoli_00386,0.7139310639,-1.400267463,-1.736801452
ecoli_00387,-0.20314752700000002,-0.626058981,-0.596088425
ecoli_00388,0.5160889347000001,-0.5082073610000001,-0.625912322
ecoli_00389,2.4256387982,-1.810024092,-0.598614866
ecoli_00390,2.414689503,-1.71223664,-0.25993955700000004
ecoli_00391,0.3260467517,-1.268539592,-1.393812361
ecoli_00392,0.23943781390000002,-1.195408924,-1.4829994210000002
ecoli_00393,1.3851267075,-1.147545575,-1.086305975
ecoli_00394,0.5520708647,-0.954906719,-1.223961155
ecoli_00395,0.3274246387,-0.741662904,-0.439882612
ecoli_00396,0.4199616463,-1.071790615,-0.45975237300000005
ecoli_00397,-0.2160751474,0.317917243,0.260329867
ecoli_00398,-0.5226509677,0.370387277,0.356493065
ecoli_00399,1.0056301721,-0.6974751100000001,-0.975819222
ecoli_00400,1.8856541671,-0.8907686760000001,-0.656292195
ecoli_00401,0.1642231653,-0.951409747,-0.568040938
ecoli_00402,0.4618804596,-0.9518890820000001,-0.6828843960000001
ecoli_00403,-2.0896005298,-0.022719247,-0.23949075900000003
ecoli_00404,-0.7959618328,-0.064269649,-0.150050825
ecoli_00405,1.0662161173,-1.104540783,-1.345719839
ecoli_00406,0.9454099767,-0.949521551,-1.138232019
ecoli_00407,0.9602467760000001,-1.047713582,-0.8373825720000001
ecoli_00408,0.9741674053,-1.198217404,-0.79186124
ecoli_00409,0.274847004,-0.5165130840000001,-0.27207026900000003
ecoli_00410,-0.0212768862,-0.44840685100000005,-0.34833931100000004
ecoli_00411,1.0356765,-1.322758006,-1.375984301
ecoli_00412,0.8291401905,-1.1435182130000001,-1.32591321
ecoli_00413,0.3174535428,-1.249812741,-1.089855533
ecoli_00414,0.0030840837000000003,-1.217002911,-0.769877982
ecoli_00415,0.09286095850000001,0.108096378,0.030007747
ecoli_00416,-0.29839216080000003,0.016840134,-0.07318856700000001
ecoli_00417,1.2629932752,-1.130328149,-1.357339927
ecoli_00418,1.0008377521,-0.8444889600000001,-1.317130691
ecoli_00419,0.3833681145,-0.6945899440000001,-0.953270845
ecoli_00420,0.1384755244,-0.9187088210000001,-0.919327973
ecoli_00421,-0.6789932054000001,0.352890688,-0.062676724
ecoli_00422,-0.7324458139000001,0.24198286700000002,-0.22350117300000003
ecoli_00423,0.6803499959,-0.869925939,-1.101302446
ecoli_00424,0.5129130683,-0.564831854,-1.123741968
ecoli_00425,1.5317185514,-1.43611764,-1.086531153
ecoli_00426,1.3469597587,-1.251586461,-0.9449178650000001
ecoli_00427,-0.49523268330000003,-0.975694429,-1.175381983
ecoli_00428,-0.17443760460000002,-0.717389402,-1.158220909
ecoli_00429,0.5560857412,-0.9177405070000001,-0.842462718
ecoli_00430,0.5426956065,-0.987783748,-0.825832077
ecoli_00431,-1.4730465967000002,0.140664162,-0.460473094
ecoli_00432,-1.5279570476000002,0.270152822,-0.25778105300000004
ecoli_00433,0.021660658200000002,-0.012381509,-0.19707644
ecoli_00434,0.1082923672,-0.074710572,-0.23699719400000002
ecoli_00435,1.5320626792,-1.179327423,-0.940721149
ecoli_00436,1.9035080697,-0.972248069,-0.8106305420000001
ecoli_00437,0.3317725065,-0.9856419030000001,-0.917643721
ecoli_00438,0.6527481430000001,-0.9882316280000001,-0.9719036560000001
ecoli_00439,0.07109896980000001,-0.6142504430000001,-0.38398000000000004
ecoli_00440,-0.2720023922,-0.436129007,-0.160284944
ecoli_00441,1.191847794,-1.3558123640000002,-1.1563341710000001
ecoli_00442,0.9449632562,-0.9765338,-1.026663952
ecoli_00443,0.0067439087000000005,-1.108205786,-1.184474824
ecoli_00444,-0.0155322228,-1.006676482,-1.174284968
ecoli_00445,-1.3125197478000001,-0.20776732,-0.41894225500000004
ecoli_00446,-1.0370480855,-0.197088765,-0.285658162
ecoli_00447,1.0542033629,-0.785496627,-0.11419232600000001
ecoli_00448,1.2396219331,-0.76073041,-0.090900136
ecoli_00449,1.2053797452000001,-0.6694483,0.119747952
ecoli_00450,1.203838698,-0.5707100350000001,0.12486786200000001
ecoli_00451,1.2514928637,-0.89793235,-0.152956862
ecoli_00452,1.1140532974,-0.816989858,-0.105647976
ecoli_00453,1.1739811661,-0.501253806,0.17366736600000002
ecoli_00454,1.1446209499,-0.654708069,-0.080146929
ecoli_00455,1.8298951039,-0.6698657720000001,0.072932288
