,-0.1677180375,-0.1419152625,-0.1161124875,-0.0903097125,-0.0645069375,-0.0387041625,-0.0129013875,0.0129013875,0.0387041625,0.0645069375,0.0903097125,0.1161124875,0.1419152625,0.1677180375,0.1935208125,0.2193235875,0.2451263625,0.27092913750000003,0.2967319125,0.32253468750000003
thresh,-0.05160555,0.05160555,1,,,,,,,,,,,,,,,,,
unreg,1,2,3,3,15,76,2795,2555,89,18,11,2,0,1,0,1,0,0,0,0
unreg_genes,['PA2501'],['PA4346' 'napE'],['rpmH' 'PA2319' 'PA3993'],['lppL' 'PA0722' 'PA2149'],"['PA2182' 'PA1940' 'PA3369' 'PA2883' 'PA5271' 'PA1414' 'PA2142a' 'PA4940'
 'PA0941' 'rubA1' 'PA3315' 'PA2746a' 'purN' 'PA2632' 'PA2754']",[],[],[],[],"['PA1541' 'PA2376' 'PA0960' 'PA4637' 'rpsO' 'PA3612' 'rnpA' 'rmf' 'PA4797'
 'PA0805' 'PA3242' 'rpmF' 'PA3434' 'PA0039' 'PA3990' 'pqqA' 'PA3966'
 'PA3142']","['PA4108a' 'PA2690' 'PA4738' 'PA0445' 'PA4703' 'PA1159' 'PA3577' 'PA5444'
 'PA0456' 'PA4605' 'rpmA']",['cspD' 'PA1571'],[],['capB'],[],['rpmG'],[],[],[],[]
