,BSU37080
M9exp_1,13.149
M9exp_2,12.7523
M9exp_3,12.5486
M9tran_1,12.1846
M9tran_2,12.2567
M9tran_3,12.4858
M9stat_1,9.9973
M9stat_2,9.2246
M9stat_3,9.4231
MG-0.1_1,12.8441
MG-0.1_2,11.9368
MG-0.1_3,13.2736
MG-0.2_2,12.7057
MG-0.2_3,12.5743
MG+5_1,12.5277
MG+5_2,12.6143
MG+5_3,12.1402
MG+10_1,13.1625
MG+10_2,12.9293
MG+10_3,12.0739
MG+15_1,12.3026
MG+15_2,13.3557
MG+15_3,13.0182
MG+25_1,12.7967
MG+25_2,12.5287
MG+25_3,12.9773
MG+45_1,12.3252
MG+45_2,12.1995
MG+45_3,13.323
MG+60_2,12.6875
MG+60_3,12.66
MG+90_2,12.3845
MG+90_3,12.8071
MG+120_1,11.8018
MG+120_2,12.4222
MG+120_3,12.1678
MG+150_1,12.4171
MG+150_3,12.3963
GM-0.1_1,12.7297
GM-0.1_2,13.1784
GM-0.1_3,12.8666
GM-0.2_1,12.6512
GM-0.2_2,12.8558
GM-0.2_3,12.9132
GM+5_1,12.6241
GM+5_2,13.2727
GM+5_3,13.2554
GM+10_2,13.1132
GM+10_3,12.1011
GM+15_1,13.069
GM+15_2,12.7767
GM+15_3,12.7756
GM+25_1,13.4277
GM+25_2,12.9988
GM+25_3,12.4566
GM+45_1,13.2626
GM+45_2,12.385
GM+45_3,12.5844
GM+60_1,13.1441
GM+60_2,12.1176
GM+60_3,12.2053
GM+90_1,13.1917
GM+90_2,12.9215
GM+90_3,12.5446
GM+120_1,12.1679
GM+120_3,12.31
GM+150_1,12.419
GM+150_2,12.5575
GM+150_3,12.6288
BT_1,12.3587
BT_2,11.7283
B36_1,12.5711
B36_2,12.5556
B60_1,12.1736
B60_2,12.2416
S0_1,13.1047
S0_2,13.0
S0_3,13.151
S1_1,12.6653
S1_2,12.3673
S1_3,12.605
S2_1,12.3824
S2_2,12.1143
S2_3,12.0492
S3_1,13.4817
