,A,BkdR
R2,,0.02311792572985294
xmin,,-3.2383608956666663
xmid,,
xmax,,1.5244094109999995
ystart,,13.210029611818237
yend,,-0.03667171814409276
ALE:GalactoseA5:1.0,-4.944429379872198,0.2327517122500007
ALE:GalactoseA5:2.0,-4.928295758039866,0.0808009012499999
ALE:GalactoseA6:1.0,-18.71480523956481,-0.1760516787499995
ALE:GalactoseA6:2.0,-19.06454603993267,-0.1525281767499997
ALE:GalactoseA8:1.0,-16.82561199505973,-0.4984784957499997
ALE:GalactoseA8:2.0,-17.668543688546336,-0.25951147475
ALE:IL_Control:1.0,-2.7454424061661307,0.0054252532500003
ALE:IL_Control:2.0,5.175581835323143,-0.2775361327499999
ALE:IL_Control:3.0,-0.4193700735585446,0.29222396725
ALE:IL_Control:4.0,-2.010769357088793,-0.0201130877499995
ALE:IL_TEOH_OAc:1.0,6.391903000756678,-0.0353758657499998
ALE:IL_TEOH_OAc:2.0,5.349066401424363,0.3591209442499998
ALE:IL_TEA_HS:1.0,2.260978561835445,-0.3130037057499999
ALE:IL_TEA_HS:2.0,-2.1154652502284583,-0.5415790817500001
ALE:IL_Mixed:1.0,3.60194841363724,0.0843216942500006
ALE:IL_Mixed:2.0,3.408145051948055,0.2708336342500006
ALE:IL_PP5350:1.0,-19.129555846121864,-0.72507004675
ALE:IL_PP5350:2.0,-17.286278750004055,-0.5656836927499995
ALE:IL_T8:1.0,-8.329747047312923,-0.5148830107499993
ALE:IL_T8:2.0,-7.240868457529361,-0.4975449197500001
ALE:IL_T9:1.0,-17.86831700768215,-0.5097851277499998
ALE:IL_T9:2.0,-17.710105613843798,-0.4291123197499997
ALE:IL_Control2:1.0,-14.48168874810218,0.2734800362500005
ALE:IL_Control2:2.0,-17.578372785017866,0.3870087842499998
ALE:IL_Glc+Ace:1.0,-1.6917694835887238,0.2483512212500001
ALE:IL_Glc+Ace:2.0,-1.1919786865352524,0.14446735825
ALE:XyloseA1:1.0,5.3546196394648,0.0598911952500005
ALE:XyloseA1:2.0,5.463776003750585,-0.0948613807499993
ALE:XyloseA2:1.0,0.3316623994795476,-0.09249325675
ALE:XyloseA2:2.0,-0.1950578525282815,-0.2901726817499996
ALE:XyloseA3:1.0,-2.224052895553958,0.0492507362500003
ALE:XyloseA3:2.0,-2.0331794819867426,-0.2176616327499996
ALE:XyloseA4:1.0,1.3469448990606587,-0.3835330507499996
ALE:XyloseA4:2.0,1.1653042161962914,-0.3375071937499996
Aromatic:Coumarate:1.0,20.869978020862185,0.4730992723333322
Aromatic:Coumarate:2.0,18.446364903709032,0.1486493073333328
Aromatic:Coumarate:3.0,15.869777946704009,-0.0395335166666672
Aromatic:Coumarate+ferulate:1.0,19.09127654621389,-0.3000068886666671
Aromatic:Coumarate+ferulate:2.0,19.4392762531472,-0.1196049706666677
Aromatic:Coumarate+ferulate:3.0,20.393993631857708,-0.4019773336666672
Aromatic:Ferulate:1.0,19.4133690289582,-0.4170052266666673
Aromatic:Ferulate:2.0,18.44029751843862,-0.1723421266666678
Aromatic:Ferulate:3.0,17.339474011084796,-0.1513585996666675
Aromatic:Glucose:1.0,-1.30411628745919,-0.0675500536666673
Aromatic:Glucose:2.0,3.4028819729941264,-0.0823953746666674
Aromatic:Glucose:3.0,-2.098765686141536,0.1499454283333321
Bioreactor1:24h:1.0,-1.8373567582735204,-0.1439937184999999
Bioreactor1:24h:2.0,1.8373567583242725,0.1439937184999999
Bioreactor2:S_0min:1.0,-1.712742912465153,-0.1812120396666658
Bioreactor2:S_15min:1.0,0.2689240022616585,0.3631085123333344
Bioreactor2:P1_15min:1.0,-0.6407365508046203,0.3449143213333343
Bioreactor2:P3_15min:1.0,0.1935412467327381,0.2820834413333344
Bioreactor2:P5_15min:1.0,5.266565251321607,0.2085598323333348
Bioreactor2:S_1h:1.0,1.6856478862553457,0.2672494903333344
Bioreactor2:S_3h:1.0,2.18603808177566,0.7352211323333346
Bioreactor2:S_9h:1.0,3.767642192319872,0.3887828063333343
Bioreactor2:S_25h:1.0,3.3527311430123508,0.5693943483333346
Bioreactor2:P1_25h:1.0,2.241134931085276,0.0152412683333347
Bioreactor2:P3_25h:1.0,5.067833635905897,0.6329576403333341
Bioreactor2:P5_25h:1.0,11.707106288100762,0.3775925593333342
Bioreactor2:S_0min:2.0,5.758279561612851,0.6817198573333343
Bioreactor2:S_15min:2.0,-1.9048748435734244,0.4165245773333348
Bioreactor2:P1_15min:2.0,-4.140610104673242,-0.0701199976666657
Bioreactor2:P3_15min:2.0,-0.9299972893799432,0.1673021533333347
Bioreactor2:P5_15min:2.0,3.221543548774715,0.0471037663333344
Bioreactor2:S_1h:2.0,-3.2127246816946577,0.0203705773333346
Bioreactor2:S_3h:2.0,0.4720932306631129,0.2112883863333348
Bioreactor2:S_9h:2.0,2.928808903687209,0.3774406403333348
Bioreactor2:S_25h:2.0,3.1630184733441387,0.6462807863333344
Bioreactor2:P1_25h:2.0,1.797136343102682,0.3584863303333341
Bioreactor2:P3_25h:2.0,3.122603996163592,0.1092048783333341
Bioreactor2:P5_25h:2.0,10.470811584237234,0.1065146753333348
Bioreactor2:S_0min:3.0,-4.045536648694195,-0.5005078176666657
Bioreactor2:S_15min:3.0,-2.722680537700245,0.0401827533333341
Bioreactor2:P1_15min:3.0,-4.120938068073471,-0.5632689146666658
Bioreactor2:P3_15min:3.0,-1.4862391216182804,-0.1398486316666654
Bioreactor2:P5_15min:3.0,3.001131684116539,0.2391555753333341
Bioreactor2:S_1h:3.0,-1.621746590457567,0.3459854873333343
Bioreactor2:S_3h:3.0,1.717185250651251,0.3869690923333344
Bioreactor2:S_9h:3.0,2.6253708388990726,0.187781918333334
Bioreactor2:S_25h:3.0,0.4664485676988546,-0.5135459596666658
Bioreactor2:P1_25h:3.0,2.276378757364399,0.2964851223333342
Bioreactor2:P3_25h:3.0,2.6897373431026423,-0.1727188266666655
Bioreactor2:P5_25h:3.0,7.906884433726265,-0.0971396096666659
Carbon:Citrate:1.0,17.886419188060298,-0.2670002245000002
Carbon:Citrate:2.0,17.714060628132337,-0.1395452354999999
Carbon:Citrate:3.0,14.880757604113368,0.0115534815
Carbon:Ferulate:1.0,9.7090198585333,0.4185543904999997
Carbon:Ferulate:2.0,8.325559381753813,0.1653681005000002
Carbon:Ferulate:3.0,8.956333418454033,0.1155638914999999
Carbon:Glucose:1.0,-2.60188380245128,0.0464947924999998
Carbon:Glucose:2.0,2.601883802632869,-0.0464947924999998
Carbon:Serine:1.0,30.184024504526995,0.3879322245000001
Carbon:Serine:2.0,29.92031791311689,0.0769049554999998
Carbon:Serine:3.0,30.571390567531427,0.2979490355000003
Carbon2:Glucose:1.0,-0.4646803500650719,0.0259439930000002
Carbon2:Glucose:2.0,0.3087380940095627,0.1139378640000003
Carbon2:Glucose:3.0,0.1559422570017356,-0.1398818569999989
Carbon2:Coumarate:1.0,-4.855524806472068,0.0996424990000006
Carbon2:Coumarate:2.0,-2.995685721105654,0.2432582300000003
Carbon2:Coumarate:3.0,-3.2106776100424543,0.0714725900000008
Crc:Control:1.0,1.1989038680780717,0.0904781464999997
Crc:Control:2.0,-1.1989038685389002,-0.0904781464999997
Crc:Del_crc:1.0,0.1282973728595507,0.3834021585
Crc:Del_crc:2.0,-2.416194786218946,-0.2933374165
Crc:Del_crcZ_crcY:1.0,-4.185863584201578,-0.4927702315000002
Crc:Del_crcZ_crcY:2.0,1.8000026484637426,-0.2462268994999998
FinR:Control:1.0,-0.2266456065535103,-0.1021040673333333
FinR:Control:2.0,0.0317765016182855,-0.0307382833333331
FinR:Control:3.0,0.1948691026229339,0.1328423506666665
FinR:Del_finR:1.0,-4.985564438170499,-0.9098188773333332
FinR:Del_finR:2.0,-5.437356002715679,-0.6033616793333332
FinR:Del_finR:3.0,-3.806805276901715,-0.1982104883333333
FleQ:Del_fleQ:1.0,-3.794555823371937,-0.4166453893333335
FleQ:Del_fleQ:2.0,-4.846332754754398,-0.4452236523333335
FleQ:Del_fleQ:3.0,-4.669026252511332,-0.3561261363333332
FleQ:OE_wspR:1.0,-2.9837568215954127,-0.0897280553333335
FleQ:OE_wspR:2.0,-2.8923932503527445,-0.2604661373333332
FleQ:Control:1.0,0.1939312711212497,0.1328434056666667
FleQ:OE_wspR:3.0,-2.480901222712544,0.0569867056666666
FleQ:Control:2.0,-0.2210155606206463,-0.1021044483333333
FleQ:Control:3.0,0.0270842879848772,-0.0307389573333329
Fuel:Butanol:1.0,8.447105937508057,0.3648587209999991
Fuel:Butanol:2.0,9.094811975044252,0.3855981139999995
Fuel:Control:1.0,0.8087210467071905,-0.2088282120000002
Fuel:Control:2.0,-0.8087210473861496,0.2088282119999993
Fuel:Isopentanol:1.0,-2.5677111395490297,1.4698336119999995
Fuel:Isopentanol:2.0,-4.227508428826722,1.5244094109999995
Glycolaldehyde:Glycolaldehyde:1.0,-21.99487712038664,-0.1926663600000004
Glycolaldehyde:Control:1.0,2.2865565857379044,-0.0128052549999999
Glycolaldehyde:Glycolaldehyde:2.0,-20.976011920510143,-0.2776820980000005
Glycolaldehyde:Control:2.0,-2.286556585381588,0.0128052549999999
HNS_protein:Control_ex:1.0,-0.0514341177563851,-0.1868120314999997
HNS_protein:Del_turB_ex:1.0,1.1447721799194208,0.1024664155000003
HNS_protein:Del_turB_ex:2.0,-1.1596383790712086,-0.7295130075000005
HNS_protein:WT_pCAR1_ex:1.0,3.003462430017892,0.1005182475000001
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,8.836116236754075,0.2439708664999997
HNS_protein:WT_pCAR1_Del_turA_st:1.0,25.420685557677533,0.3961175905000003
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,7.568831333961849,0.1427510254999999
HNS_protein:WT_pCAR1_Del_turA_st:2.0,20.552559936551333,0.5942558655000001
HNS_protein:WT_pCAR1_ex:2.0,1.5669333354597683,-0.4029097664999996
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,6.34496052985217,-0.0155753475000004
HNS_protein:WT_pCAR1_Del_turB_st:1.0,13.43022934156123,0.4266094784999996
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,7.506730777524304,-0.1673291614999996
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,9.819125363886098,0.2065346405000001
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,8.84958050399425,0.0430442404999995
HNS_protein:WT_pCAR1_Del_turB_st:2.0,18.670871032212013,0.8923262474999998
HNS_protein:Control_ex:2.0,0.0514341172690394,0.1868120314999997
HNS_protein:WT_Del_turA_ex:1.0,2.807867018380413,-0.2239134954999997
HNS_protein:WT_Del_turA_ex:2.0,3.867808992611308,0.5588110134999997
Mobile_gene:2737_exp:1.0,-0.4884350451538227,0.0022837637500003
Mobile_gene:2737_exp:2.0,0.3476599142505172,0.1590284587500008
Mobile_gene:2737_exp:3.0,0.1941983026350889,0.0390698467500012
Mobile_gene:2737_exp:4.0,-0.0534231715059219,-0.2003820692499989
Mobile_gene:2737_reg:1.0,-8.409103026756533,-0.0789605472499994
Mobile_gene:2737_reg:2.0,-8.731243559613327,-0.3762481322499988
Mobile_gene:2737_reg:3.0,-7.759091036046887,-0.1255198112499993
Mobile_gene:2737_reg:4.0,-7.708455459809959,-0.387755704249999
Mobile_gene:3227_exp:1.0,0.2554368935699627,0.0809242947500008
Mobile_gene:3227_exp:2.0,0.6460968952305477,0.0500461417500011
Mobile_gene:3227_exp:3.0,0.2150191325476792,-0.2023507092499992
Mobile_gene:3227_exp:4.0,-0.7346290900437301,-0.050328284249999
Mobile_gene:3227_reg:1.0,-9.599434501901348,0.0413817587500009
