,A,BkdR
Mobile_gene:3227_reg:2.0,-7.639288800497344,-0.0890407042499994
Mobile_gene:3227_reg:3.0,-7.875922341180824,-0.1342683022499988
Mobile_gene:3227_reg:4.0,-7.9098661951116,-0.0193073762499995
Mobile_gene:mfsR_exp:1.0,2.8843400651311555,-0.610141626249999
Mobile_gene:mfsR_exp:2.0,1.5869029160738843,-1.104417151249999
Mobile_gene2:Condition1:1.0,0.012585568865456,-0.4429464189999992
Mobile_gene2:Condition1:2.0,2.23104420811298,-0.0864185489999993
Mobile_gene2:Condition2:1.0,-0.7716930575397983,0.1415700460000009
Mobile_gene2:Condition2:2.0,-1.491668985155428,-0.2627555569999993
Mobile_gene2:Condition2:3.0,0.3404807307177699,0.108799793000001
Mobile_gene2:Condition2:4.0,1.9228813124988164,0.0123857180000008
Muconate:CJ522_fructose:1.0,15.73439145867257,-1.092337429333334
Muconate:CJ522_fructose:2.0,16.498235225107543,-1.003211004333334
Muconate:CJ522_fructose:3.0,16.807963769119194,-1.081036533333334
Muconate:CJ522_fructose_glucose:1.0,14.538270346323952,-1.257393969333334
Muconate:CJ522_fructose_glucose:2.0,16.41080660033396,-1.072311801333334
Muconate:CJ522_fructose_glucose:3.0,20.04263703546036,-0.5847256243333341
Muconate:CJ522_fructose_glucose_gluconate:1.0,9.782664376961089,-0.7732823093333341
Muconate:CJ522_fructose_glucose_gluconate:2.0,12.719979762387368,-0.1680166653333339
Muconate:CJ522_fructose_glucose_gluconate:3.0,10.864763744316498,-0.7780453493333335
Muconate:CJ522_glucose_gluconate:1.0,15.867280226378194,-0.4166570923333337
Muconate:CJ522_glucose_gluconate:2.0,17.40431532564728,-1.3056615233333335
Muconate:CJ522_glucose_gluconate:3.0,16.803278008220637,-1.5342562493333336
Muconate:CJ522_gluconate:1.0,9.07921204598529,-0.947734248333334
Muconate:CJ522_gluconate:2.0,9.96815828712584,-0.9977576283333338
Muconate:CJ522_gluconate:3.0,11.644191154095626,-1.3451147463333335
Muconate:CJ522_glucose:1.0,20.043296775119043,-0.6139224713333338
Muconate:CJ522_glucose:2.0,17.01937625633116,-0.5149617593333335
Muconate:CJ522_glucose:3.0,19.608949636830072,-0.6023429343333335
Muconate:GB032_fructose:1.0,16.17762970270281,-0.8341431233333338
Muconate:GB032_fructose:2.0,16.384906135634967,-1.0724739883333338
Muconate:GB032_fructose:3.0,16.06100891603794,-1.0055736883333335
Muconate:GB032_fructose_glucose:1.0,8.954299952412432,-0.952487969333334
Muconate:GB032_fructose_glucose:2.0,5.993839382132515,-0.3287118283333337
Muconate:GB032_fructose_glucose:3.0,9.328922105310506,-0.513156636333334
Muconate:GB032_fructose_glucose_gluconate:1.0,13.333578167955451,-0.988676440333334
Muconate:GB032_fructose_glucose_gluconate:2.0,15.284195243362367,-0.7471069973333337
Muconate:GB032_fructose_glucose_gluconate:3.0,12.74836507116166,-1.1506279883333337
Muconate:GB032_glucose_gluconate:1.0,8.407308101154008,-0.4246547483333334
Muconate:GB032_glucose_gluconate:2.0,16.50021861759357,-0.7727457453333333
Muconate:GB032_glucose_gluconate:3.0,14.065225432080217,-0.5991973633333334
Muconate:GB032_gluconate:1.0,8.182028925502228,-0.215535555333334
Muconate:GB032_gluconate:2.0,11.386881493514164,-0.3498505783333341
Muconate:GB032_gluconate:3.0,16.698604595637885,-0.660209265333334
Muconate:GB032_glucose:1.0,22.19780832135132,-0.8409046733333341
Muconate:GB032_glucose:2.0,18.94842236242806,-0.8578372043333333
Muconate:GB032_glucose:3.0,19.68489333129149,-0.8926808213333333
Muconate:GB045_fructose:1.0,13.320237699032903,-0.5289987453333334
Muconate:GB045_fructose:2.0,12.894361488609356,-0.1419604193333334
Muconate:GB045_fructose:3.0,15.191805889912096,-0.2036091853333337
Muconate:GB045_fructose_glucose:1.0,-3.4871568788794547,0.1906290606666667
Muconate:GB045_fructose_glucose:2.0,-4.050024574865304,0.1607093186666661
Muconate:GB045_fructose_glucose_gluconate:1.0,3.498244777600853,-0.0601122873333332
Muconate:GB045_fructose_glucose_gluconate:2.0,-3.196239214442933,-0.1213857993333338
Muconate:GB045_fructose_glucose_gluconate:3.0,1.903674689474096,-0.0776292093333337
Muconate:GB045_glucose_gluconate:1.0,6.173608986639709,0.378495474666666
Muconate:GB045_glucose_gluconate:2.0,9.969570210939413,0.425913716666666
Muconate:GB045_glucose_gluconate:3.0,9.241743508669328,0.4006182956666659
Muconate:GB045_gluconate:1.0,-4.101896742871711,0.304934107666666
Muconate:GB045_gluconate:2.0,-3.1466643352452426,-0.0657226283333338
Muconate:GB045_gluconate:3.0,-0.5034050522592409,-0.0870233563333338
Muconate:GB045_glucose:1.0,5.6856257734521805,-0.5637549373333339
Muconate:GB045_glucose:2.0,7.254480857653375,-0.9637667803333336
Muconate:GB045_glucose:3.0,-0.0245401021244065,-0.5063461363333337
Muconate:GB062_fructose:1.0,14.555220762641492,-0.8646416853333339
Muconate:GB062_fructose:2.0,14.549079242639731,-1.090868571333334
Muconate:GB062_fructose:3.0,15.891552872322576,-0.5229622163333341
Muconate:GB062_fructose_glucose:1.0,15.471424522816578,-1.197376970333334
Muconate:GB062_fructose_glucose:2.0,6.355797079576416,-0.805362537333334
Muconate:GB062_fructose_glucose:3.0,4.354537447955514,-0.3672496593333338
Muconate:GB062_fructose_glucose_gluconate:1.0,12.441730473487825,-0.7646564903333335
Muconate:GB062_fructose_glucose_gluconate:2.0,11.49188835004613,-0.6974144313333337
Muconate:GB062_fructose_glucose_gluconate:3.0,12.260516435630588,-0.6274033593333339
Muconate:GB062_glucose_gluconate:1.0,17.72251165080498,-0.8220522163333337
Muconate:GB062_glucose_gluconate:2.0,17.861614695421963,-0.7771863653333337
Muconate:GB062_glucose_gluconate:3.0,14.900072686246864,-0.3436583403333335
Muconate:GB062_gluconate:1.0,10.464165640143204,-0.9419665543333338
Muconate:GB062_gluconate:2.0,12.75839896102449,-1.2775256713333336
Muconate:GB062_gluconate:3.0,14.030762520612411,-1.4978444783333336
Muconate:GB062_glucose:1.0,13.389013827523454,-0.2726574543333333
Muconate:GB062_glucose:2.0,11.945900139718487,-0.3841453153333338
Muconate:GB062_glucose:3.0,11.320834112886129,-0.5944174893333338
Muconate:KT2440_fructose:1.0,11.980629974298902,-0.8549992063333338
Muconate:KT2440_fructose:2.0,13.796747911801573,-0.6432064263333332
Muconate:KT2440_fructose:3.0,13.16057843778566,-0.3107330373333337
Muconate:KT2440_fructose_glucose:1.0,2.164122345751553,0.6969657656666666
Muconate:KT2440_fructose_glucose:2.0,10.011385316587427,0.3930821596666662
Muconate:KT2440_fructose_glucose:3.0,3.756696654074359,0.1469877006666662
Muconate:KT2440_fructose_glucose_gluconate:1.0,17.661646370341398,0.1678255936666666
Muconate:KT2440_fructose_glucose_gluconate:2.0,3.117932079669262,0.4637498356666665
Muconate:KT2440_fructose_glucose_gluconate:3.0,18.70042359135657,0.2214934756666666
Muconate:KT2440_glucose_gluconate:1.0,12.747357997248438,0.2636815466666666
Muconate:KT2440_glucose_gluconate:2.0,13.76910201378666,0.5396200776666662
Muconate:KT2440_glucose_gluconate:3.0,10.65956880264542,1.2358813946666665
Muconate:KT2440_gluconate:1.0,-2.879166827754226,0.0221082096666664
Muconate:KT2440_gluconate:2.0,-6.6324063834326425,0.0726879946666665
Muconate:KT2440_gluconate:3.0,-0.1967878173936459,-0.3625028393333336
Muconate:KT2440_glucose:1.0,1.6893302242108057,-0.2777244713333333
Muconate:KT2440_glucose:2.0,-0.6396589106979607,0.1882604106666665
Muconate:KT2440_glucose:3.0,-1.04967131339029,0.0894640606666659
Multistress:Control:1.0,-0.5583811267929188,0.0507891873333337
Multistress:Control:2.0,-0.7583609747951392,-0.1933427316666662
Multistress:Control:3.0,1.31674209891649,0.1425535443333334
Multistress:NaCl_7min:1.0,8.171322676164733,0.197768867333334
Multistress:NaCl_60min:1.0,6.766595836816234,-2.2211938876666664
Multistress:NaCl_7min:2.0,5.302878540048519,0.1635432033333339
Multistress:NaCl_60min:2.0,3.2939590249874664,-2.5546680896666665
Multistress:NaCl_7min:3.0,3.1832968456584223,-0.0920284066666665
Multistress:NaCl_60min:3.0,5.39217715098192,-3.2383608956666663
Multistress:Imipenem_7min:1.0,-2.4889854052391325,-0.3150310076666667
Multistress:Imipenem_60min:1.0,4.783949313138116,0.0109127423333337
Multistress:Imipenem_7min:2.0,11.854697620434568,-0.8723764356666663
Multistress:Imipenem_60min:2.0,10.451504992723798,-0.5430125116666664
Multistress:Imipenem_7min:3.0,7.849992753091476,-0.3095142866666664
Multistress:Imipenem_60min:3.0,14.118180267377085,0.0573521093333333
Multistress:H2O2_7min:1.0,21.32552599616821,0.0314600903333337
Multistress:H2O2_60min:1.0,15.011935437811331,-0.8510628736666668
Multistress:H2O2_7min:2.0,24.110077418395647,-0.2930050396666663
Multistress:H2O2_60min:2.0,17.66092389966136,-0.5672555586666661
Multistress:H2O2_7min:3.0,29.22662416436663,0.288743907333334
Multistress:H2O2_60min:3.0,27.583445185133616,-0.3745777276666659
Myristic_acid:Control:1.0,-0.0862194899155529,-0.1141799023333334
Myristic_acid:Control:2.0,0.2344747531964705,-0.1384893673333334
Myristic_acid:Control:3.0,-0.1482552675526512,0.2526692696666668
Myristic_acid:Myristic_acid:1.0,0.364399250830404,-0.7150539053333329
Myristic_acid:Myristic_acid:2.0,0.1151805847295107,-0.7420540303333336
Myristic_acid:Myristic_acid:3.0,0.6297810117267956,-0.8382921103333336
Phase:WT_Tr:1.0,22.149764515511123,1.2250344479999995
Phase:WT_Tr:2.0,22.984236799152097,0.5302754689999993
Phase:WT_Ex:1.0,0.0153792337338157,-0.0112793950000007
Phase:WT_Ex:2.0,-0.0153792331089645,0.0112793949999998
Phase:WT_Tr:3.0,1.6539229849018158,0.0270766929999997
Phase:WT_Tr:4.0,5.572153077765728,0.1543167699999994
Phase:WT_St:1.0,30.053134174209607,0.1245630859999993
Phase:WT_St:2.0,27.14481523845675,-0.5719306710000005
RelA:Control:1.0,0.05874956861274,0.0729968283333333
RelA:Control:2.0,-1.340719234086862,-0.0399394326666673
RelA:Control:3.0,1.28196966536584,-0.0330573956666668
RelA:Del_relA:1.0,-4.023078757025224,1.367809476333333
RelA:Del_relA:2.0,-6.984528203726509,1.187629536333333
RelA:Del_relA:3.0,-1.8038845436641733,1.1035411023333328
RelA:Del_relA_lignin:1.0,-3.748591205827985,-0.0991328576666674
RelA:Del_relA_lignin:2.0,-4.7310695171958566,-0.1945754926666669
RelA:Del_relA_lignin:3.0,-4.104280881533038,-0.6500036316666673
Zn:Zn_ion:1.0,10.724425638905275,1.0442311716666666
Zn:Zn_ion:2.0,10.71624331749156,1.2209954866666664
Zn:Zn_ion:3.0,9.760048973768322,0.3957891806666667
Zn:Control:1.0,-0.3231491733709229,-0.4280783123333331
Zn:Control:2.0,0.1527794543672182,0.1090822226666667
Zn:Control:3.0,0.1703697191638487,0.3189960896666668
ZnO:Control:1.0,-2.2933287278758825,0.1950132790000003
ZnO:Control:2.0,2.2933287285069546,-0.1950132790000003
ZnO:Nano:1.0,-3.129478618199932,0.2812722110000001
ZnO:Nano:2.0,-2.716520381382927,0.2447370229999999
ZnO:Nano:3.0,0.0947780447243119,-0.0039724730000001
ZnO:Zn_ion:1.0,-2.188111810724884,0.2677202210000002
ZnO:Zn_ion:2.0,-1.979089185078547,0.4132585420000003
ZnO:Zn_ion:3.0,3.07649772337533,-0.2197753709999999
