,Value,list
TF,Lrp,
reg_genes,324,"['pyrI' 'groL' 'ytjB' 'sad' 'fimD' 'ychE' 'yhiD' 'mutY' 'trxB' 'mtr'
 'yodC' 'katE' 'lolC' 'yaiY' 'yhiM' 'gabD' 'artP' 'yciZ' 'yfiB' 'ridA'
 'asnB' 'rplR' 'gadW' 'fadL' 'groS' 'rplF' 'gadB' 'osmY' 'gpt' 'aspC'
 'sulA' 'ybgA' 'prlF' 'aceB' 'yqeF' 'yhbY' 'glnL' 'radD' 'atpH' 'mnmA'
 'acrZ' 'yagU' 'ygiV' 'brnQ' 'amiC' 'rlmE' 'soxS' 'fadI' 'gabP' 'yeaG'
 'ybjS' 'rpsH' 'ilvM' 'rhtB' 'yceB' 'patA' 'alaS' 'rpoN' 'btuE' 'pspG'
 'astC' 'yjiL' 'mqo' 'slyA' 'lhgO' 'ydeN' 'oppB' 'arcB' 'wecB' 'cbl'
 'rpiB' 'uspE' 'pncB' 'dgcZ' 'cycA' 'yaeQ' 'gcvH' 'argS' 'clpP' 'ygiW'
 'yaaX' 'napF' 'yibT' 'yzgL' 'menA' 'ibpB' 'ydhQ' 'fimF' 'exbB' 'ybjX'
 'lpxL' 'ftsQ' 'ibpA' 'ptsN' 'ansB' 'ubiA' 'yebF' 'intZ' 'proP' 'yeeE'
 'ilvA' 'yhcN' 'ybdL' 'dhaK' 'insC-5' 'osmC' 'dgcM' 'cysB' 'hspQ' 'avtA'
 'deaD' 'borD' 'zipA' 'yeiL' 'yceA' 'argR' 'gcvP' 'yhdW' 'lipA' 'serA'
 'cadB' 'frdB' 'pabB' 'ycgB' 'glnA' 'modA' 'dedA' 'leuO' 'zntR' 'cadA'
 'ykgE' 'fimI' 'purM' 'ribE' 'ilvD' 'glnK' 'yibL' 'hlyE' 'relA' 'yhjJ'
 'upp' 'ydgH' 'yehL' 'dgcJ' 'yjbR' 'bssS' 'cpoB' 'nuoA' 'ybiO' 'serB'
 'ybjN' 'argT' 'asnA' 'topA' 'ompC' 'eno' 'ydcK' 'ybiJ' 'frdA' 'ybiT'
 'aidB' 'yciT' 'ynjH' 'thiC' 'ybiI' 'potF' 'aer' 'ytfB' 'rsd' 'pal' 'yicH'
 'ydcL' 'ytfJ' 'yacL' 'polA' 'ybdF' 'argA' 'yfcC' 'ppx' 'fau' 'panZ' 'lrp'
 'argO' 'serS' 'yciN' 'rnr' 'nac' 'fxsA' 'yhjR' 'tyrR' 'yfaP' 'fimG'
 'phoH' 'ilvG' 'yhdN' 'iraD' 'ycfJ' 'gcvT' 'metK' 'htrE' 'hdeA' 'iraP'
 'zitB' 'aspA' 'ompT' 'yabQ' 'oppD' 'yiiM' 'fimE' 'insH-3' 'mscK' 'hpf'
 'aroA' 'ppsA' 'yeaE' 'fliA' 'yhhW' 'crfC' 'glgC' 'ybdG' 'phoA' 'yfcZ'
 'fumA' 'creA' 'mscS' 'manA' 'yiaG' 'deoB' 'fimA' 'oppF' 'yjeH' 'ppk'
 'gdhA' 'yjfP' 'metH' 'ybhQ' 'ldhA' 'msbA' 'ybgS' 'sthA' 'glcA' 'gltP'
 'yjiC' 'purT' 'aspS' 'clpS' 'lolA' 'yojI' 'rseA' 'aroG' 'glnQ' 'hdeB'
 'ilvE' 'serC' 'csiD' 'nusB' 'can' 'lrhA' 'chbG' 'gltB' 'dgcQ' 'eptB'
 'lysP' 'yhdV' 'gabT' 'oppC' 'fimH' 'treA' 'dppA' 'aphA' 'yjeM' 'csiE'
 'gltF' 'pepD' 'glnH' 'ycaM' 'sstT' 'atpA' 'yoaH' 'cydC' 'slyX' 'oppA'
 'qseB' 'rpiA' 'ybeX' 'yjbQ' 'pgl' 'malT' 'adhE' 'gltD' 'yhhA' 'fimC'
 'leuA']"
comp_genes,42,"['sdaB' 'ymgF' 'metE' 'ydgI' 'leuC' 'ilvC' 'artM' 'ddlA' 'ymgM' 'ompF'
 'pntB']"
both_genes,31,"['livH' 'pntA' 'livG' 'eco' 'tyrP' 'ytfK' 'livJ' 'artI' 'tdh' 'emrD'
 'dadA' 'livF' 'yjbJ' 'alaA' 'dadX' 'lysU' 'alaE' 'yqeG' 'kbl' 'livK'
 'yhjE' 'livM' 'ilvI' 'sdaA' 'dtpA' 'sdaC' 'dtpB' 'ydeE' 'leuE' 'stpA'
 'ilvH']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
