,A,Lrp
misc__bw_delfadr__1,0.121300401306496,-0.3501175000000014
misc__bw_delfadr__2,0.3508418648929591,-0.23017134000000186
misc__nitr_031__1,-3.156847988668564,-0.18571492000000056
omics__wt_glu__1,-0.8169715953020805,-0.6196653030000014
omics__wt_glu__2,-0.1905040578258271,-0.4167845500000009
omics__wt_gly__1,-0.2160811802458749,-0.4620122400000018
omics__wt_gly__2,-0.5704967431280633,-0.4594035800000018
omics__wt_thr__1,-7.421180288837417,-0.8237873590000007
omics__wt_thr__2,-6.690379347310134,-0.6692287650000015
omics__bw_ac__1,-3.000762097692377,-0.31974963000000045
omics__bw_ac__2,-3.0408411765394523,-0.27927106000000107
omics__bw_fum__1,-3.3066298585574816,-0.4922631980000016
omics__bw_fum__2,-3.532913464494312,-0.40191275000000093
omics__bw_glc__1,-1.4864431278424683,0.06089708999999921
omics__bw_glc__2,-1.169351283883354,0.047743039999998516
omics__bw_pyr__1,-4.705507747628993,-0.2498423800000005
omics__bw_pyr__2,-5.001390331967197,-0.1860641600000008
ompr__wt_nacl__1,-8.444617175233713,-1.7687857470000008
ompr__wt_nacl__2,-8.296135123117967,-1.6018835700000018
ompr__bw_delompr_nacl__1,-12.395289431724224,-2.108711887000002
ompr__bw_delompr_nacl__2,-12.869332865873792,-2.047493032000002
minspan__wt_ade__1,-9.940609285490398,0.11695163999999815
minspan__wt_glc__2,-0.7709611500156864,-0.2346770100000004
minspan__wt_glc__3,-1.5129061638299075,-0.3081033300000016
minspan__wt_glc__4,-0.7808279419922347,-0.3271358500000012
minspan__wt_glc_anaero__1,-8.499391036191103,-0.4243392600000018
minspan__wt_glc_anaero__2,-7.609278187441257,-0.36819001000000107
minspan__wt_trp__1,-7.482899399579679,0.16952412999999922
minspan__bw_delcra_glc__2,-5.418570340191399,0.028595959999998755
minspan__bw_delcra_trp__1,-9.716067587995552,0.4823520599999984
minspan__bw_delmntr__1,-5.164789007120256,-0.489868083000001
minspan__bw_delnac_ade__1,-15.41940897197381,-0.25947829000000056
minspan__bw_delnac_glc__1,-3.062944091441462,-0.16589605000000066
cra_crp__wt_ac__1,-3.932075762828077,-0.7937532780000005
cra_crp__wt_ac__2,-4.245254285545606,-1.0074361820000008
cra_crp__wt_fru__1,-1.1143376624633752,-0.7812257650000003
cra_crp__wt_fru__2,-1.6789302707531484,-0.5676322980000013
cra_crp__delcra_ac__1,-2.8964424181928567,-0.9124693790000008
cra_crp__delcra_ac__2,-2.946689718234531,-0.9288452980000006
cra_crp__delcra_fru__1,0.1354587372845007,-0.146197990000001
cra_crp__delcra_fru__2,0.0626749592484974,-0.16313055000000176
cra_crp__delcra_glc__1,1.246822707473558,-0.17590444000000185
cra_crp__delcra_glc__2,0.7905455787791373,-0.07839542000000144
rpoB__wt_031__1,-4.847246742080373,-0.15020317000000105
rpoB__wt_044__1,-2.7165629251600767,-0.14559594000000153
rpoB__wt_lb__1,-28.31752385320333,-1.593807688
rpoB__wt_lb__2,-28.678882613481637,-1.5296059590000013
rpoB__rpoBE546V_031__1,-3.1743111913165576,0.2033854099999992
rpoB__rpoBE546V_044__1,-3.634285581007149,0.22428216999999864
rpoB__rpoBE546V_lb__1,-28.754383863440395,-1.6549743140000004
rpoB__rpoBE546V_lb__2,-28.93648597693228,-1.6593100640000014
rpoB__rpoBE546V_glc__1,0.6464633787768964,-0.2945258700000011
rpoB__rpoBE672K_glc__1,-0.492315015328167,-0.2388906000000013
rpoB__rpoBE672K_glc__2,-0.0824343117667603,-0.24658735000000045
rpoB__rpoBE672K_lb__1,-24.33656339251848,-2.2500474120000025
rpoB__rpoBE672K_lb__2,-25.269888480059414,-2.232371337000002
crp__wt_fru__1,-0.549255724698928,-0.30661565000000124
crp__wt_glyc__1,-0.9673688964414928,-0.294839780000002
crp__wt_glyc__2,-0.8673048719986874,-0.2668702900000017
crp__delar1_glyc__1,0.1443305152389701,0.12869007999999835
crp__delar1_glyc__2,0.313448873939596,0.08123357999999925
crp__delar1ar2_glyc__1,2.3305948126937066,-0.03978781000000176
crp__delar1ar2_glyc__2,2.41725862699028,-0.09250152000000078
crp__delar1ar2_glyc__3,2.1841049455586568,-0.028668730000001474
crp__delar2_glyc__1,-1.5607229160999083,0.23935110999999945
crp__delar2_glyc__2,-0.8739166686811669,0.0801622799999997
crp__delar2_glyc__3,-1.2397221205440627,0.055570799999998144
crp__delcrp_fru__1,-2.3004762772680145,-0.40847084000000144
crp__delcrp_fru__2,-2.2485594989513524,-0.4328397300000013
crp__delcrp_fru__3,-2.949486153823289,-0.4221457500000003
crp__delcrp_glc__1,-1.359691489143262,-0.3759961600000015
crp__delcrp_glc__2,-1.4399664456634076,-0.33779719000000163
crp__delcrp_glc__3,-1.321605876598522,-0.31697267000000195
crp__delcrp_glyc__1,0.0311066811012376,-0.24442594000000106
crp__delcrp_glyc__2,-0.5013081947184631,-0.4047844800000018
crp__delcrp_glyc__3,-0.6948282973933131,-0.2480484100000009
glu__glu_ale3__1,-3.40736621277878,-0.25690686000000085
glu__glu_ale4__1,1.564362763227768,-0.028286200000001926
glu__glu_ale5__1,-0.0520805149140085,-0.32551995000000034
glu__glu_ale6__1,0.2885671202511609,-0.4628411600000018
glu__glu_ale8__1,-4.974012770738599,-0.3067369700000011
glu__glu_ale9__1,-2.211200118835128,-0.1335275900000017
glu__glu_ale10__1,-3.2346096984974477,-0.4409049200000013
42c__wt_42c__1,-1.2008959960995325,-0.1814189800000019
42c__42c_ale1__1,-5.4067605290209135,0.02694654999999813
42c__42c_ale2__1,-0.3393810930344902,-0.10089377000000076
42c__42c_ale3__1,-1.574320501665528,-0.4555495700000005
42c__42c_ale4__1,-2.7447082369416247,-0.1755737600000007
42c__42c_ale5__1,-1.898012623810463,-0.34553532000000153
42c__42c_ale6__1,-4.796838393289167,-1.1067441790000014
42c__42c_ale8__1,-3.299867138787501,-0.4545486800000002
42c__42c_ale9__1,-0.8371802783852847,-0.2856900400000004
42c__42c_ale10__1,-4.903306066521851,-0.2772753500000018
ssw__wt_ac__1,-8.038460222619282,-1.1237086290000011
ssw__wt_glc__1,-0.9884393616518388,-0.3293304500000005
ssw__wt_glyc__1,-9.445186780239627,-2.208593492000002
ssw__wt_xyl__1,-13.399367699184298,-1.2228882600000013
ssw__glc_ale1__1,-4.455201029212109,-0.2620418800000017
ssw__glc_ale2__1,-5.676665721202147,0.08305933999999837
ssw__glc_ale3__1,-6.550571969782032,-0.282193760000002
ssw__glyc_ale1__1,-4.764191464195874,-0.5586294470000013
ssw__glyc_ale2__1,-5.879103981419984,-0.018397810000001517
ssw__xyl_ale1__1,-3.77805909850424,-0.7885689070000019
ssw__xyl_ale2__1,-2.694093435416421,-0.5042436030000008
ssw__xyl_ale3__1,-3.318079319063024,-0.4955059000000013
ssw__glc_ac_ac2__1,-6.718582617124026,-0.7812120870000019
ssw__glc_ac_glc1__1,-4.451247260209573,-1.0814780570000018
ssw__glc_glyc_glc__1,-3.7508728278728514,-0.5697957290000009
ssw__glc_glyc_glyc__1,-2.3947324367274656,-0.5600905080000018
ssw__glc_xyl_glc__1,-3.590511148728515,-0.8671927960000012
ssw__glc_xyl_xyl__1,0.3222668864169669,-0.3810301700000007
ica__wt_glc__1,1.035139317814482,0.06347383999999856
ica__wt_glc__2,0.6719012942906992,0.009214789999999695
ica__wt_glc__3,0.2085459070360962,-0.15474256000000075
ica__wt_glc__4,-0.2230333153743655,0.17742325999999942
ica__arg_sbt__1,-25.785361766835567,0.2544338099999983
ica__arg_sbt__2,-26.74709369988357,0.40943523999999704
ica__cytd_rib__1,-5.839569389413855,-0.43020659000000094
ica__cytd_rib__2,-6.715133969368103,-0.6894574240000004
ica__gth__1,-12.971940552445508,-1.3891427300000014
ica__gth__2,-12.826628613447395,-1.7287003020000018
ica__leu_glcr__1,-26.675345243972952,0.4908094499999986
ica__leu_glcr__2,-26.24826841256705,0.4282976199999986
ica__met_glc__1,-16.63913213757338,0.032366059999999315
ica__met_glc__2,-15.741797195699217,0.008036549999998144
ica__no3_anaero__1,-3.3884197780666763,0.28264287999999915
ica__no3_anaero__2,-2.7618075982313712,0.3208345499999989
ica__phe_acgam__1,-4.436731800900706,0.058784999999998526
ica__phe_acgam__2,-4.625225142365537,-0.009129360000001084
ica__thm_gal__1,-1.2261042513435472,-0.03657140000000148
ica__thm_gal__2,-1.3164284817832137,-0.0869345500000005
ica__tyr_glcn__1,-3.5033144294141167,-0.029051210000000438
ica__tyr_glcn__2,-3.6999975371189726,0.05971002999999975
ica__ura_pyr__1,-3.197380988622407,-0.08445652000000159
ica__ura_pyr__2,-6.142429302496415,-0.3002459400000017
ica__wt_glc__5,0.4286771048431246,0.27143481999999963
ica__wt_glc__6,0.2018609979988717,0.30022168999999893
ica__bw_delpurR_cytd__1,-2.166320083682998,0.10733267999999896
ica__bw_delpurR_cytd__2,-2.263337812322211,0.4895225299999986
ica__ade_glc__1,-2.7143035307672623,0.46172304999999797
ica__ade_glc__2,-2.605040357784873,0.15487785999999915
ytf__wt_glc__1,-0.847085072334916,-0.17537371000000054
ytf__wt_glc__2,-1.613733151717761,-0.07718896000000086
ytf__delyafC__1,-5.372352498601315,-0.08007050000000149
ytf__delyafC__2,-5.788119313699152,-0.14305510000000154
ytf__delyeiE__1,-2.4261310242918275,-0.2999850200000012
ytf__delyeiE__2,-0.8340020509444414,-0.2618116500000003
ytf__delyiaJ__1,-5.153523492384688,0.2429855199999995
ytf__delyiaJ__2,-5.229074603649207,0.3513210099999995
ytf__delyieP__1,-6.322783201327167,-0.20330401000000187
ytf__delyieP__2,-5.371787008243306,-0.29169976000000203
ytf__wt_ph5__1,-2.73127805545222,-0.08912223000000097
ytf__wt_ph5__2,-2.874672530949837,-0.01004875000000105
ytf__wt_ph8__1,-0.1019356967022851,-0.02918246000000124
ytf__wt_ph8__2,0.3124211612728919,-0.11547148000000185
ytf__delybaO__1,-5.235675857358936,0.17370273999999952
ytf__delybaO__2,-5.274581072542523,-0.21776249000000192
ytf__delybaQ__1,-0.786617396667504,-0.07307209000000192
ytf__delybaQ__2,-0.7116319549600305,-0.0326365200000005
ytf__delybiH__1,-2.6292685875440087,-0.055169780000001716
ytf__delybiH__2,-5.394191754774922,-0.3795979600000017
ytf__delydcI_ph5__1,-2.10602335239953,-0.17940493000000046
ytf__delydcI_ph5__2,-2.082467707017395,-0.12630420000000164
ytf__delydcI_ph8__1,-0.0352906608640151,-0.06223880000000115
ytf__delydcI_ph8__2,-0.0670374975757608,-0.0665364600000018
ytf__delyddM__1,-1.2488622017763087,-0.16693410000000064
ytf__delyddM__2,-1.4092331223250465,-0.17797947000000036
ytf__delyheO__1,-4.035557866722991,0.31964698999999897
ytf__delyheO__2,-5.195582418746519,-0.11753828000000155
fps__bw_glc__1,-2.7477418255115023,0.07226070999999834
fps__bw_glc__2,-2.4002398771438007,0.06248797999999845
fps__fps_thrA_ale1__1,-3.199593031047085,-0.02970654000000117
fps__fps_thrA_ale1__2,-2.8842021081985,-0.06966261000000172
fps__fps_thrA_ale2__1,-3.6467045364460313,-0.3113818800000008
fps__fps_thrA_ale2__2,-3.227597835364751,-0.2385283100000013
fps__fps_serB_ale1__1,-0.3020827151352245,0.09487493999999863
fps__fps_serB_ale1__2,0.007048396285723,0.11269867999999937
fps__fps_serB_ale4__1,-3.271322602846815,-0.6702027690000012
fps__fps_serB_ale4__2,-2.911137455852748,-0.8400275580000011
fps__fps_ptsI_ale1__1,-5.858846993083393,-0.2080044300000008
fps__fps_ptsI_ale1__2,-5.614336083944185,-0.17410899000000055
fps__fps_ptsI_ale3__1,-4.28346046389288,-0.2980117800000013
fps__fps_ptsI_ale3__2,-4.298997250452131,-0.2717483600000019
pal__lyx_ale2_f6__1,-5.577907638023556,-0.3847549300000015
pal__lyx_ale2__1,-1.5175013463146805,-0.038550890000001566
pal__lyx_ale2__2,-1.7449112491833856,0.01776821999999889
pal__lyx_ale4__1,-1.5777109533112008,-0.2883567900000017
pal__lyx_ale4__2,-2.0130197412975352,-0.3985727100000016
pal__5drib_ale10_f18__1,-4.73336337027246,-0.6379382820000004
pal__5drib_ale10_f18__2,-4.9735222518341375,-0.7121514000000015
pal__5drib_ale10__1,-3.439107872642532,-0.13741472000000066
pal__arab_ale14_f9__1,-4.22952426464735,-0.5512836260000018
pal__arab_ale14_f9__2,-4.23674354406625,-0.5805052400000008
pal__arab_ale14__1,-3.817401924806285,-0.29434625000000025
pal__arab_ale14__2,-3.0690950255681497,-0.19569644000000075
pal__arab_ale16__1,-3.0571107431450675,-0.26436319000000097
pal__arab_ale16__2,-3.856329300046885,-0.18312684000000168
pal__tartr_ale26_f10__1,-4.469320696686456,-0.6145761560000018
pal__tartr_ale26_f10__2,-5.758874549670184,-0.7606980680000017
pal__tartr_ale26__1,-4.823644573690663,-0.5587764740000019
pal__tartr_ale26__2,-4.191181304106155,-0.6404226040000012
pal__tartr_ale28_f10__1,-9.338455232552995,-0.6710237270000015
pal__tartr_ale28_f10__2,-9.56469053492982,-0.6838022740000014
pal__tartr_ale28__1,-3.464219596283229,-0.18615218000000056
pal__tartr_ale28__2,-4.047978498490412,-0.11331335000000033
efeU__delmenFentC_citr__1,-1.581823406680237,0.0972081599999992
efeU__delmenFentC_citr__2,-1.9240823580363309,0.1911658299999992
efeU__delmenFentC__1,-8.57447642636148,-0.26105259000000025
efeU__delmenFentC__2,-8.414981255735574,-0.22935575000000166
efeU__menFentC_ale39__1,-3.842077161984622,0.10194156999999926
efeU__menFentC_ale39__2,-3.933957672362625,0.11070786999999882
efeU__menFentC_ale29__1,-5.077531264441789,0.12408898999999884
efeU__menFentC_ale29__2,-5.364507779890059,0.04517943999999829
efeU__menFentC_ale30__1,-0.7830658968322571,0.054307859999999764
efeU__menFentC_ale30__2,-0.6303015933341933,0.12852992999999913
efeU__menFentCubiC_ale36__1,-1.1070873184668253,0.2406300399999992
efeU__menFentCubiC_ale36__2,-0.6096851388855673,0.2119817599999987
efeU__menFentCubiC_ale37__1,-3.807228394235489,0.16018777999999936
efeU__menFentCubiC_ale37__2,-4.4569703402756495,0.09342973999999947
efeU__menFentCubiC_ale38__1,-1.213259940800642,-0.2680856900000013
efeU__menFentCubiC_ale38__2,-1.7564350331535912,-0.15292358000000128
misc2__salc_glc__1,-10.48865866317935,-0.17273662000000026
misc2__salc_glc__2,-10.195418248466591,-0.30427998000000045
misc2__dbcn_glc__1,-0.8661842096380045,-0.9639069970000004
misc2__dbcn_glc__2,-0.1758844982620817,-0.7299872480000005
misc2__tyr_glc__1,-1.2330934343682398,0.35550834999999914
misc2__tyr_glc__2,-1.9354603754335495,0.37793924999999895
misc2__arg_cytd__1,-0.2076609468530411,-0.08162854000000053
misc2__arg_cytd__2,0.2647776592284419,-0.026731460000000595
misc2__delyheO_pyr__1,-5.851060223835187,-0.16229624000000165
misc2__delyheO_pyr__2,-6.074618054942878,-0.1805766500000008
misc2__dellon_glc__1,-2.579148383969529,-0.07172149000000161
misc2__dellon_glc__2,-3.5385990529952887,-0.10723965000000037
nquinone__delubiC__1,-4.155414541000916,0.5115406699999987
nquinone__delubiC__2,-4.478524676335431,0.4633701599999984
nquinone__ubiC_ale1__1,-1.4018951430921205,0.21381844000000072
nquinone__ubiC_ale1__2,-1.479850129208928,0.07591556999999938
nquinone__ubiC_ale2__1,-2.5043798341375574,0.04561991999999826
nquinone__ubiC_ale2__2,-2.3299696746970877,0.05912617999999802
nquinone__ubiC_ale3__1,-0.6104253715621657,0.005330649999999436
nquinone__ubiC_ale3__2,-1.2191921128472545,-0.02938775000000149
nquinone__ubiC_ale4__1,-2.073550575907733,-0.01176607000000196
nquinone__ubiC_ale4__2,-1.9947177050418208,-0.09053855000000156
nquinone__delpdhR__1,-1.130661405718007,-0.031382670000001056
nquinone__delpdhR__2,-0.91435817423389,-0.041831740000001005
quinone__glu_ale4__1,0.0002212149239833,0.3332319599999991
quinone__glu_ale4__2,0.0863624473861351,0.4569144599999984
quinone__delmenF__1,-0.6696314524693979,0.2503761099999995
quinone__delmenF__2,-1.1530475382112113,0.07732319999999859
quinone__menF_ale5__1,-4.650256900051748,0.2767404399999993
quinone__menF_ale5__2,-4.803768348107939,0.11631182999999902
quinone__menF_ale6__1,-5.943167052021597,0.05538959999999804
quinone__menF_ale6__2,-5.292988256167137,0.030729809999998636
quinone__menF_ale7__1,-6.150740666438843,0.1331896499999985
quinone__menF_ale7__2,-5.750079147320395,0.08433546999999919
quinone__menF_ale8__1,-5.800541804102608,0.06602766999999865
quinone__menF_ale8__2,-6.035651855102136,0.06603255999999824
quinone__delmenFubiC__1,-3.006481289403867,0.20875958999999966
quinone__delmenFubiC__2,-3.0494169511344777,0.22473190999999915
quinone__menFubiC_ale1__1,-5.8330802955914205,0.09737310999999947
quinone__menFubiC_ale1__2,-6.029237292042175,0.07873334999999848
quinone__menFubiC_ale2__1,-6.1223638812811,-0.1702384100000014
quinone__menFubiC_ale2__2,-6.154986566411977,-0.12017590000000132
quinone__menFubiC_ale3__1,-0.748354903770752,0.08325837999999841
quinone__menFubiC_ale3__2,-0.8284333025129587,0.015360319999999206
quinone__menFubiC_ale4__1,-4.405967672274452,0.3356312699999986
quinone__menFubiC_ale4__2,-4.574991579755462,0.3669556999999983
oxyR__wt_glc__1,2.6924585000760657,0.1244221999999997
oxyR__wt_glc__2,2.78742743510283,0.1057955899999996
oxyR__wt_h2o2__1,1.868253742937427,0.03817484999999898
oxyR__wt_h2o2__2,1.4060259690278645,0.07670666999999831
oxyR__glu_ale4__1,1.3680999962903562,0.4439153599999983
oxyR__glu_ale4__2,0.8501001957585609,0.2652885799999982
oxyR__glu_ale4_h2o2__1,0.9749193805291588,0.393077589999999
oxyR__glu_ale4_h2o2__2,-3.420155663449804,0.4872960799999984
oxyR__oxyR_ale17__1,-0.8094442148448924,0.4808209699999981
oxyR__oxyR_ale17__2,-2.6224227608901547,0.5250104199999992
oxyR__oxyR_ale17_h2o2__1,1.3211235730269453,0.21205379999999965
oxyR__oxyR_ale17_h2o2__2,0.7203819416193629,0.2886940899999981
oxyR__oxyR_ale18__1,3.136441859305589,-0.031783880000000764
oxyR__oxyR_ale18__2,3.192384998667313,0.14208675999999976
oxyR__oxyR_ale18_h2o2__1,-3.620400823701658,0.2900441299999983
oxyR__oxyR_ale18_h2o2__2,-2.616298109674878,0.22931724999999936
oxyR__oxyR_ale19__1,3.3879373581604324,0.0580071999999987
oxyR__oxyR_ale19__2,3.098410817395004,0.102029899999998
oxyR__oxyR_ale19_h2o2__1,3.5872652893488266,-0.039827160000001534
oxyR__oxyR_ale19_h2o2__2,3.681342231043089,0.013142319999998264
oxyR__oxyR_ale20__1,-8.561181352198883,0.4126081499999987
oxyR__oxyR_ale20__2,-9.018270063549409,0.2817177899999983
oxyR__oxyR_ale20_h2o2__1,-2.0728654679431155,0.2898634499999986
oxyR__oxyR_ale20_h2o2__2,-2.9941568951886604,0.3085523799999983
svns_pgi__BmePgi24_15__1,0.2227633313525049,0.34940392999999936
svns_pgi__BmePgi24_15__2,0.5033161605027547,0.2045977999999984
svns_pgi__BmePgi24_26__1,1.777399911608322,0.35848345999999864
svns_pgi__BmePgi24_26__2,1.3678717123122082,0.506843589999999
svns_pgi__BmePgi24_41__1,-1.4013190593813436,-0.16785485000000122
svns_pgi__BmePgi24_41__2,0.8324648735621681,0.20122214999999954
svns_pgi__BmePgi24_52__1,1.4527099568289854,0.4247160399999981
svns_pgi__BmePgi24_52__2,1.7910138510353455,0.3763876299999982
svns_pgi__PaePgi2_34__1,0.1725152414166487,0.2125766999999996
svns_pgi__PaePgi2_34__2,0.0850303771380348,0.27375418999999823
svns_pgi__PaePgi2_63__1,-0.2341011047685536,0.4458260999999997
svns_pgi__PaePgi2_63__2,-0.3267033072647375,0.4160394199999988
svns_pgi__PaePgi24_54__1,3.006300040907363,0.5581545399999985
svns_pgi__PaePgi24_54__2,2.839275358141619,0.6279959799999997
svns_pgi__PaePgi24_90__1,2.391099634181752,0.7979142199999991
svns_pgi__PaePgi24_90__2,2.328676870190518,0.9569347599999992
abx_media__m9_ctrl__1,-3.9276060574483695,-0.2588867400000012
abx_media__m9_ctrl__2,-3.566322790228208,-0.03890048000000057
abx_media__rpmi_ctrl__1,-24.275943590141143,-3.0089812410000025
abx_media__rpmi_ctrl__2,-24.25662965807638,-3.0464165500000013
abx_media__camhb_ctrl__1,-23.8535329543384,-2.751771626000001
abx_media__camhb_ctrl__2,-23.63842695663148,-2.736818597000002
abx_media__m9_mero__1,-6.239284183841273,-0.1645973800000018
abx_media__m9_mero__2,-4.587408683237631,-0.3790299800000003
abx_media__rpmi_mero__1,-24.79164541808197,-3.3317966780000012
abx_media__rpmi_mero__2,-24.731637983382907,-2.9243589880000007
abx_media__camhb_mero__1,-23.00623761786219,-3.234400994
abx_media__camhb_mero__2,-22.907455525943163,-3.187440226000001
abx_media__m9_trisulf__1,-4.7514497383175724,-0.6051573710000007
abx_media__m9_trisulf__2,-5.057414442217761,-0.5157675430000008
abx_media__rpmi_trisulf__1,-25.608014202423615,-2.0367434290000013
abx_media__rpmi_trisulf__2,-25.716275346907118,-2.1679467970000013
abx_media__camhb_trisulf__1,-25.63335366877905,-2.4154668520000016
abx_media__camhb_trisulf__2,-25.520430619527787,-2.4943555150000014
abx_media__m9_cef__1,-4.231809383258363,-0.3992122000000009
abx_media__m9_cef__2,-4.610721014474566,-0.5961111690000003
abx_media__rpmi_cef__1,-22.49858764623321,-2.6130708470000013
abx_media__rpmi_cef__2,-22.571579039250395,-2.593732105000001
abx_media__camhb_cef__1,-22.75289242252034,-2.286276152000001
abx_media__camhb_cef__2,-22.913163886366856,-2.322395215
abx_media__m9_cipro__1,-2.4586326294108245,-0.7110936320000008
abx_media__m9_cipro__2,-2.757494992481503,-0.7403085300000019
abx_media__rpmi_cipro__1,-22.5822456767781,-2.247825273
abx_media__rpmi_cipro__2,-22.946137578235607,-2.0852249620000016
abx_media__camhb_cipro__1,-23.994179621223257,-2.625730985000001
abx_media__camhb_cipro__2,-24.142661514433755,-2.538509690000001
hot_tale__42c_ale3_30c__1,-0.5024044647533078,0.050142639999998906
hot_tale__42c_ale3_30c__2,-1.2858234142929854,0.15686468999999906
hot_tale__42c_ale3_37c__1,0.4233727260634991,0.3487737099999997
hot_tale__42c_ale3_37c__2,0.168662562569903,0.2785539099999994
hot_tale__42c_ale3_44c__1,-4.514042299180207,-0.14284623000000174
hot_tale__42c_ale3_44c__2,-4.55229401677376,-0.28906252000000165
hot_tale__hot_ale3_mid_30c__1,-6.805891843409552,0.4120251499999981
hot_tale__hot_ale3_mid_30c__2,-8.363897239796849,0.3156422699999997
hot_tale__hot_ale3_mid_37c__1,-3.359201243652352,0.410675809999999
hot_tale__hot_ale3_mid_37c__2,-3.626941697923947,0.5526680999999982
hot_tale__hot_ale3_mid_44c__1,-5.504875982774162,0.2858280599999983
hot_tale__hot_ale3_mid_44c__2,-7.1692142767417,0.3146481299999984
hot_tale__hot_ale3_30c__1,-6.353677408952192,0.4818556699999981
hot_tale__hot_ale3_30c__2,-5.801229479162882,0.4128115899999987
hot_tale__hot_ale3_37c__1,-2.6113928789711376,0.36526210999999975
hot_tale__hot_ale3_37c__2,-2.143051466353779,0.3166259699999987
hot_tale__hot_ale3_44c__1,-5.512736792952413,0.1939661399999988
hot_tale__hot_ale3_44c__2,-5.370903622264236,-0.022946980000000398
hot_tale__hot_ale4_30c__1,-1.953084147921749,0.3799504999999997
hot_tale__hot_ale4_30c__2,-2.1305954260632105,0.3944826999999993
hot_tale__hot_ale4_37c__1,-2.808707763888296,0.4235538099999996
hot_tale__hot_ale4_37c__2,-2.2241870363082694,0.4052748499999996
hot_tale__hot_ale4_44c__1,-5.5985073278921575,0.1537476999999985
hot_tale__hot_ale4_44c__2,-6.109481118700322,0.2274464299999988
hot_tale__hot_ale8_30c__1,-2.189209388169155,0.4344346599999991
hot_tale__hot_ale8_30c__2,-1.9777551653088328,0.3358491999999984
hot_tale__hot_ale8_37c__1,-1.5596780748817292,0.4436564099999991
hot_tale__hot_ale8_37c__2,-1.9688071501720408,0.4406630199999988
hot_tale__hot_ale8_44c__1,-8.592676566486807,0.11084081999999816
hot_tale__hot_ale8_44c__2,-7.600866719150286,0.10588530999999968
hot_tale__hot_ale9_mid_30c__1,-3.997684603223025,0.2984983599999982
hot_tale__hot_ale9_mid_30c__2,-3.486132925161013,0.13746950999999896
hot_tale__hot_ale9_30c__1,0.0889228169009913,0.4141573999999988
hot_tale__hot_ale9_30c__2,0.0118708213218971,0.4335377099999995
