,PA1578a
SRX7442752,-0.29041555
SRX7442753,0.29041555
SRX7442754,0.719951628
SRX7442755,1.7014534440000002
SRX7442756,-0.22698183500000002
SRX7442757,-1.667798157
SRX7442758,-0.026310319000000002
SRX7442759,1.147427151
SRX7442761,0.8167076550000001
SRX7874204,-0.39064071300000003
SRX7874205,0.39064071300000003
SRX7874206,-0.42518555500000005
SRX7874207,0.011022442
SRX8639787,0.10093673
SRX8639788,-0.10093673
SRX8639789,0.483573305
SRX8639790,1.255276219
SRX8639791,-0.552066657
SRX8639792,-0.301955556
SRX8639793,-0.5269129410000001
SRX8639794,-0.883885385
SRX8639795,-0.311917473
SRX8639796,-0.5947092850000001
SRX8639797,-0.267165615
SRX8639798,0.599819305
SRX8639800,1.175040333
SRX1156127,0.33029515200000004
SRX1156135,-0.33029515200000004
SRX1156136,0.663184169
SRX1156137,0.132962292
SRX1156138,0.080127867
SRX1156140,0.337102181
ERX2195929,-0.29871478500000004
ERX2195930,0.29871478500000004
ERX2195931,0.364680251
ERX2195932,0.739452199
ERX2195933,0.511975053
ERX2195934,0.536528191
SRX4579961,0.14843334400000002
SRX4579962,-0.198972007
SRX4579963,0.050538663000000004
SRX4579964,-0.40600206200000005
SRX4579965,-0.526557799
SRX4579966,-0.7831041440000001
SRX5630349,-0.476696314
SRX5630350,0.47669631500000004
SRX5630351,-1.623632695
SRX5630352,-1.535295128
SRX1411278,-1.203959099
SRX1411287,-0.054542756000000005
SRX1411289,-0.052863089
SRX1411279,1.043622626
SRX1411280,0.160336474
SRX1411281,-0.38092707800000003
SRX1411282,-0.070280615
SRX1411283,-0.175233935
SRX1411284,-0.916993747
SRX1411285,-0.296605952
SRX1411286,0.365281008
SRX1411288,0.60971089
SRX2711962,-0.032737833
SRX2711963,0.032737833
SRX2711964,0.712709785
SRX2711965,1.003161123
SRX2711966,0.302879923
SRX2711967,0.966784147
ERX3558798,-1.418037903
ERX3558799,-1.813560719
ERX3558800,-1.095582497
ERX3558801,-1.103968894
ERX3558802,0.33297950200000004
ERX3558803,-0.376854624
ERX3558804,-0.206351424
ERX3558805,0.250226545
ERX3593017,-0.753850922
ERX3593018,-1.324893762
ERX3593020,0.41638787800000004
ERX3593021,-0.29344090700000003
ERX3593022,-0.122946972
SRX7058492,0.388976829
SRX7058494,-1.10583929
SRX7058495,-0.9345676030000001
SRX7058509,-0.388976829
SRX2662717,-1.431991018
SRX2662718,-1.92781097
SRX2662721,0.108879052
SRX2662722,-0.108879052
SRX8143226,-0.249982257
SRX8143227,0.249982258
SRX8143228,0.187353811
SRX8143229,-0.214238588
ERX2456848,0.06556917500000001
ERX2456849,0.310739461
ERX2456850,0.999116258
ERX2456851,-1.033093414
ERX2456852,-0.40623701300000004
ERX2456853,-0.29577664800000003
ERX2456854,0.035102717000000005
ERX2456855,0.069073589
ERX2456856,0.37175951100000004
ERX2456857,-0.261646366
ERX2456858,0.06479815400000001
ERX2456859,-0.27908760600000004
SRX540108,-0.009007588
SRX540109,0.009007587000000001
SRX540110,-0.613221722
SRX540111,-0.384276493
SRX540112,-3.496228607
SRX540113,0.103087996
SRX540114,0.27589268
SRX540115,-0.312852165
SRX1737662,-0.48275552800000004
SRX1737664,-0.536545695
SRX1737665,-1.0563651
SRX1737667,0.140770162
SRX1737668,-0.32079704200000003
SRX1737670,0.18002688
SRX1516139,0.441988417
SRX1516140,-0.441988417
SRX1516141,-0.488711039
SRX1516142,0.167778817
SRX591667,0.041616354
SRX591668,-1.4772039240000001
SRX591669,-0.770146471
SRX591670,-1.249108381
SRX591671,-0.5104353150000001
SRX591675,-0.041616354
SRX591676,-1.574984092
SRX591677,-1.089487585
SRX591678,0.183422938
SRX591679,-0.76620374
SRX2520351,-0.312673087
SRX2520352,-0.43554416100000004
SRX2520353,-0.36896778
SRX2520354,-1.056665371
SRX2520355,0.304454151
SRX2520356,0.48104331600000005
SRX2520357,-0.037280221
SRX2520358,-0.044267215000000006
SRX2520359,-0.25706639400000003
SRX2520360,-1.000394594
SRX2652927,0.31771330200000003
SRX2652931,-0.49087880800000006
SRX2652933,-0.033057473000000004
SRX2652935,0.074974678
SRX2652937,-0.041917204
SRX2940624,-0.44382158200000005
SRX2940626,-0.46183097100000003
SRX2940627,0.15879093700000002
SRX2940628,-0.083261847
SRX2940629,-0.07552909000000001
SRX3763712,-0.486834763
SRX3763714,0.486834763
SRX3763715,1.261734371
SRX3763716,1.281870122
SRX3763717,1.368579827
ERX2259197,0.129932837
ERX2259198,0.461056047
ERX2259199,0.32670118600000003
ERX2259200,-0.326701185
SRX6976948,-0.078314718
SRX6976949,-0.18241110100000002
SRX6976950,0.26072582
SRX6976951,-0.391474543
SRX6976952,-0.9399560130000001
SRX6976953,-0.725145094
SRX4342817,0.520689882
SRX4342818,-0.516518159
SRX4342819,-0.496971867
SRX4342820,0.179759774
SRX4342821,-0.183931496
SRX4342822,0.31612986600000004
ERX2300159,-0.17712676200000002
ERX2300160,0.17712676200000002
ERX2300161,0.8726972540000001
ERX2300162,-0.46014552200000003
ERX2300163,1.312569705
ERX2300164,0.322098151
ERX2300165,0.446567702
ERX2300166,-2.238499759
ERX2300167,-0.746984814
ERX2300168,-1.3153435070000001
ERX2300169,-2.361514521
ERX2300170,-0.11134785
ERX2068556,-0.225120271
ERX2068557,-0.05320943
ERX2068558,0.115807219
ERX2068559,0.028355442
ERX2068560,-0.011380254000000001
ERX2068561,-0.016975187000000003
SRX6747256,-0.290126398
SRX6747257,0.062839613
SRX6747258,-0.11653603
SRX6747259,0.26280056
