,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-3.3279424915666667,2.6833900285016834,3.0,0.0,-5.0454208733,1.0,-4.7026497521,2.0,-0.23575684930000002,,,,,,,,,,
1,LB__LBtran,1.9135963848666668,0.7911544101485232,3.0,3.0,2.8262964838,4.0,1.4912933287,5.0,1.4231993421,,,,,,,,,,
2,LB__LBstat,5.7315210265,1.89761422045004,3.0,6.0,3.5470214342,7.0,6.6757475877,8.0,6.9717940576,,,,,,,,,,
3,LB__LBGexp,-3.3869268377000004,0.738439467775305,3.0,9.0,-4.1908357915,10.0,-3.2311240276,11.0,-2.738820694,,,,,,,,,,
4,LB__LBGtran,2.19791342845,3.9997045703679444,2.0,12.0,5.0261316529,13.0,-0.630304796,,,,,,,,,,,,
5,LB__LBGstat,7.092639682033334,0.8157467590702557,3.0,14.0,6.1729000808,15.0,7.728583542,16.0,7.3764354233,,,,,,,,,,
6,Life Cycle__S0,0.3656391110333334,2.3633158915170887,3.0,17.0,-2.3569048975999998,18.0,1.5654255312,19.0,1.8883966994999999,,,,,,,,,,
7,Life Cycle__S1,0.26458505856666664,1.013476106928596,3.0,20.0,0.7317636411,21.0,0.9602115379,22.0,-0.8982200033000001,,,,,,,,,,
8,Life Cycle__S2,8.909178414133333,3.243324284844024,3.0,23.0,11.715533586,24.0,9.6536577849,25.0,5.3583438715,,,,,,,,,,
9,Life Cycle__S3,16.5994978865,0.3517859897801979,2.0,26.0,16.8482481454,27.0,16.3507476276,,,,,,,,,,,,
10,Life Cycle__S4,24.079237225333333,0.7912513219758683,3.0,28.0,24.6649103983,29.0,23.1790960568,30.0,24.3937052209,,,,,,,,,,
11,Life Cycle__S5,26.631193406199998,0.8325281645519309,3.0,31.0,25.7013293675,32.0,27.3073546776,33.0,26.8848961735,,,,,,,,,,
12,Life Cycle__S6,33.661034130175,2.957232415455368,8.0,34.0,31.7138597606,35.0,39.6088819904,36.0,32.8097205868,37.0,35.1285568593,38.0,35.549173487,39.0,32.0779745667,40.0,30.4979774291,41.0,31.9021283615
13,Life Cycle__S7,35.6286615208,0.8407013422396198,3.0,42.0,35.291707653,43.0,36.5855706427,44.0,35.0087062667,,,,,,,,,,
14,Life Cycle__S8,36.43003704315,2.293577908316137,2.0,45.0,34.808232551,46.0,38.0518415353,,,,,,,,,,,,
15,Life Cycle__G135,8.99347876225,3.8780465002025775,2.0,47.0,6.2512857842,48.0,11.7356717403,,,,,,,,,,,,
16,Life Cycle__G150,2.7434371973666667,8.050519456818927,3.0,49.0,4.2498262995000005,50.0,-5.9538719947,51.0,9.9343572873,,,,,,,,,,
17,Life Cycle__G180,1.5381462771333332,5.531702761408825,3.0,52.0,4.5673723525,53.0,-4.8465363164,54.0,4.8936027953,,,,,,,,,,
18,Stress Time Course__C30,30.5675868178,3.8483934861064366,2.0,55.0,33.2888119485,56.0,27.8463616871,,,,,,,,,,,,
19,Stress Time Course__C90,10.6792613148,14.99912735810965,2.0,57.0,21.2852459816,58.0,0.073276648,,,,,,,,,,,,
20,Biofilm__BI,-2.41240723695,0.3785236198709111,2.0,59.0,-2.6800638554000003,60.0,-2.1447506185,,,,,,,,,,,,
21,Biofilm__BC,13.254277236750001,11.531227350166372,4.0,61.0,2.4748720432,62.0,15.8112096929,63.0,28.3739104854,64.0,6.3571167255,,,,,,,,
22,Biofilm__Sw,-1.91137668465,2.506153057217653,2.0,65.0,-0.1392588632,66.0,-3.6834945061,,,,,,,,,,,,
23,Life Cycle__BT,21.943701967499997,0.17320176606776055,2.0,67.0,22.0661741108,68.0,21.8212298242,,,,,,,,,,,,
24,Life Cycle__B36,14.9966497754,1.3047128158662202,2.0,69.0,14.0740784958,70.0,15.919221055,,,,,,,,,,,,
25,Life Cycle__B60,13.419196531,3.5134917086088127,2.0,71.0,10.9347827182,72.0,15.9036103438,,,,,,,,,,,,
26,M9__M9exp,-3.700743415417188e-17,1.2067250493928616,3.0,73.0,-1.063262807,74.0,1.3115605652,75.0,-0.2482977582,,,,,,,,,,
27,M9__M9tran,2.880754749433333,1.4651178502004278,3.0,76.0,3.6116526678,77.0,3.8366352304999998,78.0,1.19397635,,,,,,,,,,
28,M9__M9stat,18.551770684866664,0.5480751004650591,3.0,79.0,18.9594931071,80.0,18.7670850164,81.0,17.9287339311,,,,,,,,,,
29,Supplement__M+G,12.148846182166666,19.55901938737655,3.0,82.0,34.7334626515,83.0,0.7755219268,84.0,0.9375539682,,,,,,,,,,
30,Supplement__Glu,4.341225266366666,8.898581273288292,3.0,85.0,14.5966791561,86.0,-1.3378616462,87.0,-0.23514171080000001,,,,,,,,,,
31,Supplement__Fru,0.31121785059999996,1.0058028247616995,3.0,88.0,-0.778277034,89.0,0.5075546234,90.0,1.2043759623999999,,,,,,,,,,
32,Supplement__Mal,0.6118247122333335,2.323849552122838,3.0,91.0,0.2732835743,92.0,3.0863759939,93.0,-1.5241854314999999,,,,,,,,,,
33,Supplement__G+S,14.79348833965,1.2171653114481171,2.0,94.0,13.9328224941,95.0,15.6541541852,,,,,,,,,,,,
34,Supplement__Pyr,23.060147575666665,4.897277888173943,3.0,96.0,26.4594788336,97.0,17.4468211332,98.0,25.2741427602,,,,,,,,,,
35,Supplement__Gly,10.3124578264,4.471592036809679,3.0,99.0,13.3574923513,100.0,5.1787137779,101.0,12.40116735,,,,,,,,,,
36,Supplement__Glucon,18.680621422166666,6.065346506834549,3.0,102.0,25.2517887132,103.0,17.4934296783,104.0,13.296645875,,,,,,,,,,
37,Stressors__aero,-1.1400701420666666,2.9036928483658317,3.0,105.0,-1.6278841714999999,106.0,1.9766334652,107.0,-3.7689597199,,,,,,,,,,
38,Stressors__nit,8.493592464533334,5.005138959617136,3.0,108.0,11.9883356377,109.0,2.7598072491,110.0,10.7326345068,,,,,,,,,,
39,Stressors__ferm,8.817183499366667,4.146179350411021,3.0,111.0,11.356923749,112.0,4.0326166872,113.0,11.0620100619,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,1.2542762039,,1.0,114.0,1.2542762039,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,1.6671544086,,1.0,115.0,1.6671544086,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,0.4203306846,,1.0,116.0,0.4203306846,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,0.9188790186,,1.0,117.0,0.9188790186,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,1.2849678329,,1.0,118.0,1.2849678329,,,,,,,,,,,,,,
