,BSU02770
M9exp_1,10.6696
M9exp_2,10.2639
M9exp_3,9.6467
M9tran_1,10.2528
M9tran_2,10.3132
M9tran_3,10.376
M9stat_1,10.037
M9stat_2,9.4448
M9stat_3,9.3016
MG-0.1_1,10.1444
MG-0.1_2,9.3197
MG-0.1_3,10.1474
MG-0.2_2,9.6706
MG-0.2_3,9.7835
MG+5_1,10.0293
MG+5_2,9.7539
MG+5_3,9.5417
MG+10_1,10.3404
MG+10_2,9.9484
MG+10_3,9.8257
MG+15_1,9.4978
MG+15_2,10.3187
MG+15_3,9.9866
MG+25_1,9.9727
MG+25_2,9.6631
MG+25_3,9.7774
MG+45_1,9.7858
MG+45_2,9.2826
MG+45_3,10.2104
MG+60_2,9.847
MG+60_3,9.7413
MG+90_2,9.6525
MG+90_3,10.1155
MG+120_1,10.3263
MG+120_2,10.8091
MG+120_3,10.4379
MG+150_1,10.3382
MG+150_3,9.9894
GM-0.1_1,10.1768
GM-0.1_2,10.1928
GM-0.1_3,10.3442
GM-0.2_1,10.3674
GM-0.2_2,10.1252
GM-0.2_3,10.2133
GM+5_1,10.1566
GM+5_2,10.3029
GM+5_3,10.556
GM+10_2,10.2573
GM+10_3,9.5644
GM+15_1,10.4435
GM+15_2,9.8878
GM+15_3,10.1679
GM+25_1,10.5118
GM+25_2,9.7539
GM+25_3,9.8504
GM+45_1,10.6627
GM+45_2,9.4841
GM+45_3,9.805
GM+60_1,10.5757
GM+60_2,9.8676
GM+60_3,9.8893
GM+90_1,10.5483
GM+90_2,10.1466
GM+90_3,9.9553
GM+120_1,9.8868
GM+120_3,10.0145
GM+150_1,10.189
GM+150_2,10.5792
GM+150_3,10.135
BT_1,10.6562
BT_2,10.3186
B36_1,11.8226
B36_2,11.6835
B60_1,11.2896
B60_2,11.3169
S0_1,10.1384
S0_2,10.0266
S0_3,10.339
S1_1,11.1181
S1_2,11.0005
S1_3,11.3669
S2_1,11.1668
S2_2,11.1997
S2_3,11.2879
S3_1,11.8686
S3_2,11.8516
S4_1,12.2716
S4_2,12.1074
S4_3,11.8227
S5_1,12.028
S5_2,12.3943
S5_3,12.347
S6_1,11.5628
S6_2,9.8697
S6_3,11.5596
S6/t_1,11.4447
S6/t_2,9.4077
S6_4,11.0581
S6_5,11.5612
S6_6,11.6538
S7_4,11.1822
S7_5,11.1237
S7_6,11.388
S8_4,10.6796
S8_5,10.1904
G135_1,8.4207
G135_3,7.7327
G150_1,8.6294
G150_2,8.7328
G150_3,9.0236
G180_1,8.4579
G180_2,8.2645
G180_3,7.8255
T-5.40H_1,10.6771
T-4.40H_1,10.5718
T-3.40H_1,10.5623
T-2.40H_1,10.6027
T-1.40H_1,10.4599
T-1.10H_1,10.6873
T-0.40H_1,10.4542
T0.0H_1,10.5342
T0.30H_1,10.313
T1.0H_1,10.22
T1.30H_1,10.0078
T2.0H_1,9.899
T2.30H_1,10.5556
T3.0H_1,9.8776
T3.30H_1,10.1745
T4.0H_1,10.3373
T5.0H_1,9.9628
LBexp_1,9.9624
LBexp_2,10.3772
LBexp_3,10.1228
LBtran_1,11.2807
LBtran_2,10.8243
LBtran_3,10.6508
LBstat_1,10.9565
LBstat_2,10.7501
LBstat_3,10.5684
LBGexp_1,9.2011
LBGexp_2,9.777
LBGexp_3,9.4449
LBGtran_2,10.292
LBGtran_3,10.7179
LBGstat_1,9.1442
LBGstat_2,9.3023
LBGstat_3,9.3726
Mt0_1,10.2484
