,-0.03423313032828998,0.0,0.03423313032828998,0.06846626065657996,0.10269939098486994,0.13693252131315992,0.1711656516414499,0.20539878196973987,0.23963191229802985,0.27386504262631983,0.30809817295460984,0.34233130328289973,0.37656443361118974,0.41079756393947975,0.44503069426776976,0.47926382459605965,0.5134969549243497,0.5477300852526397,0.5819632155809297,0.6161963459092196
thresh,-0.05134969549243497,0.05134969549243497,2,,,,,,,,,,,,,,,,,
unreg,44,4109,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CdaR,0,0,0,0,0,0,1,1,2,1,1,1,0,2,0,0,0,0,0,0
unreg_genes,[],[],[],['dmlA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
CdaR_genes,[],[],[],[],[],[],['cdaR'],['gudD'],['gudX' 'garD'],['garK'],['gudP'],['garR'],[],['garL' 'garP'],[],[],[],[],[],[]
