,A,CdaR
SRX4705226,1.7434138882,-0.3363899461
SRX4705227,3.008076187,0.0288983815
SRX4705228,0.026737739700000002,0.177493489
SRX4705229,-0.2934834458,0.0884452516
SRX4705230,-1.9304793431,-0.2008179947
SRX4705231,2.3505845525,-0.1028197784
SRX4705232,1.0582834627,-0.6188527577
SRX4705233,7.6170122938,0.0108341336
SRX4705234,-1.3850206237,-0.6314168759000001
SRX4705235,-0.4293292683,-0.5119055985000001
SRX4705236,0.5178403562,0.023762726600000002
SRX4705237,0.1771574889,-0.4897719766
SRX4705238,0.6375901180000001,-0.2724338625
SRX2038319,0.4689021733,-0.19999144160000001
SRX2038320,0.4642947752,-0.18976431370000002
SRX2038321,-0.0771449176,0.0046091295
SRX2038322,0.1251501261,0.3888790193
SRX2038323,-0.3665308693,0.3104556243
SRX2038324,-0.6958368048,0.2587911636
SRX2038325,0.3853380718,-0.14995180830000002
SRX2038326,0.37856367,-0.2679161869
SRX2038327,1.1225451973,-0.1566067478
SRX2038328,1.1656809932,0.0360990073
SRX2038329,-0.0599646936,0.1576611685
SRX2038330,-0.28100284880000004,-0.0047680742
SRX2038331,-0.7141856093000001,-0.020991392
SRX2038332,0.3132023964,-0.1540457212
SRX2038334,-0.15425290730000002,0.277665245
SRX2038335,-0.5638773912,0.0638617016
SRX2038336,-0.3476602626,0.0824342193
SRX2038337,0.3182975833,-0.20746220140000002
SRX2038338,-0.3936723059,-0.14884975690000002
SRX2038339,-0.12724426800000002,0.23888260590000002
SRX2038340,-0.0968113688,0.0498358982
SRX2038341,-0.11454345120000001,0.2747816209
SRX2038342,-0.5941502155,0.0095298234
SRX2038343,-0.6966197471000001,0.5289692825
SRX2038344,-0.7862653504,0.5765277271
SRX2038345,-0.6232625733,0.26659969570000003
SRX2038346,-0.5007785537,0.32153038240000004
SRX2038347,-0.3423783184,0.34549109040000003
SRX2038348,-0.17939245650000002,0.31484068730000003
SRX2038349,-0.6671335298000001,-0.014230261800000001
SRX2038350,0.32818021410000003,-0.11393706790000001
SRX2038351,-0.5723312429,-0.0646399324
SRX2038352,-0.5279850797,0.6658009410000001
SRX2038353,-0.2380601042,0.2785922836
SRX2038354,-0.49785368220000004,0.0835974632
SRX2038355,-0.4787552164,-0.1250694142
SRX2038356,0.5257226511,0.1516315318
SRX2038357,-0.0752298673,0.3488411985
SRX2038358,-0.302646613,0.2010387485
SRX2038359,-0.138751074,0.45658363890000003
SRX2038360,-0.1181745552,0.5748428982
SRX2038361,-0.1869563256,0.5478300904
SRX2038362,-0.6956732648,0.7546325060000001
SRX2038363,-0.4025223405,0.4636968782
SRX2038364,-0.1962647823,0.5737621509
SRX2038365,-0.159683249,0.3844222336
SRX2038366,-0.46996743290000004,0.4856552873
SRX2038367,-0.2060549606,0.6925914284
SRX2038368,0.1170587132,0.4539704097
SRX2038369,-0.0752893609,0.3852342414
SRX2038370,-0.16706923610000002,0.8273858104
SRX2038371,-0.1137677181,0.748740252
SRX2038372,0.0375625323,0.7416763849
SRX2038373,-0.2748914832,0.5546016369
SRX2038374,-0.158437387,0.3874937433
SRX2038375,0.0838393558,0.2489504469
ERX530520,0.1211588167,-0.0730746999
ERX530521,1.8207445822000001,0.7563640877000001
ERX530522,0.4840829495,1.1395688132
ERX530523,-0.19819884980000002,1.2802705459000001
ERX530524,-0.1211588167,0.0730746999
ERX530525,0.9947738745,1.2250760734
ERX530526,2.1655378739,-0.07912244780000001
ERX530527,1.9513900145,1.3428277252
ERX3212443,-2.5394790329,-0.9652230852
ERX3212444,-2.1674046016,-0.9112959187
ERX3212445,-2.823395532,-1.1437378402
ERX3212446,-3.5081876077,-0.3445724449
ERX3212447,-2.2120751201,-0.3476286501
ERX3212448,-2.3334015671,-0.5712790455
ERX3212449,0.037528367800000004,0.1011953293
ERX3212450,0.0579092378,-0.1339614111
ERX3212451,-0.0954376056,0.0327660818
ERX3212452,7.0689423442,1.7808604405000001
ERX3212453,3.9926449509,1.420545083
ERX3212454,1.4763413529,0.7805354605
SRX7478973,0.1157832554,-0.4532533368
SRX7478974,-0.0026353483,0.8602374157
SRX7478975,-0.1131479071,-0.4069840789
SRX7478976,0.1423235444,-0.336820701
SRX7478977,0.21758477440000001,0.17962942110000002
SRX7478978,0.4451768052,-0.41412954350000003
SRX7478979,0.3461274085,-0.49358107980000004
SRX7478980,0.1548251636,-0.6983859248000001
SRX7478981,0.5230894741000001,-0.47217035570000004
SRX7478982,0.2614941767,-0.2571844786
SRX7478983,0.32121201790000004,-0.2578165588
SRX7478984,0.5539618273,-0.1676097332
ERX1521038,0.6537897246000001,-0.20991544210000002
ERX1521039,1.1870432805,1.2656530237
ERX1521040,0.6023331686,-0.1075732581
ERX1521041,1.3092655443,1.3650594348
ERX1521042,-0.7813591186000001,-0.4748181803
ERX1521043,1.0725532113,1.2509205801
ERX1521044,-0.32955494700000004,-0.4313567358
ERX1521045,0.32955494700000004,0.4313567358
SRX621182,-3.7255196664,-1.5152820383
SRX621183,-3.9041614224,-1.7892436395
SRX621184,-7.0104658299,-1.2239503044
SRX621185,-7.0273386188,-1.4109997025
SRX621188,-6.4680653382,-1.9530989958
SRX621189,-8.4428679868,-1.5263208877999999
SRX621190,-0.58117226,0.10999579620000001
SRX621191,0.58117226,-0.10999579620000001
SRX621192,-6.6753598901,-2.972461681
SRX621193,-6.1949636483,-2.6489292064
SRX6489436,0.8794769355000001,-1.2912148978
SRX6489437,-0.1989184753,-0.9005905815
SRX6489438,0.7135082249,-0.7832771915000001
SRX6489439,-1.5089302731,-0.37029371920000004
SRX6489440,-1.2133208458,-0.8031127966
SRX6489441,2.7222511188,1.1734065158
SRX6489442,-1.0070573736,0.7879590945
SRX6489443,-1.3769538292,-0.3121685031
SRX6489444,7.2144774915,2.2172750325
SRX6489445,-1.2390749374,-1.2408217968
SRX6489446,-1.6395138293,-1.0457289865
SRX6489447,5.3470909221,1.6788456398
SRX6489448,1.2549091378,1.980641847
SRX6489449,-0.26147942020000003,0.4886625456
SRX6489450,9.1044989128,2.5016425005
SRX6489451,-1.6312406991000001,-0.29664434570000003
SRX6489452,-1.5188099842,0.2590869977
SRX6489453,-0.9253795266,0.2792064076
SRX6489454,-1.1695709296,-0.037769097
SRX6489455,-0.9862892041,-0.0285904043
SRX6489456,-0.29261026970000004,0.3645547874
SRX6489457,-1.5831265034,-0.36307609090000004
SRX6489458,-1.679600438,-0.1339997474
SRX6489459,-1.5781499942,-0.5864099781000001
SRX6489460,-1.2149365300000001,-0.3814515274
SRX6489461,-0.9440476929,-0.3431195924
SRX6489462,-1.3743938084,-0.897813065
SRX6489463,-1.2012485332,-0.15596534180000002
SRX6489464,-0.8574016409,-0.3190440758
SRX6489465,-0.2509897861,-0.041240343900000004
SRX6489466,-1.6157778579,-0.9967567901000001
SRX6489467,-1.4331526167,-0.44563914600000004
SRX6489468,-1.5100119082,-0.5361861759000001
SRX6489469,-1.2914046765,-0.8852643625000001
SRX6489470,-1.4145932174,-0.0562664795
SRX6489471,-1.0725833787,-0.9445061973000001
SRX6452027,-0.1415599394,2.3221321192
SRX6452029,0.0153219945,-0.07435473990000001
SRX6452030,-0.4998415648,1.9492440831
SRX6452031,0.0395548615,0.8083827906000001
SRX6452044,0.672932603,1.5536717441999999
SRX6452045,-0.3920278439,0.1665413539
SRX6452046,0.2182532648,0.1769227058
SRX6452047,0.11720171500000001,2.862074408
SRX6452048,-0.0153219945,0.07435473990000001
SRX6452059,-0.0689861012,3.0129674963
SRX1828491,0.3499645292,1.8020192326000002
SRX1828492,0.08640966700000001,1.8995276214999999
SRX1828493,0.6808264149000001,0.8034546516000001
SRX1828494,3.2904205855,1.7785970991000002
SRX1828495,-0.2382724304,0.313785611
SRX1828496,0.19838277710000002,-0.3052950216
SRX1828497,0.8405832768,0.6831650886
SRX1828498,0.9789101139,1.0182479422
SRX1828499,-0.12271730780000001,0.7177954496000001
SRX1828500,0.2749605476,0.6017278803
SRX1828501,0.49723673960000003,1.0941111835
SRX1828502,-0.211960218,1.139955788
SRX1828503,0.2446221658,1.0907425944
SRX1828504,-0.2629766384,1.0250984763
SRX1828505,-0.36809482260000004,-0.0714815766
SRX1828506,-0.20909993400000002,0.7578180294
SRX1828507,-0.0062550387,-0.1448445259
SRX1828508,0.0062550387,0.1448445259
SRX3796953,0.2061113104,0.033571747
SRX3796954,-0.2061113104,-0.033571747
SRX3796955,-0.9960540105000001,-1.8402992016000002
SRX3796956,-1.0895817755,-1.6056170853
SRX3796957,1.8868741772000002,-1.1444441163
SRX3796958,2.2186929006,-0.7826411187000001
SRX3796959,-1.9430785582999999,-0.09854578480000001
SRX3796960,-1.4463779125,-0.6450788866
SRX3796961,1.7345581116000002,-0.2353693949
SRX3796962,1.7102356597,-0.1002685237
SRX3796963,2.9601899894,-1.2690896101
SRX3796964,2.4230395262,-1.4593266805
SRX3796965,-1.3020408712,-0.8781149212
SRX3796966,-0.9222728422,-0.7444261458
SRX3796967,4.6725596371,-0.46095097570000004
SRX3796968,1.1408270158,-1.3832318144
SRX3796969,4.5816702724,0.3120833093
SRX3796970,-0.41715367810000004,-0.5990160829
SRX3796971,-1.2838444551000001,-0.4751409721
SRX3796972,-0.7025653979,-0.3005883446
SRX3796973,-0.8437216190000001,-1.4924216507999999
SRX3796974,-0.40530499130000003,-1.8646913307
SRX3796975,2.3467412787,-0.6069652590000001
SRX3796976,2.7530059283,-0.41972534310000004
SRX3796977,-2.1397740645,-0.4562025295
SRX3796978,-1.6517589368999999,-0.3449927163
SRX3796979,2.0527225733,0.1485198359
SRX3796980,2.077011356,-0.2593661198
SRX3796981,2.3792653156,-1.323491382
SRX3796982,2.6601748014,-1.1210023835
SRX3796983,-0.9880713089000001,-0.8535507808
SRX3796984,-0.2159884939,-0.9687395428000001
SRX3796985,1.3924079875,-0.8107180405000001
SRX3796986,0.6892231429,-0.8510458859000001
SRX3796987,-1.2165870639,-1.7269162658
SRX3796988,-1.2451723592,-1.9574593997
SRX2568270,0.6441576594,-0.19557338500000002
SRX2568271,4.0877061387,0.6514719884
SRX2568272,1.0225942462,1.0348709782
SRX2568273,3.2832994645999998,0.8995516482
SRX2568274,2.9426714747,1.2330072551
SRX2568275,-0.6441576594,0.19557338500000002
SRX2568276,0.0103799032,0.6605878722
SRX2568277,2.1209815573,0.6533779542
SRX2568278,1.0499979083,0.5844381372
SRX2568279,0.0737129284,-0.3658574653
SRX3421856,-0.1325126129,-0.0470338208
SRX3421857,0.1325126129,0.0470338208
SRX3421858,-3.0981247332,-0.5572392817
SRX3421859,-3.329966633,-0.7060975882
SRX3421860,-1.1163370667999999,-0.9301215522
SRX3421861,-0.2661391943,-0.22234183940000002
SRX3421868,-4.0564336165,-0.1639773367
SRX3421869,-3.1503102515,-0.5454828699000001
SRX2606337,-0.0698465326,-0.5155924742
SRX2606338,0.0558706402,-0.17009502510000002
SRX2606339,0.3150158124,0.21502826860000002
SRX2606340,0.9033570034,0.13457100530000002
SRX2606341,1.2314964203,-0.6309839773
SRX2606342,0.3465963667,-0.2756506443
SRX2606343,-1.0604977949,-0.5899120184000001
SRX2606344,0.5831737137,-0.5548938468
SRX2606345,0.9524498277000001,-0.4647145278
SRX2606346,-0.8200079445,-0.5956338815000001
SRX2606347,0.3943237841,0.1024045782
SRX2606348,0.0528200013,0.1549549462
SRX2606349,1.1062203044,0.5842049446
SRX2606350,1.5775095785,0.3999469793
SRX2606351,1.3159639405,-0.5200004213
SRX2606352,0.6943993207,-0.0619120664
SRX2606353,-0.8916987452,-0.4422916221
SRX2606354,1.2758761514999999,-0.5817541107
SRX2606355,0.43996985860000004,-1.4381465580000001
SRX2606356,0.8000548154,0.8140923832
SRX2606357,-0.3244772515,0.4131878959
SRX2606358,0.414640532,-0.0727000776
SRX2606359,1.0753055299,0.28038902800000004
SRX2606360,1.0899210704,0.43124860400000004
SRX2606361,0.7540558068000001,-0.2740200235
SRX2606362,0.7656906238000001,-0.5795743393
SRX2606363,-1.3187065901000001,-0.1459139494
SRX2606364,0.41277023100000004,-0.6675992286
SRX2606365,0.2297204159,-0.9000613281000001
SRX2606366,0.9235085471000001,0.6360620271
SRX3648427,0.3792465545,1.0435330727
SRX3648428,-0.0302658093,0.5351707247
SRX3648429,-0.5635469995,1.0297407752
SRX3648430,0.6275166055,0.614960756
SRX3648431,0.5710623462000001,0.4227639326
SRX3648432,0.1845999773,-0.050522015100000005
SRX3648433,-0.3272150245,0.5668684099
SRX3648434,0.2345063892,0.1861474947
SRX3648435,-0.6741315665000001,-1.2206098606
SRX3648436,0.082569918,-0.36296426930000003
SRX3648437,0.8064029053,-0.1499688238
SRX3648438,0.07922230200000001,-0.8084145784000001
SRX3648439,0.2869959052,0.09578217380000001
SRX3648440,0.1865173634,0.088179647
SRX3648441,0.0477308096,-0.9840162804
SRX3648442,-0.2704147758,0.3538961084
SRX3648443,-0.41006307750000004,0.3760603656
SRX3648444,-0.052031345400000005,-0.1017157913
SRX3648445,-0.1107910178,0.8046003194
SRX3648446,0.0233894321,0.3491963456
SRX3648447,-0.12051083600000001,-0.0283191312
SRX3648448,-0.0171249131,0.5645642731
SRX3648449,-0.3780611303,0.4014804168
SRX3648450,0.32963879760000003,-0.25349611450000004
SRX3648451,0.19115132840000001,0.3241324735
SRX3648452,-0.18189955970000002,-0.5765099020000001
SRX3648453,0.056295477100000005,-0.460171147
SRX3648454,-0.7115102974,-0.5920519773
SRX3648455,-0.0820599276,-0.0514831325
SRX3648456,-0.18485384230000002,-0.5335101615
SRX3648457,0.061027189700000005,1.1650119349
SRX3648458,0.2118623328,0.8204364448
SRX3648459,-0.1640967823,0.516104801
SRX3648460,0.050492684,-0.1766747467
SRX3648461,0.5215808489,-0.3302077471
SRX3648462,0.2665422704,-0.5794972319
SRX3648463,-0.0744362233,0.10686564300000001
SRX3648464,0.25289295910000004,-0.19922884800000001
SRX3648465,-0.057898218800000005,-0.5370311317
SRX3648466,-0.0312245341,0.2910263818
SRX3648467,0.49094160950000004,0.1259692698
SRX3648468,-0.0672297665,-0.7172743592
SRX3648469,1.3179293547,-0.1688223725
SRX3648470,1.4726314899,-0.2325231792
SRX3648471,1.0941782911,-0.43848785700000004
SRX3648472,1.9009694382000002,0.7965059518000001
SRX3648473,2.5451943826,0.7988671461
SRX3648475,0.08925841820000001,-0.5882429115000001
SRX3648476,0.0125452659,-0.4550624399
SRX3648477,0.2844000349,-1.1525501351
SRX3648478,0.3913227594,0.9913528880000001
SRX3648479,0.8947728269,0.49496760840000004
SRX3648480,0.5430697516,0.7959636898
SRX3648481,0.0118752795,0.5426400856
SRX3648482,0.3959409951,-0.0622627943
SRX3648483,0.5880589399,-0.34318199120000004
SRX1429221,-0.9183250239,-0.1391505951
SRX1429222,0.1322691621,-0.3113218592
SRX1429223,0.7860558618,0.4504724543
SRX1429224,-1.1659957863,-0.2820072397
SRX1429225,-1.5204491011,-0.2893788415
SRX1429226,-2.1217703748,-0.5020999253
SRX1429227,-1.6163033822,0.0606655658
SRX1429228,-0.6890851577,-0.4248055075
SRX1429229,-2.0865408474000002,-0.4395004053
SRX1429230,-1.3086217868,-0.5791337952
SRX1429231,-0.1135559502,-0.23454146180000002
SRX1429232,-1.703704912,-0.3635678291
SRX1429233,-1.5496116596,-0.1260304615
SRX1429234,-1.9040488945,-0.1344403689
SRX1429235,-1.4777207461000001,-0.1282793312
SRX1429236,-0.7977866057,0.6747032278
SRX1429237,-1.061013953,0.5427885805
SRX1429238,-1.5773774569999999,0.092170229
SRX1429239,-1.0894408973,0.4615315732
SRX1429240,-1.5045135108,0.12426627400000001
SRX1429241,-1.5036710161,0.4411114399
SRX1429242,-0.12556925100000002,-0.1068168862
SRX1429243,-1.0439544805,0.2228554128
SRX1429244,-0.815842193,0.2601910887
ERX2339161,-0.4894446311,0.3788560324
ERX2339162,0.4894446311,-0.3788560324
ERX2339163,-1.8615172316000002,0.40429625220000004
ERX2339164,-1.6883594866,-0.6307702878
ERX2339165,-1.7727843292,0.3600853116
ERX2339166,-0.3461657622,0.1430393589
ERX2339167,-1.1327413138,0.4778946939
ERX2339168,0.429507442,0.0031948133
ERX2339169,0.772280038,-0.5564617774
ERX2339170,-1.3716370542,0.5763135664
ERX2339171,-1.6578079848,-0.37114763170000004
SRX7656012,0.6814048303,0.6237375944
SRX7656013,0.0290500217,-0.0029288814
SRX7656014,-0.3086901922,-0.2846068167
SRX7656015,0.0777787166,0.1679219322
SRX7656016,-1.676888548,-0.6924240566000001
SRX7656017,-1.4343581073,0.1264506168
SRX7656018,-0.5414966143000001,-0.029983103
SRX7656019,-0.6954382408,-0.0609863089
SRX7656020,-1.589556164,-0.1792150391
SRX7656021,-0.7059258603,-0.2635143678
SRX7656022,-0.6609040349,-0.172406668
SRX7656023,-1.143507173,-0.0172131645
SRX7656024,-1.4166567044,-0.6278243472
SRX7656025,-0.726114616,0.2040524562
SRX7656026,-0.0919133775,-0.0919145685
SRX7656027,-1.3262845328,-0.3065652906
SRX7656028,1.1367572274,0.016380855
SRX7656029,-0.1145600046,-0.1402055283
SRX7656030,-0.7880225420000001,-0.2813987094
SRX7656031,-0.9047216877,-0.4219006448
SRX7656032,-0.6001879410000001,-0.1509503653
SRX7656033,-0.7310284238,-0.42468946490000004
SRX7656034,-0.42297068200000004,-0.1592753347
SRX7656035,-0.1611798027,0.1850278957
SRX7656036,-0.6353748492,-0.1395863515
SRX7656037,-0.6616687315,-0.2509437325
SRX7656038,-0.31082446210000003,-0.1803811283
SRX7656039,-0.26632349510000003,-0.0306591982
SRX7656040,-0.029832058800000002,0.1283229447
SRX7656041,0.29615555390000003,-0.09766374650000001
SRX7656042,0.8098729236000001,0.6012341183000001
SRX7656043,0.1951106027,1.0855502768
SRX7656044,-0.32408725860000004,0.127814074
SRX7656045,0.5282426344,0.8352999426000001
SRX7656046,0.9732926898,0.43257323400000003
SRX7656047,0.6574340285,0.9367943447
SRX7656048,0.073658554,0.5796006863000001
SRX7656049,0.5603229977,0.4148215362
SRX7656050,1.1219567757,0.6560788774
SRX7656051,0.4286801953,-0.1913691599
SRX7656052,0.1296746051,0.1083791595
SRX7656053,0.8723242144000001,0.6914696297
SRX7656054,0.0410594207,-0.2747165802
SRX7656055,0.6289260236,0.0767564963
SRX7656056,-0.0557516121,-0.2146827229
SRX7656057,-1.3485738672,-0.0391352905
SRX7656058,-0.12294612790000001,-0.2555959391
SRX7656059,-0.1741457672,0.11622502920000001
SRX7656060,-0.25890490520000004,-0.4892448608
SRX7656061,-0.9977694863000001,0.0654439909
SRX7656062,-0.7969876801,0.22290842630000002
SRX7656063,-0.8994341222000001,0.5573957347
SRX7656064,0.283037229,0.0137615823
SRX7656065,-0.33288447250000003,-0.1750045777
SRX7656066,-0.3649919997,-0.0515500681
SRX7656067,0.45509870880000003,-0.1589586004
SRX7656068,-0.9993806126,-0.17288974270000002
SRX7656069,0.2483810222,-0.1803025322
SRX7656070,0.6099454083,0.6114666572
SRX7656071,1.8089159677,1.0497775876
SRX7656072,-0.380240138,-0.5514260115
SRX7656073,0.1077811077,-0.335932805
SRX7656074,1.74591576,1.142300892
SRX7656075,0.2695108908,0.0968017959
SRX7656076,1.7733441306,0.7431363488
SRX7656077,1.0097118552,0.7237196824000001
SRX7656078,0.46772521970000003,0.3904549994
SRX7656079,-0.0694912938,0.8642942016
SRX7656080,0.8147747549000001,1.0482720661
SRX7656081,-0.2198761491,1.2182857386000001
SRX7656082,1.1094857805,1.3331170807000001
SRX7656083,-0.27608827810000003,0.8552425941
SRX7656084,0.562366257,1.2285210126
SRX7656085,0.3630334589,1.1402233836
SRX7656086,2.6561907242,1.925791898
SRX7656087,0.10226186770000001,0.2082034092
SRX7656088,0.4838193013,0.11859991010000001
SRX7656089,0.7955038008,-0.1972626981
SRX7656090,0.0731596743,-0.19801134950000002
SRX7656091,0.49528457530000003,0.0819040306
SRX7656092,0.0288735796,0.046766424300000005
SRX7656093,-0.744662441,-0.6107927103
SRX7656094,0.6766818278000001,-0.37907403910000004
SRX7656095,0.3218844853,0.012966883600000001
SRX7656096,-0.0008527351,-0.3161213865
SRX7656097,-0.4918761621,-0.2305310935
SRX7656098,-0.21325325790000002,-0.8869969736000001
SRX7656099,-0.6080118789,-0.09888722030000001
SRX7656100,-1.1264811515,-0.1420107997
SRX7656101,-0.0923178723,-0.2221720187
SRX7656102,-0.448504281,0.1347452973
SRX7656103,-1.0093139311,0.1395680272
SRX7656104,-0.7974879053,-0.0341025295
SRX7656105,-1.0088821352,-0.27360446320000004
SRX7656106,-0.2516539725,-0.0713475612
SRX7656107,-0.7351773752,-0.35316567600000004
SRX7656108,-1.0705544779,-0.2273950387
SRX7656109,0.49202713260000003,-0.0488967291
SRX7656110,-1.1423507702,-0.10437235360000001
SRX7656111,0.040221142700000004,-0.1507702324
SRX7656112,0.014439532000000001,-0.5928976282
SRX7656113,-0.5006823538,-0.25255713420000003
SRX7656114,-1.2596103531,0.046841492000000005
SRX7656115,-1.4477531396,-0.8570275719
SRX7656116,0.1277291274,0.5928004285
SRX7656117,-0.6672105258000001,-0.0034371781
SRX7656118,-0.2273621066,0.3462639128
SRX7656119,-0.8462499055,0.1068138886
SRX7656120,-0.6620655931,-0.08048870030000001
SRX7656121,0.17959184390000002,-0.08574813120000001
SRX7656122,0.06952697050000001,0.1244575713
SRX7656123,1.2164036017,0.3599455623
SRX7656124,-0.9991385699,0.2000834463
SRX7656125,0.5812094478000001,-0.4802907321
SRX7656126,0.0945376518,0.0649545064
SRX7656127,0.2681916078,0.5781158708
SRX7656128,-0.6360315138,0.0257073806
SRX7656129,-0.5719374888000001,-0.17043744700000002
SRX7656130,0.5752679207,0.1135135564
SRX7656131,-0.0541713476,0.3944720966
SRX7656132,0.5836961856,0.4067232316
SRX7656133,0.7024127447,0.3313151009
SRX7656134,-0.41257705170000003,0.210113936
SRX7656135,-0.16751845840000001,-0.5316265877
SRX7656136,-0.0764769971,-0.38775649840000004
SRX7656137,0.0164728756,-0.050298671100000004
SRX7656138,-0.4165586892,-0.3531087538
SRX7656139,-1.1263663403,-0.6454457633
SRX7656140,0.3094841507,0.35850586830000003
SRX7656141,0.1221216792,-0.1859218118
SRX7656142,0.36855201260000003,-0.8693582865
SRX7656143,-0.5622165122,-0.028937414300000002
SRX7656144,-0.2770707508,0.2771157112
SRX7656145,0.3972370938,0.6727142163000001
SRX7656146,0.5197470549000001,-0.24405771140000002
SRX5388319,-0.5947603606,-0.4173588909
SRX5388320,-0.6593506792,-0.32273799200000003
SRX5388321,1.2541110398,0.7400968829
SRX5388322,-3.8208958309,-1.9895178527000001
SRX5388323,-0.2809485564,-0.1530563472
SRX5388324,2.5013078008000003,0.380115076
SRX5388325,-3.4849876122,-1.7985215717
SRX5388326,-0.0639404584,0.017764445
SRX5388327,3.1657951428,0.31322099800000003
SRX8708326,-1.7721660992000001,-0.9107886234
SRX8708328,-1.3662259806,-2.5686110979
SRX8708335,0.3196740048,0.9606855988
SRX8708336,0.39455832630000004,0.8451324595
SRX8708337,0.6519936495,0.7627930395
SRX8708338,-1.142999525,0.3783255158
SRX8708339,-0.5452749011,0.7253975276
SRX8708340,-0.4677274648,0.5159489312000001
SRX8708365,-0.4849453843,0.21283618370000001
SRX8708366,-0.2716565453,0.144791798
SRX8708368,-0.2030103742,0.2099608748
SRX8708369,0.9951319191,1.2749303172
SRX8708370,1.6447853928,1.710047203
SRX8708371,1.0054321589,1.0359147219
SRX4166001,-0.2741725258,-0.0932085629
SRX4166002,0.0706117891,-0.1640333197
SRX4166003,0.2035607367,0.2572418826
SRX4166004,-0.5193737763,0.21245166640000002
SRX4166005,0.0101363757,0.5537819916
SRX4166006,-0.5335894044,0.3303093275
SRX4166007,-0.1412189929,1.1667659055
SRX4166008,0.1552076691,0.6246745905000001
SRX4166009,0.1270839858,1.2017443035
SRX4166010,0.3807501209,0.9028306017000001
SRX4166011,0.6413517777000001,0.7884109182
SRX4166012,0.3218760056,1.4715728380000002
SRX5000481,-0.1912943306,-0.25620136930000004
SRX5000482,0.501381653,-0.1924430605
SRX5000483,-0.5176163976,-0.43245522200000003
SRX5000484,-1.459085311,-0.3429715889
SRX5000485,-1.1889545108,-0.45028370310000004
SRX5000486,-0.9648287705,-0.3721921362
SRX5000487,-1.0165111609,-0.23068872680000002
SRX5000488,-0.37635876620000003,0.056525824100000004
SRX5000489,-0.5899198915,-0.4315919254
SRX5000490,-0.8321963182000001,-0.254885042
SRX5000491,-0.8530467556,-0.8018731971
SRX5000492,1.127527883,0.5684400431000001
SRX5000493,0.24086446890000002,0.44259763160000004
SRX5000494,0.17157401120000002,0.3848355645
SRX5000495,1.0359350402,0.8918119712
SRX5000496,0.9731074185,0.9718492616000001
SRX5000497,-0.0725910798,-0.054944454000000004
SRX5000498,-0.1880291791,-0.1897804099
SRX5000499,0.0728242284,0.7235437170000001
SRX5000500,0.2606202589,0.24472486400000001
SRX5000501,-1.2673232249,-0.6640405343
SRX5000502,-0.6799281963,-0.5769566908
SRX5000503,-0.7873379495,-0.1733067372
SRX5000504,-0.007732611,-0.3279403229
SRX5000505,-0.16214835,-0.47243165470000004
SRX5000506,-0.32764078890000004,-0.4824055311
SRX5000507,-1.2792677472,-0.3185813213
SRX5000508,-0.34717633940000003,-0.0156687491
SRX5000509,0.0443987733,-0.059286121600000005
SRX5000510,0.0658935313,0.0664289529
SRX5000511,-0.1769461466,-0.380811071
SRX5000512,-0.45297734700000003,-0.5164245197
SRX5000513,-0.2856661928,-0.35793868840000004
SRX5000514,-0.3859583145,-0.6337180429
SRX5000515,-0.5779922422,-0.4422820662
SRX5000516,-0.9351406031,-0.5568113183
SRX4124772,-3.450979658,-0.7856303419
SRX4124773,-3.7499599667,-1.4162801436
SRX4124774,-0.2676680979,-0.1008336898
SRX4124775,0.2676680979,0.1008336898
SRX5323946,-0.0742741172,0.1227894947
SRX5323947,0.0742741172,-0.1227894947
SRX5323948,-0.13503472260000002,0.3120175697
SRX5323949,0.20878204990000002,-0.2016134386
SRX5323950,0.2512629791,0.2544653601
SRX5323951,0.3920468391,0.1986325297
SRX5323952,0.055826804800000004,0.3571289234
SRX5323953,0.2824040083,0.0357367663
SRX5323954,0.07315038880000001,0.23004293180000002
SRX5323955,-0.0353078354,0.43208157010000003
DRX093856,-1.8838048641,-0.7729729451
DRX093857,-4.57656669,-1.1182990476
DRX093858,-6.1253859404,-1.295508011
DRX093859,-5.7123615927,-1.4762474815
DRX093860,0.0249576221,-0.9268345880000001
DRX093861,0.5892205071000001,0.0268728407
DRX093862,-5.9742400388,-1.1039899889
DRX093863,-6.9197432006,-1.2907830518
DRX093864,-5.6112883691,-1.6674723826
DRX093865,-0.29054061600000003,-1.525945384
DRX093866,1.294584357,0.7461001045
DRX093867,-6.491373832,-0.9997275895000001
DRX093868,-7.0802823472,-1.1581280272
DRX093869,-5.8084408061,-1.6919484479
DRX093870,-0.3042774203,-1.4102818842
SRX6366242,1.5634474904,-0.33843261550000003
SRX6366243,0.34260926750000004,0.4101916534
SRX6366244,-0.487767245,-2.2473226042
SRX6366245,0.6459506082,0.6432195124
SRX6366246,0.8959225634,0.9042817507
SRX6366247,1.3912588788,-0.6659784103
SRX6366248,-0.9070581493000001,-0.8061823424000001
SRX6366249,0.9902435011,-0.8764795382
SRX6366250,0.7029835362,-0.4481293575
SRX6366251,-0.4286327572,0.3068826102
SRX6366252,0.6000749897000001,0.9209296264
SRX6366253,-0.6000749897000001,-0.9209296264
SRX254739,-4.3867429143,-3.0644765243
SRX254740,-4.2484764086,-3.1014774898
SRX254741,-4.4981064816,-3.0598853743
SRX254742,-4.3800509326,-2.9654144343
SRX254743,-4.0407143689,-2.8526638166
SRX254744,-4.4068127461,-3.1229991183
SRX254745,-4.6092574753,-3.6540038304999998
