,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,0.0,1.5875469884443385,3.0,0.0,1.7747898315000001,6.0,-0.49003332850000003,12.0,-1.284756503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.053686520733333326,0.10664940365168675,3.0,1.0,-0.0707533051,7.0,-0.1507733868,13.0,0.060467129700000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,0.29255767076666667,0.2894698374090882,3.0,2.0,0.5605951754,8.0,0.3314831547,14.0,-0.014405317800000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-0.2634738481666667,0.23279067994748676,3.0,3.0,0.0051138978,9.0,-0.3884420733,15.0,-0.40709336900000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.6578327373666667,0.5538972952218958,3.0,4.0,-1.2329052576,10.0,-0.6127236024,16.0,-0.1278693521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-0.19757933969999997,0.9390290977774162,3.0,5.0,-1.2466933499,11.0,0.5642443754,17.0,0.0897109554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,0.98547932955,0.09023389146817853,2.0,18.0,1.0492843261,71.0,0.921674333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-9.1249405602,2.0125198309579266,3.0,19.0,-11.3553001319,70.0,-8.5748786432,205.0,-7.4446429055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,1.6677095711375,2.0567165039230746,8.0,20.0,4.1743991508,32.0,1.3247392837,55.0,1.1539551694,67.0,3.6634629587000003,126.0,1.3199626907,147.0,1.5193872114,203.0,-2.5395483335,210.0,2.7253184379,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-1.917099924233333,0.5532740940964982,3.0,21.0,-1.402480117,34.0,-1.8465576299,61.0,-2.5022620258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
