,A,GlcC,PdhR,ArcA,ihfB
nac_ntrc__wt_cytd__1,-0.6560108616129067,-0.19293143300000004,-0.10149343200000073,0.2795019770000007,0.4575306549999994
nac_ntrc__wt_cytd__2,-0.6256266422133371,-0.4070638569999998,-0.32041271200000043,0.2860997730000001,0.5979945149999981
nac_ntrc__wt_gln__1,0.4041575153882211,-0.11889560399999954,0.2862597509999993,0.8913351259999995,1.0409726349999993
nac_ntrc__wt_gln__2,0.3883559398377135,-0.22086891099999928,0.1510751809999995,0.8662795560000003,1.1155340849999984
nac_ntrc__bw_delnac_csn__1,1.3634531327002686,-0.9049275769999996,-0.4253677680000001,0.9463078960000004,0.2154991849999988
nac_ntrc__bw_delnac_csn__2,1.4444020547188428,-0.9226628789999998,-0.20802858600000015,1.0584942260000003,-0.16648385500000096
nac_ntrc__bw_delnac_cytd__1,-0.1049898823671316,-0.3633159999999993,-0.3279323640000005,0.9694913659999996,0.4645455949999988
nac_ntrc__bw_delnac_cytd__2,0.0513159457770767,-0.482362114999999,-0.33122187100000033,0.986668816,0.4230415649999984
nac_ntrc__bw_delnac_gln__1,1.879540771792582,-0.4438555509999995,-0.040888054999999916,1.7790340160000009,0.8464916449999986
nac_ntrc__bw_delnac_gln__2,1.859246121365834,-0.3093773119999996,0.07605180000000011,1.744133606,0.8042016749999998
nac_ntrc__bw_delnac_nh4__1,-0.8176884032097327,-0.9334788279999992,-0.11536692700000015,0.5325646529999997,-0.3020342150000008
nac_ntrc__bw_delnac_nh4__2,-0.2014795527774481,-0.8713145849999995,-0.1312673980000003,0.6136985270000004,-0.19284083500000013
misc__wt_no_te__1,-0.2671056720471906,-0.7539028939999994,-0.7246964780000003,0.9855235859999992,0.8689442749999987
misc__wt_no_te__2,-0.552870290954811,-0.5875274609999996,-0.4011857610000007,0.6142791370000005,0.5093796549999983
misc__bw_delcbl__1,0.6353602339004393,-0.24586315499999856,-0.15397061999999995,0.12568635999999955,-0.3394036750000016
misc__bw_delcbl__2,0.4579160883629101,-0.2268386070000004,-0.10501630200000013,0.035046911000000236,-0.29720346500000083
misc__bw_delfabr__1,0.9235474811252165,-0.1403336349999993,-0.004561769000000382,-0.24226446099999954,-0.6204796650000013
misc__bw_delfabr__2,0.6321252918539504,-0.4454869539999997,-0.045542940999999885,-0.2915463460000005,-0.5922961330000014
misc__bw_delfadr__1,0.7632774508925305,-0.4968489269999994,-0.08539151499999953,0.6395106409999993,-0.2622498450000013
misc__bw_delfadr__2,0.9349749043770984,-0.4478031019999991,-0.2276107220000005,0.657546914000001,-0.13650693500000166
misc__nitr_031__1,1.0726943257247283,-0.4793274579999993,-0.2505834280000005,1.4075302159999996,0.036167394999999665
omics__wt_glu__1,-0.934670167846543,0.5089279759999998,0.06452674599999852,-0.2732542719999991,-0.13827825500000124
omics__wt_glu__2,-0.4683328944015486,0.43924531600000094,0.18223065000000105,-0.2679235089999992,-0.2514746050000003
omics__wt_gly__1,0.8342868416621905,0.20232010600000014,0.10351242299999974,-0.3058648300000009,-0.872324217000001
omics__wt_gly__2,0.3855210294447396,0.4279061150000008,-0.0687614450000007,-0.2448624689999992,-0.8714248070000004
omics__wt_thr__1,-0.3378939707870789,-0.7772391159999996,-0.9391882020000004,-0.12100795399999953,-0.1857289950000016
omics__wt_thr__2,-0.2910902530802272,-1.319054423999999,-1.4578242349999997,-0.0439906600000004,-0.3407635650000014
omics__bw_ac__1,11.884689093489214,1.894401513000001,-0.3880060590000012,-0.048029848000000534,0.6479085849999997
omics__bw_ac__2,11.211060533037172,1.8696193170000008,-0.3924213960000005,-0.07614823900000013,0.6054734249999996
omics__bw_fum__1,4.4637363314211855,1.300357517,0.3197742049999999,-0.04679431099999931,0.018456404999998455
omics__bw_fum__2,4.527616607850841,1.1186684940000005,0.4223820450000009,-0.08552493700000062,-0.006356255000001809
omics__bw_glc__1,-1.9297767607123748,-0.35120992399999906,0.06279255799999994,0.12043444000000035,0.16412660499999987
omics__bw_glc__2,-1.999394635042316,-0.15192323299999974,-0.02104304700000004,0.13154009700000024,0.15512309499999866
omics__bw_pyr__1,0.39749782153338,1.289961390000001,1.970705955,-0.3509629260000011,0.6449217049999998
omics__bw_pyr__2,1.1761085464999983,1.3983248340000018,1.9360453040000003,-0.34418755100000104,0.6594726449999992
ompr__wt_nacl__1,-0.7392276598612446,-1.048471802999999,-0.20123561400000067,1.8283400460000008,0.27755200499999866
ompr__wt_nacl__2,-0.4276101903105417,-1.1958965269999997,-0.13928798500000014,1.9577424259999996,0.08413458499999926
ompr__bw_delompr_nacl__1,1.5728308580545507,-1.5396326179999995,-0.5177954050000002,1.368295326,0.00949221499999986
ompr__bw_delompr_nacl__2,1.1462338079598866,-1.6609118879999991,-0.39214284200000016,1.4191795159999998,-0.1324689250000013
minspan__wt_ade__1,-3.0088585604594247,-0.4899181219999997,-0.0905795180000002,0.3935769530000002,0.32309054499999945
minspan__wt_glc__2,-1.2655210915872923,-1.0241670149999995,-0.10334521900000038,0.4446369820000005,-0.005051925000001845
minspan__wt_glc__3,-1.7828046075788957,-0.7449671869999994,-0.2575433740000017,0.3714927689999996,0.045105534999999364
minspan__wt_glc__4,-0.8675774028595161,-0.7625193539999993,-0.3706378560000001,0.33109058800000035,-0.07972467500000135
minspan__wt_glc_anaero__1,-2.2944464347362183,-3.9373365939999987,-1.4462178200000002,0.7573820960000006,-0.1724310150000008
minspan__wt_glc_anaero__2,-3.861893782547208,-4.455594322,-1.1570338060000005,0.6963977779999997,-0.1700636650000007
minspan__wt_trp__1,-3.1201435255877352,-3.1129216719999997,-2.865476355,0.3756593200000005,0.6313251449999981
minspan__bw_delcra_glc__2,-3.172503521150615,-3.575933135,-2.9433340470000005,0.4768458209999995,0.5065485749999983
minspan__bw_delcra_trp__1,-3.5567224953118224,-3.4456912109999998,-3.076467355,0.5289642949999998,0.9061306849999989
minspan__bw_delmntr__1,-2.4754394856067528,-2.615513590999999,-1.7770054540000009,0.4877480060000003,0.004072414999999553
minspan__bw_delnac_ade__1,-3.047970114230621,-0.592348960999999,-0.5590759340000009,0.10554391400000007,0.07351886499999871
minspan__bw_delnac_glc__1,-1.6513381458748284,-0.25529335099999795,0.6215893240000003,0.3258568440000005,0.1234782249999995
cra_crp__wt_ac__1,11.206186282472425,2.124343472,-0.5257028540000004,0.07521394599999986,-0.30622956500000065
cra_crp__wt_ac__2,11.215856063315904,2.2674456340000013,-0.5380834340000007,0.04004208699999978,-0.35281656500000125
cra_crp__wt_fru__1,3.0283257795447778,1.0565282840000003,-0.11232684500000012,-0.2750378789999992,-0.2631118050000012
cra_crp__wt_fru__2,3.265543997034248,0.8780721470000001,-0.0981723299999997,-0.23072129300000024,-0.08839022500000128
cra_crp__delcra_ac__1,8.49523189088128,1.7168790659999995,-1.0068610199999997,0.2524338789999998,0.0891974049999984
cra_crp__delcra_ac__2,8.051672286981962,1.660999981999999,-0.999141066,0.2739452050000004,0.021087684999999468
cra_crp__delcra_fru__1,1.0115109451577533,-1.0343702519999995,0.26038368599999906,0.519048295000001,0.27963663499999925
cra_crp__delcra_fru__2,1.4012966174534338,-0.7776204709999996,0.19256485500000053,0.5125246539999999,0.3256943649999986
cra_crp__delcra_glc__1,-0.0616709047543594,-0.18715080399999984,-0.10144881600000044,0.12657313600000109,-0.027273645000001068
cra_crp__delcra_glc__2,-0.075496327410874,-0.18757955799999948,-0.14134914700000056,0.12613725399999964,-0.1367845850000009
rpoB__wt_031__1,11.724229556373356,1.6674706740000005,-1.0179227430000006,0.3966465879999994,-0.01898600500000036
rpoB__wt_044__1,4.512937010397351,-0.0912562949999991,-0.3089656330000006,0.4535192749999997,-0.16863898500000118
rpoB__wt_lb__1,13.658989198618348,2.109109166,-1.7509555399999996,1.5404025160000003,0.3773911149999982
rpoB__wt_lb__2,13.957542013251462,2.128802171,-1.7747195649999998,1.4498660660000002,0.2931017149999988
rpoB__rpoBE546V_031__1,8.790646325978228,1.087539384000002,-0.8199488580000011,0.6855142030000003,0.3454237649999996
rpoB__rpoBE546V_044__1,8.342317378115677,0.8358025830000004,-0.4289029110000007,0.5397848889999999,0.4336448049999984
rpoB__rpoBE546V_lb__1,16.18965543458138,1.130537242,-0.6087523020000001,1.1811762560000003,0.15481106499999875
rpoB__rpoBE546V_lb__2,15.514601030943998,1.0132956180000008,-0.5126631899999996,1.0979101460000005,0.1844319049999985
rpoB__rpoBE546V_glc__1,0.9780927126214034,0.012142259000000877,0.026276331999998348,-0.04242210600000007,-0.2513758650000017
rpoB__rpoBE672K_glc__1,-0.938992242290494,-0.4060097299999992,0.022425781999998232,-0.5294595540000007,-0.8686284180000001
rpoB__rpoBE672K_glc__2,-0.4564188358879222,-0.246465300999998,0.2128557109999996,-0.4737282469999986,-0.8417491950000002
rpoB__rpoBE672K_lb__1,12.690423522552669,0.32602371900000104,0.3199547359999997,0.035597011000000116,-0.7302826730000014
rpoB__rpoBE672K_lb__2,12.535474128105566,0.2829058350000011,0.3896581459999986,0.07509867000000092,-0.7081113300000013
crp__wt_fru__1,12.371500112149231,0.3747619259999997,-0.03270113999999946,-0.19600093400000065,-0.12088642500000013
crp__wt_glyc__1,8.606827638747585,1.093313879,-0.5084280800000007,-0.08909652200000018,-0.23519522500000176
crp__wt_glyc__2,8.3139250583362,0.910684207000001,-0.4055949720000003,-0.1903415319999997,-0.2269791750000003
crp__delar1_glyc__1,5.8575212009369375,-3.695120464,-3.127014431,0.5840968219999993,0.8177116649999991
crp__delar1_glyc__2,4.564827035363479,-3.693609224,-3.843688859,0.7408784060000002,0.8890342949999983
crp__delar1ar2_glyc__1,5.369863834003493,0.5478445160000005,-1.016586504000001,0.6363256530000001,0.4273910749999992
crp__delar1ar2_glyc__2,5.503054442172651,0.3012944090000005,-0.8958302470000001,0.7106710189999994,0.4929071349999994
crp__delar1ar2_glyc__3,4.954789381293825,0.16546583200000065,-0.8294770119999999,0.7162020570000003,0.4557914849999989
crp__delar2_glyc__1,-1.1400780879905763,-3.1082537339999994,-3.9582264289999998,0.184588754,1.0758542649999985
crp__delar2_glyc__2,-0.7022681429434036,-3.6032018389999987,-4.2319942710000005,0.17830120100000002,0.8624663449999996
crp__delar2_glyc__3,-0.2038969117733789,-3.95472938,-4.543291553,0.2581962700000009,0.7822983149999985
crp__delcrp_fru__1,10.3324259650677,-0.6691208559999993,-0.7368862520000006,1.3911438060000003,0.7741806249999996
crp__delcrp_fru__2,10.874260157896904,-0.7866502769999997,-0.8634833870000005,1.3654766960000018,0.7805150249999997
crp__delcrp_fru__3,9.89969576978603,-0.7830040099999991,-0.8450574620000006,1.3627208460000002,0.6682049649999993
crp__delcrp_glc__1,6.271192271463463,-0.2454834169999991,-0.8986597299999994,1.3585496159999997,0.9036337949999992
crp__delcrp_glc__2,5.918411573166541,-0.12809017599999795,-0.92614951,1.3477543060000006,0.8802052149999984
crp__delcrp_glc__3,6.262161250368514,-0.06251510899999957,-0.8849083110000002,1.385312095999998,0.9120195049999982
crp__delcrp_glyc__1,3.0161494303343903,-1.6990471329999997,-0.5202971160000001,0.9287191660000004,0.8951313249999995
crp__delcrp_glyc__2,2.7939638772593343,-1.4774280949999996,-0.5375744070000001,1.041311906000001,0.8307353349999982
crp__delcrp_glyc__3,2.808584327426131,-1.8158629029999995,-0.510853515,0.9504081660000008,0.8947548049999998
glu__glu_ale3__1,-2.7402458595705683,-3.653308886,-2.3121118330000003,0.9075265760000004,0.6064907849999983
glu__glu_ale4__1,-2.1400429420089693,-1.702740595,0.6054965330000002,-0.05582856300000039,-0.2619136350000009
glu__glu_ale5__1,-0.5862479557615006,-0.19258318400000007,0.4765344659999986,0.09422176900000068,-0.8460246970000007
glu__glu_ale6__1,-1.8287078425785008,-0.7753034049999998,0.3130892620000001,-0.4079774069999989,-0.7752423590000017
glu__glu_ale8__1,-2.5108792387026613,-3.3685611619999998,-2.388974876,0.9552785759999995,0.6607472949999984
glu__glu_ale9__1,-2.8810504488449578,-3.0827662069999997,-1.391385412,0.5717934289999995,-0.06697157500000017
glu__glu_ale10__1,-3.790439790809154,-3.611818592,-2.3807539870000003,0.6147063750000008,0.21387256499999907
42c__wt_42c__1,0.712812806558085,-0.9354407219999992,0.5160822419999995,0.3285913830000009,-0.31461002500000035
42c__42c_ale1__1,-1.7944129769154555,-2.5721362189999994,-2.0409211340000004,1.071597756000001,0.11635354499999905
42c__42c_ale2__1,-1.94955197816692,-2.062793879,-0.2365537890000011,0.33076163700000016,-0.2542397450000013
42c__42c_ale3__1,-1.6692158825302414,-1.1605416889999995,0.5152024379999993,-0.15167118699999982,-0.2953636450000001
42c__42c_ale4__1,-0.4878520922203774,-3.4322480389999988,-2.2803319349999995,0.032578979000000174,-0.5980379260000017
42c__42c_ale5__1,-1.7937125980443631,-1.0301433939999995,-0.012643003000001762,0.14312536699999967,-0.4206413750000007
42c__42c_ale6__1,-0.2305853645139032,-3.969931645,-5.02955347,1.327478846,-0.051506065000001655
42c__42c_ale8__1,-2.0795150002625813,-3.0898471309999986,-2.982538775,0.7806890660000008,0.06802815499999859
42c__42c_ale9__1,-0.6391631315849285,-1.235004310999999,0.31250095099999875,-0.2279726649999993,-0.2417516550000016
42c__42c_ale10__1,-2.313677942267915,-3.255288364,-3.55566022,0.3879943529999999,-0.1791272750000008
ssw__wt_ac__1,7.038464805452941,0.5345417090000009,-1.6805779159999998,1.138140236,-0.34671080500000073
ssw__wt_glc__1,2.2065551561439483,0.03929789299999964,-0.7518898969999999,0.19990372800000067,-0.34210524500000083
ssw__wt_glyc__1,6.366397339951172,0.3428994010000004,-0.042397767000000634,0.9458817360000004,-0.5893889490000017
ssw__wt_xyl__1,-2.0032634529419755,-3.4900410029999995,-1.2079306790000004,-1.1579554919999993,-0.05021167500000168
ssw__glc_ale1__1,2.083025218932241,-0.6841020709999991,0.13021602699999946,0.17438198900000046,0.1123376849999982
ssw__glc_ale2__1,-2.573688119238936,-3.4042922879999997,-2.0256911099999995,0.2688995510000005,0.8555401049999993
ssw__glc_ale3__1,-2.764072872936979,-3.669736902,-1.839762985,0.2444404779999996,0.35300746499999924
ssw__glyc_ale1__1,1.7447436263852278,-0.8586127699999997,0.5207037289999992,0.12772987099999966,0.5749310549999986
ssw__glyc_ale2__1,-3.1328283314778584,-3.735295946,-2.4840538390000004,0.19163250899999973,0.2094873549999985
ssw__xyl_ale1__1,-2.264168470402574,-1.932651311999999,0.48066751,0.36807815100000063,0.12516697499999907
ssw__xyl_ale2__1,5.99196211559766,-0.5494629909999995,0.8242152649999994,0.43007511699999945,-0.2252324650000013
ssw__xyl_ale3__1,0.7606890601995809,-0.9140354499999992,0.3642116790000003,-0.0329609719999997,-0.5222997210000013
ssw__glc_ac_ac2__1,-2.5300814651753103,-4.28395283,-3.5583447670000004,0.8775486560000001,0.1714670449999982
ssw__glc_ac_glc1__1,-2.011982814239884,-1.2341123109999996,0.5951552489999994,-0.4747723829999994,0.3364167649999992
ssw__glc_glyc_glc__1,-1.5619745748168692,-3.0632966879999994,-1.0716321770000017,0.030757538999999667,0.5272570349999999
ssw__glc_glyc_glyc__1,4.744517445261487,-1.9476074989999992,-0.8887876710000002,-0.1417753949999998,0.2746682449999991
ssw__glc_xyl_glc__1,-3.0569716978159134,-2.559802185,-0.4590667190000017,0.5339402829999997,-0.35453504500000044
ssw__glc_xyl_xyl__1,7.473568996667392,-1.0832032159999994,-0.2621341380000004,0.08377152999999993,-0.20853702500000185
ica__wt_glc__1,-1.1228653182926185,-0.7766335759999992,-0.7497492180000007,-0.061878408000000114,-1.1147660930000018
ica__wt_glc__2,-1.1686758392977952,-0.9697202769999996,-0.7010893140000016,-0.12840119100000005,-1.1984546920000003
ica__wt_glc__3,-1.0548241240967864,-1.281754133999999,-0.7683983149999998,0.18162740200000016,-0.5317266690000011
ica__wt_glc__4,-1.4833268435353677,-1.5786520379999995,-0.945637929000001,0.2489071220000003,-0.2623442850000011
ica__arg_sbt__1,3.5819885626321604,0.06285948300000044,-0.5309037410000004,0.20292476100000026,-0.7130596030000014
ica__arg_sbt__2,4.234721139837723,-0.23198905799999905,-0.27651932600000073,0.2140498409999996,-0.5527461320000011
ica__cytd_rib__1,11.651059132407603,2.302648673,-1.810975086,2.510750616000001,0.8413076649999987
ica__cytd_rib__2,11.479672468435457,2.1519412609999997,-1.892201043000001,2.531055996000001,0.7168878949999993
ica__gth__1,-0.5391856572492223,-0.7116080609999988,0.6719244069999988,1.1985195760000007,0.23464762499999914
ica__gth__2,-0.4944856715191556,-0.8473615030000001,0.4217121479999992,1.2147844259999996,0.03602994499999923
ica__leu_glcr__1,-1.908558706664772,-0.6706539669999998,0.9967433109999996,0.2614857209999997,-0.3892439150000016
ica__leu_glcr__2,-1.580144562802018,-0.7250834579999994,0.951290106,0.2514240619999999,-0.4901262500000012
ica__met_glc__1,-0.862551851785418,-0.8407701629999993,-0.8382596470000001,-0.19998439899999987,-1.2518318020000017
ica__met_glc__2,-0.8171470686772593,-1.1394604149999994,-0.9668830110000002,-0.27336614799999914,-1.1905887250000011
ica__no3_anaero__1,-3.403405182867627,-3.987643978,-1.0374774320000002,0.650216425,-0.11737177500000052
ica__no3_anaero__2,-3.227397671793183,-3.754353332,-0.985189899,0.4475540319999993,-0.2346329650000012
ica__phe_acgam__1,-1.8645287535686883,-1.1676697369999998,-0.35414071500000066,0.16990136699999958,-0.8871626400000014
ica__phe_acgam__2,-1.6413823623193935,-1.0369167479999994,-0.3163598200000006,0.1445793430000002,-1.0565964590000014
ica__thm_gal__1,5.447381809031937,0.8523562709999997,-1.113765848,0.8954444660000007,-0.16482862500000015
ica__thm_gal__2,5.492428066229516,0.9860391190000009,-0.9440158620000004,0.9108855959999982,-0.15669868500000028
ica__tyr_glcn__1,-1.2231144076956502,-0.9453319499999989,0.9712236799999996,-0.14113408799999938,-0.6120214560000008
ica__tyr_glcn__2,-1.8066819077367264,-1.1488935369999993,1.050631620999999,-0.04052529600000021,-0.636866297000001
ica__ura_pyr__1,0.7724665090820632,-0.3835969119999998,0.163569034,0.08367163099999964,-0.3158368550000006
ica__ura_pyr__2,2.261354527113234,0.31052819300000056,0.8725964079999997,0.193178047,-0.11250578500000152
ica__wt_glc__5,-2.102009721831897,-0.8949809069999999,-0.5366464820000001,0.13858604600000035,-0.19704825500000034
ica__wt_glc__6,-1.6629513028952791,-0.6010290449999989,-0.620304387,0.187806707,-0.016725155000001383
ica__bw_delpurR_cytd__1,-2.351157885843989,-1.3960506709999994,-0.33453249100000004,-0.05177321100000043,-0.7562658370000008
ica__bw_delpurR_cytd__2,-3.7815771676212258,-1.0752819769999995,0.0619854619999991,0.4000819950000008,-0.24630387500000064
ica__ade_glc__1,-3.1066784977680526,-1.131429720999999,-0.026571177000001892,0.3853020049999998,-0.3082547050000013
ica__ade_glc__2,-2.448838741344205,-1.4611490249999992,-0.2487026890000017,-0.0464260000000003,-0.7539613130000014
ytf__wt_glc__1,-0.2881792155488785,-1.6343512089999992,-0.5278112680000007,0.4511311970000005,0.048335154999998416
ytf__wt_glc__2,-0.9171500376263124,-2.3238800799999995,-0.9400976500000002,0.5947166890000002,0.008906584999998302
ytf__delyafC__1,-2.225547029756152,-2.866690208,-2.2971556799999995,1.316309596,0.9312559249999984
ytf__delyafC__2,-2.0241747128909378,-2.5589012229999994,-2.16231755,1.3149214259999995,0.8762793349999995
ytf__delyeiE__1,-0.5895236497112443,-1.5891142829999998,0.2689171309999985,0.6029128159999999,0.37449202499999856
ytf__delyeiE__2,-0.26800123545568,-0.646634635999999,0.03781260399999997,0.4788621949999996,0.10842385499999983
ytf__delyiaJ__1,-1.2687500451440994,-2.4265884749999995,-2.461437255,1.010078936000001,0.8927779449999989
ytf__delyiaJ__2,-1.4324184158075697,-2.9176492689999995,-2.138384469000001,0.5817762769999995,0.9751252049999994
ytf__delyieP__1,-2.4487220591610965,-2.3096528319999994,-1.8642973040000002,0.5846421290000006,0.4164926649999998
ytf__delyieP__2,-1.714248727998411,-2.2314757849999998,-1.726159184000001,0.3895957509999999,0.4211253349999993
ytf__wt_ph5__1,-0.2693374453755742,-0.8034508599999999,-0.5507407430000004,0.9167918759999996,0.07739173499999907
ytf__wt_ph5__2,-0.5434748495980791,-0.5958615729999996,-0.4228348369999999,0.9727493060000008,0.1304866149999988
ytf__wt_ph8__1,-1.5604577123470735,-0.6956742779999994,-0.7959134420000007,0.4022586050000001,0.17264195499999954
ytf__wt_ph8__2,-0.9699779850502128,-0.574651317999999,-0.7453301950000002,0.3799462089999999,0.20743109499999868
ytf__delybaO__1,-2.1412954772214725,-2.4600052799999994,-2.263317002,1.1015642860000003,0.785503584999999
ytf__delybaO__2,-2.1749265972518312,-2.536050836,-2.324673142,0.9576076560000004,0.6704792449999992
ytf__delybaQ__1,-0.1835099376409455,-0.2924106979999994,-0.4190988020000006,0.5094368070000002,-0.10467602500000163
ytf__delybaQ__2,0.1963868298012062,-0.3925151229999989,-0.3935265240000012,0.5953066400000004,-0.13997920500000127
ytf__delybiH__1,-0.5047117496330658,-2.7741588269999995,-2.023556134000001,0.3101881330000005,0.18352660499999907
ytf__delybiH__2,-1.8708205050078288,-3.0843789409999998,-2.566578347,0.5978125009999999,0.5048975449999986
ytf__delydcI_ph5__1,-0.3409313978734406,-0.6066688679999999,-0.5856428840000012,0.647191126000001,-0.1335313650000014
ytf__delydcI_ph5__2,-1.033015233759073,-0.6903387249999993,-0.6223651690000009,0.7488411960000008,-0.0947178250000018
ytf__delydcI_ph8__1,-1.4132619751834423,-1.0667939059999991,-0.66611771,0.4665607180000002,0.2929409749999987
ytf__delydcI_ph8__2,-1.6562561755634355,-0.7516385919999989,-0.7910991359999988,0.2092860830000003,-0.07397079500000102
ytf__delyddM__1,-0.0325158284997243,-0.2060342059999991,-0.4968927020000002,1.0571620460000002,0.5608763049999991
ytf__delyddM__2,-0.0428243276857014,-0.1585103219999997,-0.6174695159999999,1.0171542260000006,0.4931839349999994
ytf__delyheO__1,-2.186319705092723,-2.3911995649999995,-2.689296058000001,1.222256766000001,0.7981991849999996
ytf__delyheO__2,-2.2762638318282145,-2.6659108259999997,-2.476333394000001,1.0483744460000004,0.7979975949999982
fps__bw_glc__1,-1.0306486102532193,-0.4268412599999989,-0.3730940460000003,0.012904308999999614,-0.5939824160000011
fps__bw_glc__2,-1.642918392112623,-0.4933788169999991,-0.6353334369999999,-0.0037995829999992736,-0.4638760710000014
fps__fps_thrA_ale1__1,-1.3973045441216696,-0.8456649859999992,-0.7287022610000005,0.9413362959999994,0.2506921749999993
fps__fps_thrA_ale1__2,-1.3325545397883272,-0.8935694029999999,-0.9989216440000009,0.8375840960000005,0.1171958749999984
fps__fps_thrA_ale2__1,-1.4039247539442774,-0.7953155319999992,-1.0347674329999998,0.5460123210000011,-0.05670448500000092
fps__fps_thrA_ale2__2,-1.227271748838974,-0.9642682039999996,-0.9729484460000002,0.5933185139999999,-0.07788523500000187
fps__fps_serB_ale1__1,0.3092060521208749,-0.20607258599999945,-1.2054820940000006,0.5135887639999996,-0.0532821650000006
fps__fps_serB_ale1__2,0.7576770197150988,-0.105489625999998,-1.189910353,0.4864586440000007,-0.17460455500000016
fps__fps_serB_ale4__1,1.8664827061168645,-0.5050172509999991,-1.6475079019999999,0.5143922659999998,0.3308044149999993
fps__fps_serB_ale4__2,2.319437713267109,-0.16064143499999872,-1.320851554,0.549033884,0.34874165499999954
fps__fps_ptsI_ale1__1,5.358820179607994,0.6105525959999998,-1.352098323,0.6779612319999995,0.1815387649999991
fps__fps_ptsI_ale1__2,5.724428542943688,0.7378682459999997,-1.2584412520000001,0.6642249929999995,0.07463568499999873
fps__fps_ptsI_ale3__1,4.795198508455647,0.5744238070000005,-1.0991720560000005,0.12885385700000107,-0.04807274500000069
fps__fps_ptsI_ale3__2,4.68585200080553,0.5245246670000006,-1.0316478470000003,0.21322360100000104,-0.08459257500000028
pal__lyx_ale2_f6__1,8.778119451172092,1.2208332100000012,-1.1233793590000012,0.9302748659999996,0.16817323499999934
