,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,-3.33333360913457e-11,5.329467570383708,3.0,0.0,1.3508002293999999,2.0,-5.8748932284,4.0,4.5240929989000005,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,-3.415665758433333,9.946621249016648,3.0,1.0,-6.2073285626,3.0,-11.6681626241,5.0,7.6284939114,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-13.6950992139,4.492167778956072,4.0,6.0,-18.6828969017,20.0,-15.2869700256,40.0,-12.8011486034,63.0,-8.0093813249,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-2.879061602075,1.19377039548802,4.0,7.0,-1.1772743659,33.0,-2.923438249,81.0,-3.7508322932000002,82.0,-3.6647015002,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,3.451889471625,7.746786084133879,4.0,8.0,8.0629008626,51.0,-7.4233825577,65.0,3.3525622661,76.0,9.8154773155,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,7.0523555283666655,9.027720823598797,3.0,9.0,10.647284150499999,22.0,13.7287987823,49.0,-3.2190163477000002,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,-5.76727901525,3.98620348035721,2.0,10.0,-8.5859505274,26.0,-2.9486075031,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,5.714455534033333,7.1886251722816175,3.0,11.0,7.314373637,54.0,11.9683272443,83.0,-2.1393342792,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,1.21642352745,6.386002856558923,4.0,12.0,4.6415765224,48.0,-8.3587468655,64.0,4.2014895746,78.0,4.3813748783,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,-6.863908668375,2.4498217066340735,4.0,13.0,-6.7570639934,38.0,-8.552251058,67.0,-3.4375957478,72.0,-8.7087238743,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,-11.809197710633333,3.8595439238907945,3.0,14.0,-13.3172110909,41.0,-14.687063958,85.0,-7.423318083,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,-13.6627314381,4.605051118089335,4.0,15.0,-17.9368303334,52.0,-16.2913799315,71.0,-7.5078588649,80.0,-12.9148566226,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,-1.6199658233666667,7.060327187779503,3.0,16.0,3.0606260936,53.0,-9.7410285544,77.0,1.8205049907,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,-3.1105574122,9.464099994692864,3.0,17.0,2.8752615482,50.0,-14.0215896017,66.0,1.8146558169,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,-3.548743107833334,6.367095999974358,3.0,18.0,3.6937372059999998,25.0,-6.0746428379,62.0,-8.2653236916,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,-4.0944629583,5.832604239170553,4.0,19.0,-9.4185232368,28.0,2.5374240387,56.0,-0.9487007867,73.0,-8.5480518484,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,-1.7282079619250001,4.1489237583858785,4.0,21.0,-0.775161285,34.0,-4.1357618312,45.0,3.6829700503,58.0,-5.6848787818,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,-12.64094804865,3.7585436972430757,4.0,23.0,-15.403346947,42.0,-14.6856822092,70.0,-7.1540470751,79.0,-13.3207159633,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,-1.1797084878500002,5.912708099604888,4.0,24.0,1.7908932186,29.0,-9.612508866,68.0,-0.6875762501,74.0,3.7903579461,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,-6.04150624765,4.9044337123116,4.0,27.0,-2.1291329132,31.0,-11.3204917231,69.0,-1.6130537858,75.0,-9.1033465685,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,1.5445947690000001,6.486831260385579,4.0,30.0,7.5789531418,32.0,-4.5046226811,59.0,6.7110124000999996,86.0,-3.6069637848,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,-5.4487361543,,1.0,35.0,-5.4487361543,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,2.329208305675,9.146030990038554,4.0,36.0,-4.2794158461,44.0,-6.8027042267,60.0,10.2282983525,61.0,10.170654943,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,-5.551115123125783e-17,1.5267830316539315,4.0,37.0,1.2198531731,46.0,-1.0243073963,57.0,-1.5872078141000001,84.0,1.3916620373,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,-8.83563063585,4.96180402238907,2.0,39.0,-5.3271053647,43.0,-12.344155907,,,,,,,,,,,,,,,,,,,,,,,,
25,co_culture__b_thai_c_viol_12.5,22.2281690824,0.8479665277623935,2.0,47.0,22.8277719644,55.0,21.6285662004,,,,,,,,,,,,,,,,,,,,,,,,
26,immunity_2__WT_sid2,-1.4802973661668753e-16,3.1064931149625874,3.0,87.0,-2.3915676749,90.0,-1.119513663,93.0,3.5110813379,,,,,,,,,,,,,,,,,,,,,,
27,immunity_2__WT_pad4,2.347325981733333,0.6855955110884909,3.0,88.0,1.6876441147999999,91.0,2.2981470204,94.0,3.05618681,,,,,,,,,,,,,,,,,,,,,,
28,immunity_2__WT_PS,1.1161437214666667,2.1688226590794555,3.0,89.0,-0.957534215,92.0,0.9369701123,95.0,3.3689952671,,,,,,,,,,,,,,,,,,,,,,
29,immunity_in_vitro__WT_MM,0.0,2.641516143926624,4.0,96.0,0.28693778140000004,97.0,-3.8054620259,98.0,2.0583788765,99.0,1.460145368,,,,,,,,,,,,,,,,,,,,
30,immunity_isolated__WT_DE,2.9745614446,1.552170916192142,2.0,100.0,1.8770108642,104.0,4.072112025,,,,,,,,,,,,,,,,,,,,,,,,
31,immunity_isolated__WT_DEPS,3.7334449256,1.7301906292668365,2.0,101.0,2.5100153989000002,105.0,4.9568744523,,,,,,,,,,,,,,,,,,,,,,,,
32,immunity_isolated__WT_WT,-7.401486830834377e-17,2.8934689499584083,12.0,102.0,4.3380051979,110.0,-6.5801308955,117.0,0.648068897,125.0,3.1791939922,131.0,1.4713189743,134.0,2.783581307,138.0,-2.5465657740000003,159.0,-0.1940061704,162.0,-0.2500614043,164.0,-0.646248004,170.0,-0.8700040028,174.0,-1.3331521174,,,,
33,immunity_isolated__WT_npr1,4.8118670265,2.6928850373981192,2.0,103.0,6.7160242974,126.0,2.9077097556,,,,,,,,,,,,,,,,,,,,,,,,
34,immunity_isolated__AvrRpt2_WT,2.1797575298928575,2.375183613977466,14.0,106.0,2.3113685722,113.0,-1.473173499,121.0,4.4005386589,127.0,5.4515830353,136.0,5.6857825815,142.0,2.2765307035999998,145.0,2.6561440369,150.0,3.9898831087,160.0,2.5018491064,161.0,-0.3076350852,163.0,3.3641798125,167.0,1.7132171963,172.0,-1.2009641468,176.0,-0.8526986628000001
35,immunity_isolated__AvrRpt2_npr1,6.0333643618999995,0.8640583125756279,3.0,107.0,7.0160031684,128.0,5.3923369111,146.0,5.6917530062,,,,,,,,,,,,,,,,,,,,,,
36,immunity_isolated__AvrRpt2_DE,5.843995310100001,1.187508192515165,3.0,108.0,6.1947537075,129.0,4.5206169314,147.0,6.8166152914,,,,,,,,,,,,,,,,,,,,,,
37,immunity_isolated__AvrRpt2_DEPS,5.0621758022000005,2.9362050265110646,2.0,109.0,2.985965317,148.0,7.1383862874,,,,,,,,,,,,,,,,,,,,,,,,
38,immunity_isolated__WT_pad4,0.230576278425,1.685261355235159,4.0,111.0,-1.6632498669,119.0,2.4401010608,140.0,0.10360947100000001,165.0,0.0418444488,,,,,,,,,,,,,,,,,,,,
39,immunity_isolated__WT_PS,0.7869447559499998,2.010767922367199,4.0,112.0,0.0582415383,120.0,3.6240915885,141.0,0.5470893112,166.0,-1.0816434142,,,,,,,,,,,,,,,,,,,,
40,immunity_isolated__AvrRpt2_sid2,2.7704641808,1.7676686077864152,3.0,114.0,1.4212496758,122.0,4.7714829349,143.0,2.1186599317,,,,,,,,,,,,,,,,,,,,,,
41,immunity_isolated__AvrRpt2_pad4,2.5617065218,1.6698041984879446,4.0,115.0,3.6375352836,123.0,3.4110404576,144.0,3.1211036253,168.0,0.0771467207,,,,,,,,,,,,,,,,,,,,
42,immunity_isolated__AvrRpt2_PS,3.2571837922666664,3.876816435144739,3.0,116.0,1.8029567461,124.0,7.6508520259,169.0,0.3177426048,,,,,,,,,,,,,,,,,,,,,,
43,immunity_isolated__WT_sid2,1.20812134015,1.7309192330134102,2.0,118.0,2.4320660675,139.0,-0.0158233872,,,,,,,,,,,,,,,,,,,,,,,,
44,immunity_isolated__WT_WT_mock,-0.3788124069666667,1.085439728982611,3.0,130.0,-1.5565033303,152.0,-0.1613999434,156.0,0.5814660528,,,,,,,,,,,,,,,,,,,,,,
45,immunity_isolated__WT_SP,4.03300219695,0.293794924723248,2.0,132.0,3.8252578134,135.0,4.2407465805,,,,,,,,,,,,,,,,,,,,,,,,
46,immunity_isolated__AvrRpt2_b2b3,6.1247703795,1.6976249772144558,2.0,133.0,4.9243682462,137.0,7.3251725128,,,,,,,,,,,,,,,,,,,,,,,,
47,immunity_isolated__AvrRpt2_RR,1.47270243055,0.6155158173135623,2.0,149.0,1.9079378389000001,151.0,1.0374670222,,,,,,,,,,,,,,,,,,,,,,,,
48,immunity_isolated__WT_WT_SA,-0.3097325225,2.8289638395410086,3.0,153.0,-3.5085486774,155.0,0.7163363789,158.0,1.863014731,,,,,,,,,,,,,,,,,,,,,,
49,immunity_isolated__WT_WT_chitin,-5.9086671051,5.144013111706247,2.0,154.0,-9.5460336589,157.0,-2.2713005513,,,,,,,,,,,,,,,,,,,,,,,,
50,immunity_isolated__WT_stp,-2.6711566836,1.302528253164944,2.0,171.0,-1.7501301231,175.0,-3.5921832441,,,,,,,,,,,,,,,,,,,,,,,,
51,immunity_isolated__AvrRpt2_stp,-1.8292443389,0.6912405626768422,2.0,173.0,-2.3180252282,177.0,-1.3404634496,,,,,,,,,,,,,,,,,,,,,,,,
52,immunity_no_isolation__WT_WT_mock,0.0,2.0423245468138247,3.0,178.0,-1.3269057896,182.0,-1.0249132751,183.0,2.3518190647,,,,,,,,,,,,,,,,,,,,,,
53,immunity_no_isolation__WT_WT_flg22,-17.040882339433335,5.285598067419114,3.0,179.0,-17.6613055776,180.0,-21.9888884017,181.0,-11.472453039,,,,,,,,,,,,,,,,,,,,,,
54,immunity_time__mock_1hpi,0.0,1.520213814173106,3.0,184.0,-0.9717537042000001,185.0,1.7519025606,186.0,-0.7801488564,,,,,,,,,,,,,,,,,,,,,,
55,immunity_time__flg22_1hpi,2.1191783517,2.9867837389551157,3.0,187.0,-1.1861044751,188.0,2.9190559177,189.0,4.6245836125,,,,,,,,,,,,,,,,,,,,,,
56,immunity_time__mock_3hpi,6.555818803966666,1.454792816923726,3.0,190.0,7.9651016638000005,191.0,6.6429244965,192.0,5.0594302516,,,,,,,,,,,,,,,,,,,,,,
57,immunity_time__flg22_3hpi,-2.186058986666667,2.6271322702044917,3.0,193.0,0.5046132228,194.0,-4.744670106,195.0,-2.3181200768,,,,,,,,,,,,,,,,,,,,,,
58,immunity_time__mock_5hpi,11.9415807305,3.630034749405982,3.0,196.0,15.3633309924,197.0,8.1340723124,198.0,12.3273388867,,,,,,,,,,,,,,,,,,,,,,
59,immunity_time__flg22_5hpi,-0.977624497,2.5584007922171006,3.0,199.0,1.8917712200999999,200.0,-3.0208786616,201.0,-1.8037660495,,,,,,,,,,,,,,,,,,,,,,
