,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-9.25185853854297e-18,0.47337013363253677,3.0,0.0,-0.5015696936,1.0,0.4389341632,2.0,0.0626355304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-1.6425185767,0.702530929474405,3.0,3.0,-2.0319465202,4.0,-2.0640911572,5.0,-0.8315180527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-2.2415805431333333,0.15882318037371915,3.0,6.0,-2.3719288941,7.0,-2.2881282687,8.0,-2.0646844666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-4.761902512518375e-12,0.33606968809001425,21.0,9.0,0.11210409310000001,10.0,0.24793225530000002,11.0,-0.093937851,12.0,0.181345694,13.0,0.19663329840000002,14.0,-0.15664144130000002,15.0,-0.25408398600000004,16.0,0.0320968378,17.0,0.023936327900000002,18.0,-0.9672893319,19.0,-0.8415650990000001,20.0,0.32010851090000003,21.0,0.0982854514,22.0,0.08913664810000001,23.0,0.0310135178,24.0,0.3458010533,25.0,0.26445185660000003,26.0,0.0217865849,27.0,0.047201343400000005,28.0,0.0763244324,29.0,0.2253598038
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,-2.957324002219048,0.48478222561153217,21.0,30.0,-3.1011694179,31.0,-2.9586647228,32.0,-2.8750456533,33.0,-3.1207931261,34.0,-1.9136945533,35.0,-2.9372619674,36.0,-2.4759641053,37.0,-2.8386098872,38.0,-3.0842267214,39.0,-2.5640302954000003,40.0,-2.4862117571,41.0,-3.2407580966,42.0,-2.7665536793000003,43.0,-3.4430568163,44.0,-3.5060795857000002,45.0,-2.738556247,46.0,-4.4044670668,47.0,-2.9676914805,48.0,-2.7607871229,49.0,-2.7559273685,50.0,-3.1642543758
5,WT_vs_Del_ccpA__THY_None_WT_exponential,-3.333333262189875e-11,0.03313821360331048,3.0,51.0,-0.0362633688,52.0,0.007554952100000001,53.0,0.0287084166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.26336156844999997,0.2950647328051909,4.0,54.0,-0.6848879508,55.0,-0.24924536700000002,56.0,-0.0721925006,57.0,-0.047120455400000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,-2.499999952063417e-11,0.021300890927704513,4.0,58.0,0.028454280000000002,59.0,-0.0231571018,60.0,-0.0034411798,61.0,-0.0018559985000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,0.052575678575,0.06675496378345352,4.0,62.0,0.1462388601,63.0,-0.0071918164,64.0,0.050615693,65.0,0.0206399776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.0022815203750000002,0.04223872034789804,4.0,66.0,-0.0584857625,67.0,0.0266191274,68.0,0.0347052651,69.0,0.0062874515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.004961070075000004,0.07893383942557486,4.0,70.0,0.0473592096,71.0,0.08531706110000001,72.0,-0.0945124334,73.0,-0.018319557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,1.6666631038238695e-11,1.2566884840950352,6.0,74.0,1.1434584558,75.0,1.0427889391,76.0,1.0666603927,86.0,-1.8085909809,88.0,-0.5646267078,90.0,-0.8796900988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-1.6496110052833337,1.6934982289903173,6.0,77.0,-0.2459550892,78.0,-0.1388759104,79.0,0.05495681400000001,87.0,-3.1543572473,89.0,-3.3912952972,91.0,-3.0221393016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,-1.0545713731666666,0.5029465025058812,3.0,80.0,-1.1690733507,82.0,-0.504246194,84.0,-1.4903945748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-5.433224475166667,0.20923386919270542,3.0,81.0,-5.4516328728,83.0,-5.2153946303,85.0,-5.6326459224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,3.33333360913457e-11,0.18434391481286222,3.0,92.0,-0.2128600213,93.0,0.10722839470000001,94.0,0.10563162670000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,-0.328003667,0.12360488740454852,3.0,95.0,-0.4627337938,96.0,-0.3014309177,97.0,-0.21984628950000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,0.022341388366666673,0.08627358695785883,3.0,98.0,0.0280301677,99.0,0.10562980400000001,100.0,-0.0666358066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,WT_vs_Del_fabT__THY_40°C_Del_fabT_mid-exponential_OD1.0,-0.1608447174333333,0.10155176689487688,3.0,101.0,-0.2571927596,102.0,-0.170554653,103.0,-0.0547867397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
