,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,12.120866666666666,0.16762315870229066,3.0,0.0,12.0435,1.0,12.3132,2.0,12.0059,,,,,,,,,,
1,LB__LBtran,12.467233333333334,0.09554058474456477,3.0,3.0,12.5142,4.0,12.3573,5.0,12.5302,,,,,,,,,,
2,LB__LBstat,12.312666666666667,0.11430968171302582,3.0,6.0,12.4439,7.0,12.2593,8.0,12.2348,,,,,,,,,,
3,LB__LBGexp,11.566233333333335,0.16475807516881594,3.0,9.0,11.4566,10.0,11.7557,11.0,11.4864,,,,,,,,,,
4,LB__LBGtran,12.52665,0.22012234098337172,2.0,12.0,12.371,13.0,12.6823,,,,,,,,,,,,
5,LB__LBGstat,12.149866666666668,0.2848371523051958,3.0,14.0,12.4715,15.0,11.9295,16.0,12.0486,,,,,,,,,,
6,Life Cycle__S0,11.396333333333333,0.17942085534667673,3.0,17.0,11.2009,18.0,11.4345,19.0,11.5536,,,,,,,,,,
7,Life Cycle__S1,11.704,0.09213799433458482,3.0,20.0,11.7491,21.0,11.598,22.0,11.7649,,,,,,,,,,
8,Life Cycle__S2,11.218766666666667,0.11075460863247825,3.0,23.0,11.1516,24.0,11.1581,25.0,11.3466,,,,,,,,,,
9,Life Cycle__S3,11.4321,0.03337544007200514,2.0,26.0,11.4085,27.0,11.4557,,,,,,,,,,,,
10,Life Cycle__S4,11.739033333333333,0.25460460194845924,3.0,28.0,11.9098,29.0,11.8609,30.0,11.4464,,,,,,,,,,
11,Life Cycle__S5,11.927633333333333,0.16617488779395426,3.0,31.0,11.7449,32.0,12.0697,33.0,11.9683,,,,,,,,,,
12,Life Cycle__S6,10.875125,0.8844376675928851,8.0,34.0,11.5037,35.0,9.8538,36.0,11.5856,37.0,11.3408,38.0,9.2399,39.0,10.6455,40.0,11.3694,41.0,11.4623
13,Life Cycle__S7,10.987033333333335,0.1490298739626834,3.0,42.0,11.089,43.0,10.816,44.0,11.0561,,,,,,,,,,
14,Life Cycle__S8,10.399650000000001,0.2000405083976741,2.0,45.0,10.5411,46.0,10.2582,,,,,,,,,,,,
15,Life Cycle__G135,10.561250000000001,1.349796134607001,2.0,47.0,11.5157,48.0,9.6068,,,,,,,,,,,,
