,A,SigM
heatshock:wt_37C:3,3.617322991521017,0.3718072914086683
heatshock:wt_48C:1,-0.4718633520666271,0.3581721607094588
heatshock:wt_48C:2,0.9664068190375036,0.6086794894816752
heatshock:wt_48C:3,5.023507440166567,1.1829139876587351
heatshock:wt_53C:1,16.040632072177516,0.5050983666724047
heatshock:wt_53C:2,16.637900768061396,0.13079774889818552
heatshock:wt_48_53C:1,14.865478025887425,2.783933200531563
heatshock:wt_48_53C:2,16.066273067161585,3.0031750896240683
heatshock:wt_48_53C:3,15.834902071854104,3.5623617842277437
heatshock:delrelA_37C:1,-4.576440320781268,0.17352782957973467
heatshock:delrelA_37C:2,-0.2853196431824317,0.6054803722206596
heatshock:delrelA_48C:1,-0.09589523417991236,0.9750362099597788
heatshock:delrelA_48C:2,3.64142907270544,1.2314762277985858
heatshock:delrelA_48C:3,0.4066003852290958,0.5822675538293218
heatshock:ppGpp_null_37C:1,2.7908616344896604,0.508912441671157
heatshock:ppGpp_null_37C:2,-3.070775975575589,-0.2235524388666388
heatshock:ppGpp_null_37C:3,3.4977654554969644,0.2253024768585297
heatshock:ppGpp_null_48C:1,11.202488263787238,2.23451782360595
heatshock:ppGpp_null_48C:2,3.344593187398465,0.9029197866536602
heatshock:ppGpp_null_48C:3,8.488667235925037,1.598929989035411
ldar:yfiJKplus:1,-13.855412255671276,-1.9773579915113269
ldar:yfiJKplus:2,-12.480646190980456,-1.9245455285416675
ldar:yfiJ_A152E:1,-11.653154721000679,-1.6557682390616044
ldar:yfiJ_A152E:2,-12.804148515301142,-1.815956361595143
ldar:wt:1,-0.2326415333620813,-0.060450827654496386
ldar:wt:2,0.34071345199057645,0.06864555178700371
ldar:wt:3,-0.10807191862848116,-0.008194724132503772
mk7:shake:1,-0.4557037383339401,-0.4085696203895601
mk7:shake:2,0.2261198686930665,0.12841549913188288
mk7:shake:3,0.024109190995011374,0.13810062633283504
mk7:shake:4,0.20547467864585964,0.14205349492484487
mk7:static:1,0.4337559101248909,0.9171157675429624
mk7:static:2,0.2338462737840039,1.0393412170601437
mk7:static:3,0.5890968304231928,0.6449567824655738
mk7:static:4,0.5223945836197579,0.6508443487937905
nusA:nusA_induced:1,-2.2626146144438053,0.18343340011983766
nusA:nusA_induced:2,-3.732569293934185,-0.014346876646297526
nusA:nusA_induced:3,-2.964904255422495,0.3597420715680117
nusA:nusA_induced:4,-2.5313300565750394,-0.1330062598135182
nusA:nusA_induced:5,-1.232873467408633,-0.3640141377857296
nusA:nusA_induced:6,-1.2984668895427478,-0.3568772340455455
nusA:no_nusA:1,0.5664560062118557,0.19530235549540986
nusA:no_nusA:2,-0.5775197941635845,0.06678293584845196
nusA:no_nusA:3,0.25029324907954115,0.02519292810926199
nusA:no_nusA:4,-0.5017255814217207,0.1709982999053814
nusA:no_nusA:5,0.7180652547353625,-0.1713161131074541
nusA:no_nusA:6,-0.4555691344414704,-0.28696040625105196
pamR:wt_exp:1,2.675944984573732,0.3092667099303705
pamR:wt_exp:2,-2.6759449845737184,-0.3092667099303705
pamR:delydhC_exp:1,-3.88752817616886,-0.5065432492012434
pamR:delydhC_exp:2,1.2319433768524954,0.2441795601507524
pamR:delydhC_exp:3,-3.408319886177652,-0.600257029816623
pamR:wt_stat:1,-17.50911606357215,-3.6020094151772923
pamR:wt_stat:2,-18.503206740448235,-3.949869131362292
pamR:wt_stat:3,-15.420786451109734,-3.4485830883856075
pamR:delydhC_stat:1,-17.38570079528375,-3.025033691734242
pamR:delydhC_stat:2,-17.614254579268962,-3.2560613293351914
rho_strains:ncib3610:1,-0.9907417192880098,-0.048684405009050025
rho_strains:ncib3610:2,0.9907417192880223,0.04868440500905091
rho_strains:ncib3610_delrho:1,-1.0879433781194487,-0.05990503646668355
rho_strains:ncib3610_delrho:2,1.416401766488027,0.2703606929635161
rnase_j1:delrnjA:1,0.2558636987378069,-1.5362927733508511
rnase_j1:delrnjA:2,1.5682402920275813,-1.6833590721127558
rnase_j1:delrnjA:3,1.0369181144964488,-1.8611241632792348
rnase_j1:wt:1,-2.552946015902668,-0.5078205002412446
rnase_j1:wt:2,1.2295139501995878,0.22747891979965476
rnase_j1:wt:3,1.323432065703087,0.28034158044158985
sigI:delrsgI_37C:1,-1.3230444082246506,-0.2924931481304611
sigI:delrsgI_37C:2,-2.4269381419567373,-0.9876906484057192
sigI:delrsgI_37C:3,-2.1450674724127032,-0.7088844566688142
sigI:delrsgI_52C:1,0.8650149178677126,0.08132043535421117
sigI:delrsgI_52C:2,-0.039763845086561216,0.17987758879232896
sigI:delrsgI_52C:3,6.800275718029474,1.1462934487973362
sigI:delrsgI_sigI_37C:1,4.860515158368073,0.33808109266056263
sigI:delrsgI_sigI_37C:2,-0.2476327298408088,-0.4729707630985631
sigI:delrsgI_sigI_37C:3,0.4494046195877075,-0.2828105454110803
sigI:delrsgI_sigI_52C:1,2.2412255173047173,0.2811411191290212
sigI:delrsgI_sigI_52C:2,6.135084301041776,0.8242437164081586
sigI:delrsgI_sigI_52C:3,1.7889573629628257,0.5482020978993507
sigI:wt_37C:1,5.3701811902103485,0.5006019372575174
sigI:wt_37C:2,-2.80641689481584,-0.08966846991387101
sigI:wt_37C:3,-2.563764295394512,-0.4109334673436456
sigI:wt_52C:1,-0.16372843043648092,0.2812457692500985
sigI:wt_52C:2,7.092797752140276,1.4727265189660599
sigI:wt_52C:3,0.7219983336673659,0.043226365745086426
spbeta:spbeta_nopep_20m:1,4.172249207002895,0.3813913503533373
spbeta:spbeta_pep_20m:1,4.563921638522947,0.2386296915012069
spbeta:spbeta_nopep_20m:2,3.035963935496935,0.10442190008025776
spbeta:spbeta_pep_20m:2,2.258724150081556,-0.1442340633912096
spbeta:phi3T_pep_10m:1,2.590634052700309,0.0974817502276082
spbeta:phi3T_pep_20m:1,12.273672552658258,1.329229472917696
spbeta:phi3T_nopep_10m:1,3.7407862987377816,0.10617753120795648
spbeta:phi3T_nopep_20m:1,12.37005661680191,1.321348555483313
spbeta:phi3T_pep_10m:2,-1.997658170857524,-0.2354164644339747
spbeta:phi3T_pep_20m:2,6.324014791306378,0.5613957894862907
spbeta:phi3T_nopep_10m:2,-1.4483194354470177,-0.15022986120007964
spbeta:phi3T_nopep_20m:2,7.095841245952682,0.5414909249197972
spbeta:phi3T_pep_10m:3,-0.5929758818427869,0.1379347142063656
spbeta:phi3T_pep_20m:3,0.9519632288279202,0.12868775649380734
spbeta:phi3T_nopep_10m:3,-0.4107690442139238,0.3036932720731977
spbeta:phi3T_nopep_20m:3,-0.0107075469116814,0.016346209796539668
spore_genes:wt_0h:1,-0.2479598883851529,0.24421815836234104
spore_genes:delyphF_0h:1,0.0783863017995816,-0.11475233744966662
spore_genes:delyphF_0h:2,0.4750534146281625,-0.4044883121945437
spore_genes:delyphF_0h:3,-0.9875521851538696,-0.39541506682975397
spore_genes:delygaB_0h:1,-0.2615661383063597,-1.0675258545494932
spore_genes:delygaB_0h:2,-0.40590945033998416,-1.2486673515215363
spore_genes:delygaB_0h:3,-0.5172795273998081,-1.2670163991368175
spore_genes:wt_3h:1,5.514516940395696,-0.2301627115753941
spore_genes:wt_3h:2,5.692116888136786,-0.265701488465659
spore_genes:wt_3h:3,3.9619681133803697,-0.4537570419848329
spore_genes:delyizD_3h:1,4.7502792505667,-0.27270464845201925
spore_genes:wt_0h:2,-0.04848031663819627,-0.13601620550038973
spore_genes:delyizD_3h:2,4.66224975862094,0.25730528592791035
spore_genes:delyizD_3h:3,4.670965108539831,0.10782678750873932
spore_genes:delykzB_3h:1,2.706665671972741,-0.23468184567559905
spore_genes:delykzB_3h:2,2.9104104452824515,-0.2234221212302323
spore_genes:delykzB_3h:3,2.4761213283452728,-0.1389382838620552
spore_genes:delyphF_3h:1,6.369103062202464,-0.8159514875901871
spore_genes:delyphF_3h:2,5.1266831716615116,-0.5889297673624228
spore_genes:delyphF_3h:3,7.273662179389242,-0.5040599492953097
spore_genes:delygaB_3h:1,3.9088558662388726,-0.4490332201464256
spore_genes:delygaB_3h:2,4.3443776366802185,-0.6286500829023325
spore_genes:wt_0h:3,0.2964402050233477,-0.10820195286195487
spore_genes:delygaB_3h:3,4.119315246869213,-0.5001262413538736
spore_genes:delyizD_0h:1,0.6938453483526722,-0.05135510905016094
spore_genes:delyizD_0h:2,-0.08882906539543824,-0.3099821988014275
spore_genes:delyizD_0h:3,-1.9845444743379548,-1.2593216237907328
spore_genes:delykzB_0h:1,0.4321392806815293,-0.3573851393163947
spore_genes:delykzB_0h:2,-2.2196655499619373,-1.0976985319300638
spore_genes:delykzB_0h:3,0.5733829195872286,-0.3823536677588537
swarming:comIQ12L:1,-3.4148546105007833,-0.6147181811372809
swarming:comIQ12L:2,1.2753320815105518,0.15369936152835614
swarming:comIQ12L:3,2.1395225289902307,0.4610188196089258
swarming:comIQ12L_delefp:1,-2.7047182600329442,-0.4681885168080768
swarming:comIQ12L_delefp:2,-2.4905023518268092,-0.204679115400487
swarming:comIQ12L_delefp:3,-3.8632824974245694,-0.21468402840500467
swarming:comIQ12L_delefp_fliYS164A:1,0.2038724342241533,0.023414517096647103
swarming:comIQ12L_delefp_fliYS164A:2,-1.858579888332428,-0.2312551152971132
swarming:comIQ12L_delefp_fliYS164A:3,-1.874683498739612,-0.06766280087362464
swarming:comIQ12L_delefp_nusGN21S:1,-4.473520483586157,-0.24059886290776955
swarming:comIQ12L_delefp_nusGN21S:2,-3.2934290888782782,-0.18898276068985886
swarming:comIQ12L_delefp_nusGN21S:3,-3.810773025905769,-0.1711048040781611
synant49:ctrl:1,-0.39350518964429604,0.13312371743235207
synant49:ctrl:2,0.570967327160795,-0.14860323102504225
synant49:ctrl:3,-0.17746213751648973,0.015479513592689287
synant49:synant49:1,6.015956486994193,1.069579288597062
synant49:synant49:2,5.380450077945981,0.8508027791718701
synant49:synant49:3,6.435553150885602,1.176709614442542
tasA:wt_72h:1,-5.034293727737858,-2.0060711615536384
tasA:wt_72h:2,-5.150284774978399,-1.8049810129661648
tasA:deltasA_72h:1,-6.390881689623986,-1.948976472860532
tasA:deltasA_72h:2,-6.395632060431086,-2.024338247844425
tasA:wt_24h:1,-0.6501593633200404,-0.13480794117301276
tasA:wt_24h:2,0.6501593633200403,0.13480794117301365
tasA:wt_48h:1,8.433562710948465,-0.2193727460762398
tasA:wt_48h:2,10.166370183252738,-0.3781088494665825
tasA:deltasA_24h:1,2.864439540005789,-0.7439562500936203
tasA:deltasA_24h:2,3.9402690611452407,-0.5566811804784857
tasA:deltasA_48h:1,1.0558313340661798,-0.9070178732036284
tasA:deltasA_48h:2,-0.02913069624858375,-1.0890497192173374
yacP:wt:1,0.29946925999546264,0.030610954943359307
yacP:delyacP:1,-1.5932095120669487,-0.36333761735514347
yacP:yacP_induced:1,4.994168842063321,0.3981006158715825
yacP:yacP_no_induce:1,5.561728296523238,0.5708894124603363
yacP:wt:2,-0.03410156592614843,-0.1302348573240124
yacP:delyacP:2,-1.215070959672325,-0.03496993183830188
yacP:yacP_induced:2,4.5632512286851865,0.5142644094205515
yacP:yacP_no_induce:2,5.983168681913113,0.6379308803502886
yacP:wt:3,-0.26536769406931066,0.09962390238065401
yacP:delyacP:3,-1.6612248903508535,0.03206968762910467
yacP:yacP_induced:3,4.792703159443153,0.312014912194873
yacP:yacP_no_induce:3,4.7460861522659625,0.4051997639261229
yonO:wt:1,3.143634908471047,0.05345104370469489
yonO:wt:2,-1.4861819312190965,0.14338655190638372
yonO:wt:3,-1.657452977251958,-0.19683759561107728
yonO:wt_mmc:1,-3.36826428073758,-1.8461914320421229
yonO:wt_mmc:2,-3.4388645772789967,-1.36011736546561
yonO:wt_mmc:3,-3.9490635493197903,-2.0516186762749116
yonO:delyonO:1,0.1746254442426207,0.10737707125811502
yonO:delyonO:2,-0.4739413278991465,-0.11717899207376935
yonO:delyonO:3,8.997793881872393,0.2156736884870214
yonO:delyonO_mmc:1,-2.06506930757065,-1.5241894956260265
yonO:delyonO_mmc:2,-2.582865318434705,-1.503152703723654
yonO:delyonO_mmc:3,-3.721114712741064,-2.2505409958091853
yydF:ctrl:1,0.9844471668643132,0.01975205764777144
yydF:ctrl:2,-0.209711827652987,0.027391236992526657
yydF:ctrl:3,-0.7747353392113362,-0.04714329464029987
yydF:yydF:1,9.785137675009707,1.3702513646265668
yydF:yydF:2,9.462210484273974,1.2653740406441552
yydF:yydF:3,9.101088854156163,1.012377689535958
