,A,SigM
R2,,0.5826462094698243
xmin,,-3.949869131362292
xmid,,
xmax,,3.5623617842277437
ystart,,-15.598256211735663
yend,,16.17258569301461
amb:ctrl:1,-0.3935796148254526,0.13312362438648415
amb:ctrl:2,0.5709285771270346,-0.1486032318325563
amb:ctrl:3,-0.1773489623015692,0.015479607446073018
amb:amb:1,2.1607188426769453,0.10599305405861248
amb:amb:2,-0.2258232778670037,0.10857813776374314
amb:amb:3,-0.1272105620786288,0.04987618171745467
ave1:ctrl_5m:1,0.2779578017678295,0.02974637198344077
ave1:vdave1_5m:1,3.791242954830375,0.2234590616537675
ave1:ctrl_20m:1,7.094648755086805,0.4531092496781852
ave1:vdave1_20m:1,8.433864098649153,0.47083338841748995
ave1:supernatant_5m:1,0.07558467609414593,-0.23674477635148605
ave1:vnave1_20m:1,7.546035323054287,0.29100663899166257
ave1:supernatant_20m:1,5.1495820702456845,0.3685795352650434
ave1:ctrl_5m:2,-0.27795780176783674,-0.02974637198344077
ave1:vdave1_5m:2,4.263208864000877,0.3330439353169208
ave1:ctrl_20m:2,5.909392041248366,0.5000362258368627
ave1:vdave1_20m:2,9.694492787734992,0.9561832992356464
ave1:supernatant_5m:2,-0.02131806687055636,-0.2113055829260011
ave1:vnave1_20m:2,8.550618329273389,0.504143331178355
ave1:supernatant_20m:2,6.213571404405701,0.4647346481426302
biofilm_time:8h:1,0.6241488101928734,-0.03079699682892478
biofilm_time:8h:2,-0.045826098550681975,0.011513596570140729
biofilm_time:8h:3,-0.6103714791500202,0.055984871582125166
biofilm_time:8h:4,0.032048767507850615,-0.03670147132334023
biofilm_time:12h:1,2.92401965978914,-0.1359783016627958
biofilm_time:12h:2,1.906609966063962,-0.5178340143561844
biofilm_time:12h:3,0.6624318914842651,-0.4598480277688735
biofilm_time:12h:4,-0.6337742742979974,-0.5570410783638255
biofilm_time:16h:1,-2.907802140822396,-1.3203191874434808
biofilm_time:16h:2,-1.6159436991941285,-1.3152037343446148
biofilm_time:16h:3,-4.372780779431315,-1.3602397240652184
biofilm_time:16h:4,-4.807014398209798,-1.4098044785946913
biofilm_time:20h:1,-6.959612779165039,-1.1880671773109155
biofilm_time:20h:2,-4.946523016746254,-1.5962982540953607
biofilm_time:20h:3,-7.263668393209739,-1.2462268521338205
biofilm_time:20h:4,-5.291924644899119,-1.5194846726320188
biofilm_time:24h:1,-7.026684269723322,-1.5118017085915607
biofilm_time:24h:2,-4.263670551679939,-1.4251086727062363
biofilm_time:24h:3,-6.614459115217304,-1.6487950256815769
biofilm_time:24h:4,-4.785448548090511,-1.8137815736635008
biofilm_time:28h:1,-5.607676209062577,-0.1320433874086131
biofilm_time:28h:2,-1.7196929715387264,-1.1611033658068646
biofilm_time:28h:3,-1.9696084154415885,-1.275104220313855
biofilm_time:28h:4,-5.435267061188283,-0.9346065360510759
biofilm_time:32h:1,-4.526079153715949,-2.204324294220206
biofilm_time:32h:2,-6.212633630098837,-1.3548432852980603
biofilm_time:32h:3,-6.652670027921612,-0.7002464591844291
biofilm_time:32h:4,-5.819537511841526,-1.2663075772555228
codY:wt:1,-1.1038043950474437,-0.536198426957541
codY:wt:2,1.103804395047452,0.5361984269575419
codY:ctrl:1,-0.4272533776603595,-0.5363328512952927
codY:ctrl:2,-0.3769537924210513,0.19686140305347435
codY:codYR61K:1,0.21270401737268935,-0.5581020901120688
codY:codYR61K:2,0.41681064199517615,0.4844941524359427
codY:codYR61H:1,-1.0170906336964418,-0.5712257989105325
codY:codYR61H:2,0.034490525497803806,0.3393366861217908
codY:codYF71Y:1,1.6313900685080502,0.6047431571017903
codY:codYF71Y:2,1.8169246178140088,0.5210893129211485
decay:wt:1,0.3773564415864829,0.17424245826170104
decay:wt:2,0.28546468897454275,0.002985890894159127
decay:wt:3,-0.6628211305610486,-0.1772283491558575
decay:delpnpA:1,-10.520656651477161,-0.6502761916757658
decay:delpnpA:2,-9.840630083690424,-0.32522665897965464
decay:delpnpA:3,-8.842606276156667,-0.2374721996813092
ecm_tasA:deltasA:1,1.4166009626958411,0.4241664952264834
ecm_tasA:deltasA:2,1.0504594154441709,0.4566956908685764
ecm_tasA:deltasA:3,0.5776864652019486,0.5965382754089443
ecm_tasA:delcssRS:1,-1.7675047501501289,0.6970236617254201
ecm_tasA:delcssRS:2,-1.0081957333796243,0.6150159926818803
ecm_tasA:delcssRS:3,-0.4704983013393017,0.4345950189711072
ecm_tasA:wt:1,0.12012710805186445,0.0067177432615048716
ecm_tasA:wt:2,-0.12012710805186964,-0.00671774326150576
heatshock:wt_37C:1,-1.889237927105038,-0.3056958514952539
heatshock:wt_37C:2,-1.7280850644159864,-0.0661114399134144
