,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,0.006468652746564906,,1.0,0.0,0.006468652746564906
1,Cr__2,0.007861342168875242,,1.0,1.0,0.007861342168875242
2,Cr__3,0.015599343304087585,,1.0,2.0,0.015599343304087585
3,Cr__4,0.02528224057521465,,1.0,3.0,0.02528224057521465
4,Cr__5,0.03523201526022983,,1.0,4.0,0.03523201526022983
5,Cr__6,0.035822223657098334,,1.0,5.0,0.035822223657098334
6,Fe__1,-0.021365232884362068,,1.0,6.0,-0.021365232884362068
7,Fe__2,-0.05623957477701296,,1.0,7.0,-0.05623957477701296
8,Fe__3,-0.09636576553832622,,1.0,8.0,-0.09636576553832622
9,Fe__4,-0.12730008221722386,,1.0,9.0,-0.12730008221722386
10,Fe__5,-0.14505898602491651,,1.0,10.0,-0.14505898602491651
11,Fe__6,-0.15327416450490847,,1.0,11.0,-0.15327416450490847
12,Cd__1,0.003745036019743612,,1.0,12.0,0.003745036019743612
13,Cd__2,0.009635197072925678,,1.0,13.0,0.009635197072925678
14,Cd__3,0.01587481944807064,,1.0,14.0,0.01587481944807064
15,Cd__4,0.024643485678844498,,1.0,15.0,0.024643485678844498
16,Cd__5,0.02654259936878139,,1.0,16.0,0.02654259936878139
17,Cd__6,0.026319204309774046,,1.0,17.0,0.026319204309774046
18,Zn__1,0.06138013551888575,,1.0,18.0,0.06138013551888575
19,Zn__2,0.11889588976439384,,1.0,19.0,0.11889588976439384
20,Zn__3,0.1760868337638523,,1.0,20.0,0.1760868337638523
21,Zn__4,0.2283501251570897,,1.0,21.0,0.2283501251570897
22,Zn__5,0.2636330720042185,,1.0,22.0,0.2636330720042185
23,Zn__6,0.2852447816287311,,1.0,23.0,0.2852447816287311
24,Cu__1,-0.0025263052115127443,,1.0,24.0,-0.0025263052115127443
25,Cu__2,0.0030253756384498783,,1.0,25.0,0.0030253756384498783
26,Cu__3,0.008143441838792825,,1.0,26.0,0.008143441838792825
27,Cu__4,0.010349376292985813,,1.0,27.0,0.010349376292985813
28,Cu__5,0.01964649699334459,,1.0,28.0,0.01964649699334459
29,Cu__6,0.029657254516966505,,1.0,29.0,0.029657254516966505
30,Pb__1,-0.00021493475463364264,,1.0,30.0,-0.00021493475463364264
31,Pb__2,0.0018634662700193808,,1.0,31.0,0.0018634662700193808
32,Pb__3,0.00734793969209684,,1.0,32.0,0.00734793969209684
33,Pb__4,0.009388721505049456,,1.0,33.0,0.009388721505049456
34,Pb__5,0.017024941340186076,,1.0,34.0,0.017024941340186076
35,Pb__6,0.02613688983720546,,1.0,35.0,0.02613688983720546
