,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,Control__wt_glc,0.0,0.14042150046048663,2.0,0.0,-0.0992929952,1.0,0.0992929952,,,,,,,,
1,Fur__wt_dpd,-1.6252105605,0.5088920049616487,2.0,2.0,-1.2653695729,3.0,-1.9850515481,,,,,,,,
2,Fur__wt_fe,0.74369838645,0.27751869416484864,2.0,4.0,0.939933737,5.0,0.5474630359,,,,,,,,
3,Fur__delfur_dpd,-0.8058050981,0.4314379993472532,2.0,6.0,-1.1108778331,7.0,-0.5007323631,,,,,,,,
4,Fur__delfur_fe2,0.9750934155000001,0.4996692393574826,2.0,8.0,1.3284129230000001,9.0,0.621773908,,,,,,,,
5,Acid__wt_ph5,0.84789399275,0.3823976363177666,2.0,10.0,1.1182899545,11.0,0.5774980310000001,,,,,,,,
6,Acid__delgadx_ph5,0.7444206706500001,0.20830446089462873,2.0,12.0,0.5971271738,13.0,0.8917141675,,,,,,,,
7,Acid__delgadw_ph5,0.45486548010000005,0.5105917476765796,2.0,14.0,0.0938225929,15.0,0.8159083673,,,,,,,,
8,Acid__delgade_ph5,0.96268380425,0.29362995614551174,2.0,16.0,0.7550560711000001,17.0,1.1703115374,,,,,,,,
9,Oxidative__wt_pq,-0.6537799563,0.25670448852916944,2.0,18.0,-0.8352974409,19.0,-0.4722624717,,,,,,,,
10,Oxidative__deloxyr_pq,0.9500372924,0.1279328805872877,2.0,20.0,1.0404994998,21.0,0.859575085,,,,,,,,
11,Oxidative__delsoxr_pq,-1.8835981664,0.013061169183673064,2.0,22.0,-1.8743625251,23.0,-1.8928338077,,,,,,,,
12,Oxidative__delsoxs_pq,-1.0132268094999999,0.02653882086735245,2.0,24.0,-0.9944610293,25.0,-1.0319925897,,,,,,,,
13,Nac/NtrC__wt_csn,-0.18210551695000002,0.20675489252793688,2.0,26.0,-0.035907730400000004,27.0,-0.32830330350000003,,,,,,,,
14,Nac/NtrC__wt_cytd,-1.3568815745,0.015032401587442542,2.0,28.0,-1.3462520614,29.0,-1.3675110876,,,,,,,,
15,Nac/NtrC__wt_gln,-1.6491466837000002,0.39372321805884636,2.0,30.0,-1.9275510411,31.0,-1.3707423263,,,,,,,,
16,Nac/NtrC__bw_delnac_csn,2.34297078045,0.9538694511148494,2.0,32.0,1.6684832232,33.0,3.0174583377,,,,,,,,
17,Nac/NtrC__bw_delnac_cytd,1.6723659988000001,0.17565087141659408,2.0,34.0,1.5481620765000002,35.0,1.7965699211000001,,,,,,,,
18,Nac/NtrC__bw_delnac_gln,-0.07426815870000002,0.2500515039656415,2.0,36.0,0.1025449554,37.0,-0.25108127280000003,,,,,,,,
19,Nac/NtrC__bw_delnac_nh4,1.704928132,0.19448637682307698,2.0,38.0,1.5674054961000001,39.0,1.8424507679,,,,,,,,
20,Misc__wt_no_te,3.70204461945,2.542159417186761,2.0,40.0,5.4996227822,41.0,1.9044664567,,,,,,,,
21,Misc__bw_delcbl,3.2268693471,0.29151807574819183,2.0,42.0,3.4330037553,43.0,3.0207349389,,,,,,,,
22,Misc__bw_delfabr,3.24968439445,0.06827250555989776,2.0,44.0,3.2979603461,45.0,3.2014084428,,,,,,,,
23,Misc__bw_delfadr,2.00027789355,0.301613186896782,2.0,46.0,2.2135506233,47.0,1.7870051638,,,,,,,,
24,Misc__nitr_031,1.1461602306,,1.0,48.0,1.1461602306,,,,,,,,,,
25,Omics__wt_glu,1.1198370472,0.3923314095990992,2.0,49.0,0.8424168470000001,50.0,1.3972572474,,,,,,,,
26,Omics__wt_gly,0.7124946591000001,0.24464024699313827,2.0,51.0,0.8854814367,52.0,0.5395078815000001,,,,,,,,
27,Omics__wt_thr,-0.33575340895000005,0.06377656748578492,2.0,53.0,-0.2906565656,54.0,-0.3808502523,,,,,,,,
28,Omics__bw_ac,-6.22700838095,0.4400902028231327,2.0,55.0,-5.9158176142,56.0,-6.5381991477,,,,,,,,
29,Omics__bw_fum,-6.407330492,0.3627264105282769,2.0,57.0,-6.1508441874,58.0,-6.6638167966,,,,,,,,
30,Omics__bw_glc,-2.8597143574499997,0.30709236911237126,2.0,59.0,-3.0768614541,60.0,-2.6425672608,,,,,,,,
31,Omics__bw_pyr,-4.41513793825,0.024329351531790225,2.0,61.0,-4.4323413877,62.0,-4.3979344888,,,,,,,,
32,OmpR__wt_nacl,-5.3878470834000005,0.2830330308304613,2.0,63.0,-5.5879816588,64.0,-5.187712508,,,,,,,,
33,OmpR__bw_delompr_nacl,-0.9222465146500001,0.1604623270047048,2.0,65.0,-1.0357105142,66.0,-0.8087825151,,,,,,,,
34,MinSpan__wt_ade,0.3165498449,,1.0,67.0,0.3165498449,,,,,,,,,,
35,MinSpan__wt_glc,-3.0200080007,0.4814812979318935,4.0,68.0,-2.3919293331,69.0,-3.0053235955,70.0,-3.5584172916,71.0,-3.1243617826,,,,
36,MinSpan__wt_glc_anaero,-1.6538188125,0.49403929108669975,2.0,72.0,-2.0031573454,73.0,-1.3044802796,,,,,,,,
37,MinSpan__wt_trp,-16.6019224988,,1.0,74.0,-16.6019224988,,,,,,,,,,
38,MinSpan__bw_delcra_glc,-1.2680146604,0.07016809500361776,2.0,75.0,-1.3176309962000001,76.0,-1.2183983246,,,,,,,,
39,MinSpan__bw_delcra_trp,-13.2376176939,,1.0,77.0,-13.2376176939,,,,,,,,,,
40,MinSpan__bw_delmntr,-1.7635793487,,1.0,78.0,-1.7635793487,,,,,,,,,,
41,MinSpan__bw_delnac_ade,3.053912554,,1.0,79.0,3.053912554,,,,,,,,,,
42,MinSpan__bw_delnac_glc,-4.2886626549999995,,1.0,80.0,-4.2886626549999995,,,,,,,,,,
43,Cra/Crp__wt_ac,-3.4583195942,0.28165611418094694,2.0,81.0,-3.6574805425,82.0,-3.2591586459,,,,,,,,
44,Cra/Crp__wt_fru,-2.57174380045,0.34609469766269574,2.0,83.0,-2.3270178928,84.0,-2.8164697081,,,,,,,,
45,Cra/Crp__delcra_ac,3.45215598505,0.4680199583076719,2.0,85.0,3.1212158988,86.0,3.7830960713,,,,,,,,
46,Cra/Crp__delcra_fru,-0.0086097973,0.16427132180105,2.0,87.0,0.10754756830000001,88.0,-0.1247671629,,,,,,,,
47,Cra/Crp__delcra_glc,1.2980429129000002,0.35594940042527834,2.0,89.0,1.0463486781,90.0,1.5497371477000002,,,,,,,,
48,RpoB Knock-in__wt_031,-5.1508933994,,1.0,91.0,-5.1508933994,,,,,,,,,,
49,RpoB Knock-in__wt_044,-1.5207688087,,1.0,92.0,-1.5207688087,,,,,,,,,,
50,RpoB Knock-in__wt_lb,-4.50355101095,0.024738945114691314,2.0,93.0,-4.5210440868,94.0,-4.4860579351,,,,,,,,
51,RpoB Knock-in__rpoBE546V_031,-3.4965594034,,1.0,95.0,-3.4965594034,,,,,,,,,,
52,RpoB Knock-in__rpoBE546V_044,-3.6844367722999998,,1.0,96.0,-3.6844367722999998,,,,,,,,,,
53,RpoB Knock-in__rpoBE546V_lb,-15.529656166350001,0.5089712473780572,2.0,97.0,-15.1697591459,98.0,-15.8895531868,,,,,,,,
54,RpoB Knock-in__rpoBE546V_glc,-1.4574747628,,1.0,99.0,-1.4574747628,,,,,,,,,,
55,RpoB Knock-in__rpoBE672K_glc,0.7716910738,0.21616576699138576,2.0,100.0,0.9245433535,101.0,0.6188387941,,,,,,,,
56,RpoB Knock-in__rpoBE672K_lb,7.6412585695,0.11206612142373755,2.0,102.0,7.7205012839,103.0,7.5620158551,,,,,,,,
57,Crp ARs__wt_fru,-3.9587402892,,1.0,104.0,-3.9587402892,,,,,,,,,,
58,Crp ARs__wt_glyc,-4.332957694,0.2091360261767677,2.0,105.0,-4.1850761917,106.0,-4.4808391963,,,,,,,,
59,Crp ARs__delar1_glyc,1.93077358115,1.7023456013674283,2.0,107.0,0.7270334625,108.0,3.1345136998,,,,,,,,
60,Crp ARs__delar1ar2_glyc,-0.24760977586666666,0.21814160326597518,3.0,109.0,-0.180822594,110.0,-0.07066943390000001,111.0,-0.4913372997,,,,,,
61,Crp ARs__delar2_glyc,-4.350068892066667,1.1996558869906995,3.0,112.0,-2.9743370212,113.0,-5.1782758828,114.0,-4.8975937722000005,,,,,,
62,Crp ARs__delcrp_fru,0.25677709216666667,0.20311252120891013,3.0,115.0,0.3719803276,116.0,0.3760959571,117.0,0.022254991800000002,,,,,,
63,Crp ARs__delcrp_glc,0.4834661793333333,0.2746441323643078,3.0,118.0,0.6623764133000001,119.0,0.1672452237,120.0,0.620776901,,,,,,
64,Crp ARs__delcrp_glyc,-0.07374233803333334,0.26827667807335026,3.0,121.0,-0.38328916490000003,122.0,0.07064129770000001,123.0,0.0914208531,,,,,,
65,Glucose Evolution__glu_ale3,-1.2096323918,,1.0,124.0,-1.2096323918,,,,,,,,,,
66,Glucose Evolution__glu_ale4,1.1037848088,,1.0,125.0,1.1037848088,,,,,,,,,,
67,Glucose Evolution__glu_ale5,-0.4470621859,,1.0,126.0,-0.4470621859,,,,,,,,,,
68,Glucose Evolution__glu_ale6,2.873795294,,1.0,127.0,2.873795294,,,,,,,,,,
69,Glucose Evolution__glu_ale8,-4.0312119533,,1.0,128.0,-4.0312119533,,,,,,,,,,
70,Glucose Evolution__glu_ale9,0.9360470867,,1.0,129.0,0.9360470867,,,,,,,,,,
71,Glucose Evolution__glu_ale10,-0.603320421,,1.0,130.0,-0.603320421,,,,,,,,,,
72,42C Evolution__wt_42c,1.7308614399,,1.0,131.0,1.7308614399,,,,,,,,,,
73,42C Evolution__42c_ale1,-4.6063690186,,1.0,132.0,-4.6063690186,,,,,,,,,,
74,42C Evolution__42c_ale2,1.5619526978,,1.0,133.0,1.5619526978,,,,,,,,,,
75,42C Evolution__42c_ale3,0.8682271616,,1.0,134.0,0.8682271616,,,,,,,,,,
76,42C Evolution__42c_ale4,0.6919166106,,1.0,135.0,0.6919166106,,,,,,,,,,
77,42C Evolution__42c_ale5,-0.1591339004,,1.0,136.0,-0.1591339004,,,,,,,,,,
78,42C Evolution__42c_ale6,-2.2425048364,,1.0,137.0,-2.2425048364,,,,,,,,,,
79,42C Evolution__42c_ale8,0.785175468,,1.0,138.0,0.785175468,,,,,,,,,,
80,42C Evolution__42c_ale9,4.1361754304,,1.0,139.0,4.1361754304,,,,,,,,,,
81,42C Evolution__42c_ale10,-0.6833148285,,1.0,140.0,-0.6833148285,,,,,,,,,,
82,Substrate-switching Evolution__wt_ac,-7.1182617032,,1.0,141.0,-7.1182617032,,,,,,,,,,
83,Substrate-switching Evolution__wt_glc,-3.1657504998,,1.0,142.0,-3.1657504998,,,,,,,,,,
84,Substrate-switching Evolution__wt_glyc,-2.5166730059,,1.0,143.0,-2.5166730059,,,,,,,,,,
85,Substrate-switching Evolution__wt_xyl,-1.6105683922,,1.0,144.0,-1.6105683922,,,,,,,,,,
86,Substrate-switching Evolution__glc_ale1,0.7422383978,,1.0,145.0,0.7422383978,,,,,,,,,,
87,Substrate-switching Evolution__glc_ale2,-1.3499051882,,1.0,146.0,-1.3499051882,,,,,,,,,,
88,Substrate-switching Evolution__glc_ale3,2.3830186487000002,,1.0,147.0,2.3830186487000002,,,,,,,,,,
89,Substrate-switching Evolution__glyc_ale1,-3.5083202338,,1.0,148.0,-3.5083202338,,,,,,,,,,
90,Substrate-switching Evolution__glyc_ale2,-4.7876858245000005,,1.0,149.0,-4.7876858245000005,,,,,,,,,,
91,Substrate-switching Evolution__xyl_ale1,-5.2153137389,,1.0,150.0,-5.2153137389,,,,,,,,,,
92,Substrate-switching Evolution__xyl_ale2,-6.8425316211,,1.0,151.0,-6.8425316211,,,,,,,,,,
93,Substrate-switching Evolution__xyl_ale3,-2.578557287,,1.0,152.0,-2.578557287,,,,,,,,,,
