,-0.2617047613378334,-0.20936380907026672,-0.15702285680270006,-0.1046819045351334,-0.05234095226756674,-1.1102230246251565e-16,0.052340952267566576,0.10468190453513326,0.1570228568026999,0.20936380907026653,0.26170476133783316,0.3140457136053999,0.36638666587296653,0.41872761814053316,0.4710685704080999,0.5234095226756665,0.5757504749432332,0.6280914272107998,0.6804323794783664,0.7327733317459332
thresh,-0.07851142840135,0.07851142840135,1,,,,,,,,,,,,,,,,,
unreg,1,0,2,5,89,3738,80,7,0,0,0,0,0,0,1,0,0,0,0,0
unreg_genes,['ldhA'],[],['yafC' 'mqo'],['tusD' 'tusC' 'decR' 'hslJ' 'tusB'],[],[],[],['torI' 'yhfL' 'yjbE' 'mokB' 'fliS' 'tnaA' 'pspG'],[],[],[],[],[],[],['yheO'],[],[],[],[],[]
