,A,GlpR
ml_abx__lvx__1,2.2400427267,-0.406379769
ml_abx__lvx__2,0.6950241974,-0.2391315635
ml_abx__lvx__3,1.1755086599,-0.5854349571
ml_abx__mec__1,-0.21287542880000002,-0.0912131125
ml_abx__mec__2,-0.8519149228,-0.2227001577
ml_abx__mec__3,0.4863743994,-0.07408966410000001
ml_abx__mem__1,-0.1194968435,-0.09550166660000001
ml_abx__mem__2,-0.3147855015,0.11800990180000001
ml_abx__mem__3,-0.0683627206,-0.3465448557
ml_abx__nit__1,-3.8591975538,0.0048989299000000005
ml_abx__nit__2,-3.9598102273,-0.3312178843
ml_abx__nit__3,-3.882687754,-0.3072136321
ml_abx__ntx__1,-2.9577097215,-0.8686020316
ml_abx__ntx__2,-2.3742915793,-1.0890600682
ml_abx__nor__1,1.4178641765,-0.42339548660000004
ml_abx__nor__2,-0.1414140803,-0.5146129013
ml_abx__nor__3,1.2074584444,-0.5930287815
ml_abx__pb__1,0.8097938212,0.34645862040000003
ml_abx__pb__2,0.5481459994,0.1789272865
ml_abx__pb__3,-0.194538772,0.0409501623
ml_abx__tmp__1,1.6220902860000002,-0.0830200766
ml_abx__tmp__2,4.3713297312,-0.4373770638
ml_abx__tmp__3,4.4388104419,-0.5090935348
mut_abx__del_mutS_000nor__1,-0.8694702216,-0.5628505634000001
mut_abx__del_mutS_000nor__2,0.707198469,0.0626412927
mut_abx__del_mutS_000nor__3,0.1622717526,0.5002092708
mut_abx__del_mutS_125nor__1,-0.44507742040000003,-0.3646464505
mut_abx__del_mutS_125nor__2,-0.1625083081,-0.3603675805
mut_abx__del_mutS_125nor__3,-0.6387434744,-0.1758018472
mut_abx__del_mutS_250nor__1,-0.8210886636,-0.2260289889
mut_abx__del_mutS_250nor__2,0.0280664869,-0.1920994685
mut_abx__del_mutS_250nor__3,-0.054555284,-0.5637340685000001
mut_abx__del_mutS_375nor__1,-0.9876052525000001,-0.4357746296
mut_abx__del_mutS_375nor__2,-0.08671615,-0.09894089190000001
mut_abx__del_mutS_375nor__3,-1.1861080724,-0.017838343
mut_abx__del_mutS_500nor__1,-1.2762971159,-0.019849479200000002
mut_abx__del_mutS_500nor__2,-1.1566770541,0.0330515085
mut_abx__del_mutS_500nor__3,-1.5414386172999999,0.0136311369
mut_abx__del_mutS_625nor__1,-1.3958911201,0.6310157892
mut_abx__del_mutS_625nor__2,-1.4688490483,0.0993777805
mut_abx__del_mutS_625nor__3,-2.018917263,0.4534464495
mut_abx__del_mutS_750nor__1,-1.3925688278,0.38845607520000003
mut_abx__del_mutS_750nor__2,-1.8025315246,0.4145467439
mut_abx__del_mutS_750nor__3,-1.1083658126,0.32154569380000003
mut_abx__del_mutS_875nor__1,-2.1464370417,0.8812818497
mut_abx__del_mutS_875nor__2,-1.3652921071000002,0.350414406
mut_abx__del_mutS_875nor__3,-1.4867246005,0.3045384635
nit_yeaG__wt_Nminus__1,-0.0825778654,0.0931161046
nit_yeaG__wt_Nminus__2,0.0825778654,-0.0931161046
nit_yeaG__wt_Nplus__1,3.4887247244,1.5420551992
nit_yeaG__wt_Nplus__2,2.0272439538,1.3993069975
nit_yeaG__del_yeaG_Nminus_24h__1,0.4537958158,-0.09535051500000001
nit_yeaG__del_yeaG_Nminus_24h__2,2.2292478091,1.5662197985000001
nit_yeaG__del_yeaG_Nminus_24h__3,0.8689802565,0.2918680368
nit_yeaG__del_yeaG_Nminus__1,-0.5727765092,-0.42659433080000003
nit_yeaG__del_yeaG_Nminus__2,-0.24405340090000002,0.0084934685
nit_yeaG__del_yeaG_Nplus__1,3.1027242416,1.5459291144
nit_yeaG__del_yeaG_Nplus__2,2.4234868567,1.2301633708
opex__amp__1,-0.2739083787,0.3506581736
opex__amp__2,-1.1190003226,-0.043661902
opex__amp__3,-2.3305726596,0.406388913
opex__bak_amp__1,-2.5932218982,0.2269345476
opex__bak_amp__2,-3.1323091655,0.4126037354
opex__bak_amp__3,-3.2914134173000003,0.45003123800000006
opex__bak_kan__1,-2.6572277235,0.3363282562
opex__bak_kan__2,-2.6771437166,0.053103806600000004
opex__bak_kan__3,-2.6433388799,0.47805991500000006
opex__bak_nor__1,-4.0440810735,0.45354055200000004
opex__bak_nor__2,-2.1478960202,0.3815049851
opex__bak_nor__3,-3.6328883349,0.6630281448
opex__bak_rif__1,-3.9166217352,0.45562006260000004
opex__bak_rif__2,-3.7747551505,0.8330778661
opex__bak_rif__3,-3.2097253076,0.5247527045
opex__chx_amp__1,-0.6328562528,0.29822189320000003
opex__chx_amp__2,0.1437720084,0.20145707810000002
opex__chx_amp__3,-0.6557432365,0.24891986130000002
opex__chx_kan__1,-1.8687678705000002,0.2139007664
opex__chx_kan__2,-0.37335046520000004,0.0718037961
opex__chx_kan__3,-0.69433946,0.027780968000000003
opex__chx_nor__1,-1.1387033199,0.2219236205
opex__chx_nor__2,-1.1958574843,0.0905248127
opex__chx_nor__3,-2.0629425086,0.224355833
opex__chx_rif__1,-0.6946996682000001,0.2141776537
opex__chx_rif__2,-0.5920916346,0.12230016610000001
opex__chx_rif__3,0.0268141631,-0.030760925300000002
opex__ctrl__1,-0.4039012585,-0.11885604890000001
opex__ctrl__2,0.0790550309,0.0467873129
opex__ctrl__3,0.32484622760000004,0.0720687359
opex__etoh_amp__1,0.2750015798,-0.34699310250000004
opex__etoh_amp__2,0.810377238,-0.4678180541
opex__etoh_amp__3,-0.37350688390000003,-0.36976588790000003
opex__etoh_kan__1,1.3851688374,-0.44465314050000004
opex__etoh_kan__2,0.4057668474,-0.564803578
opex__etoh_kan__3,0.3642882019,-0.6426236764000001
opex__etoh_nor__1,0.7148032603000001,-0.7341544669000001
opex__etoh_nor__2,-0.11922779400000001,-0.42339353080000003
opex__etoh_nor__3,-0.2710675262,0.0431008585
opex__etoh_rif__1,-1.0860158975,-0.4063017587
opex__etoh_rif__2,-0.4917478857,-0.6096111006
opex__etoh_rif__3,-0.5654214293000001,-0.2916205625
opex__glual_amp__1,-2.0575302924,0.20726899210000002
opex__glual_amp__2,-1.3450957881,0.2284990346
opex__glual_amp__3,-1.0094636623,0.2677285022
opex__glual_kan__1,-2.1653619396,0.2074183479
opex__glual_kan__2,-1.6472151601,0.5379592910000001
opex__glual_kan__3,-1.8273047176000001,0.41401225280000004
opex__glual_nor__1,-1.7345707293000001,0.4710763509
opex__glual_nor__2,-1.6915863442,0.2630469244
opex__glual_nor__3,-1.5527908538,0.4202012285
opex__glual_rif__1,-3.8282398338,0.6026311005
opex__glual_rif__2,-2.6629339213,0.3218068357
opex__glual_rif__3,-2.8725070858,0.6526210178
opex__h2o2_amp__1,-2.057045875,0.1758528283
opex__h2o2_amp__2,-1.4864286549,0.4320105717
opex__h2o2_amp__3,-2.4563710841,0.2279192954
opex__h2o2_kan__1,-1.8148886412,0.2737305882
opex__h2o2_kan__2,-1.5264294522,0.39082464570000003
opex__h2o2_kan__3,-1.1745714626,0.2879951022
opex__h2o2_nor__1,-1.9942847103,0.31851072620000004
opex__h2o2_nor__2,-1.8706550336,-0.0771339221
opex__h2o2_nor__3,-1.1955352304,0.49365170340000003
opex__h2o2_rif__1,-2.0296853152,0.0894520872
opex__h2o2_rif__2,-1.1840361977,0.3296327592
opex__h2o2_rif__3,-1.5549856441,0.3386996913
opex__ippoh_amp__1,-1.4592264497,0.2824424801
opex__ippoh_amp__2,-1.5007088634999999,0.2627823472
opex__ippoh_amp__3,-0.7176687436,0.1131925061
opex__ippoh_kan__1,-1.6291196575,-0.0207945514
opex__ippoh_kan__2,-1.3599036373,-0.1039797737
opex__ippoh_kan__3,-0.8659476158,-0.0344305855
opex__ippoh_nor__1,-1.3735263305,0.0150704106
opex__ippoh_nor__2,-1.1318845524,0.0733150685
opex__ippoh_nor__3,-0.7980641462,-0.0833228626
opex__ippoh_rif__1,-2.854496075,0.061463511000000005
opex__ippoh_rif__2,-2.2689106864,0.13172933350000002
opex__ippoh_rif__3,-2.4347578125,-0.035930789500000004
opex__kan__1,-0.8821704506,-0.2387882007
opex__kan__2,-0.8087182527000001,-0.1552148149
opex__kan__3,-1.3707778223,-0.07798772250000001
opex__nor__1,-0.9088820441000001,-0.09254977900000001
opex__nor__2,-0.6613976517,-0.0407757167
opex__nor__3,-0.6713829056,-0.1195875034
opex__paa_amp__1,-0.305768087,0.0103450122
opex__paa_amp__2,-0.8161530844,0.2236715034
opex__paa_amp__3,0.1426915927,-0.058050456300000004
opex__paa_kan__1,-3.1867288892,0.5940198911
opex__paa_kan__2,-3.3313298807000002,0.5167618451
opex__paa_kan__3,-2.5116335622,0.1548438586
opex__paa_nor__1,-1.1494515587,0.38713058510000004
opex__paa_nor__2,-0.5896725895,0.118166165
opex__paa_nor__3,-1.1810887769,0.3196835188
opex__paa_rif__1,-2.43245504,0.1922643875
opex__paa_rif__2,-2.4505056644,0.6716021152
opex__paa_rif__3,-1.6532668645,0.271343954
opex__phenol_amp__1,-2.6608305771,0.42925127550000003
opex__phenol_amp__2,-2.4232352032,0.2146065953
opex__phenol_amp__3,-3.3164369468,0.4146700856
opex__phenol_kan__1,-2.8318438442,0.1993197733
opex__phenol_kan__2,-2.8666971720000003,0.5416466079
opex__phenol_kan__3,-3.7775614854,0.3401539194
opex__phenol_nor__1,-3.9245085834999998,0.33926441090000004
opex__phenol_nor__2,-4.073235425,0.4523118803
opex__phenol_nor__3,-2.6441242411,0.5653048178
opex__phenol_rif__1,-3.5754463644,0.28249867170000004
opex__phenol_rif__2,-3.3191871499,0.4269566615
opex__phenol_rif__3,-3.4137797079,0.39233695430000004
opex__pvpi_amp__1,-1.3175912718,0.1034888932
opex__pvpi_amp__2,-1.2507415109,0.0037999001
opex__pvpi_amp__3,-0.7009701282,0.1380113821
opex__pvpi_kan__1,-0.5577847065,0.0636337032
opex__pvpi_kan__2,-0.7073274306,-0.0886220687
opex__pvpi_kan__3,-0.8541011925,0.1206615526
opex__pvpi_nor__1,-1.190903387,0.2858860527
opex__pvpi_nor__2,-0.8439134429,0.2022197449
opex__pvpi_nor__3,-1.0054662151,-0.1646660938
opex__pvpi_rif__1,-1.801865104,-0.028854127400000002
opex__pvpi_rif__2,-2.3181210144,0.3729360154
opex__pvpi_rif__3,-2.0398071088,0.41941529050000004
opex__rif__1,-2.5578321623,0.1497467023
opex__rif__2,-2.0455989668,0.2223760336
opex__rif__3,-2.2553384961000003,0.5128885856000001
opex__naocl_amp__1,2.1309605171,0.2328110938
opex__naocl_amp__2,0.5279560929,-0.0319236637
opex__naocl_amp__3,1.0202181005,-0.20461092790000002
opex__naocl_kan__1,0.6814604983,-0.036563676100000005
opex__naocl_kan__2,0.9467256171,0.0498677602
opex__naocl_kan__3,1.0350644034,0.0446451165
opex__naocl_nor__1,-0.08781330700000001,-0.2466679262
opex__naocl_nor__2,0.1024703221,-0.11095450600000001
opex__naocl_nor__3,-0.3236747779,0.2449127612
opex__naocl_rif__1,-2.2529410384,0.3890884813
opex__naocl_rif__2,-2.2630800257,0.2716552205
opex__naocl_rif__3,-2.4309175543,0.693909631
phage_lysogen__wt_ctrl__1,-0.4229395886,0.0777884143
phage_lysogen__wt_ctrl__2,-0.4237510706,0.1476673396
phage_lysogen__wt_ctrl__3,0.8466906591000001,-0.2254557539
phage_lysogen__O104_H4__1,-1.1987402773,-0.0774603313
phage_lysogen__O104_H4__2,-0.035946402100000004,0.0666044757
phage_lysogen__O104_H4__3,2.1238957525,-0.553779573
phage_lysogen__O157_H7_PA8__1,-1.1018998669,-0.0958625897
phage_lysogen__O157_H7_PA8__2,0.4057212358,-0.1524976896
phage_lysogen__O157_H7_PA8__3,2.5178927033000003,-0.5078854315
phage_resist__ygbE_oe__1,3.5162267388,-1.5690170511
phage_resist__wt__1,0.1050586017,-2.0346062783
phage_resist__wt__2,-0.79640502,1.0419182776
phage_resist__wt__3,0.318835126,0.5636131339
phage_resist__wt__4,0.3725112922,0.4290748667
phage_resist__ygbE_oe__2,-1.3712535479,0.8489335627
phage_resist__ygbE_oe__3,-0.8870373182,0.9387697942000001
phage_resist__ygbE_oe__4,-0.4506436089,0.8931447194000001
phage_resist__yahA_oe__1,-1.1185695832,1.4710931643
phage_resist__yahA_oe__2,-1.3780828239,1.500289129
phage_resist__yahA_oe__3,-1.410444196,1.5136056188
phage_resist__yrfF_ko__1,-0.20509859430000002,0.8552496469
phage_resist__yrfF_ko__2,-0.4196840115,1.1536277417
phage_resist__yrfF_ko__3,-0.0383910561,0.5378184389
pollution__wt_ctrl__1,-0.30998794690000003,0.2327563397
pollution__wt_ctrl__2,0.8843070074,-0.4581840207
pollution__wt_ctrl__3,-0.5743190605,0.22542768100000002
pollution__wt_urban__1,-1.6277751755,-0.29452872480000003
pollution__wt_urban__2,-1.1526168186,-0.15767917010000002
pollution__wt_urban__3,-0.794408628,-0.3912846453
pollution__wt_diesel__1,-0.8859854141,0.6177454721
pollution__wt_diesel__2,0.08304223520000001,0.13590533670000002
pollution__wt_diesel__3,0.2512703189,0.1040915238
pollution__evo_diesel__1,0.5851132329000001,-0.5538499603
pollution__evo_diesel__2,-1.3207769343,-0.4017436687
pollution__evo_diesel__3,-1.0390405085,-0.5032011926000001
ppGpp__wt_relAtrunc_00m__1,0.2770184135,-0.2629976263
ppGpp__wt_relAtrunc_00m__2,-0.463399357,-0.01646812
ppGpp__mut_delrelA_10m__1,-1.1327298494,-0.4777897418
ppGpp__mut_delrelA_05m__1,-0.0654501526,-0.7659954267
ppGpp__mut_delrelA_10m__2,-0.8362546279,-0.9202480387
ppGpp__mut_delrelA_10m__3,-0.6883479623000001,-0.6461733872000001
ppGpp__mut_delrelA_00m__1,0.0769416918,-0.3339713024
ppGpp__mut_delrelA_00m__2,-0.5252504424000001,-0.4152808234
ppGpp__mut_delrelA_05m__2,-0.6717671111,-0.5217250938
ppGpp__mut_delrelA_05m__3,-0.2319667071,-0.30305779790000004
ppGpp__mut_delrelA_00m__3,-0.2813342842,-0.27476425800000004
ppGpp__wt_delrelA_10m__1,-0.7869008201000001,-0.23037510960000002
ppGpp__wt_delrelA_05m__1,0.0451448611,0.0491453676
ppGpp__wt_delrelA_05m__2,-0.39677093350000003,0.0765315525
ppGpp__wt_delrelA_10m__2,-0.2631495157,0.18802553730000002
ppGpp__wt_delrelA_10m__3,-0.981531334,-0.0995566834
ppGpp__wt_delrelA_00m__1,0.1183139619,-0.0881102416
ppGpp__wt_delrelA_00m__2,-0.024412910700000002,0.1604810707
ppGpp__wt_delrelA_05m__3,-0.26085201680000003,0.37894268870000003
ppGpp__wt_delrelA_00m__3,-0.0939010512,-0.0723708291
ppGpp__mut_relAtrunc_10m__1,-0.4888176817,-0.5811097227
ppGpp__mut_relAtrunc_05m__1,-0.36694617820000003,-0.752828487
ppGpp__mut_relAtrunc_05m__2,-0.1773569889,-0.3478607168
ppGpp__wt_relAtrunc_10m__1,-0.26832476380000003,-0.18710720120000002
ppGpp__wt_relAtrunc_10m__2,0.466120095,-0.1056174718
ppGpp__wt_relAtrunc_10m__3,0.1896625519,-0.0875419696
ppGpp__mut_relAtrunc_00m__1,-0.0105147033,-0.1110041976
ppGpp__wt_relAtrunc_00m__3,-0.0609295107,-0.2251686446
ppGpp__wt_relAtrunc_05m__1,-0.1160865257,-0.0689468352
ppGpp__wt_relAtrunc_05m__2,0.0773119152,-0.4731750912
ppGpp__wt_relAtrunc_05m__3,-0.3058568025,-0.3453945372
ppGpp__mut_relAtrunc_00m__2,-0.442999513,-0.5881152282000001
ppGpp__mut_relAtrunc_00m__3,-0.4566301278,-0.5150970453
ppGpp__mut_relAtrunc_10m__2,-0.33989278430000003,-0.8797632349000001
ppGpp__mut_relAtrunc_05m__3,-0.3544879036,-0.2469812057
ppGpp__mut_relAtrunc_10m__3,-0.20433830600000003,-0.41008470290000004
pressure__high_pressure__1,0.7333755216000001,-0.1790726735
pressure__high_pressure__2,-0.3849486523,0.3358534902
pressure__low_pressure__1,-0.0794481964,0.1302631048
pressure__low_pressure__2,0.0794481964,-0.1302631048
quantum_dots__ctrl__1,-0.0376289437,0.2314873227
quantum_dots__ctrl__2,0.0376289437,-0.2314873227
quantum_dots__cdte_light__1,-1.5854893489,0.1395280167
quantum_dots__cdte_light__2,-1.1234870114,0.183698789
quantum_dots__cdte_dark__1,-1.4776136512,0.1547086461
quantum_dots__cdte_dark__2,-1.2794537565,0.2839925866
quantum_dots__cdse_light__1,-0.3289705309,0.0549566035
quantum_dots__cdse_light__2,-0.18643991710000002,-0.0031747501
quantum_dots__cdse_dark__1,-0.2484268524,0.2505588978
quantum_dots__cdse_dark__2,-0.3603319826,0.3346140412
raman__wt__1,0.051761541200000004,0.2555722621
raman__del_cyaA__1,-0.6258567765,0.9254065491000001
raman__del_cyaA_01mM__1,-0.0704596099,1.076418871
raman__del_cyaA_05mM__1,2.9891496568,1.297528752
raman__del_cyaA_1mM__1,4.6766094697,0.808698078
raman__wt__2,-0.047383777,0.0562344128
raman__del_cyaA__2,0.2122685899,0.9304501348
raman__del_cyaA_01mM__2,-0.2357236711,0.9062950668
raman__del_cyaA_05mM__2,1.8841227241,0.9625217878000001
raman__del_cyaA_1mM__2,4.5046395715,0.7745528631
raman__wt__3,-0.0043777642,-0.3118066749
raman__del_cyaA__3,0.45595709040000004,0.8950613655
raman__del_cyaA_01mM__3,0.2750287316,1.1668058879
raman__del_cyaA_05mM__3,2.3122143162,1.3210856117
raman__del_cyaA_1mM__3,2.8584093763,0.9003738235000001
rand_barrel__mut_nanE__1,0.0505042993,0.4042653297
rand_barrel__mut_nanE__2,0.567576005,0.3394205869
rand_barrel__mut_nanE__3,-0.1192257629,-1.3598714999000001
rand_barrel__mut_pdxJ_1__1,-0.3303986129,-0.295508198
rand_barrel__mut_pdxJ_1__2,-1.7205393014,0.43527328270000004
rand_barrel__mut_pdxJ_1__3,0.6107426925,-0.0250047199
rand_barrel__mut_pdxJ_2__1,-0.3830601518,0.4959620917
rand_barrel__mut_pdxJ_2__2,-0.4823673102,0.19830653850000002
rand_barrel__mut_pdxJ_3__1,-1.3193804834,0.3995581393
rand_barrel__mut_pdxJ_3__2,-1.4766853736,-0.1699250218
rand_barrel__del_serB__1,0.4944097347,-0.1763902924
rand_barrel__del_serB__2,-0.4944097347,0.1763902924
rockhopper__CV104_pHDB3__1,3.2476668633,-0.40034711430000003
rockhopper__CV104_pHDB3__2,3.5402864242,-0.6341774437000001
rockhopper__CV104_pHDB3__3,3.5848502226,-0.5194256004
rockhopper__CV104_pLCV1__1,3.0974508515,-0.5547618351
rockhopper__CV104_pLCV1__2,3.2266340457,-0.7215109141
rockhopper__CV104_pLCV1__3,3.2559217219,-0.5544570841
rockhopper__wt_lb__1,2.0399456464,-0.7195384437
rockhopper__wt_lb__2,1.8256942551000002,-0.34967486400000003
rockhopper__wt_lb__3,3.4294287839,-0.7789842738
rockhopper__wt_lb_aMG__1,3.7520652536,-0.6696593631000001
rockhopper__wt_lb_aMG__2,2.8457431297999998,-0.5911902574
rockhopper__wt_lb_aMG__3,3.9321480208,-0.5871190764
rockhopper__del_sgrR_lb_aMG__1,3.4927566019,-0.2211481409
rockhopper__del_sgrR_lb_aMG__2,2.0233524545,-0.1523441632
rockhopper__del_sgrR_lb_aMG__3,2.6091193509,-0.13187761820000002
rockhopper__del_sgrS_glyc_aMG__1,1.3484724302,0.08895565250000001
rockhopper__del_sgrS_glyc_aMG__2,1.9619961075,-0.1026160139
rockhopper__del_sgrS_glyc_aMG__3,2.143822205,-0.5842482741
rockhopper__del_sgrS_glyc__1,-1.6047343059,-0.7613789736000001
rockhopper__del_sgrS_glyc__2,-2.2750648989,-0.6341827607
rockhopper__del_sgrS_glyc__3,-1.8292913537,-0.7872847041000001
rockhopper__wt_lb_aMG__4,3.2118224936,-0.3166775126
rockhopper__wt_lb_aMG__5,1.9160009228,-0.196526783
rockhopper__wt_lb_aMG__6,2.0547238569,-0.2450290991
rockhopper__wt_glyc_aMG__1,-0.6629477874,0.0651912121
rockhopper__wt_glyc_aMG__2,-0.11905262300000001,-0.341927977
rockhopper__wt_glyc_aMG__3,0.5284960825,-0.691184055
rockhopper__wt_glyc__1,-2.4686774797,-0.7190763336
rockhopper__wt_glyc__2,-3.1948594981,-0.7376283732000001
rockhopper__wt_glyc__3,-2.8050766872,-0.5923687963000001
rockhopper__CV108_glyc_aMG__1,-0.0226547943,-0.4659768456
rockhopper__CV108_glyc_aMG__2,1.9464703659,-0.7208209374
rockhopper__CV108_glyc_aMG__3,1.2846976418,-0.8974659622000001
rockhopper__wt_glyc__4,-2.3102395158,0.0523690448
rockhopper__wt_glyc__5,-1.65168434,-0.5409573301
rockhopper__wt_glyc__6,0.9304107672,0.6063478816
rockhopper__wt_glyc_aMG__4,3.1128991453,0.1410008017
rockhopper__wt_glyc_aMG__5,1.6703909677,-0.3093326576
rockhopper__wt_glyc_aMG__6,-0.6915282061,-0.27404159770000003
rockhopper__wt_glyc__7,3.8700160735,0.3819376539
rockhopper__wt_glyc__8,3.0923833185,-0.13915803770000001
rockhopper__wt_glyc__9,4.0792659321,0.366555063
rockhopper__wt_glyc__10,1.2630285573,0.64253145
rockhopper__wt_glyc__11,-0.14045443900000001,0.3474730619
rockhopper__wt_glyc__12,-0.6641126886000001,0.33197471570000003
rpoD__wt__1,0.0594141033,-0.011575613200000001
rpoD__wt__2,-0.1292024369,-0.2121309046
rpoD__rpoD_mut__1,1.7121616201,1.2136341593
rpoD__rpoD_mut__2,-1.3567209182,2.2999411876
rpoD__rpoD_mut__3,0.47930326580000004,1.6555245809999999
rpoD__wt__3,0.0697883337,0.2237065178
rpoN_peptide__ctrl__1,0.08795901340000001,0.1015286779
rpoN_peptide__ctrl__2,-0.1046260718,-0.0360814129
rpoN_peptide__ctrl__3,0.0166670584,-0.065447265
rpoN_peptide__nminus__1,-0.15364189790000002,0.0168162177
rpoN_peptide__nminus__2,-0.13097713960000001,0.0085944391
rpoN_peptide__nminus__3,-0.2634608378,-0.1227127893
rpoN_peptide__nplus__1,-2.3570539396,0.8173775438
rpoN_peptide__nplus__2,-2.5183349757,0.6692194098
rpoN_peptide__nplus__3,-2.4684146638,0.7465550967
rpoN_peptide__s54_wt__1,0.044935533,0.0538075483
rpoN_peptide__s54_wt__2,-0.035265383500000004,-0.08251262300000001
rpoN_peptide__s54_wt__3,-0.2694306548,0.0912490984
rsd__wt_ee__1,0.0674473194,0.051371219600000004
rsd__wt_ee__2,-0.0674473194,-0.051371219600000004
rsd__del_rsd_ee__1,-0.2945896954,0.1510941359
rsd__del_rsd_ee__2,-0.2490377967,0.0134102223
rsd__del_ssrS_ee__1,0.4157820398,0.2200973206
rsd__del_ssrS_ee__2,0.2891199452,0.5372963028000001
rsd__del_rsd_ssrS_ee__1,0.7445907518,1.0211674622
rsd__del_rsd_ssrS_ee__2,0.7906582959,1.6034649289
rsd__del_rpoS_ee__1,-0.294245179,0.7139313505
rsd__del_rpoS_ee__2,-0.2736605708,0.2171872166
rsd__wt_me__1,0.7366141205000001,-0.06955064130000001
rsd__wt_me__2,0.8812464839,0.0862982358
rsd__del_rpoS_me__1,1.3420803712,0.1114974127
rsd__del_rpoS_me__2,1.3946201805,0.32313059580000003
rsd__wt_ts__1,1.4874836822,-0.42431822350000004
rsd__wt_ts__2,1.6810351754,-0.1662478558
rsd__del_rsd_ssrS_ts__1,1.6473545644,0.1112139859
rsd__del_rsd_ssrS_ts__2,1.1164364585,0.26592412660000003
rsd__del_rpoS_ts__1,2.9495034688,0.2718645712
rsd__del_rpoS_ts__2,2.7578698228,0.45321327720000004
rsd__wt_s__1,1.606096986,-0.8180231713
rsd__wt_s__2,1.3250704005,-0.8163709016
rsd__del_rsd_s__1,1.4973060108,-0.7724013648
rsd__del_rsd_s__2,1.1776526375,-0.6285701188
rsd__del_rsd_ssrS_s__1,1.5872948241,-0.6447652653
rsd__del_rsd_ssrS_s__2,1.7381313522,-0.2672772194
rsd__del_rsd_ls__1,0.113724716,-0.7608575886000001
rsd__del_rsd_ls__2,0.9995920444,-0.8764458144
rsd__del_ssrS_ls__1,2.368340096,-1.2508964637
rsd__del_ssrS_ls__2,2.1061455509,-1.0620082901
rsd__del_rsd_ssrS_ls__1,0.7182255828,0.1301223438
rsd__del_rsd_ssrS_ls__2,-0.125971936,0.1937349484
rsd__del_rpoS_ls__1,1.2455941614000001,-1.3734674757
rsd__del_rpoS_ls__2,-1.1521095627,0.1010809855
sdsR_ryeA__wt_3h__1,-0.7727553289,0.16063072890000002
sdsR_ryeA__wt_8h__1,-1.0017113135,0.007774886700000001
sdsR_ryeA__wt_3h__2,0.7727553289,-0.16063072890000002
sdsR_ryeA__wt_8h__2,-1.1039259608,-0.1423226538
starve_series__t00_growth1__1,0.3449523973,-0.0218260905
starve_series__t00_growth1__2,-0.1195137302,0.0210596636
starve_series__t00_growth1__3,-0.0453582675,-0.0689670383
starve_series__t00_growth1__4,-0.1800803996,0.0697334652
starve_series__t01_starve__1,-5.8326137758000005,-1.7982656491
starve_series__t01_starve__2,-4.5893685968,-1.4935001452
starve_series__t02_starve__1,-4.4465123473,-2.0621590841
starve_series__t02_starve__2,-4.8213253175,-1.8903447626
starve_series__t03_starve__1,-5.5451587048,-2.2374879422
starve_series__t03_starve__2,-5.468531697,-2.0665168341
starve_series__t04_starve__1,-7.3201553536,-2.1419829798
starve_series__t04_starve__2,-7.1934958718,-1.9583216234
starve_series__t05_starve__1,-7.7893536117,-2.6754560045
starve_series__t05_starve__2,-6.3116737617,-2.256318389
starve_series__t06_starve__1,-6.9807692055,-2.332621046
starve_series__t06_starve__2,-6.7119370447,-2.5972552305
starve_series__t07_starve__1,-6.2713418474000004,-2.4264888679
starve_series__t07_starve__2,-5.9693753568000005,-2.5597951281
starve_series__t08_starve__1,-5.8509871185,-2.7155991741000003
starve_series__t08_starve__2,-6.1478721307,-2.5785036747
starve_series__t09_starve__1,-5.7777317123,-2.6736801704
starve_series__t09_starve__2,-5.0970434939,-2.4109491259
starve_series__t10_starve__1,-5.1144090964,-3.2135227441
starve_series__t10_starve__2,-4.9764026368,-2.8573856312
starve_series__t11_starve__1,-4.6241731554,-2.8343194834
starve_series__t11_starve__2,-5.0152379991,-2.880730292
starve_series__t12_starve__1,-4.8181878643000005,-3.1125531076
starve_series__t12_starve__2,-5.6923735061,-2.8195166055
starve_series__t14_starve__1,-5.3792703166999996,-2.9112601577
starve_series__t14_starve__2,-4.2650237669,-2.8823097536
starve_series__t16_starve__1,-5.2726824,-2.7970487816
starve_series__t16_starve__2,-5.8308857339,-2.8603613319
starve_series__t17_starve__1,-5.1349837425,-2.8100747525000003
starve_series__t17_starve__2,-5.1983401322,-2.0417564034
starve_series__t18_starve__1,-4.7802342042,-2.6638439792
starve_series__t18_starve__2,-4.8705980558,-2.4384665126
starve_series__t20_starve__1,0.449468007,-0.1542742273
starve_series__t20_starve__2,0.342579236,-0.09128133050000001
starve_series__t21_growth2__1,2.2584586705,-0.3690546027
starve_series__t21_growth2__2,1.0906519091,-0.45330790330000004
starve_series__t22_growth2__1,-0.1516096126,-0.3537293201
starve_series__t22_growth2__2,0.9690077722,-0.37984349780000004
starve_series__t23_growth2__1,-0.43543929680000004,-0.0138172797
starve_series__t23_growth2__2,0.09750497920000001,-0.07684979360000001
starve_series__t25_growth2__1,-0.1211737135,-0.36926082200000004
starve_series__t25_growth2__2,-0.6676501186,-0.1731508376
starve_series__t26_growth2__1,-0.43319654350000003,-0.42751498600000004
starve_series__t26_growth2__2,0.0638103534,-0.4062756973
starve_series__t27_growth2__1,-0.6533150763000001,-0.2863109045
starve_series__t27_growth2__2,-0.6963590767000001,-0.2525269335
starve_series__t28_growth2__1,-0.5284386296,-0.3227562742
starve_series__t28_growth2__2,-0.5671962912,-0.30894360260000003
time_course__lb_4hr__1,1.8748056808,0.0765726827
