,new_4180378_4180481_c
LBexp_1,9.3483
LBexp_2,9.7189
LBexp_3,9.6069
LBtran_1,9.2393
LBtran_2,9.0908
LBtran_3,9.8245
LBstat_1,11.4967
LBstat_2,10.7245
LBstat_3,11.4849
LBGexp_1,8.5939
LBGexp_2,8.7739
LBGexp_3,8.8845
LBGtran_2,8.6465
LBGtran_3,8.9816
LBGstat_1,9.1799
LBGstat_2,8.9652
LBGstat_3,8.8987
S0_1,9.5418
S0_2,9.7212
S0_3,9.6266
S1_1,10.9499
S1_2,10.8943
S1_3,11.7122
S2_1,11.3778
S2_2,10.9723
S2_3,10.9848
S3_1,10.4352
S3_2,10.2692
S4_1,10.412
S4_2,9.419
S4_3,9.5451
S5_1,8.9979
S5_2,8.9299
S5_3,9.721
S6_1,8.5834
S6_2,8.16
S6_3,8.6392
S6/t_1,8.755700000000001
S6/t_2,7.8198
S6_4,8.001
S6_5,8.7797
S6_6,8.679
S7_4,9.2294
S7_5,9.0697
S7_6,9.2596
S8_4,8.4699
S8_5,9.1367
G135_1,9.3071
G135_3,8.0041
G150_1,8.7554
G150_2,8.9036
G150_3,9.0702
G180_1,8.6963
G180_2,8.9846
G180_3,8.0558
C30_1,9.0976
C30_2,9.2866
C90_1,8.8982
C90_2,8.5612
BI_1,14.9689
BI_2,15.1238
BC_2,9.5102
BC/t_1,8.8913
BC/t_2,9.6981
BC_1,8.8547
Sw_1,8.3898
Sw_2,9.0633
BT_1,8.747
BT_2,7.8781
B36_1,12.3324
B36_2,12.2269
B60_1,15.2052
B60_2,14.8595
M9exp_1,10.8848
M9exp_2,10.6728
M9exp_3,10.1555
M9tran_1,9.0751
M9tran_2,8.8709
M9tran_3,9.0979
M9stat_1,7.9725
M9stat_2,8.098700000000001
M9stat_3,7.8014
M+G_1,9.1777
M+G_2,9.5907
M+G_3,8.9444
Glu_1,9.4575
Glu_2,9.1225
Glu_3,9.0
Fru_1,8.7414
Fru_2,10.5403
Fru_3,9.2787
Mal_1,10.6867
Mal_2,11.2064
Mal_3,11.4944
G+S_2,10.6053
G+S_3,11.3432
Pyr_1,9.8162
Pyr_2,10.5956
Pyr_3,10.1946
Gly_1,8.6329
Gly_2,9.0982
Gly_3,8.4071
Glucon_1,8.6499
Glucon_2,8.4804
Glucon_3,8.3706
aero_1,10.773
aero_2,10.2845
aero_3,10.8974
nit_1,12.2128
nit_2,13.2028
nit_3,12.3058
ferm_1,14.6493
ferm_2,14.5618
ferm_3,14.6534
T-5.40H_1,10.5931
T-4.40H_1,10.2454
T-3.40H_1,10.3896
T-2.40H_1,10.1762
T-1.40H_1,12.579
T-1.10H_1,13.0203
T-0.40H_1,12.9175
T0.0H_1,11.7789
T0.30H_1,12.51
T1.0H_1,11.5782
T1.30H_1,11.261
T2.0H_1,10.2617
T2.30H_1,10.6828
T3.0H_1,9.4007
T3.30H_1,9.4389
T4.0H_1,9.3448
T5.0H_1,8.4479
HPh_1,9.1737
HPh_2,8.5161
HPh_3,8.5956
LPh_1,9.0052
LPh_2,9.1987
LPh_3,9.0095
LPhT_1,7.9653
LPhT_2,7.948
LPhT_3,8.1175
SMMPr_1,11.4588
SMMPr_2,11.5979
SMMPr_3,11.1107
HiTm_1,8.9064
HiTm_2,9.0601
HiTm_3,9.0994
LoTm_1,8.3681
LoTm_2,8.1071
LoTm_3,8.2718
HiOs_1,8.3212
HiOs_2,8.1739
HiOs_3,8.418
BMM_1,9.3253
BMM_2,9.0519
BMM_3,8.9677
Heat_1,8.9748
Heat_2,8.5167
Heat_3,8.5642
Cold_1,9.129
Cold_2,8.3795
Cold_3,7.9915
Etha_1,8.1119
Etha_2,8.0148
Etha_3,8.0636
SMM_1,9.3976
SMM_2,9.2931
SMM_3,9.631
Salt_1,7.994
Salt_2,7.8275
Salt_3,8.1217
Mt0_1,9.1495
Mt0_3,9.2953
M0t45_1,9.9995
M0t45_2,9.6815
M0t45_3,11.2835
M0t90_1,9.8485
M0t90_2,11.3126
M0t90_3,11.0011
M40t45_1,9.4361
M40t45_2,9.0983
M40t45_3,11.3055
M40t90_1,9.6768
M40t90_2,11.6559
M40t90_3,11.1799
dia0_1,9.5625
dia0_2,9.4936
dia0_3,9.4588
dia5_1,8.5318
dia5_2,8.6877
dia5_3,8.276299999999999
dia15_1,8.9562
dia15_2,9.3482
dia15_3,8.4397
Diami_1,8.9046
Diami_2,9.3137
Diami_3,9.3102
Paraq_1,9.1476
Paraq_2,9.8025
Paraq_3,8.0589
H2O2_1,9.0989
H2O2_2,9.8919
H2O2_3,9.4868
Oxctl_1,8.8014
Oxctl_2,8.8896
Oxctl_3,9.356
GM-0.1_1,9.0007
GM-0.2_1,9.0633
GM+5_1,8.7198
GM+15_1,9.95
GM+25_1,10.3006
GM+45_1,10.6188
GM+60_1,10.1797
GM+90_1,10.2731
GM+120_1,8.8382
GM+150_1,9.1613
GM-0.1_2,8.7511
GM-0.2_2,9.3927
GM+5_2,8.9662
GM+10_2,9.6712
GM+15_2,9.6295
GM+25_2,10.1747
GM+45_2,9.1237
GM+60_2,9.1031
GM+90_2,10.098
GM+150_2,8.2346
GM-0.1_3,9.0738
GM-0.2_3,8.8225
GM+5_3,9.4147
GM+10_3,8.9523
GM+15_3,9.9714
GM+25_3,9.8141
GM+45_3,9.9584
GM+60_3,9.6947
GM+90_3,10.3833
GM+120_3,9.6597
GM+150_3,9.5185
MG-0.1_1,11.1159
MG+5_1,10.9045
MG+10_1,11.1588
MG+15_1,10.2446
MG+25_1,10.3713
MG+45_1,9.8706
MG+120_1,7.8831
MG+150_1,9.4743
MG-0.1_2,9.8446
MG-0.2_2,10.662700000000001
MG+5_2,10.5371
MG+10_2,10.9889
MG+15_2,11.8979
MG+25_2,10.3709
MG+45_2,9.3023
MG+60_2,9.3834
MG+90_2,8.9911
MG+120_2,8.265
MG-0.1_3,11.5867
MG-0.2_3,10.719
MG+5_3,10.4852
MG+10_3,9.4327
MG+15_3,10.8752
MG+25_3,10.4054
MG+45_3,10.4338
MG+60_3,9.4096
MG+90_3,9.5552
MG+120_3,8.1751
MG+150_3,9.0622
