,SACI_RS07995
SRX5495523,-0.18954337806413515
SRX5495524,-0.06225778751378375
SRX5495525,0.7357780303160809
SRX5495526,0.5254477197889873
SRX6762909,0.03177987887422784
SRX6762910,-0.03177987887422873
SRX6762911,0.16679601661098695
SRX6762912,-0.14575161209911158
SRX3467357,0.07492863337157551
SRX3467358,-0.07492863337157551
SRX3467359,-0.6067603162719237
SRX3467360,-0.2964409169321813
SRX3565164,-0.005036249148301586
SRX3565165,0.13431331830885362
SRX3565166,1.2208902645888688
SRX3565167,0.3839834695542344
SRX3565168,0.5289990786833929
SRX3565169,0.6588927351011007
SRX3565170,0.3621174659388773
SRX3565171,0.2952804020786628
SRX3565172,0.14839028713259772
SRX3565173,0.504875082917521
SRX3565174,-0.013189953687106735
SRX3565176,0.44076696845542696
SRX3565177,0.2080335350695384
SRX3565178,0.5693925727639977
SRX3565179,0.19368212340707736
SRX3565180,0.130322501710447
SRX3565181,-0.005734078634975326
SRX3565182,-0.20228280474171176
SRX3565183,0.3626932656162536
SRX3565184,0.3740949483926901
SRX3565185,0.5718818384469984
SRX3565186,0.5657414617179359
SRX3565187,0.24284647865553846
SRX3565188,0.2768374997128813
SRX3565191,0.12610531444216375
SRX3565192,0.3081488672226902
SRX3565193,0.6489971817176681
SRX3565194,0.8165134886870709
SRX3565195,0.01407105507970563
SRX3565197,0.8239529484901809
SRX3565198,0.3658597026751922
SRX3565199,-0.4022478199841739
SRX3565200,0.3729911074685859
SRX3565201,-0.16509679103132854
SRX3565202,0.1807064496851396
SRX3565203,-0.16784957102127065
SRX3565204,0.5073687681561019
SRX3565205,-0.010445504735984379
SRX3565206,-0.12528625256214546
SRX3565208,0.5269590323736281
SRX3565209,0.7504760234475008
SRX3565210,0.2784471267116615
SRX3565211,0.2602114516002905
SRX4001511,0.04579419390526507
SRX4001513,-0.04579419390526596
SRX4001514,0.07525350452138913
SRX4001515,0.4699032284440374
SRX4001516,0.16311266804792268
SRX4001517,0.0402447956916614
SRX4001518,0.3682949017063013
SRX4001519,-0.2305258662020968
SRX4001520,-0.21555049086854794
SRX4001521,0.12532767127312194
SRX4001522,-0.3938711170826039
SRX4001523,-0.3440882058550585
SRX4001524,-0.025303983814271014
SRX4001525,-0.24872961417976125
SRX4001526,-0.3821754714658443
SRX4001528,-0.14077146475815105
SRX3823521,-0.30042655566440946
SRX3823522,0.07943802595401905
SRX3823523,0.2209885297103904
SRX3823524,0.3703462900743313
SRX3823525,0.18406400743830972
SRX3823526,0.3054581018403173
SRX3823527,0.3308849509196321
SRX3823528,0.5205617519797636
SRX3823529,0.3839103205273391
SRX3823530,-0.07427853323127652
SRX3823531,-0.007019193305191962
SRX3823532,0.34399531402505623
SRX3823533,0.3467830788504669
SRX3823534,0.7339765352010934
SRX3823536,0.9812013053017914
SRX3823537,0.8703388691056535
SRX3823538,0.9099714804514544
SRX3823539,0.8327569337612655
SRX5653264,-0.13876295139330974
SRX5653265,-0.047223454664213634
SRX5653266,0.0073038649860466265
SRX5653267,0.019687972074921237
SRX5653268,-0.09771798333802106
SRX5653269,0.07803001126309894
