locus,gene_weight,gene_name,gene_product,cog,regulator,link
PSPTO_RS04990,0.4589877491,PSPTO_RS04990,hypothetical protein,No COG annotation,,
PSPTO_RS11075,0.090916984,PSPTO_RS11075,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_RS18715,0.0753778617,PSPTO_RS18715,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_2240,-0.0767271204,PSPTO_2240,helix-turn-helix domain-containing protein,Transcription,,
PSPTO_RS09775,-0.1042497111,PSPTO_RS09775,DUF1534 domain-containing protein,No COG annotation,,
PSPTO_RS11875,-0.1258485667,PSPTO_RS11875,DUF1534 domain-containing protein,No COG annotation,,
