,-0.1387994118,-0.0925329412,-0.0462664706,0.0,0.0462664706,0.0925329412,0.1387994118,0.1850658824,0.231332353,0.2775988236,0.3238652942,0.3701317648,0.4163982354,0.462664706,0.5089311766,0.5551976472,0.6014641178,0.6477305884,0.693997059,0.7402635296
thresh,-0.0693997059,0.0693997059,1,,,,,,,,,,,,,,,,,
unreg,1,2,130,5654,116,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
unreg_genes,['PSPTO_RS11875'],['PSPTO_RS09775' 'PSPTO_2240'],[],[],[],['PSPTO_RS18715' 'PSPTO_RS11075'],[],[],[],[],[],[],[],['PSPTO_RS04990'],[],[],[],[],[],[]
