,-0.09709061856555519,-0.0728179639241664,-0.0485453092827776,-0.024272654641388808,-1.3877787807814457e-17,0.02427265464138878,0.048545309282777574,0.07281796392416638,0.09709061856555516,0.12136327320694394,0.14563592784833274,0.16990858248972157,0.19418123713111035,0.21845389177249913,0.24272654641388797,0.26699920105527675,0.2912718556966655,0.3155445103380543,0.3398171649794431,0.3640898196208319
thresh,-0.1092269458862496,0.1092269458862496,1,,,,,,,,,,,,,,,,,
unreg,0,2,13,416,3424,376,16,0,1,3,0,0,1,0,1,0,2,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],['insE-4' 'insF-2' 'insF-4'],[],[],['insF-3'],[],['ylcJ'],[],['emrE' 'ybcK'],['ybcM' 'ybcL'],[],[]
