,-0.22158853213333338,-0.16619139910000003,-0.11079426606666667,-0.05539713303333332,2.7755575615628914e-17,0.05539713303333341,0.11079426606666673,0.16619139910000005,0.22158853213333343,0.2769856651666668,0.33238279820000016,0.38777993123333343,0.4431770642666668,0.4985741973000002,0.5539713303333335,0.6093684633666668,0.6647655964000002,0.7201627294333336,0.775559862466667,0.8309569955000004
thresh,-0.08309569955000001,0.08309569955000001,1,,,,,,,,,,,,,,,,,
unreg,1,1,5,70,4062,68,3,0,0,0,0,0,0,1,0,0,0,0,0,0
unreg_genes,['ldhA'],['mqo'],['tusC' 'tusD' 'hslJ' 'ydfK' 'xisR'],[],[],[],['tnaB' 'yniD' 'tnaA'],[],[],[],[],[],[],['yheO'],[],[],[],[],[],[]
