,PN96_RS16230
SBRG_BHIN_Growth_Late_1,0.3705994389999999
SBRG_BHIN_Growth_Late_2,0.4880021059999999
SBRG_BHIN_Growth_Mid_1,0.838034199
SBRG_BHIN_Growth_Mid_2,1.067295708
SBRG_BHIN_Growth_Stat_1,0.2281149659999999
SBRG_BHIN_Growth_Stat_2,1.55581908
SBRG_LBv2_Growth_Late_1,-0.431789875
SBRG_LBv2_Growth_Late_2,-0.395426776
SBRG_LBv2_Growth_Mid_1,-0.063992602
SBRG_LBv2_Growth_Mid_2,0.063992602
SBRG_LBv2_Growth_Stat_1,-0.161190697
SBRG_LBv2_Growth_Stat_2,-0.212552794
SBRG_MHB_Rich_Mid_1,0.6995535390000001
SBRG_MHB_Rich_Mid_2,0.587977014
SBRG_NBO_Rich_Mid_1,0.2427926109999999
SBRG_NBO_Rich_Mid_2,0.3326573899999999
SBRG_M9Na_Arabinose_Mid_1,-0.6140261975000001
SBRG_M9Na_Arabinose_Mid_2,-0.6935757265000001
SBRG_M9Na_Galactose_Mid_1,-0.2245008975
SBRG_M9Na_Galactose_Mid_2,-0.1722131135
SBRG_M9Na_GlcNAcGrowth_Late_1,0.2068462244999998
SBRG_M9Na_GlcNAcGrowth_Late_2,0.2277130434999998
SBRG_M9Na_GlcNAcGrowth_Mid_1,-0.0914505615
SBRG_M9Na_GlcNAcGrowth_Mid_2,0.1576404124999999
SBRG_M9Na_GlcNAcGrowth_Stat_1,-1.1989899415
SBRG_M9Na_GlcNAcGrowth_Stat_2,-1.0624427935
SBRG_M9Na_GlcNAc_Mid_1,-0.8770973555000001
SBRG_M9Na_GlcNAc_Mid_2,0.1701248054999999
SBRG_M9Na_Gluconate_Mid_1,0.1273592014999998
SBRG_M9Na_Gluconate_Mid_2,-0.3400360885
SBRG_M9Na_Glucosamine_Mid_1,-1.0785991225
SBRG_M9Na_Glucosamine_Mid_2,-1.1206678525
SBRG_M9Na_Glycerol_Mid_1,-0.7507382085000001
SBRG_M9Na_Glycerol_Mid_2,-1.4297326775
SBRG_M9Na_Maltose_Mid_1,-0.1846559575000002
SBRG_M9Na_Maltose_Mid_2,-0.3721478655000001
SBRG_M9Na_Mannitol_Mid_1,-1.1714459625
SBRG_M9Na_Mannitol_Mid_2,-0.7287366105000002
SBRG_M9Na_Trehalose_Mid_1,0.1490395164999998
SBRG_M9Na_Trehalose_Mid_2,-0.5085671695000001
SBRG_M9Na_ethanol_Mid_1,-0.5104884065000002
SBRG_M9Na_ethanol_Mid_2,-1.4297326775
