,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,0.0,1.3934517970900562,3.0,0.0,-1.4171630277,2.0,0.0486992323,4.0,1.3684637954,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,-0.8961889074333333,2.384621132219845,3.0,1.0,-1.3068115036,3.0,-3.0488343004,5.0,1.6670790817,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,0.636053352725,0.6516733913641428,4.0,6.0,1.3437386778,20.0,1.0287052348,40.0,0.0032118319,63.0,0.1685576664,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,1.00534042265,0.4049938676465002,4.0,7.0,1.4204388208,33.0,1.2263763686,81.0,0.5021205068,82.0,0.8724259944,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,5.2753945964,3.4062156898915052,4.0,8.0,8.0995364884,51.0,2.7116913152,65.0,1.9651870911,76.0,8.3251634909,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,6.8188570142666665,2.883625339046697,3.0,9.0,8.375062851100001,22.0,8.5900604017,49.0,3.49144779,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,3.6736813428,1.2767173290080942,2.0,10.0,4.5764568238,26.0,2.7709058618,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,1.8991487587,0.9411025409070884,3.0,11.0,1.496120739,54.0,1.2266774689,83.0,2.9746480682,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,4.1152204627,2.5001491384258445,4.0,12.0,5.8835489546,48.0,2.7618647487,64.0,1.2897598000000001,78.0,6.5257083475,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,4.525528910525,1.7137326034786045,4.0,13.0,4.6119338834,38.0,2.3696559164,67.0,4.5567602612,72.0,6.5637655811,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,0.5985610460333334,0.17533082250897739,3.0,14.0,0.48459278580000004,41.0,0.5106337409,85.0,0.8004566114,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,1.1125766022,0.5461147645477658,4.0,15.0,1.1622789838,52.0,0.5987473216,71.0,0.8344801441,80.0,1.8547999593000002,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,3.9358926076333334,1.9349370702751731,3.0,16.0,4.5426780608,53.0,1.7702861375999999,77.0,5.4947136245,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,1.6212701391333333,2.282034693360329,3.0,17.0,3.8164260831,50.0,1.7860907286,66.0,-0.7387063943000001,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,3.1399854951666675,1.8972599349665784,3.0,18.0,4.2103105212,25.0,4.2602378893,62.0,0.949408075,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,5.304311729725001,1.854503589738266,4.0,19.0,5.1169632857,28.0,3.3596950266,56.0,4.916286147,73.0,7.8243024596,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,3.0104160345750004,2.878150555602856,4.0,21.0,2.8218313036,34.0,2.6600484142000003,45.0,6.7832973662,58.0,-0.22351294570000002,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,1.7856733055,0.5483944444731689,4.0,23.0,2.4232377327,42.0,1.3046176091000001,70.0,1.3524126536,79.0,2.0624252266,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,5.747738118699999,1.9540768718105015,4.0,24.0,3.5735508047,29.0,5.8464182915,68.0,5.2747706589,74.0,8.2962127197,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,6.09401573445,1.7721266336796029,4.0,27.0,4.9438105389,31.0,6.6952079705,69.0,4.4209356685,75.0,8.3161087599,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,4.822442074175,3.4493701850982244,4.0,30.0,3.758340269,32.0,4.9119016202,59.0,1.1818590992,86.0,9.4376673083,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,3.7074124498,,1.0,35.0,3.7074124498,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,5.062277802775,2.9824795041816694,4.0,36.0,4.9191031242,44.0,9.1210946431,60.0,1.9808615819000002,61.0,4.2280518619,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,0.0,1.0569585891509958,4.0,37.0,-0.4583008705,46.0,0.0505718384,57.0,-1.0322110676,84.0,1.4399400997,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,0.10500822064999998,1.247532184134543,2.0,39.0,-0.7771302465000001,43.0,0.9871466878,,,,,,,,,,,,,,,,,,,,,,,,
25,co_culture__b_thai_c_viol_12.5,1.8211211791,0.1373340625259549,2.0,47.0,1.7240113322,55.0,1.918231026,,,,,,,,,,,,,,,,,,,,,,,,
26,immunity_2__WT_sid2,0.0,1.3472231659206186,3.0,87.0,0.9933353445,90.0,0.5401418227,93.0,-1.5334771672,,,,,,,,,,,,,,,,,,,,,,
27,immunity_2__WT_pad4,-0.11280523289999998,0.5392118988085507,3.0,88.0,-0.6143437367,91.0,-0.18155721460000002,94.0,0.4574852526,,,,,,,,,,,,,,,,,,,,,,
28,immunity_2__WT_PS,0.18328098169999998,0.6126567895352452,3.0,89.0,0.7771201731,92.0,0.2193247516,95.0,-0.44660197960000003,,,,,,,,,,,,,,,,,,,,,,
29,immunity_in_vitro__WT_MM,2.5000002068509275e-11,0.3222241687607243,4.0,96.0,-0.24101087040000002,97.0,0.381952145,98.0,-0.2913544785,99.0,0.15041320400000002,,,,,,,,,,,,,,,,,,,,
30,immunity_isolated__WT_DE,0.21923058465,0.5731851288003328,2.0,100.0,-0.1860725068,104.0,0.6245336761,,,,,,,,,,,,,,,,,,,,,,,,
31,immunity_isolated__WT_DEPS,0.14802856305,0.07975675378952642,2.0,101.0,0.0916320216,105.0,0.2044251045,,,,,,,,,,,,,,,,,,,,,,,,
32,immunity_isolated__WT_WT,-1.850371707708594e-17,0.8497953185600127,12.0,102.0,0.26201916470000003,110.0,1.1337807849,117.0,0.5522539207,125.0,0.8061003846,131.0,-0.3991380244,134.0,0.6302914018,138.0,-1.9363764721,159.0,0.4391287486,162.0,-0.5334614776000001,164.0,-0.5512677407000001,170.0,-0.6843642047,174.0,0.2810335142,,,,
33,immunity_isolated__WT_npr1,-0.8100798794,0.2740558996971004,2.0,103.0,-0.6162930943,126.0,-1.0038666645,,,,,,,,,,,,,,,,,,,,,,,,
34,immunity_isolated__AvrRpt2_WT,1.5239619455714286,1.158726628786184,14.0,106.0,1.91531793,113.0,2.7428234007,121.0,0.46716489860000004,127.0,4.3702974033,136.0,1.2849673383,142.0,0.258059711,145.0,1.3365315832,150.0,2.1513585263,160.0,1.5111020055000002,161.0,-0.4211294038,163.0,1.0101430097,167.0,1.2149756114,172.0,1.3819969008,176.0,2.111858323
35,immunity_isolated__AvrRpt2_npr1,0.5910877793,0.7571940960930039,3.0,107.0,-0.2597735242,128.0,1.1907859863,146.0,0.8422508758,,,,,,,,,,,,,,,,,,,,,,
