,-0.06725850400000001,-0.05380680320000001,-0.04035510240000001,-0.02690340160000001,-0.013451700800000008,-1.3877787807814457e-17,0.013451700799999994,0.0269034016,0.040355102399999995,0.05380680319999999,0.06725850399999998,0.0807102048,0.0941619056,0.10761360639999999,0.12106530720000001,0.134517008,0.14796870880000002,0.16142040959999998,0.1748721104,0.18832381120000002
thresh,-0.07398435440000001,0.07398435440000001,1,,,,,,,,,,,,,,,,,
unreg,2,9,27,184,1213,3074,1164,170,37,10,8,3,1,0,1,2,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['PSPTO_5175' 'poxB' 'pbpG'],['pstS'],[],['PSPTO_1201'],['phoQ' 'PSPTO_1679'],[],['PSPTO_1678'],[],[]
