,-0.07610865237146197,-0.054363323122472836,-0.0326179938734837,-0.010872664624494571,0.010872664624494571,0.032617993873483714,0.05436332312247283,0.07610865237146197,0.09785398162045111,0.11959931086944026,0.1413446401184294,0.1630899693674185,0.18483529861640763,0.20658062786539677,0.2283259571143859,0.25007128636337506,0.2718166156123642,0.29356194486135334,0.3153072741103425,0.3370526033593316
thresh,-0.08698131699595654,0.08698131699595654,3,,,,,,,,,,,,,,,,,
unreg,0,4,122,2754,2563,94,8,0,0,0,0,0,1,0,0,1,0,0,0,0
Dnr,0,0,0,5,8,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0
NarL,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,2,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],['moaA1'],[],[],['PA3871'],[],[],[],[]
Dnr_genes,[],[],[],['nirC' 'PA0522' 'PA0515' 'nirS' 'nirF'],['PA0513' 'moaC' 'moaB1' 'nirM' 'moaE' 'nirL' 'nirQ' 'moaD'],['PA0512' 'PA0521'],['nirJ'],['moeA1'],['PA0510'],['nirN'],[],[],[],[],[],[],[],[],[],[]
NarL_genes,[],[],[],[],[],[],['narK1'],[],['narK2'],[],[],[],['narG'],[],['narH'],[],['narJ' 'narI'],[],[],[]
