k,name,in_iM,gene_weight,regulator,function,category
5,Lead,False,-0.018887169286608697,,,
3,Cadmium,False,-0.017900532223284246,,,
6,Iron,False,0.009764106441289187,,,
11,Chromium,False,-0.006338346931152046,,,
4,UC-4,False,-0.005136422803625465,,,
13,UC-6,False,0.004744492694735527,,,
14,UC-7,False,-0.0045374441659078,,,
10,Copper,False,-0.004512382200919092,,,
7,Zinc - Steady,False,-0.003738847230561077,,,
0,UC-1,False,-0.0018692937737796453,,,
12,Zinc - Intermediate,False,0.0017873118771801152,,,
1,UC-2,False,0.0008335111732594669,,,
2,UC-3,False,0.0008101605367846786,,,
8,Zinc - Fast,False,-0.0005527098197489977,,,
9,UC-5,False,-0.0003722361010199144,,,
