,PSPTO_1777
SRX1828913,0.0146601352
SRX1828914,0.0665475042
SRX1828915,0.0223881429
SRX1828916,-0.3193589396
SRX1828917,-0.0370482781
SRX1828918,-0.11001331710000001
SRX3983989,1.2414020565000001
SRX3983990,0.14011848130000001
SRX3983993,-0.0652269671
SRX3983994,0.13992500100000002
SRX3983995,0.4801415486
SRX3983996,1.3723796143
SRX3983997,-0.48129562730000003
SRX3983998,0.3772616367
SRX3983999,0.8731227885
SRX3984000,1.208327425
SRX3984001,-0.6859008427000001
SRX3984002,-0.6718373891
SRX3984003,0.4567926976
SRX3984004,0.6461957256
SRX3984005,0.9333092527
SRX3984006,0.3276400748
SRX3984007,0.8164031707
SRX3984008,0.834599407
SRX3984009,0.2892618803
SRX3984010,0.1218461574
SRX3984011,0.5709593422
SRX3984012,0.16676779390000002
SRX3984013,0.5057919179
SRX3984014,0.36148692400000004
SRX3984015,0.5444236844
SRX3984016,0.5987310953
SRX3984017,0.11721033210000001
SRX3984019,0.0708519529
SRX3984020,0.1072439025
SRX3984021,-0.2447711834
SRX3984022,-0.22589770850000002
SRX3984023,0.0379014219
SRX3984024,0.5934877080000001
SRX3984025,0.9123386506000001
SRX3984026,0.8893059541
SRX3984027,0.8990727377000001
SRX3984028,0.5329004092
SRX3984029,0.7254317238
SRX3984031,-0.2666959295
SRX3984032,-0.09652352780000001
SRX3984034,0.1008379137
SRX3984035,0.6064074385
SRX3984036,0.46706003840000004
SRX3984037,0.9605015564
SRX3984038,-0.044364790800000005
SRX3984039,0.3301429178
SRX3984040,1.0359802329
SRX3984041,0.1397923751
SRX3984042,1.3309469078
SRX3984043,1.0114411097
SRX3984045,0.4399946689
SRX3984046,0.0672278264
SRX3984047,0.191596706
SRX3984048,0.9399894274
SRX3984049,1.3232365388
SRX3984050,1.1378823656
SRX3984051,-0.12299065810000001
SRX3984052,0.8489322197
SRX3984056,-0.44802414090000003
SRX3984057,-0.6183543305
SRX3984058,-0.2729244753
SRX3984059,0.49269241540000003
SRX3984061,0.1609593382
SRX3984062,0.6441810367
SRX3984063,0.7398426085
SRX3984064,0.7013199882000001
SRX3984065,0.5263669176
SRX3984066,0.47322954450000004
SRX3984067,0.35540376030000004
SRX3984068,0.5176484341
SRX3984069,0.6005200733
SRX3984070,0.1577383491
SRX3984071,0.2460369087
SRX3984073,1.0053733295
SRX3984074,1.0391398233
SRX3984077,0.1533910659
SRX3984078,0.010036132500000001
SRX3984079,1.0705402394
SRX3984080,-0.20596716210000002
SRX3984082,0.8216655944
SRX3984084,-0.46289106960000004
SRX6997963,0.33532692070000003
SRX6997964,-0.6438784445
SRX6997965,-0.6879628608
SRX6997967,-0.10956322
SRX6997968,0.6011846088
SRX6997969,-0.2135987229
SRX6997971,-0.22576370070000001
SRX6997972,0.2452517871
SRX6997973,0.1573275664
SRX3159100,0.9969802642000001
SRX3159101,0.1461028088
SRX3159102,-0.3524903078
SRX3159103,-0.7905927653
SRX3159000,1.707159008
SRX3159001,0.5588581785
SRX3159002,-0.4532698053
SRX3159003,0.21181711960000002
SRX3159004,1.037210373
SRX3159005,-0.1426539925
SRX3159006,-1.0717466556
SRX3159007,1.4207467996
SRX3159008,1.2042115847
SRX3159009,0.05314996
SRX3159010,0.44224593090000003
SRX3159012,-0.3282484538
SRX3159013,0.7512566352000001
SRX3159014,-0.4207809268
SRX3159015,0.4994227342
SRX3159016,-0.1421393634
SRX3159017,1.1482781711
SRX3159018,0.8217824634
SRX3159019,-1.209623691
SRX3159020,0.7810525752
SRX3159021,2.0571141958
SRX3159022,1.612385002
SRX3159023,1.3004776702
SRX3159024,-2.1750431546
SRX3159025,0.6517444859
SRX3159026,-0.4075358659
SRX3159027,1.7047843267
SRX3159028,0.8704837678
SRX3159029,0.0703202215
SRX3159030,1.3148771478
SRX3159034,0.0407471902
SRX3159036,-1.4585739563
SRX3159037,0.1128396158
SRX3159041,0.4931697605
SRX3159042,0.8949051587
SRX3159043,0.2705616106
SRX3159045,0.8330814729
SRX3159047,2.0677472749
SRX3159048,-0.5700252041
SRX3159049,0.23578328540000001
SRX3159050,0.15944369800000002
SRX3159051,1.7341407523
SRX3159052,-0.15381263620000002
SRX3159053,0.7465489157
SRX3159054,1.1468742482
SRX3159055,-0.2590888633
SRX3159056,1.9381362753
SRX3159057,1.6328074522
SRX3159058,0.8378962544
SRX3159060,-2.1750431546
SRX3159061,1.2281653125
SRX3159062,-1.1264568748000001
SRX3159063,0.7222756014
SRX3159066,0.817057751
SRX3159069,-2.1750431546
SRX3159070,0.7765774710000001
SRX3159071,0.3769374841
SRX3159073,0.4609667935
SRX3159074,-2.1750431546
SRX3159075,0.4659540775
SRX3159076,2.0644465936
SRX3159080,-0.3277808128
SRX3159082,-0.6086469917
SRX3159083,-0.3900504005
SRX3159086,1.0479115176
SRX3159087,1.1792132757
SRX3159088,0.46376016680000004
SRX3159089,1.4726046182
SRX3159090,-0.2819328786
SRX3159091,0.4706940841
SRX3159092,-0.6216991845000001
SRX3159093,-0.016679416500000002
SRX3159094,-0.3071934283
SRX3159095,0.3157366566
SRX3159096,0.4469518595
SRX3159097,0.0261673826
SRX3159098,1.4470394718000001
SRX3159099,0.1108319334
SRX3158988,0.3033929896
SRX3158989,-0.5237795622
SRX3158990,-0.5788043757
SRX3158991,0.5024452413
SRX3158992,-0.14468147750000002
SRX3158996,-0.1587115121
SRX3644656,0.029104119300000002
SRX3644657,-0.12045675310000001
SRX3644658,0.0913526338
SRX3644659,0.0112762233
SRX3644660,-0.32666845170000003
SRX3644661,-0.3225902178
SRX3644662,-0.22710170370000002
SRX3644663,-0.3121736261
SRX3644664,-0.26599768830000003
SRX3644665,0.0422150052
SRX3644666,-0.1115888014
SRX3644667,0.2480803018
SRX3644668,-0.4999886476
SRX3644669,-0.0943456185
SRX3644670,-0.11175985150000001
SRX3644671,-0.2093833334
SRX3644672,0.040509205
SRX3644673,-0.3330107275
