,A,CysB
abx_mega__rfp_ethanol__1,-0.7218968414,-0.6794357417
abx_mega__dmso-5__3,1.2598342918,0.1655219721
abx_mega__amyc-d_dmso__1,-1.6131513605,1.2737312755999999
abx_mega__sxt_dmso__1,1.0455195933,-1.3039878138
abx_mega__dmso-1__1,1.3619945361,-0.3585026432
abx_mega__pen_h2o__1,-0.1267884292,-0.4365184614
abx_mega__dmso-10__3,1.3483645772,-0.1612514081
abx_mega__nal_naoh__4,-0.8250781126000001,-0.33153991200000005
abx_mega__cip_naoh__1,0.7991827874,-0.6348405651
abx_mega__pen_h2o__2,0.2477644515,-0.3200119741
abx_mega__ery_dmso__2,1.4806219602000001,-0.4444153279
abx_mega__dmso-2__2,0.865943248,1.2585524715
abx_mega__van_dmso__2,-5.5419708134,-1.3723799895
abx_mega__h2o-1b__1,1.6681222162,-0.4908106057
abx_mega__ery_h2o__1,-0.175143144,-0.1305869494
abx_mega__bacit_h2o__1,0.5486722072,-1.7433654145
abx_mega__chl_h2o__2,0.7315116198,-0.0013947216
abx_mega__str_h2o__2,-1.2804440155,1.4866050731
abx_mega__rfp_ethanol__2,-0.0813208683,-0.2640412325
abx_mega__polmyx_h2o__2,-0.36186713800000003,-0.7181229062000001
abx_mega__tric_h2o__1,-1.0782454023999999,0.665466915
abx_mega__cip_naoh__2,0.8055350680000001,0.1864304155
abx_mega__novo_h2o__3,2.3833671487,-1.0224591735
abx_mega__bacit_dmso__1,1.7527940592,-0.5937793484
abx_mega__gen_h2o__1,-3.7208090469,1.0941587765
abx_mega__bacit_dmso__2,0.7093475995,-0.46431013060000004
abx_mega__chl_dmso__1,-1.1639873756,-0.1644565626
abx_mega__bacit_h2o__2,0.5790354223,-1.1875707491
abx_mega__lvx_dmso__1,1.158146879,-0.9643255846000001
abx_mega__bacit_h2o__3,0.8980856737,-1.3495922889
abx_mega__nor_naoh__2,0.6081497928,0.4396449687
abx_mega__amyc-d_dmso__2,0.0464622976,0.2441485931
abx_mega__polmyx_h2o__3,0.8965555286,1.3566370926
abx_mega__naoh-6__1,0.9777409214,0.39672072
abx_mega__cst_h2o__2,0.9170001461,-0.0777484673
abx_mega__h2o-1b__2,2.9282550477,-0.4971913264
abx_mega__rfp_h2o__1,0.4299433355,0.15816996730000002
abx_mega__tet_h2o__1,-0.9273237808,-0.5915403427
abx_mega__flavo_dmso__1,3.2578360607,-1.1691689314
abx_mega__zeocin_h2o__1,1.2834808913,-0.6111798557
abx_mega__nor_naoh__3,-0.1907266191,-0.0330035617
abx_mega__rach_dmso__2,2.067267072,-1.4370782794
abx_mega__thio_dmso__2,-0.7062932911,-0.2496137599
abx_mega__amyc-d_dmso__3,-1.865172404,1.0085594271
abx_mega__rif_dmso__2,1.8684973132,-0.0686931306
abx_mega__amyc-d_dmso__4,-1.9789694409,0.145929406
abx_mega__teix_dmso__3,0.0497923838,-0.5271852221000001
abx_mega__valin_dmso__1,0.48504222080000003,-0.3546943853
abx_mega__teix_dmso__4,2.4684568664,-0.3219547018
abx_mega__ethanol-10__1,1.7640947164,0.0925357151
abx_mega__inh_h2o__1,-0.1157982672,-0.7372962806000001
abx_mega__rif_dmso__3,2.8015809321000003,-1.010036914
abx_mega__van_dmso__3,-3.3297147612,-0.8607983401
abx_mega__doxo_dmso__1,1.017528838,-0.9712833334000001
abx_mega__tmp_dmso__1,0.1026273793,0.0167715041
abx_mega__ethanol-10__2,2.8453929213,-0.1513688412
abx_mega__tmp_dmso__2,-1.3201696249000001,-0.0061755658
abx_mega__amyc-d_dmso__5,-4.8950619951,1.0847875129
abx_mega__novo_h2o__4,3.3190339693,-1.5934407462
abx_mega__cro_h2o__2,0.3655971221,-0.4270276556
abx_mega__cro_h2o__3,1.2516567508,-0.6473005649
abx_mega__gen_h2o__2,-3.7041290361,1.1217405427
abx_mega__phos_h2o__4,-1.0036538161,1.2585416181
abx_mega__metro_dmso__2,2.2860654467,0.0636813822
abx_mega__ery_h2o__2,-0.49063910590000004,-0.0133337018
abx_mega__sacet_h2o__1,4.895213896,1.5457958743
abx_mega__nal_naoh__5,0.7185337294,-0.1323879316
abx_mega__bacit_h2o__4,-0.0444783698,-1.1353964961
abx_mega__cip_naoh__3,-0.3471593656,-0.7097302112
abx_mega__ethanol-8__1,2.3083906533,-0.5563124988
abx_mega__h2o-8a__1,-1.0211275808,-0.1934761488
abx_mega__ery_h2o__3,-0.0372002174,-0.19825515130000002
abx_mega__flavo_dmso__2,0.463921377,-0.7023073118000001
abx_mega__rif_dmso__4,2.6679528003,-0.8911994291
abx_mega__novo_h2o__5,2.6221623623,-2.1928421267
abx_mega__teix_dmso__5,0.3431108209,-0.5413029418
abx_mega__naoh-2__1,1.3205005013,0.7945932606
abx_mega__novo_h2o__6,2.8529996242999998,-1.9525625749
abx_mega__ctx_h2o__3,-0.212808041,-0.5775101681
abx_mega__rach_dmso__3,2.2657815304,-1.7211134954
abx_mega__valin_dmso__2,0.6048412003,-0.37396120310000003
abx_mega__amyc-d_dmso__6,-4.2342817713,1.4563579745
abx_mega__dox_dmso__2,0.6543232062000001,0.1331344112
abx_mega__teix_dmso__6,0.42639229570000003,-0.7439747981
abx_mega__naoh-6__2,1.0101723748,0.355487881
abx_mega__inh_h2o__2,2.9877627685,-0.2727169399
abx_mega__chl_h2o__3,0.1468291823,0.313498056
abx_mega__nal_naoh__6,0.017712692500000002,-0.0335179569
abx_mega__chl_dmso__2,-1.2150030995,-0.2553793156
abx_mega__rach_dmso__4,1.0298800348,-1.1182911977
abx_mega__teix_dmso__7,1.2633707657,-0.3777109308
abx_mega__ceru_ethanol__1,-0.0765945415,0.5885746629
abx_mega__dmso-7__1,0.5226214505,-0.6039758748
abx_mega__naoh-6__3,0.4802150972,0.3263004036
abx_mega__phos_ethanol__2,0.4112882745,-0.0631746285
abx_mega__metro_dmso__3,2.0285121194,0.3396433238
abx_mega__van_dmso__4,-2.6663125191,-1.0674187221
abx_mega__h2o-10__1,1.9412751510000001,-0.5919787753
abx_mega__h2o-10__2,1.532050274,-0.4019106163
abx_mega__dmso-6__3,1.2864987906,-0.09877907100000001
abx_mega__mem_dmso__1,0.8005683556000001,-0.9548896814000001
abx_mega__ethanol-8__2,2.5705107723,-0.1088969386
abx_mega__chl_h2o__4,0.6260878855,0.4250156237
abx_mega__van_h2o__1,-0.4065131426,-1.0019284258
abx_mega__dcs_h2o__1,0.21691567490000002,0.015886521900000002
abx_mega__rif_dmso__5,2.1824808889,-0.49090667520000003
abx_mega__dox_dmso__3,3.2188861628,-0.6110751355
abx_mega__mem_dmso__2,2.3761733787,-0.5645200174
abx_mega__lvx_dmso__2,-0.1091264829,-0.5614898653
abx_mega__tet_h2o__2,-0.38417648860000003,0.734166348
abx_mega__phos_h2o__5,-0.615741646,1.5346901707
abx_mega__monac_dmso__1,-2.3912831174,-0.3382364861
abx_mega__str_h2o__3,-0.1867173665,-1.1691348269
abx_mega__zeocin_h2o__2,0.419872986,0.44584478860000004
abx_mega__amyc-d_dmso__7,-5.0022248485,1.5258665423000002
abx_mega__fidax_dmso__1,1.5363328639,-0.24681711010000001
abx_mega__h2o-1a__1,-0.1801400044,-0.0256824327
abx_mega__dox_dmso__4,0.6871384869,0.33854818210000004
abx_mega__lzd_dmso__2,1.3824316929,-0.6370983732000001
abx_mega__tet_h2o__3,-0.8578161662,-0.6114977356
abx_mega__dmso-1__2,0.8647986757,-0.5410998578
abx_mega__sxt_dmso__2,3.6136614891,-0.8850529497
abx_mega__tric_ethanol__2,0.10463366340000001,-0.7208220179
abx_mega__teix_dmso__8,-0.3806676956,-0.7512511667
abx_mega__ramo_h2o__2,0.9648692258,-0.9811139298
abx_mega__inh_h2o__3,0.3236787179,-0.0969980676
abx_mega__cst_h2o__3,0.2947856332,-0.3065874301
abx_mega__dmso-9__1,0.7672268819,-0.26116884430000004
abx_mega__ethanol-8__3,1.9104862916,0.0336716047
abx_mega__monac_dmso__2,-3.454980062,-1.0943027239
abx_mega__dmso-9__2,0.4195497119,-0.1130868497
abx_mega__metro_dmso__4,2.4208682003,-0.009836242700000001
abx_mega__ctx_h2o__4,0.5899590647,-0.6555187719000001
abx_mega__zeocin_h2o__3,0.9187119445,0.8196556917000001
abx_mega__bacit_h2o__5,0.7109365555,-1.0838742291
abx_mega__reta_dmso__1,2.8084067061,-0.9980355654
abx_mega__ery_h2o__4,-2.5095013593999997,0.9280609037
abx_mega__ceru_ethanol__2,1.1170448532,0.8331836103
abx_mega__fidax_dmso__2,0.3989620495,-0.2583710287
abx_mega__novo_dmso__1,3.3853771148,-0.9599692625
abx_mega__naoh-6__4,1.2121404494,0.3624662853
abx_mega__amyc-d_dmso__8,-0.7421013115,0.30206317120000004
abx_mega__chl_dmso__3,-1.2314794349,-0.1680874004
abx_mega__nal_naoh__7,-0.7218305535,-0.3856136643
abx_mega__teix_dmso__9,2.3437545216,-0.6642520362000001
abx_mega__ery_dmso__3,1.1062049966,-0.4761366415
abx_mega__tmp_dmso__3,0.047665435000000006,-0.029525075300000002
abx_mega__sxt_dmso__3,1.4351118901,-1.1622265794
abx_mega__polmyx_h2o__4,1.9288790706,1.1713591411
abx_mega__mem_dmso__3,0.5688555072,-0.3050483391
abx_mega__nal_naoh__8,-0.35801594870000003,0.073507822
abx_mega__pen_h2o__3,-0.1803121842,-0.4990312609
abx_mega__van_dmso__5,-4.6204496154,-1.3863472325
abx_mega__zeocin_h2o__4,-2.6766928155,0.8845898667000001
abx_mega__h2o-6__2,1.2967654163,0.39374488760000004
abx_mega__tet_h2o__4,0.1929193575,-0.6827985419
abx_mega__nor_naoh__4,-0.11541628720000001,-0.20750297250000002
abx_mega__cip_naoh__4,0.7556709609000001,0.3990597967
abx_mega__tmp_dmso__4,0.5556751671,0.3221607636
abx_mega__reta_dmso__2,1.7494575364,-0.2584217915
abx_mega__mem_dmso__4,1.4428730345,-0.6319391957
abx_mega__dox_dmso__5,0.46885980720000003,-0.8566400294000001
abx_mega__tmp_dmso__5,1.4973832058,-0.3693616977
abx_mega__flavo_dmso__3,0.5164779123000001,-0.39716516090000004
abx_mega__tmp_dmso__6,-0.9532189219,-1.1305747277
abx_mega__ceru_ethanol__3,4.2298028475,0.0139185952
abx_mega__teix_dmso__10,-0.8857189834,-0.2760106483
abx_mega__novo_h2o__7,2.4082653609,-0.9195280148
abx_mega__fidax_dmso__3,2.0750283985,-0.0475853914
abx_mega__h2o-1a__2,0.5540970052,0.043133412100000004
abx_mega__dcs_h2o__2,-0.1809642212,-0.1972095194
abx_mega__cst_h2o__4,0.9469493818,-0.11720673990000001
abx_mega__van_h2o__2,0.19320586650000002,-1.1165938508
abx_mega__pen_h2o__4,-1.020616372,-0.7744488045
abx_mega__h2o-8b__2,-0.38424662800000003,0.023057506300000002
abx_mega__reta_dmso__3,1.9885918710000001,-0.7192602786000001
abx_mega__dmso-7__2,0.1344786419,-0.6070386587000001
abx_mega__rfp_h2o__2,0.8156142746,0.1251835966
abx_mega__rif_dmso__6,2.059739246,-0.1481568332
abx_mega__sxt_dmso__4,1.1354179038,-1.1414715885
abx_mega__cip_naoh__5,1.5582706003,0.0674274507
abx_mega__dmso-9__3,0.0550869405,-0.5617954888000001
abx_mega__mem_dmso__5,0.3121666852,-0.5066710308
abx_mega__tric_h2o__2,-1.1721608227,0.2463675539
abx_mega__phos_h2o__6,0.0267831489,0.4436240925
abx_mega__h2o-7__2,-1.1125748721,-0.6585668466
abx_mega__h2o-10__3,2.1550018635,-0.48804832530000003
abx_mega__h2o-8a__2,-0.6464650197,-0.10813331150000001
abx_mega__thio_dmso__3,-1.4710432774,-1.067025673
abx_mega__lzd_dmso__3,0.9660686478,-0.1809023776
abx_mega__monac_dmso__3,-2.1836621084,-1.2770552596
abx_mega__polmyx_h2o__5,0.9471307476,-0.6935577146
abx_mega__naoh-6__5,1.0016076667,0.4048152954
abx_mega__teix_dmso__11,0.0330016684,0.0028979594
abx_mega__van_h2o__3,0.11966928830000001,-1.4831172856000001
abx_mega__teix_dmso__12,1.4767671454,-0.3471064104
abx_mega__dox_dmso__6,-0.6355984629,1.0492209369
abx_mega__teix_dmso__13,0.7548750819000001,-1.3248779418
abx_mega__h2o-7__3,-0.7790071724000001,-1.105822446
abx_mega__str_h2o__4,-0.34476541860000004,1.8503397406
abx_mega__tec_h2o__3,0.019333183900000002,-0.3600800341
abx_mega__phos_h2o__7,-0.6223691952,0.4566213569
abx_mega__chl_h2o__5,0.6592588203,0.1362099715
abx_mega__polmyx_h2o__6,-0.9119156347,1.2625715853
abx_mega__teix_dmso__14,0.2879508626,-0.0212442932
abx_mega__rif_dmso__7,1.2359375976,0.34482037
abx_mega__ramo_h2o__3,0.0075194312,-0.702639019
abx_mega__fidax_dmso__4,0.9166130219,-0.2269101456
abx_mega__teix_dmso__15,1.2697794834,-0.2620643801
abx_mega__thio_dmso__4,-0.9099132664,-1.2735737898
abx_mega__rif_dmso__8,3.0400219266,-0.2764901946
abx_mega__reta_dmso__4,1.8681180208,-0.6441031127
abx_mega__inh_h2o__4,2.323727687,-0.023869502900000002
abx_mega__novo_dmso__2,3.0844201813,-0.8463670390000001
abx_mega__dcs_h2o__3,0.4868372105,-0.0982132369
abx_mega__h2o-8b__3,-1.0243518941,-0.6342050514
abx_mega__valin_dmso__3,-0.3544036057,-0.24080271250000002
abx_mega__h2o-2__1,0.2698805116,1.4225361504
abx_mega__cro_h2o__4,0.7942932272000001,-0.1583932233
abx_mega__dcs_h2o__4,-0.2353463211,-0.2768056445
abx_mega__str_h2o__5,-0.2432498874,-0.8717643855
abx_mega__h2o-8a__3,0.4013393515,-0.5175478086
abx_mega__dox_dmso__7,0.012339950300000001,0.0192889474
abx_mega__doxo_dmso__2,0.0324841176,-1.1561021035
abx_mega__teix_dmso__16,1.3516150507,-1.7559367101
abx_mega__rfp_h2o__3,0.7433398811,0.2005308744
abx_mega__ethanol-10__3,3.1595617919,0.0801631356
abx_mega__naoh-2__2,-0.6535697233000001,1.1220050939
abx_mega__van_h2o__4,-0.5535266846,-0.8412698405
abx_mega__sacet_h2o__2,4.317834227,1.3053961246
abx_mega__monac_dmso__4,-3.1742188537000002,-0.8190247363000001
abx_mega__h2o-2__2,-0.3204785842,1.2822737685
abx_mega__zeocin_h2o__5,0.7408036185,-0.5067831028
abx_mega__nor_naoh__5,-0.46186342140000003,-0.3069223514
abx_mega__naoh-9__2,0.15578797600000002,-0.013604828900000001
abx_mega__dmso-7__3,1.617792846,-0.7189233265
abx_mega__van_h2o__5,0.17586077220000002,-1.1849391992
abx_mega__flavo_dmso__4,0.5754349753,-0.45647705590000004
abx_mega__novo_dmso__3,3.3648138004,-1.19683389
abx_mega__polmyx_h2o__7,-0.1117558772,-0.7088174530000001
abx_mega__teix_dmso__17,0.7499265110000001,-0.5631455142
abx_mega__doxo_dmso__3,2.0399539033,-1.5432736871000001
abx_mega__mem_dmso__6,0.2980091785,-0.0537323227
abx_mega__h2o-1a__3,-0.3739570009,-0.0174509794
abx_mega__bacit_dmso__3,1.1072118583,0.0140519209
abx_mega__dox_dmso__8,0.3107293976,0.8645132145000001
abx_mega__teix_dmso__18,1.0421484308,-0.5792872758000001
abx_mega__h2o-6__3,0.7547245012,0.17316688130000002
abx_mega__pen_h2o__5,-1.1992068155,-0.5280813432
abx_mega__lzd_dmso__4,-0.215172793,0.0049421306000000005
abx_mega__daro__1,-0.17786926050000001,-0.8793596005000001
abx_mega__solv__1,0.4980562282,-1.3044219432
abx_mega__daro__2,-0.9978786282000001,-0.5471725992
abx_mega__daro__3,-1.0831071897,-0.6068654668
abx_mega__solv__2,0.66442516,-1.3645041087
abx_mega__solv__3,0.6099443567,-0.5987026861
abx_mega__dmso-4__1,1.4886413069,0.0418053653
abx_mega__kirr_dmso__1,-0.9404399166,0.035086371000000005
abx_mega__kirr_dmso__2,-1.1539096161,-0.0615724216
abx_mega__kirr_dmso__3,-0.9695783164,0.22558810910000002
abx_mega__dmso-4__2,0.8605359597000001,-0.1740080391
abx_mega__dmso-4__3,1.0202720557,-0.08842459280000001
ackA_pta__dnaA46_del_ackA__1,-0.6762522306000001,-0.1691854143
ackA_pta__dnaA46_del_ackA__2,-0.5038088442,0.055853412000000005
ackA_pta__dnaA46_del_ackA__3,-0.40651599800000005,-0.7252408232
ackA_pta__dnaA46_del_pta__1,-0.1408916046,0.7573335417
ackA_pta__dnaA46_del_pta__2,-0.9904620998,-0.2872618678
ackA_pta__dnaA46_del_pta__3,-1.3775261055999999,0.6063203431
ackA_pta__dnaA46__1,-0.0002524959,0.06721075900000001
ackA_pta__dnaA46__2,-0.4580951754,-0.7644116255000001
ackA_pta__dnaA46__3,-0.3456927869,0.005016142800000001
ackA_pta__del_ackA__1,-0.155682701,0.0538511777
ackA_pta__del_ackA__2,-0.1222067669,0.6874065451
ackA_pta__del_ackA__3,-0.0791963215,0.039024713100000004
ackA_pta__del_pta__1,-1.1039714902,-0.2808660536
ackA_pta__del_pta__2,-0.4406415643,-0.2728891564
ackA_pta__del_pta__3,-0.27908763000000003,0.1561691312
ackA_pta__wt__1,0.7297073643,-0.035767858300000004
ackA_pta__wt__2,-0.3636847153,-0.0944042647
ackA_pta__wt__3,-0.36602264900000003,0.1301721229
anticancer__5fu__1,-1.044381051,-0.6974507129
anticancer__5fu__2,-1.1243803343,-0.5448459528
anticancer__cap__1,0.8287708781,0.483113985
anticancer__cap__2,1.1286015485,0.5752903942
anticancer__cap__3,1.5085996071999999,0.4974868888
anticancer__wt__1,-0.4202170912,-0.1081448735
anticancer__wt__2,-0.012016056800000001,0.1976450043
anticancer__wt__3,0.432233148,-0.08950013080000001
anticancer__5fu__3,-1.1908891264,-0.9199484726
bio_pln__aero_pln__1,-0.1537714633,0.1349477861
bio_pln__aero_pln__2,0.1537714633,-0.1349477861
bio_pln__anaero_pln__1,-0.532860105,0.2593908607
bio_pln__anaero_pln__2,-0.8451801397,0.3105430212
biocide__bzcl_12h__1,0.1397106869,-0.37439962730000004
biocide__bzcl_12h__2,-2.2653533473,-0.17985610870000002
biocide__bzcl_12h__3,0.3972060552,-0.2993054966
biocide__etoh_12h__1,-1.2511266134999999,-0.0878795546
biocide__etoh_12h__2,-0.8244024573000001,-0.051991943900000004
biocide__etoh_12h__3,-0.9077274884000001,-0.2289963398
biocide__gluald_12h__1,-0.8087795928,0.22373496410000002
biocide__gluald_12h__2,-1.1551073466,0.0389299031
biocide__gluald_12h__3,-0.8107934229,0.061983239200000005
biocide__h2o2_12h__1,-0.960833499,-0.028699389800000003
biocide__h2o2_12h__2,-0.5597639168,-0.0611103615
biocide__h2o2_12h__3,-0.8493347946,-0.0936369839
biocide__2ppoh_12h__1,-0.47331228740000003,-0.2665482601
biocide__2ppoh_12h__2,-0.2449404902,-0.3305328495
biocide__2ppoh_12h__3,0.20047702480000001,-0.1797816267
biocide__paa_12h__1,-0.5450817155000001,0.1954326734
biocide__paa_12h__2,-0.5847350713,-0.022245799700000003
biocide__paa_12h__3,-0.39548048220000004,-0.0388553288
biocide__phe_12h__1,-0.8229629974,-0.0367185866
biocide__phe_12h__2,-0.7639110281,-0.131318068
biocide__phe_12h__3,-0.8889117242000001,0.0354398653
biocide__pvp-i_12h__1,-0.20314884100000002,-0.2673935935
biocide__pvp-i_12h__2,0.5026533346000001,-0.09829001150000001
biocide__pvp-i_12h__3,-0.0077422856,-0.25668612150000003
biocide__bleach_12h__1,-1.1762068642,-0.1146778553
biocide__bleach_12h__2,-1.0028932605,-0.081003367
biocide__bleach_12h__3,-0.7809610113000001,-0.1035230437
biocide__chx_12h__1,-0.8903220257000001,-0.0868573316
biocide__chx_12h__2,-1.9630666413000002,-0.1279902743
biocide__chx_12h__3,-1.8558607287000002,-0.24316052230000001
biocide__bzcl_30m__1,-0.7137952128,-0.430819924
biocide__bzcl_30m__2,-0.8957566818,-0.3665920485
biocide__bzcl_30m__3,-1.6699833380000002,-0.6012988451
biocide__phe_30m__1,1.8088361963000001,-0.4042936789
biocide__phe_30m__2,1.0976907691,-0.2508612445
biocide__phe_30m__3,1.0616060192,-0.4444021011
biocide__pvp-i_30m__1,-1.0442260451,-0.059985501100000005
biocide__pvp-i_30m__2,-1.0053418922,-0.1600011203
biocide__pvp-i_30m__3,-0.5288264368,-0.21501123600000002
biocide__ctrl_12h__1,-0.4156540432,-0.030480646900000002
biocide__ctrl_12h__2,0.1950591747,-0.2284696914
biocide__ctrl_12h__3,-0.5476262432,-0.22106321810000001
biocide__ctrl_30m__1,0.4341868508,-0.050277185700000004
biocide__ctrl_30m__2,-0.7828372615,0.10198052070000001
biocide__ctrl_30m__3,0.3486504107,-0.051703335
clpP__wt__1,0.5340370659,-0.030886260500000002
clpP__wt_DPTA__1,-0.06851899260000001,-0.4795010803
clpP__wt__2,0.4150563061,-0.08020432970000001
clpP__wt_DPTA__2,-0.5345721473,-0.5837883921
clpP__wt__3,-0.9490933720000001,0.1110905903
clpP__wt_DPTA__3,0.29206806420000003,-0.4434052122
clpP__delclpP__1,0.8080538855,-0.0779613344
clpP__delclpP_DPTA__1,-0.15403781090000002,-0.35158931920000003
clpP__delclpP__2,-0.0631032754,0.1954471864
clpP__delclpP_DPTA__2,-0.2195292378,-0.561959242
clpP__delclpP__3,0.1604274803,-0.2658213667
clpP__delclpP_DPTA__3,0.6118881503,-0.4786503033
colombos2__delydcR__1,-0.6070255777,-0.9955711946
colombos2__delydcR__2,-0.3301786149,-0.3635731642
colombos2__delydcR__3,0.0119788701,-0.2162976655
colombos2__delyjiR__1,-0.1279939846,0.1058680072
colombos2__delyjiR__2,-0.0461426689,0.34766888490000003
colombos2__delyjiR__3,0.1187365747,0.5043771586
colombos2__wt__1,0.0865676451,0.2774193754
colombos2__wt__2,-0.45255962780000003,-0.25879975920000003
colombos2__wt__3,0.3659919827,-0.0186196161
crp_k100__ar1_ar2__1,-1.1800613819,0.2066704758
crp_k100__ar1_ar2__2,-0.7988545895,0.07304112460000001
crp_k100__ar1_ar2__3,0.2610125933,-0.1054631178
crp_k100__wt__1,0.3543134294,-0.3817944373
crp_k100__wt__2,0.0222093873,0.1118404563
crp_k100__wt__3,-0.37652281660000003,0.2699539811
crp_k100__K100Q__1,-0.6150177476,0.6663562514
crp_k100__K100Q__2,-0.0576767399,0.727018881
crp_k100__K100R__1,0.7495855327000001,0.2365501133
crp_k100__K100R__2,0.4855207951,-1.2054007024
crp_k100__K100R__3,0.098791945,0.08395674510000001
csrA__wt_t00__1,-0.0432564836,-0.0469176471
csrA__wt_t02_30__1,1.1346690093,-1.2026708921
csrA__wt_t05__1,1.9152202937,-2.0011835108
csrA__wt_t10__1,1.3042394497,-2.5334094248
csrA__wt_t15__1,1.0912671247,-2.7721825045
csrA__delcsrA_t00__1,-0.6287500292,0.0115036379
csrA__delcsrA_t02_30__1,0.5044617168000001,-1.4539886115
csrA__delcsrA_t05__1,1.5786843757,-2.4652839194
csrA__delcsrA_t10__1,1.7068899335,-3.047729897
csrA__delcsrA_t15__1,2.2522986545,-2.9377837799
csrA__wt_t00__2,0.0432564836,0.0469176471
csrA__wt_t02_30__2,2.9884231948,-1.3125782502
csrA__wt_t05__2,3.4249950929,-1.9496283621
csrA__wt_t10__2,2.6100148294,-2.8698291746
csrA__wt_t15__2,1.8528765265,-2.5336376619000003
csrA__delcsrA_t00__2,-0.6367973253,-0.0343962768
csrA__delcsrA_t02_30__2,1.3660356298,-1.9534702896
csrA__delcsrA_t05__2,-0.024478872000000002,-2.1307778059
csrA__delcsrA_t10__2,1.1048861008,-2.9994795754
csrA__delcsrA_t15__2,0.8902339201,-2.2490254138
cstr_pfr__str_0005m__1,0.30130490330000004,-0.12209626100000001
cstr_pfr__str_0010m__1,0.044586158800000004,-0.10583832330000001
cstr_pfr__str_0025m__1,0.3456973041,0.4025471351
cstr_pfr__str_0045m__1,0.2757348356,0.3514800816
cstr_pfr__str_0075m__1,0.19623387590000002,0.1548768955
cstr_pfr__str_0120m__1,0.1907387492,0.1367358333
cstr_pfr__str_0210m__1,0.28822497620000004,0.13310562680000002
cstr_pfr__str_0330m__1,0.3483163784,0.17812401590000002
