,iModulon,Gene
0,0,PSPTO_0217
1,0,PSPTO_0218
2,0,PSPTO_0352
3,0,PSPTO_0353
4,0,PSPTO_0359
5,0,PSPTO_0768
6,0,PSPTO_0769
7,0,PSPTO_1154
8,0,PSPTO_1155
9,0,PSPTO_1156
10,0,PSPTO_1157
11,0,PSPTO_1255
12,0,PSPTO_1256
13,0,PSPTO_1257
14,0,PSPTO_1871
15,0,PSPTO_RS21280
16,0,PSPTO_4136
17,0,PSPTO_4238
18,0,PSPTO_4239
19,0,PSPTO_4240
20,0,PSPTO_4241
21,0,PSPTO_4885
22,0,PSPTO_4886
23,0,PSPTO_4887
24,0,PSPTO_4909
25,0,PSPTO_4910
26,0,PSPTO_4911
27,0,PSPTO_4912
28,0,PSPTO_5245
29,0,PSPTO_5246
30,0,PSPTO_5247
31,0,PSPTO_5248
32,0,PSPTO_5356
33,1,PSPTO_RS06455
34,1,PSPTO_2578
35,1,PSPTO_RS14755
36,1,PSPTO_RS15390
37,1,PSPTO_3288
38,1,PSPTO_3289
39,1,PSPTO_3569
40,1,PSPTO_4167
41,1,PSPTO_4168
42,1,PSPTO_4170
43,1,PSPTO_4254
44,1,PSPTO_4267
45,1,PSPTO_RS22145
46,1,PSPTO_RS22150
47,1,PSPTO_4272
48,1,PSPTO_RS22160
49,1,PSPTO_RS22165
50,1,PSPTO_4277
51,1,PSPTO_4278
52,1,PSPTO_4279
53,1,PSPTO_4282
54,1,PSPTO_4285
55,1,PSPTO_4287
56,1,PSPTO_4289
57,1,PSPTO_4290
58,1,PSPTO_4291
59,1,PSPTO_4293
60,1,PSPTO_4294
61,1,PSPTO_4295
62,1,PSPTO_4296
63,1,PSPTO_4298
64,1,PSPTO_4299
65,1,PSPTO_RS29950
66,1,PSPTO_4300
67,1,PSPTO_4301
68,1,PSPTO_4306
69,1,PSPTO_4312
70,1,PSPTO_4316
71,1,PSPTO_4317
72,1,PSPTO_4318
73,1,PSPTO_4319
74,1,PSPTO_4320
75,1,PSPTO_RS22405
76,1,PSPTO_4323
77,1,PSPTO_4324
78,1,PSPTO_4325
79,1,PSPTO_RS22435
80,1,PSPTO_RS22440
81,1,PSPTO_4331
82,1,PSPTO_4333
83,1,PSPTO_4334
84,1,PSPTO_4335
85,1,PSPTO_4337
86,1,PSPTO_4338
87,1,PSPTO_4339
88,1,PSPTO_4340
89,1,PSPTO_4344
90,1,PSPTO_4348
91,1,PSPTO_4349
92,1,PSPTO_4350
93,1,PSPTO_4351
94,1,PSPTO_4352
95,1,PSPTO_4353
96,1,PSPTO_4360
97,1,PSPTO_4362
98,1,PSPTO_4363
99,1,PSPTO_4365
100,1,PSPTO_4366
101,1,PSPTO_4367
102,1,PSPTO_4368
103,1,PSPTO_4369
104,1,PSPTO_4370
105,1,PSPTO_4371
106,1,PSPTO_4372
107,1,PSPTO_4373
108,1,PSPTO_4374
109,1,PSPTO_4375
110,1,PSPTO_4377
111,1,PSPTO_4379
112,1,PSPTO_4380
113,1,PSPTO_4381
114,1,PSPTO_4382
115,1,PSPTO_4383
116,1,PSPTO_4384
117,1,PSPTO_4387
118,1,PSPTO_RS22740
119,1,PSPTO_4525
120,1,PSPTO_RS25640
121,2,PSPTO_0117
122,2,PSPTO_0230
123,2,PSPTO_0242
124,2,PSPTO_0243
125,2,PSPTO_0505
126,2,PSPTO_0558
127,2,PSPTO_0563
128,2,PSPTO_RS02995
129,2,PSPTO_0596
130,2,PSPTO_RS05295
131,2,PSPTO_1008
132,2,PSPTO_1039
133,2,PSPTO_1040
134,2,PSPTO_1059
135,2,PSPTO_1221
136,2,PSPTO_RS06450
137,2,PSPTO_RS06455
138,2,PSPTO_1222
139,2,PSPTO_1278
140,2,PSPTO_RS06750
141,2,PSPTO_1279
142,2,PSPTO_1310
143,2,PSPTO_1322
144,2,PSPTO_1323
145,2,PSPTO_1334
146,2,PSPTO_5635
147,2,PSPTO_1493
148,2,PSPTO_1494
149,2,PSPTO_1514
150,2,PSPTO_1844
151,2,PSPTO_1911
152,2,PSPTO_1912
153,2,PSPTO_1925
154,2,PSPTO_1927
155,2,PSPTO_1928
156,2,PSPTO_1944
157,2,PSPTO_1945
158,2,PSPTO_1946
159,2,PSPTO_1949
160,2,PSPTO_1950
161,2,PSPTO_1951
162,2,PSPTO_1952
163,2,PSPTO_1953
164,2,PSPTO_1982
165,2,PSPTO_1983
166,2,PSPTO_1987
167,2,PSPTO_1988
168,2,PSPTO_1989
169,2,PSPTO_1992
170,2,PSPTO_2014
171,2,PSPTO_2041
172,2,PSPTO_2253
173,2,PSPTO_2441
174,2,PSPTO_2442
175,2,PSPTO_2448
176,2,PSPTO_2472
177,2,PSPTO_2473
178,2,PSPTO_2480
179,2,PSPTO_2501
180,2,PSPTO_2511
181,2,PSPTO_2526
182,2,PSPTO_2616
183,2,PSPTO_2731
184,2,PSPTO_2883
185,2,PSPTO_2907
186,2,PSPTO_2996
187,2,PSPTO_2997
188,2,PSPTO_3123
189,2,PSPTO_3157
190,2,PSPTO_3237
191,2,PSPTO_3292
192,2,PSPTO_3379
193,2,PSPTO_3417
194,2,PSPTO_3419
195,2,PSPTO_3422
196,2,PSPTO_3524
197,2,PSPTO_3529
198,2,PSPTO_3530
199,2,PSPTO_3531
200,2,PSPTO_3532
201,2,PSPTO_3577
202,2,PSPTO_3582
203,2,PSPTO_3583
204,2,PSPTO_3597
205,2,PSPTO_3680
206,2,PSPTO_3696
207,2,PSPTO_3699
208,2,PSPTO_4156
209,2,PSPTO_4208
210,2,PSPTO_4209
211,2,PSPTO_4324
212,2,PSPTO_4325
213,2,PSPTO_4336
214,2,PSPTO_4531
215,2,PSPTO_4541
216,2,PSPTO_4543
217,2,PSPTO_4624
218,2,PSPTO_4837
219,2,PSPTO_4952
220,2,PSPTO_4953
221,2,PSPTO_5159
222,2,PSPTO_5340
223,2,PSPTO_5352
224,2,PSPTO_5363
225,2,PSPTO_5385
226,2,PSPTO_5482
227,2,PSPTO_5553
228,2,PSPTO_5554
229,2,PSPTOB0055
230,2,PSPTO_RS29700
231,3,PSPTO_RS01845
232,3,PSPTO_RS04610
233,3,PSPTO_1210
234,3,PSPTO_1447
235,3,PSPTO_1790
236,3,PSPTO_1792
237,3,PSPTO_1793
238,3,PSPTO_1795
239,3,PSPTO_1796
240,3,PSPTO_1797
241,3,PSPTO_RS09775
242,3,PSPTO_RS10780
243,3,PSPTO_2240
244,3,PSPTO_RS11875
245,3,PSPTO_2423
246,3,PSPTO_2424
247,3,PSPTO_2425
248,3,PSPTO_2430
249,3,PSPTO_2481
250,3,PSPTO_2482
251,3,PSPTO_2483
252,3,PSPTO_2484
253,3,PSPTO_2486
254,3,PSPTO_2487
255,3,PSPTO_2590
256,3,PSPTO_2786
257,3,PSPTO_2787
258,3,PSPTO_2788
259,3,PSPTO_2984
260,3,PSPTO_RS15445
261,3,PSPTO_2985
262,3,PSPTO_2986
263,3,PSPTO_2987
264,3,PSPTO_2988
265,3,PSPTO_2991
266,3,PSPTO_2992
267,3,PSPTO_2995
268,3,PSPTO_2996
269,3,PSPTO_3077
270,3,PSPTO_5642
271,3,PSPTO_3438
272,3,PSPTO_3451
273,3,PSPTO_3466
274,3,PSPTO_3467
275,3,PSPTO_RS29930
276,3,PSPTO_RS20450
277,3,PSPTO_5184
278,3,PSPTO_5185
279,3,PSPTO_5186
280,3,PSPTO_5187
281,3,PSPTO_5188
282,3,PSPTO_5189
283,3,PSPTO_5195
284,3,PSPTO_5197
285,3,PSPTO_5198
286,3,PSPTO_5217
287,3,PSPTO_5218
288,3,PSPTO_5313
289,3,PSPTO_5315
290,3,PSPTO_5319
291,3,PSPTO_5320
292,3,PSPTO_5471
293,4,PSPTO_0024
294,4,PSPTO_0050
295,4,PSPTO_0097
296,4,PSPTO_0298
297,4,PSPTO_0477
298,4,PSPTO_0531
