,A,Crp
R2,,0.0561508868438263
xmin,,-9.852476477
xmid,,
xmax,,1.6003325529999994
ystart,,-17.856492212133055
yend,,1.8247068149304044
control__wt_glc__1,0.0439836196350078,0.012478645999999928
control__wt_glc__2,-0.0439836196349857,-0.012478645999999928
fur__wt_dpd__1,-11.224691976538532,0.07757413100000042
fur__wt_dpd__2,-13.02448892598298,-0.0906821709999992
fur__wt_fe__1,-0.1544975287295173,-0.030513672999999738
fur__wt_fe__2,0.2477324480489334,0.0581907200000007
fur__delfur_dpd__1,-7.550327888442101,-0.10598198399999957
fur__delfur_dpd__2,-6.618204784081173,-0.22346684100000047
fur__delfur_fe2__1,-1.6202770345987871,0.4364299129999996
fur__delfur_fe2__2,-1.9712494725187055,0.36756339300000107
acid__wt_ph5__1,-2.7648972986745246,0.3455225730000002
acid__wt_ph5__2,-2.547104068742369,0.34313646300000045
acid__delgadx_ph5__2,-1.5047821179525658,0.3393877130000007
acid__delgadw_ph5__1,-1.9318223330998552,0.3838637929999997
acid__delgadw_ph5__2,-1.7661455933750596,0.3398617829999999
acid__delgade_ph5__1,-2.007103270827271,0.432408723
acid__delgade_ph5__2,-2.0624268357831763,0.4824361929999999
oxidative__wt_pq__1,-9.59767091803094,0.17662370300000066
oxidative__wt_pq__2,-9.75048170637341,0.24038529300000103
oxidative__deloxyr_pq__1,-8.313478091504567,0.5131550130000004
oxidative__deloxyr_pq__2,-8.242675960774788,0.5363373029999998
oxidative__delsoxr_pq__1,-8.268122063018806,0.3346725330000009
oxidative__delsoxr_pq__2,-8.60163966157954,0.3870598730000001
oxidative__delsoxs_pq__1,-9.43364268167504,0.5134629630000003
oxidative__delsoxs_pq__2,-9.37709069959308,0.5104807529999995
nac_ntrc__wt_csn__1,-8.51833961791958,-0.0727968299999997
nac_ntrc__wt_csn__2,-8.33365349283515,-0.09324395099999984
nac_ntrc__wt_cytd__1,-6.242524476920721,-0.043119613
nac_ntrc__wt_cytd__2,-5.823207038294968,-0.07348926000000056
nac_ntrc__wt_gln__1,-8.69324205989818,0.16383650300000066
nac_ntrc__wt_gln__2,-9.23692196822272,0.11651884599999995
nac_ntrc__bw_delnac_csn__1,-14.469312844695406,0.16921202300000004
nac_ntrc__bw_delnac_csn__2,-14.812152539695065,0.03216219000000109
nac_ntrc__bw_delnac_cytd__1,-4.835867120933333,0.2936758630000007
nac_ntrc__bw_delnac_cytd__2,-4.7307640965701525,0.2286386530000009
nac_ntrc__bw_delnac_gln__1,-7.825008787065936,0.5051051429999998
nac_ntrc__bw_delnac_gln__2,-8.13423230041779,0.563775123000001
nac_ntrc__bw_delnac_nh4__1,0.3707938539259264,0.3391651030000009
nac_ntrc__bw_delnac_nh4__2,0.4393945338661103,0.3602350630000011
misc__wt_no_te__1,-3.563115795986641,0.3221691629999999
misc__wt_no_te__2,-2.302205974451262,0.3159875930000009
misc__bw_delcbl__1,0.6621303067712776,0.30577407300000026
misc__bw_delcbl__2,0.6863229661287948,0.3225694130000001
misc__bw_delfabr__1,1.6325622936789268,0.1944652930000004
misc__bw_delfabr__2,1.2090576928709134,0.13385438500000113
misc__bw_delfadr__1,-0.7037206510199081,0.325118883
misc__bw_delfadr__2,-0.6695483043901872,0.3434663330000003
misc__nitr_031__1,-6.623243855772913,0.2155988630000003
omics__wt_glu__1,-1.355969800604511,0.3481259330000004
omics__wt_glu__2,-2.237406734189744,0.31989882300000083
omics__wt_gly__1,-1.174311308465846,0.3121818130000005
omics__wt_gly__2,-0.9566060482820938,0.3489800729999999
omics__wt_thr__1,-4.034979729013389,0.8835606830000007
omics__wt_thr__2,-3.217375520675225,1.127551423
omics__bw_ac__1,7.337258692142728,0.4643589929999994
omics__bw_ac__2,7.192988251357069,0.4618822229999999
omics__bw_fum__1,3.7108196123101713,0.446647853
omics__bw_fum__2,3.975421415125678,0.4952586530000005
omics__bw_glc__1,-4.205099749654029,0.31995135300000044
omics__bw_glc__2,-4.229129866418716,0.3609335930000004
omics__bw_pyr__1,4.500369900815881,0.8061810030000007
omics__bw_pyr__2,4.60829737718543,0.7644674929999997
ompr__wt_nacl__1,-12.45968621132386,-0.6865814769999989
ompr__wt_nacl__2,-12.923237118614624,-0.620927
ompr__bw_delompr_nacl__1,-8.643294502299845,-1.0462482019999992
ompr__bw_delompr_nacl__2,-8.924680692312448,-1.071490686999999
minspan__wt_ade__1,-5.460450623320473,-0.09169608400000052
minspan__wt_glc__2,-1.148183293604876,-0.17147671399999884
minspan__wt_glc__3,-0.2622959153026274,-0.2165117989999992
minspan__wt_glc__4,-0.5015000366261833,-0.23779414300000035
minspan__wt_glc_anaero__1,1.684910771017547,0.09730802400000016
minspan__wt_glc_anaero__2,1.9549500250013008,0.0007891440000005191
minspan__wt_trp__1,6.46823200481846,0.379309933
minspan__bw_delcra_glc__2,-0.1933101911664758,0.2077464830000011
minspan__bw_delcra_trp__1,5.966511553621299,0.245706203000001
minspan__bw_delmntr__1,2.584905711146241,0.3950805430000006
minspan__bw_delnac_ade__1,0.1849417153887112,0.005806081999999435
minspan__bw_delnac_glc__1,-0.3702438620445642,0.19238992300000035
cra_crp__wt_ac__1,8.516467740876921,0.7848307329999997
cra_crp__wt_ac__2,8.19804041762585,0.774460393
cra_crp__wt_fru__1,5.28159813406823,0.3134937529999995
cra_crp__wt_fru__2,5.293813494914071,0.3732440629999996
cra_crp__delcra_ac__1,7.722795253420106,0.20535391299999967
cra_crp__delcra_ac__2,7.814043895552325,0.15922527300000056
cra_crp__delcra_fru__1,-6.817841987438085,0.12650519299999985
cra_crp__delcra_fru__2,-7.044783709956833,0.1631474930000003
cra_crp__delcra_glc__1,-2.623113167537751,0.046791002000000866
cra_crp__delcra_glc__2,-2.904787579730099,-0.014761103999999747
rpoB__wt_031__1,7.014587250357331,0.271760703
rpoB__wt_044__1,-1.2456243968602851,0.2048586730000004
rpoB__wt_lb__1,5.700975856137996,0.2472729529999995
rpoB__wt_lb__2,5.30969513365482,0.2041545229999997
rpoB__rpoBE546V_031__1,4.398337534721682,0.4571714629999999
rpoB__rpoBE546V_044__1,3.213662227709876,0.37625628299999997
rpoB__rpoBE546V_lb__1,5.477831917829374,0.1174804819999995
rpoB__rpoBE546V_lb__2,5.032435604067493,0.1254229630000001
rpoB__rpoBE546V_glc__1,-0.4495939591633436,-0.004082425000000001
rpoB__rpoBE672K_glc__1,-0.4204984036048814,-0.6662891799999997
rpoB__rpoBE672K_glc__2,-0.5070229690837217,-0.5708984560000001
rpoB__rpoBE672K_lb__1,3.993077172248735,-0.2288451829999989
rpoB__rpoBE672K_lb__2,4.247526917607352,-0.18410035800000024
crp__wt_fru__1,5.701662527832148,-0.13483747499999946
crp__wt_glyc__1,7.496258956653885,-0.06971342199999953
crp__wt_glyc__2,7.169133528763479,0.000271048000000107
crp__delar1_glyc__1,-11.584425268040595,0.7684826630000003
crp__delar1_glyc__2,-11.823712083781665,0.9809746629999996
crp__delar1ar2_glyc__1,-21.85643751886187,0.2916550830000002
crp__delar1ar2_glyc__2,-22.39052092412401,0.2567226429999998
crp__delar1ar2_glyc__3,-21.77337574503122,0.37124749300000026
crp__delar2_glyc__1,-21.980818188886012,1.4298253029999994
crp__delar2_glyc__2,-21.90140339685003,1.3004454830000007
crp__delar2_glyc__3,-22.34022448185604,1.2369035230000005
crp__delcrp_fru__1,-17.810083470257936,-9.852476477
crp__delcrp_fru__2,-18.488422446937083,-9.107951936000001
crp__delcrp_fru__3,-17.599930415994862,-9.852476477
crp__delcrp_glc__1,-18.74546704820052,-9.025871704
crp__delcrp_glc__2,-18.907773259758883,-9.566616581
crp__delcrp_glc__3,-18.878918839330574,-9.852476477
crp__delcrp_glyc__1,-17.849886457219114,-9.852476477
crp__delcrp_glyc__2,-17.743542663320735,-9.852476477
crp__delcrp_glyc__3,-17.71034799330353,-9.852476477
