,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A,rep19_idx,rep19_A,rep20_idx,rep20_A,rep21_idx,rep21_A
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-3.33333360913457e-11,1.4322107503572234,3.0,0.0,0.646194669,1.0,0.9952546559000001,2.0,-1.641449325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,11.795673360966665,1.1144023879625764,3.0,3.0,12.5013706439,4.0,12.3746971308,5.0,10.5109523082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,13.8349442045,0.8124520816097115,3.0,6.0,14.4836136657,7.0,14.0975501289,8.0,12.9236688189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,4.229421046191072e-17,3.8150193723435017,21.0,9.0,-4.3255368174,10.0,-3.2155033796,11.0,0.14584435310000002,12.0,-1.2294915421,13.0,-1.8493902476000001,14.0,-5.1499449268,15.0,-2.3308787191,16.0,-1.5289870839000002,17.0,-1.7055299176,18.0,3.7572104436,19.0,-2.0144808062,20.0,-4.7542749026,21.0,0.356100849,22.0,1.0697996496,23.0,0.8039881440000001,24.0,2.3704610809,25.0,0.24550437360000002,26.0,-2.7389316426,27.0,7.9694476562,28.0,7.6714598353,29.0,6.4531336002
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,15.421528084495238,1.020932792053627,21.0,30.0,15.9535801495,31.0,15.6944264808,32.0,15.3045735032,33.0,14.3756422737,34.0,12.9526917259,35.0,14.3674898104,36.0,14.8457623728,37.0,15.2255026443,38.0,16.343287015,39.0,14.3527553096,40.0,14.317326813,41.0,15.7365433669,42.0,15.8045528402,43.0,16.3589264126,44.0,16.1430341278,45.0,15.3567710884,46.0,17.843800103,47.0,15.5054828662,48.0,15.5175385967,49.0,15.4012109978,50.0,16.4511912766
5,WT_vs_Del_ccpA__THY_None_WT_exponential,-3.333329908391155e-11,2.368431292904389,3.0,51.0,2.2114871761,52.0,-2.4991064775,53.0,0.2876193013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,3.4897307489499996,1.9984562253773097,4.0,54.0,1.1692645255,55.0,4.7311643348,56.0,5.5248414806,57.0,2.5336526549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,1.3877787807814457e-17,0.4987354286317797,4.0,58.0,-0.0233247619,59.0,0.4358822097,60.0,-0.6913415622,61.0,0.2787841144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-6.399770242875,0.9513823808119577,4.0,62.0,-7.0767678635,63.0,-7.1120523435,64.0,-5.0787660065,65.0,-6.331494758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-5.9747046879750005,1.4794219225405438,4.0,66.0,-5.7955728846,67.0,-3.9639669126,68.0,-7.2854503719,69.0,-6.8538285828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
