,-0.090543771675,-0.030181257224999994,0.030181257225000008,0.090543771675,0.150906286125,0.21126880057500003,0.271631315025,0.331993829475,0.392356343925,0.452718858375,0.5130813728250001,0.5734438872750001,0.633806401725,0.694168916175,0.7545314306249999,0.8148939450750001,0.8752564595250001,0.935618973975,0.995981488425,1.0563440028750002
thresh,-0.06036251445,0.06036251445,1,,,,,,,,,,,,,,,,,
unreg,1,970,749,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
unreg_genes,['SP5448_01425'],[],[],['prsA_2'],[],[],[],[],[],[],[],[],['spi' 'speB'],[],[],[],[],[],[],[]
