locus,gene_weight,gene_name,gene_product,cog,regulator,link
SP5448_08800,0.6227126026,speB,peptidase C10,Cell wall/membrane/envelope biogenesis,"CovR,Mga,Rgg,Rgg,RivR_M1,Rny_M49_M49,CovR,CovR,CovR,Nra_transition_M49,Rny_M49",
SP5448_08795,0.6212386369,speB,streptopain,Cell wall/membrane/envelope biogenesis,"Mga,RivR_M1,Rny_M49_M49,Rny_M49",
SP5448_08790,0.0662092678,prsA,foldase,Cell wall/membrane/envelope biogenesis,"Rgg,Rgg,CovR,CovR,Nra_transition_M49",
SP5448_01425,-0.0756868109,SP5448_01425,transposase,Function unknown,,
