sample,BSU19340
LBexp_1,10.7637
LBexp_2,10.4688
LBexp_3,10.0672
LBtran_1,8.674
LBtran_2,8.9233
LBtran_3,8.9612
LBstat_1,9.0549
LBstat_2,9.0963
LBstat_3,8.8796
LBGexp_1,11.2816
LBGexp_2,10.4449
LBGexp_3,10.9882
LBGtran_2,8.009
LBGtran_3,9.2664
LBGstat_1,9.6719
LBGstat_2,9.6626
LBGstat_3,8.8408
S0_1,9.956
S0_2,9.6134
S0_3,9.2701
S1_1,11.944
S1_2,11.6274
S1_3,11.7133
S2_1,10.7582
S2_2,10.3808
S2_3,9.9075
S3_1,10.1024
S3_2,10.0294
S4_1,9.5226
S4_2,8.856
S4_3,9.0064
S5_1,9.0998
S5_2,8.7678
S5_3,9.1675
S6_1,9.0434
S6_2,8.1971
S6_3,8.2328
S6/t_1,9.5715
S6/t_2,8.0542
S6_4,9.0069
S6_5,9.3865
S6_6,9.2416
S7_4,10.0089
S7_5,10.085
S7_6,10.4179
S8_4,9.6225
S8_5,9.5693
G135_1,10.8004
G135_3,9.6793
G150_1,9.9784
G150_2,11.2776
G150_3,10.4027
G180_1,10.7126
G180_2,10.8657
G180_3,10.4415
C30_1,11.559
C30_2,11.9655
C90_1,11.3269
C90_2,11.357
BI_1,10.1597
BI_2,10.0549
BC_2,9.8727
BC/t_1,9.3631
BC/t_2,10.0725
BC_1,9.2443
Sw_1,8.9488
Sw_2,9.7014
BT_1,8.6064
BT_2,8.1531
B36_1,9.7245
B36_2,9.7342
B60_1,10.7822
B60_2,10.7912
M9exp_1,11.8047
M9exp_2,11.4213
M9exp_3,11.2367
M9tran_1,10.4077
M9tran_2,10.3993
M9tran_3,10.895
M9stat_1,10.0955
M9stat_2,9.6892
M9stat_3,9.6754
M+G_1,10.6524
M+G_2,11.1681
M+G_3,11.1012
Glu_1,11.5606
Glu_2,11.5333
Glu_3,11.5153
Fru_1,11.8125
Fru_2,11.4085
Fru_3,10.8216
Mal_1,9.8036
Mal_2,10.3364
Mal_3,10.390999999999998
G+S_2,10.3297
G+S_3,10.5107
Pyr_1,10.0723
Pyr_2,10.5569
Pyr_3,10.3288
Gly_1,9.7978
Gly_2,10.7894
Gly_3,9.4519
Glucon_1,10.176
Glucon_2,10.7455
Glucon_3,9.8629
aero_1,11.8617
aero_2,10.5444
aero_3,11.3223
nit_1,10.3741
nit_2,10.7794
nit_3,10.3043
ferm_1,9.5571
ferm_2,9.395
ferm_3,10.0758
T-5.40H_1,12.2005
T-4.40H_1,11.8286
T-3.40H_1,11.4142
T-2.40H_1,10.9452
T-1.40H_1,10.6634
