,Value,list
TF,Rv0681,
reg_genes,23,['Rv3519' 'Rv1817' 'ltp2' 'cyp142' 'kshB' 'Rv3160c' 'fadE28']
comp_genes,27,"['Rv3527' 'kshA' 'fadD18' 'Rv3531c' 'hsaD' 'hsaC' 'nat' 'kstR' 'hsaB'
 'Rv1894c' 'Rv3566A']"
both_genes,16,"['hsaA' 'Rv3541c' 'fadE29' 'Rv3529c' 'cyp125' 'kstD' 'fadA5' 'hsaE'
 'Rv3538' 'Rv3530c' 'Rv3542c' 'PPE62' 'hsaG' 'hsaF' 'fadD19' 'echA19']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
