,A,AtoC,RpoN
hot_tale__hot_ale4_30c__1,-0.4605744988,-1.022151419,-0.6668791315
hot_tale__hot_ale4_30c__2,-0.293991861,-1.034774586,-0.5694105275
hot_tale__hot_ale4_37c__1,0.0681790211,-0.8588506250000001,-0.7970919045
hot_tale__hot_ale4_37c__2,0.5710666648,-0.854790677,-0.8461084205
hot_tale__hot_ale4_44c__1,-0.0114251478,-0.032097401000000005,-0.19908843750000002
hot_tale__hot_ale4_44c__2,0.6368498817,0.010969554000000001,-0.4070465515
hot_tale__hot_ale8_30c__1,1.3512333608,-0.34251601600000003,-0.5594960895000001
hot_tale__hot_ale8_30c__2,-0.4875163833,-0.73332082,-0.5038592885000001
hot_tale__hot_ale8_37c__1,0.0902033689,-0.591342557,-0.6562123495000001
hot_tale__hot_ale8_37c__2,-0.46768823340000004,-0.516462693,-0.6598558995
hot_tale__hot_ale8_44c__1,0.5673670209,0.124324318,-0.0738277085
hot_tale__hot_ale8_44c__2,0.839220229,0.075879474,-0.12185689350000001
hot_tale__hot_ale9_mid_30c__1,0.15976163470000002,-0.912787085,-0.4791588485
hot_tale__hot_ale9_mid_30c__2,-0.2912989051,-0.682495892,-0.4254981295
hot_tale__hot_ale9_30c__1,-0.5931799669,-1.442041847,-0.7666888895
hot_tale__hot_ale9_30c__2,-0.4828108213,-1.622948992,-0.7144685355
hot_tale__hot_ale9_mid_37c__1,0.4452365659,-0.688498656,-0.8098953175
hot_tale__hot_ale9_mid_37c__2,0.2083157142,-0.662206049,-0.7267048265
hot_tale__hot_ale9_37c__1,-0.00019327840000000002,-1.520173706,-0.8316562655
hot_tale__hot_ale9_37c__2,0.33434564850000004,-1.767100874,-0.7900438585
hot_tale__hot_ale9_mid_44c__1,0.3333517556,0.12898072100000002,-0.15745627850000002
hot_tale__hot_ale9_mid_44c__2,0.6532925189000001,0.134409747,-0.1742302655
hot_tale__hot_ale9_44c__1,-0.1132829087,-1.049873506,-0.3817692005
hot_tale__hot_ale9_44c__2,0.6364241893,-0.7656477810000001,-0.4245381205
hot_tale__hot_ale10_30c__1,-0.2606999076,-0.745433601,-0.40481923750000004
hot_tale__hot_ale10_30c__2,-0.4543804308,-0.6888348870000001,-0.3913237745
hot_tale__hot_ale10_37c__1,0.4268882912,-0.7402457560000001,-0.8734479885
hot_tale__hot_ale10_37c__2,0.2144734221,-0.6972135420000001,-0.8586481575
hot_tale__hot_ale10_44c__1,1.9821948363000002,0.24467743400000003,-0.5614283555
hot_tale__hot_ale10_44c__2,1.9633292386,-0.07612191700000001,-0.4530128035
hot_tale__hot_ale16_30c__1,-0.223096908,-0.944263382,-0.5154001985000001
hot_tale__hot_ale16_30c__2,-0.7900090329,-1.07481818,-0.4354985195
hot_tale__hot_ale16_37c__1,0.48589770720000003,-0.888699946,-0.8158610125
hot_tale__hot_ale16_37c__2,0.4366710206,-0.590289092,-0.8157719835
hot_tale__hot_ale16_44c__1,1.728738973,-0.15656777,-0.4651136655
hot_tale__hot_ale16_44c__2,1.0686156091,-0.34400482800000004,-0.3570846035
pdhr_ale__pdhR-13_51__1,-0.2182432501,-0.432898539,-0.6523027445
pdhr_ale__pdhR-13_51__2,-0.2778019588,-0.45036764,-0.6094151285
pdhr_ale__pdhR-14_46__1,0.3188046999,-0.542428225,-0.42264461950000004
pdhr_ale__pdhR-14_46__2,0.10982954860000001,-0.469748953,-0.4752205505
pdhr_ale__pdhR-15_51__1,-0.10457157510000001,-0.309328991,-0.6224597265
pdhr_ale__pdhR-15_51__2,-0.0007652311,-0.5081491,-0.5870771115
pdhr_ale__pdhR-16_49__1,-0.0019161974,-0.142474879,-0.5607076005
pdhr_ale__pdhR-16_49__2,-0.4725225725,-0.777218763,-0.4169587135
tcs__del_atoC_LiAcet__1,0.08612557900000001,-3.569335916,-0.1813430455
tcs__del_atoC_LiAcet__2,-0.0580118659,-3.569335916,-0.0386154645
tcs__del_atoC_LiCl__1,0.15961497260000002,-3.569335916,0.022399969500000002
tcs__del_atoC_LiCl__2,0.253698443,-3.569335916,0.1127247755
tcs__del_atoC_m9__1,-0.4747988467,-3.569335916,-0.0561102235
tcs__del_atoC_m9__2,-0.4977228067,-3.569335916,-0.0407660725
tcs__del_baeR_etoh__1,0.0480069781,3.875435457,-1.3070438615
tcs__del_baeR_etoh__2,-0.2511333142,4.066392929,-0.9103765525
tcs__del_baeR_lb__1,-0.9986710001,1.514572897,-0.07423724050000001
tcs__del_baeR_lb__2,-0.90451753,1.45445969,-0.1987189185
tcs__del_btsR_01xlb__1,0.6992817459,0.238638445,-0.4260438495
tcs__del_btsR_01xlb__2,1.3017681562,0.20537834900000002,-0.4191549785
tcs__del_btsR_lb__1,-2.4313431238,1.850436575,0.1901894335
tcs__del_btsR_lb__2,-2.2112495716,1.748357237,0.1126508125
tcs__del_btsR_pyruvate__1,1.3883409952,0.09964657,-0.4017095755
tcs__del_btsR_pyruvate__2,1.4607980648,-0.024412095,-0.4281497185
tcs__del_cpxR_etoh__1,-1.0820103439,3.884407481,-1.3940491065
tcs__del_cpxR_etoh__2,-0.8039944259,3.701912144,-1.3759399465
tcs__del_cpxR_lb__1,-0.7473192666,2.07549157,-0.1651914605
tcs__del_cpxR_lb__2,-1.2518185179999999,2.154458058,-0.036922960500000004
tcs__del_cusR_CuSO4__1,-0.7686591451,0.90454975,0.2530436345
tcs__del_cusR_CuSO4__2,-0.5166666936000001,0.753798005,0.2711247095
tcs__del_cusR_lb__1,-1.5803956703000002,2.603993577,0.0610994165
tcs__del_cusR_lb__2,-1.4618700448,2.454159527,-0.028130071500000003
tcs__del_kdpE_01-kcl__1,1.6389654075,-0.19033565100000002,-0.0036972305000000003
tcs__del_kdpE_01-kcl__2,1.8099794619,-0.365370252,0.015772499500000002
tcs__del_kdpE_115-kcl__1,0.5861574685000001,-0.717473745,0.0158162155
tcs__del_kdpE_115-kcl__2,1.094903609,-0.43208304200000003,0.028188571500000002
tcs__del_phoB_m9__1,0.5108027794000001,-0.536726451,-0.3004514575
tcs__del_phoB_m9__2,0.5289649214000001,-0.657286989,-0.2269969835
tcs__del_phoB_m9p__1,2.086014511,-2.444409359,-2.3662006385
tcs__del_phoB_m9p__2,2.2719413454,-2.425939647,-2.3873792415
tcs__del_rcsB_etoh__1,1.7185947490000002,3.551345024,-1.1646445325
tcs__del_rcsB_etoh__2,1.231725311,3.575490142,-1.0726627075
tcs__del_rcsB_lb__1,-1.3199957137,1.5875837700000002,-0.16685125650000002
tcs__del_rcsB_lb__2,-1.6203940848,1.629815963,-0.1528363975
tcs__del_zraR_lb__1,-0.796918989,1.161012456,-0.2308365705
tcs__del_zraR_lb__2,-0.6696542739,1.270339956,-0.2319223505
tcs__del_zraR_zncl2__1,-1.4474439061,0.773123277,0.0125969325
tcs__del_zraR_zncl2__2,-1.5151292363,0.904452009,0.060915250500000004
tcs__wt_01-kcl__1,1.6100756170000001,-0.42405772100000005,0.1228450845
tcs__wt_01-kcl__2,0.989399196,-0.531879748,0.0687252155
tcs__wt_01xlb__1,1.2705591195000001,0.34750281800000005,-0.3972351395
tcs__wt_01xlb__2,1.8157571754,0.280616782,-0.4348531185
tcs__wt_115-kcl__1,1.0699345416,-0.457851581,-1.14035e-05
tcs__wt_115-kcl__2,1.0777955847,-0.5786847310000001,-0.0027724815
tcs__wt_CuSO4__1,-1.1521236866,1.235346109,-0.1843097545
tcs__wt_CuSO4__2,-0.685020747,1.2407318090000001,-0.12013272350000001
tcs__wt_etoh__1,0.2003162538,3.412732063,-0.8242077115
tcs__wt_etoh__2,0.5955437439,3.47557135,-0.8636889035
tcs__wt_lb__1,-0.9955736325000001,1.016273995,-0.2947850685
tcs__wt_lb__2,-0.1726673551,1.051100427,-0.3596543125
tcs__wt_LiAcet__1,8.7122466759,-0.22769297900000002,0.09347013950000001
tcs__wt_LiAcet__2,7.5325561951,-0.17268359600000002,-0.2085698125
tcs__wt_LiCl__1,0.7297945831,-0.35931476900000003,-0.1766728435
tcs__wt_LiCl__2,0.7121559638,-0.44863427400000006,-0.2238188015
tcs__wt_m9p__1,0.7922244897,-1.965624267,-2.0496042975
tcs__wt_m9p__2,0.9931585822000001,-2.118456872,-2.0621163545
tcs__wt_pyr__1,1.1302819801,0.5209907490000001,-0.44156524350000004
tcs__wt_pyr__2,1.1505165142,0.216376861,-0.4725023485
tcs__wt_zncl2__1,-1.2698181745000001,0.471735856,-0.1539710705
tcs__wt_zncl2__2,-0.904144676,0.423837615,-0.0834836115
ros_tale__1_112_0pq__1,-0.2922999513,-1.433231921,-0.0394391575
ros_tale__1_112_0pq__2,-0.7761095809,-1.2702853649999999,0.1377660055
ros_tale__1_112_250pq__1,-0.3842964574,-1.885380037,0.6510062555
ros_tale__1_112_250pq__2,0.3383447828,-1.5645187850000002,0.3599432515
ros_tale__1_112_750pq__1,-0.4577280756,-1.488948419,0.4836252525
ros_tale__1_112_750pq__2,-0.6310536458,-1.514921559,0.3568816365
ros_tale__1_112_750pq__3,-0.4176051566,-1.722365659,0.5070291985000001
ros_tale__3_76_0pq__1,0.2761911641,-0.6668839440000001,-0.5664110875
ros_tale__3_76_0pq__2,0.09846769550000001,-0.88739157,-0.5829658875
ros_tale__3_76_0pq__3,-0.2376696483,-0.584642942,-0.4466793015
ros_tale__3_76_0pq__4,-0.5178196187,-0.42311786500000004,-0.4972754545
ros_tale__3_76_250pq__1,-0.198916428,-1.643383229,0.1719268205
ros_tale__3_76_250pq__2,0.0236748313,-1.761714679,-0.2874407815
ros_tale__3_76_750pq__1,0.5495021619,-1.927030508,-0.1191375105
ros_tale__3_76_750pq__2,0.3085920002,-2.077452088,-0.6057514295
ros_tale__7_103_0pq__1,-0.8292125650000001,-1.615997154,-0.1675098355
ros_tale__7_103_0pq__2,0.0350896653,-1.646385118,-0.1861682405
ros_tale__7_103_0pq__3,-0.5792863969000001,-1.699414669,-0.1088473395
ros_tale__7_103_0pq__4,0.183439859,-1.426511769,-0.1782246505
ros_tale__7_103_250pq__1,0.4358070949,-2.053893689,0.2538954225
ros_tale__7_103_250pq__2,0.5271947274000001,-1.8804633499999999,0.3837116365
ros_tale__7_103_750pq__1,-0.0625132547,-1.881600463,0.28437785050000003
ros_tale__7_103_750pq__2,-0.014740900900000001,-1.986393534,0.3035489375
ros_tale__9_77_0pq__1,-0.0941561387,-1.643208124,0.16083152150000002
ros_tale__9_77_0pq__2,-0.057413150700000005,-1.510560028,0.0763342045
ros_tale__9_77_250pq__1,0.5891658901,-1.765187011,0.3966464375
ros_tale__9_77_250pq__2,0.5362603665,-1.978930407,0.5321519475
ros_tale__9_77_750pq__1,0.88360487,-2.005966201,0.4522509105
ros_tale__9_77_750pq__2,-0.1022640182,-1.910349292,0.2981011925
ros_tale__11_83_0pq__1,0.332575363,-1.229611706,0.2163305805
ros_tale__11_83_0pq__2,0.28589465270000003,-0.9564654560000001,0.31488359650000003
ros_tale__11_83_250pq__1,0.3723477182,-1.134179089,0.3723993675
ros_tale__11_83_250pq__2,-0.11011482680000001,-1.550452648,0.4228114235
ros_tale__11_83_750pq__1,0.520836896,-1.416341365,0.4767311185
ros_tale__11_83_750pq__2,0.6364231338,-1.157261941,0.5364249265000001
ros_tale__13_87_0pq__1,-0.886607974,-1.5340158380000002,-0.0925105925
ros_tale__13_87_0pq__2,-0.9252757027,-1.693855717,-0.0768193545
ros_tale__13_87_250pq__1,-0.1401851801,-1.093422107,0.5406316015
ros_tale__13_87_250pq__2,0.059439666700000005,-1.381461263,0.6297644365
ros_tale__13_87_750pq__1,0.1170362781,-1.47760824,0.7798303665
ros_tale__13_87_750pq__2,-0.2990187716,-1.1272272110000001,0.7378888005
ros_tale__14_27_0pq__1,-0.044692902400000005,-1.259938658,0.0032901385
ros_tale__14_27_0pq__2,-0.2558850117,-1.672086927,0.0410366655
ros_tale__14_27_250pq__1,0.0857049996,-0.925407685,0.9526409745000001
ros_tale__14_27_250pq__2,0.3717336538,-1.187712154,1.0586750145
ros_tale__14_27_750pq__1,2.325584609,-2.059977352,0.8617293015
ros_tale__14_27_750pq__2,1.3786169533,-2.140264728,0.6138417665
ros_tale__16_28_250pq__1,-0.5935619505,-0.771808978,-0.48960456150000004
ros_tale__16_28_250pq__2,0.3315061328,-0.9453635960000001,-0.5285945645
ros_tale__16_32_0pq__1,-0.8129008389,-2.273257789,0.21990180750000002
ros_tale__16_32_0pq__2,-0.348555488,-1.499802731,0.26753295450000003
ros_tale__16_32_0pq__3,-0.8838535167,-1.160524182,-0.5482217625
ros_tale__16_32_0pq__4,-0.4188625029,-0.7771588650000001,-0.49869631750000004
ros_tale__16_32_250pq__1,-0.1615476493,-1.117377252,-0.22059296550000002
ros_tale__16_32_250pq__2,0.0015375725,-0.9279330240000001,-0.2032018405
ros_tale__16_32_750pq__1,0.2141242974,-1.631997597,0.2606441745
ros_tale__16_32_750pq__2,-0.0790743495,-1.272677242,0.42552955950000004
ros_tale__17_104_0pq__1,1.5172950003999999,-1.150531574,-0.027075578500000003
ros_tale__17_104_0pq__2,1.0473609179,-1.067295651,0.06265064050000001
ros_tale__17_104_250pq__1,0.4212951075,-1.358298144,0.3335942695
ros_tale__17_104_250pq__2,0.1457119929,-0.980239155,0.6371319745
ros_tale__17_104_250pq__3,-0.31608746520000003,-0.9810226660000001,0.6821483245000001
ros_tale__17_104_250pq__4,-0.014976025700000001,-1.5234571410000002,0.9801124235
ros_tale__17_104_750pq__1,1.2026963031,-0.5391291420000001,0.4538583305
ros_tale__17_104_750pq__2,0.6099881029,-0.9224368,0.35690732350000004
ros_tale__18_24_250pq__1,-0.4271644122,-0.797194001,-0.0891468405
ros_tale__18_24_250pq__2,-0.5414017567,-0.7128265300000001,-0.2798599835
ros_tale__18_36_0pq__1,-0.6031928573,-2.034409775,0.1578808705
ros_tale__18_36_0pq__2,-0.5828038867,-1.835553878,0.10576513450000001
ros_tale__18_36_0pq__3,-0.7866126068,-1.09328188,-0.6761855845
ros_tale__18_36_0pq__4,-0.27762594360000004,-1.277860946,-0.4184855695
ros_tale__18_36_250pq__1,-0.29368848140000003,-1.221034349,-0.0264383985
ros_tale__18_36_250pq__2,-0.5357008035,-1.216296359,-0.0546527225
ros_tale__18_36_750pq__1,0.48442332180000003,-1.527853203,0.5829297555
ros_tale__18_36_750pq__2,0.914345947,-1.130304634,0.5613484905
ros_tale__19_91_0pq__1,-0.5240878481,-1.009568337,-0.14981532150000001
ros_tale__19_91_0pq__2,0.1543329923,-1.388338538,-0.1837448455
ros_tale__19_91_250pq__1,-0.0877488034,-2.215883777,-0.0036341635000000003
ros_tale__19_91_250pq__2,-0.0375579542,-1.352873873,0.1658283905
ros_tale__19_91_750pq__1,-0.5738985199000001,-1.701837862,0.0205433285
ros_tale__19_91_750pq__2,0.4509433398,-1.512046986,0.21667420850000002
ros_tale__19_91_750pq__3,-0.5015839782,-1.129807605,0.0112280895
ros_tale__19_91_750pq__4,0.7676519614,-0.87969827,-0.36405524850000004
ros_tale__21_97_0pq__1,0.3664405357,-1.737746727,0.3111515255
ros_tale__21_97_0pq__2,-0.5551606398,-1.263298288,-0.1095378275
ros_tale__21_97_250pq__1,0.20972230690000002,-1.333384976,0.20060357350000002
ros_tale__21_97_250pq__2,-0.143383134,-1.432488868,0.2044626135
ros_tale__21_97_750pq__1,0.2697544192,-1.3151272299999999,0.7214413065
ros_tale__21_97_750pq__2,0.0642884413,-1.020115006,0.47509002450000004
ros_tale__25_111_0pq__1,-0.2989237831,-1.406778034,-0.0012772825
ros_tale__25_111_0pq__2,-0.15417699810000002,-1.097774502,0.5333985945
ros_tale__25_111_250pq__1,0.10544678660000001,-0.9890426440000001,0.43752258250000003
ros_tale__25_111_250pq__2,-0.5648015040000001,-1.167262347,0.6292353135000001
ros_tale__25_111_750pq__1,-0.32921135760000003,-0.709509226,0.6935646275
ros_tale__25_111_750pq__2,-0.8112909381000001,-0.27975798,0.7096221445
ros_tale__29_119_0pq__1,-0.1539626231,-1.348493089,0.5490633515000001
ros_tale__29_119_0pq__2,-0.4250478226,-1.7727879199999999,0.38270378250000003
ros_tale__29_119_250pq__1,0.24906224100000002,-1.7811503320000002,0.5317026175
ros_tale__29_119_250pq__2,0.5060073417000001,-1.932464579,0.32177281750000003
ros_tale__29_119_750pq__1,-0.1471241405,-1.831740798,1.0387586395
ros_tale__29_119_750pq__2,0.31970410600000004,-1.626902207,0.7807106995
ros_tale__ALE4_0pq__1,-0.0417738021,-1.363974372,-0.6619373595
ros_tale__ALE4_0pq__2,-0.0566492189,-0.950116657,-0.6886624015
ros_tale__ALE4_250pq__1,0.9606586263,-0.689056812,0.3639911735
ros_tale__ALE4_250pq__2,0.785890096,-0.656893158,0.4181526745
pcoli__atASMT_325G__1,-0.43371208040000003,-0.503356058,-0.3027139525
pcoli__atASMT_325G__2,-0.0811199352,-0.7395325850000001,-0.2294121175
pcoli__bpTDC__1,-0.18011193120000002,-0.898762995,-0.6752084325000001
pcoli__bpTDC__2,-0.19179673290000002,-0.9019648010000001,-0.7001562895
pcoli__BRCA__1,-0.0217168794,-0.775394902,-0.6758072755
pcoli__BRCA__2,-0.009512010900000001,-0.913462663,-0.6667562165
pcoli__BRCActrl__1,-0.0161213098,-0.7505430940000001,-0.2244549285
pcoli__BRCActrl__2,-0.3870255953,-0.514063817,-0.23038316350000002
pcoli__BRCAswap__1,0.4011490887,-0.793020499,-0.4698841735
pcoli__BRCAswap__2,0.7547154569000001,-0.860040694,-0.34259508050000004
pcoli__btAANAT__1,-0.2743574409,-0.5445725610000001,-0.34609081950000004
pcoli__btAANAT__2,-0.0473391622,-0.822162226,-0.29315443950000003
pcoli__btASMT__1,-0.4272981729,-0.619765196,-0.4103532495
pcoli__btASMT__2,-0.1383859872,-0.5240658140000001,-0.4097902645
pcoli__CC1__1,0.4381568745,-0.63872052,-0.010625480500000001
pcoli__CC1__2,0.4373029601,-0.457740007,0.1026944045
pcoli__ccCOMT__1,0.0744832221,-0.35517817700000004,-0.3790837845
pcoli__ccCOMT__2,0.31210536170000003,-0.636204137,-0.3653819715
pcoli__ckDDC__1,0.6000506465000001,-0.49714674900000005,-0.0390298085
pcoli__ckDDC__2,0.2462489548,-0.538467848,-0.0708471245
pcoli__CNTF_belt__1,0.2378156679,-0.34551188600000005,-0.1678207175
pcoli__CNTF_belt__2,-0.11233110090000001,-0.48682591900000005,-0.1215239885
pcoli__cobPNMT__1,0.1838097163,-0.7319857350000001,-0.2834546405
pcoli__cobPNMT__2,0.22335771670000001,-0.617602953,-0.2936915055
pcoli__cvPhhB__1,-0.0091702651,-0.5318210480000001,-0.1554430345
pcoli__cvPhhB__2,-0.2561894101,-0.755879894,-0.1909206545
pcoli__ggAANAT__1,0.19725731,-0.5754707410000001,-0.4381272775
pcoli__ggAANAT__2,-0.07418026230000001,-0.5545928360000001,-0.5072351155
pcoli__ggTPH__1,0.130845831,-0.600902518,-0.3236103265
pcoli__ggTPH__2,-0.15425583410000002,-0.569703845,-0.3152281775
pcoli__hsAANAT__1,0.9669181192,-0.886217723,0.3772275345
pcoli__hsAANAT__2,0.9169009234000001,-0.851291278,0.4713452045
pcoli__hsASMT__1,0.0408165946,-0.7145045950000001,-0.49914643150000004
pcoli__hsASMT__2,-0.3074970287,-0.9248176520000001,-0.5765470325000001
pcoli__hsPNMT_mb__1,0.082288043,-0.524811115,-0.2218257805
pcoli__hsPNMT_mb__2,0.0284627914,-0.606096551,-0.26260565550000003
pcoli__hsTPH__1,0.4407225624,-0.540489191,-0.5524234145
pcoli__hsTPH__2,-0.028558943700000002,-0.838323593,-0.6181498235
pcoli__hsTPH_E2K__1,0.28525891200000003,-0.9317358490000001,-0.2863432065
pcoli__hsTPH_E2K__2,0.4711356223,-0.9766018360000001,-0.2234836775
pcoli__hsTPH_E2K_N91I_P99C__1,-0.0340214062,-0.726857171,-0.5789815825
pcoli__hsTPH_E2K_N91I_P99C__2,-0.0343786331,-0.8057645560000001,-0.6365236015
pcoli__hsTPH_N158trunc__1,0.6923112057,-0.636859053,-0.3627711165
pcoli__hsTPH_N158trunc__2,0.5875506717,-1.057047771,-0.3556979195
pcoli__hsTPH_N174trunc__1,0.0765010481,-0.7085070750000001,-0.3680545135
pcoli__hsTPH_N174trunc__2,0.6706074422,-0.614443419,-0.2477449405
pcoli__hsTPH_Ntermtrunc__1,0.3341327677,-0.74864642,0.1857449145
pcoli__hsTPH_Ntermtrunc__2,0.1205159504,-0.6916960400000001,-0.1397556565
pcoli__hsTPH1__1,0.2653717493,-0.7808818350000001,-0.2050005615
pcoli__hsTPH1__2,0.1655144576,-0.707186179,-0.2403741175
pcoli__MBP__1,0.4277247094,-1.014776078,-0.5625685945000001
pcoli__MBP__2,0.7548079033,-1.047763912,-0.20587615450000002
pcoli__msCOMT__1,-0.41632742910000003,-0.6589439810000001,-0.6013450635
pcoli__msCOMT__2,-0.6385600976,-0.6448862310000001,-0.5111193215000001
pcoli__ocAANAT__1,0.2147783533,-0.47231882900000005,-0.4546311475
pcoli__ocAANAT__2,0.36513661940000003,-0.642989621,-0.47544337550000004
pcoli__osTDC_K374H__1,0.26799103960000004,-0.646410363,0.0990366065
pcoli__osTDC_K374H__2,0.2408233461,-0.9126673790000001,-0.0413608685
pcoli__osTDC_K374L__1,-0.6682242318,-0.57578872,-0.3635768115
pcoli__osTDC_K374L__2,-1.2076993058,-0.850194085,-0.38040332450000003
pcoli__osTDC_K374Q__1,-0.2982143289,-0.691367123,-0.3731952155
pcoli__osTDC_K374Q__2,0.36479293300000004,-0.798643587,-0.28678619050000004
pcoli__osTDC_L360V__1,0.0609847042,-0.561109606,-0.5622381075
pcoli__osTDC_L360V__2,0.22044023610000002,-0.687050927,-0.5448340115
pcoli__pmTPH__1,-0.214172669,-0.41436541800000004,-0.5518908805
pcoli__pmTPH__2,-0.10530120150000001,-0.249528933,-0.6164907045
pcoli__RFC__1,-0.2001495566,-1.143871065,-0.4496087445
pcoli__RFC__2,-0.5307099231,-1.13463802,-0.49740478050000003
pcoli__RFCctrl__1,0.5508563785,-0.40846293800000005,0.3518467965
pcoli__RFCctrl__2,1.0698685612,-0.5245884780000001,0.4238499325
pcoli__RFCnopause__1,0.7894527014,-0.836339237,0.35059642350000003
pcoli__RFCnopause__2,1.1586575214,-1.208450322,0.3138272545
pcoli__RFCpluspause__1,1.2110432179,-0.389634462,0.3502177365
pcoli__RFCpluspause__2,1.2269486171,0.214383767,0.4558035455
pcoli__rnCOMT_sol__1,0.6719847870000001,-0.841649665,0.3690663845
pcoli__rnCOMT_sol__2,0.38882688060000004,-0.49272155900000003,0.3895514205
pcoli__rnPNMT__1,0.10118523700000001,-0.7739701280000001,-0.6220706795000001
pcoli__rnPNMT__2,0.3694601012,-0.57454868,-0.6767325695
pcoli__rnTDC__1,-0.0982661507,-0.5847918590000001,-0.49460908750000004
pcoli__rnTDC__2,0.0523162962,-0.6967919060000001,-0.4172348825
pcoli__rnTDC_trunc__1,-0.36298716010000004,-0.590280372,-0.1512001095
pcoli__rnTDC_trunc__2,-0.7501755208,-0.74632711,-0.0181514145
pcoli__saCOMT_T2A__1,-0.4700270758,-0.563189037,-0.2972588865
pcoli__saCOMT_T2A__2,0.2486362869,-0.52044756,-0.2248034465
pcoli__sfCOMT__1,0.1655094707,-0.6701082740000001,-0.8157619265
pcoli__sfCOMT__2,-0.028461827000000002,-0.9850500950000001,-0.7753620785
pcoli__sgAANAT_D63G__1,-0.1517072519,-0.7467968140000001,-0.33266990550000003
pcoli__sgAANAT_D63G__2,0.3273440023,-0.643464256,-0.32475625150000004
pcoli__ssDDC__1,0.0178523136,-0.640589509,-0.45473696150000004
pcoli__ssDDC__2,0.0832153534,-0.737899992,-0.4467050085
pcoli__TP53B__1,0.1504039197,-0.617432591,-0.1882296565
pcoli__TP53B__2,0.0941542673,-0.396392226,-0.062310198500000004
pcoli__WT__1,0.8153859023000001,-0.627053914,0.2519647185
pcoli__WT__2,0.7442730676,-0.761904115,0.2920224275
cck__glu_ale4__1,-1.171301736,-0.6073935530000001,-0.28184503850000003
cck__glu_ale4__2,0.27598928840000003,-0.9890538480000001,-0.8375191875
cck__cck_ale1__1,-0.20360705610000002,-0.9186479120000001,-0.8755422445000001
cck__cck_ale1__2,-0.0528622586,-0.846900242,-0.8478276895
cck__cck_ale2__1,-0.4397093446,-1.291792078,-0.9475169255
cck__cck_ale2__2,0.1387950635,-1.149970082,-0.8894887965
cck_pgi__gmos_delpgi__1,0.0896997601,-0.542989115,0.0065715535000000005
cck_pgi__gmos_delpgi__2,0.29911953680000003,-0.43543115,0.2952120125
cck_pgi__pgi_ale1__1,1.5043935632,0.270612295,0.0335448455
cck_pgi__pgi_ale1__2,-0.3097784876,-0.6109176940000001,-0.3289632545
cck_pgi__pgi_ale2__1,-0.20233857830000002,-0.369836737,-0.1639050735
cck_pgi__pgi_ale3__1,0.014093344800000001,-0.326087503,0.007994069500000001
cck_pgi__pgi_ale3__2,-0.0622754368,-0.861497629,-0.40173492250000004
cck_pgi__pgi_ale4__1,-0.6102973068,-0.238136637,-0.3176374205
cck_pgi__pgi_ale4__2,-0.11232213270000001,-0.7761302040000001,-0.9078056795
cck_pgi__pgi_ale4__3,0.1565435182,-0.9217684290000001,-0.8691407145000001
cck_pgi__pgi_ale5__1,-0.19832468520000002,-0.169899873,-0.0448260425
cck_pgi__pgi_ale5__2,-0.0693085455,-0.2594498,-0.5316725625000001
cck_pgi__pgi_ale6__1,-0.2094130103,-0.040678360000000004,-0.13411185050000002
cck_pgi__pgi_ale6__2,-0.22394854050000002,-0.749500405,-0.4775874075
cck_pgi__pgi_ale7__1,0.1903348044,0.020927591000000002,-0.1441814945
cck_pgi__pgi_ale7__2,-0.10774346970000001,-0.32437029500000003,-0.5893052335
cck_pgi__pgi_ale8__1,0.0411365387,-0.527590451,-0.2548413645
cck_pgi__pgi_ale8__2,0.3645022392,-0.95333078,-0.5838333585000001
cck_sdh__gmos_delsdhCB__1,-1.4323951332,-0.618206402,0.0623602315
cck_sdh__gmos_delsdhCB__2,-0.42845954010000004,-0.855317827,0.056222137500000005
cck_sdh__sdh_ale1__1,0.99633151,-0.46365178900000004,-0.3702040085
cck_sdh__sdh_ale1__2,-0.1866564564,-0.693221305,-0.5853429765
cck_sdh__sdh_ale2__1,-0.2178760059,-0.784022325,-0.6505461315000001
cck_sdh__sdh_ale3__1,0.245446835,-0.723012785,-0.5475108445
cck_sdh__sdh_ale3__2,-0.0056403026,-1.02496395,-0.5961471685
cck_sdh__sdh_ale3__3,0.4478466105,-0.540149648,-0.6008778045000001
cck_pts__gmos_delptsHIcrr__1,2.1184512936,-1.279940781,-0.1563252765
cck_pts__gmos_delptsHIcrr__2,2.1239310448,-0.92462321,-0.2022130325
cck_pts__pts_ale1__1,1.5412313836,-0.897854295,-0.2654163195
cck_pts__pts_ale1__2,0.6776781859000001,-0.9146301240000001,-0.2265341555
cck_pts__pts_ale2__1,-0.0557969532,-0.9687934840000001,-0.8789651625
cck_pts__pts_ale2__2,-0.0347864752,-0.605752132,-0.9101878965
cck_pts__pts_ale3__1,0.3645617271,-1.7323954860000002,-0.9609956225
cck_pts__pts_ale3__2,0.4781186041,-1.79378567,-0.7625850225
cck_pts__pts_ale4__1,0.6233553581,-0.708531785,-0.9130500165000001
cck_pts__pts_ale4__2,0.5084166473,-0.6305392280000001,-0.9932835145000001
cck_gnd__gmos_delgnd__1,-0.0765557935,-0.729101985,-0.1830543285
cck_gnd__gmos_delgnd__2,-0.2429180104,-0.18888475,-0.1204056705
cck_gnd__gnd_ale1__1,-1.0251419259,-1.225188368,-0.8071900495000001
cck_gnd__gnd_ale1__2,-0.8777448484,-0.972382005,-0.8075885545
cck_gnd__gnd_ale2__1,-0.8948048805000001,-1.039524686,-0.8632410745
