,A,PurR
SRX5694322,0.9415341070000001,-0.4561840521
SRX5694323,2.4557300372,-0.4656764259
SRX5694324,-0.2249258389,-0.0617493015
SRX5694325,1.9901905388,-0.2777328982
SRX5694326,2.2135231055,-0.2161491384
SRX5694327,3.754933072,0.2853828208
SRX5694328,1.2169191952,-0.7204470723
SRX5694329,-0.0749642221,0.3120605394
SRX5694330,3.8660810061,0.0838209533
SRX5694331,-0.09511204940000001,-0.17583755750000002
SRX5694332,2.2065198118,0.39180368590000003
SRX5694334,5.0423262776,1.1808541229
SRX5694335,1.6431942702,-0.09421475850000001
SRX5694336,2.7927285271,0.9088700137
SRX5694337,2.7492608262,0.3244983893
SRX5694338,1.6958704618,0.040779265200000005
SRX5694339,1.2356478184,-0.4568023069
SRX5694340,2.0409473091,-0.8723131659000001
SRX5694341,12.0092646341,1.5415149753000001
SRX5694342,0.9327848400000001,0.694648244
SRX5694343,1.5497664264000002,-0.2355910055
SRX5694344,-0.0652981381,0.2865921401
SRX5694345,1.0835043506,0.053220324400000005
SRX5694346,3.073655007,-0.0594892993
SRX5694347,-0.2827805591,-0.44861213640000003
SRX5694348,2.0905950648,0.0632011614
SRX5694349,2.9055786469,0.0054117126
SRX5694350,1.8374426788,-0.2778612419
SRX5694351,0.5358662871000001,-0.1072948533
SRX5694352,4.8808347679,-0.5953244901
SRX5694353,2.7997752545,-0.3013399713
SRX5694354,1.0894323416,-0.3613285639
SRX5694356,2.5938439091000003,-0.31774538410000003
SRX5694357,1.4800047801,0.759585606
SRX5694358,-1.2350649954,-3.3819087662
SRX5694359,4.92820073,0.2304044084
SRX5694360,3.7778338948,-0.0723128847
SRX5694361,2.2162323195,-0.37488641570000003
SRX5694362,0.595855217,-0.1764897655
SRX5694363,-1.0057224911,-0.2489935416
SRX5694364,7.6063035642,-0.1138623044
SRX5694365,-2.4157088911,-1.2005588674
SRX5694366,1.510823446,-0.2209728319
SRX5694367,2.2103107274,-0.1394178517
SRX5694368,1.4227191833,-0.2745693699
SRX5694369,-0.23838292560000002,-0.8205431642000001
SRX5694370,4.241902447,0.0561201795
SRX5694371,7.7329676612,0.4469581059
SRX5694372,4.0155315792,0.0829014497
SRX5694373,1.916186769,-0.3679836502
SRX5694374,1.475143806,-3.1599446912
SRX5694375,1.5162074288,0.1526517892
SRX5694376,2.3360901764,0.0082835212
SRX5694377,1.3606467662,-2.7541232803
SRX5694378,5.1327638561,0.3438281247
SRX5694379,3.3839800984,-0.7109627645000001
SRX5694380,4.276546179,0.2403336171
SRX5694381,1.9025216361,0.628689947
SRX5694382,-0.0758290662,-0.48830091870000003
SRX5694383,1.6764684961,0.1271805425
SRX5694384,-0.2037705172,-0.2012187537
SRX5694385,0.6393167597,-1.9844591682
SRX5694386,13.7660039077,2.0308395533
SRX5694387,1.2755223373,-0.35141646
SRX5694388,-1.7814083291,-0.30937060180000003
SRX5694389,0.3636620343,-1.0373639798
SRX5694390,1.8450738536,0.1859351304
SRX5694391,-2.9123592691,-0.9854712011000001
SRX5694392,-0.8312884395,-0.9195390984
SRX5694393,-0.4137895969,-0.1782413304
SRX5694394,0.8961312269,0.204835178
SRX5694395,-0.7649264107,0.163491105
SRX5694396,0.3534566947,-0.2821283189
SRX5694397,5.3379015388,0.37432614200000003
SRX5694398,4.4226053702,0.3068469748
SRX5694399,-2.1137900575,-0.8645460868
SRX5694400,4.0433388628,-0.0470500529
SRX5694401,-0.47528277620000003,-1.1301478506
SRX5694402,14.156964681,1.9652529094000002
SRX5694403,3.9500132029,0.1515233141
SRX5694404,1.8993397098,0.8130670288
SRX5694405,0.8480290764,-0.49253416980000003
SRX5694406,4.1976596498,0.5745170272
SRX5694407,5.7133538149,0.1910457092
SRX5694408,-0.8063146181,-0.6049088132
SRX5694409,8.1689717237,1.3103896929
SRX5694410,2.1081700628,-0.6249227034
SRX5694411,-1.8317305979,-1.2529772917
SRX5694412,3.2865202583,0.0740895226
SRX5694413,2.4952608797,-0.10374878950000001
SRX5694414,2.083062878,0.3542145385
SRX5694415,0.9111271229000001,0.1233966489
SRX5694416,-0.4198905844,-0.0241069219
SRX5694417,0.014126725000000001,-0.6402722099
SRX5694418,13.8630781295,1.9240751119000001
SRX5694419,2.4913797382,0.8842952365000001
SRX5694420,-1.2137942589,0.25556191510000004
SRX5694421,4.3313351724,-0.0012861263
SRX5694422,-2.1404287773,-1.6350894675
SRX5694423,6.7050176681,0.836158363
SRX5694424,2.2036924988,0.2351057527
SRX5694425,2.3026822225,0.1339322538
SRX5694426,3.2031886835,0.6070589085
SRX5694427,-0.5393579821,-0.38275786910000004
SRX5694428,-1.3634110828,-1.2444217901
SRX5694429,-0.8480206664000001,-0.8019334014
SRX5694430,-0.5720744523,-0.38829486420000003
SRX5694431,-0.6711865062,0.061320185900000004
SRX5694432,5.5152568968,0.1406918846
SRX5694433,2.9822302998,-0.5739543297
SRX5694434,1.997847305,-0.2790127723
SRX5694435,10.7418298925,0.8469736120000001
SRX5694436,7.1411545772,0.8558896315000001
SRX5694437,-0.7617303687,-1.0652491348
SRX5694438,0.0786916311,-0.11141475960000001
SRX5694439,-1.3959151242,-2.6549890718
SRX5694440,0.0248727608,0.0327864552
SRX5694441,-0.045099966400000004,0.1280442182
SRX5694442,-0.7860885400000001,0.1789046484
SRX5694443,-0.3727038091,-0.32379276020000003
SRX5694444,2.4114854067,0.4283931307
SRX5694445,4.542104625,0.9323082170000001
SRX5694446,2.9381703411,-0.1574362339
SRX5694447,1.0204268328,-0.5556569622
SRX5694448,5.0428371507,-0.2025668556
SRX5694449,-0.3626004251,-0.271109853
SRX5694450,2.1246447982,-1.063161385
SRX5694451,0.10722450950000001,-0.38521837950000004
SRX5694452,-0.3673317877,-0.6935492129
SRX5694453,2.6272057505,-1.0853224245
SRX5694454,-0.6162559189,-0.1889635509
SRX5694455,4.6343245298,0.8789539506
SRX5694456,0.6733452909000001,-0.34451164710000004
SRX5694457,0.8749691608,-0.2984759208
SRX5694459,3.608555584,0.095550627
SRX5694460,7.4392371483,0.318997686
SRX5694461,4.5170458552,-0.0157581647
SRX5694462,2.3220371344,0.8035920824
SRX5694463,0.13601212910000002,-0.12137403740000001
SRX5694464,3.0265420062,0.0838909853
SRX5694465,2.6448433073,-0.07210018480000001
SRX5694466,-1.3928082245,-1.9079821417
SRX5694467,3.2153030337,0.33420722540000003
SRX5694468,-0.8869988414000001,-2.7339566856
SRX5694469,-0.5210143186,-0.3335957148
SRX5694470,0.0917074825,-0.1082827408
SRX5694471,0.4523805963,0.0342406639
SRX5694472,3.2299261061,0.470483872
SRX5694474,4.507078011,0.3065245103
SRX5694475,0.7891581637,0.12489953640000001
SRX5694476,0.6301063759000001,-0.17187376240000002
SRX5694477,5.8446763649,0.053770318500000004
SRX5694478,-0.6323658768,-0.756781225
SRX5694479,1.9734080723,-0.42456485990000004
SRX5694480,0.6284285513,-0.24303305960000002
SRX5694481,1.2487614359,-0.639347085
SRX5694482,0.39483908370000004,-0.6051318147
SRX5694483,0.62629946,-0.44432348580000003
SRX5694484,4.0374407377,-0.1807480186
SRX5694485,-1.4954430948000002,-0.7267285137
SRX5694486,-0.39597311230000004,-0.4097062873
SRX5694487,1.0332996328,-0.2640735898
SRX5694488,4.0391117153,0.4374212221
SRX5694489,3.4439326179,-0.17567812670000002
SRX5694491,9.8970834889,0.8297577576
SRX5694492,2.0593437846000002,0.7168589902
SRX5694493,-1.9825661344,-1.0623545254
SRX5694494,3.2884481773,0.8470684786
SRX5694495,-0.033939704200000004,-0.0467898718
SRX5694496,0.8374460539,-0.0963699461
SRX5694497,5.6724140816,0.5870298126
SRX5694498,2.0104981322,-0.0239962396
SRX5694499,1.4857299189,-0.8256036919
SRX5694500,0.9116479105,-0.7678904064000001
SRX5694501,1.1558152275,-0.27172487160000003
SRX5694502,3.4303558177,1.0515029105
SRX5694503,6.9925228967,-0.017388075700000002
SRX5694504,-0.3193298345,-0.051324342200000005
SRX5694505,11.4888016544,1.1602936152
SRX5694506,5.282206258,0.1799497801
SRX5694507,1.0820240026,-0.1416986401
SRX5694508,1.7347304183999999,-0.43049935500000003
SRX5694509,2.109626323,-0.2480099584
SRX5694510,-0.34320962380000003,-0.3755489154
SRX5694511,3.0328942474,0.4476613507
SRX5694512,8.7886776002,0.7216632067000001
SRX5694513,1.3117331211,-0.2705193461
SRX5694514,8.1199099546,0.4152077091
SRX5694515,0.3336818612,-1.4302574578
SRX5694516,-2.4140087664,-2.7898085718
SRX5694517,1.2881232531,0.11633180180000001
SRX5694518,0.5974329756,-0.2759295234
SRX5694519,3.1701542668,-0.1329149175
SRX5694520,1.3267006535,-0.4854145454
SRX5694521,0.6413109553,-0.47262497010000004
SRX5694522,1.9871758320000001,0.6489119685
SRX5694523,1.5752794062,-0.0475518761
SRX5694524,4.5948493549,-0.0650643206
SRX5694525,-1.1075019472,-0.6763178061
SRX5694526,5.8777659298,-0.6602625358
SRX5694527,3.2355009477,-0.2195242212
SRX5694528,2.0525616163000002,-0.2537953606
SRX5694529,2.1774815413,-0.39292378580000004
SRX5694530,0.9265525798,-0.1402391979
SRX5694532,4.6638457323,0.24642654760000002
SRX5694533,-1.7457444172,-1.236663334
SRX5694534,-0.5306900703,-1.0063203864
SRX5694535,1.8668587533,-1.2065652401
SRX5694536,2.4741710864,0.1933245651
SRX5694537,0.2237986233,-0.22418349110000002
SRX5694538,-0.1921201645,0.09873022470000001
SRX5694539,0.1354403221,-0.8524324851
SRX5694540,5.3193348319,0.1478529515
SRX5694541,3.3231215949,-0.0042260982
SRX5694543,-1.4064148028,-2.7756698102
SRX5694544,4.9345594489,0.0203474631
SRX5694545,1.5836219089,0.1259777283
SRX5694546,5.3363408624,-0.1977778275
SRX5694547,-0.7467027636,0.029477070100000002
SRX5694548,0.3281831019,0.1323896628
SRX5694550,2.037795685,-0.27786554350000003
SRX5694551,4.3196106217,-0.0529577293
SRX5694552,-0.8708746301,-0.6244575197000001
SRX5694553,-0.5513628892,-0.3253056829
SRX5694554,0.049671246200000005,-0.0654011577
SRX5694555,0.6721793944000001,0.6919524906
SRX6072760,14.0062214668,1.4959107025
SRX6072761,15.6252655157,1.720217671
SRX6072762,12.0075023332,1.3223998643
SRX6072763,8.6425559904,1.0637106795
SRX6072764,16.8048654485,1.7928551274000002
SRX6072765,10.2603856915,1.153354896
SRX6376491,-0.9019031078,-0.7217978530000001
SRX6376492,7.5660963044,1.8220273243
SRX6376493,9.0011043162,1.8585012015
SRX6376494,9.3904141567,1.9049257014
SRX6376495,-0.33950939210000003,-0.7539363193
SRX6376496,-1.0429381886,-0.5554845389
SRX2723951,-2.8071540877,-0.5151723255
SRX2723952,-4.0985042649,-0.5720529137
SRX2723953,-0.4740423206,-0.3343888467
SRX2723954,-9.2415695972,-1.6011450756999999
SRX2723955,-4.1646642978,-0.24570825940000002
SRX2723956,-4.2320735739,-0.23630862500000002
SRX2723957,-0.4018784875,-0.0329444601
SRX2723958,1.0413835352,0.17371282130000001
SRX2723959,-0.7177496325,-0.2557112601
SRX2723960,-1.6509048137,-0.6823195286
SRX2723961,-7.3736280488,-1.2592177725
SRX2723962,-1.5727302962,-0.5315442669
SRX2723963,-0.9354731623,-0.18146874200000002
SRX2723964,-3.9321961267,-0.29409470530000004
SRX2723965,-2.6051278619,-0.37129329790000004
SRX2723966,1.3238494961,-0.030634506500000002
SRX2723967,-1.1329724961,-0.026627643700000002
SRX2723968,-0.1908770001,0.0572621503
SRX6977206,3.7527378531,0.5552325717000001
SRX6977207,3.9948368318,0.5303016521
SRX6977208,-0.2817659292,-0.0706035353
SRX6977209,0.4227787692,-0.0990109962
SRX6977210,0.2825609375,0.0495507269
SRX6977211,-0.6375260307,0.2323939209
SRX6977212,-0.1178487456,0.013080729900000001
SRX6977213,0.7553747764000001,-0.2454746508
SRX6977214,5.0882574371,0.6004505995
SRX1153733,0.29694151080000003,0.1296002176
SRX1153734,-0.29694151080000003,-0.1296002176
SRX1153735,4.713766889,0.3258621654
SRX1153736,6.8200934308,0.4714655848
SRX5204053,1.3226754367,0.3718523687
SRX5204054,-2.105274635,0.2994017472
SRX5204055,0.2777502971,0.317145455
SRX5204056,-0.43128244790000003,0.2426596154
SRX5204057,0.0346373618,0.3036304707
SRX5204058,-0.3515161054,0.24393635530000002
SRX5204059,-1.8952431358,0.2093257681
SRX5204060,-1.9546724448,0.1732157209
SRX5204061,-1.895572236,0.23514201040000002
SRX5204062,-0.7876832880000001,0.0348813216
SRX5204063,-1.0601301276,0.3528559564
SRX5204064,-1.8898096131000002,0.3023268408
SRX5204065,-1.4425735669,0.4093107334
SRX5204066,-1.1943850779,0.4482264569
SRX5204067,-1.3806942578,0.4099201082
SRX5204068,-1.0554792675,0.0013632576
SRX5204069,-1.3657567226,0.0844349033
SRX5204070,-2.6488053788,-0.2642626176
SRX5204071,-1.884438571,0.3488411469
SRX5204072,-1.3139771408,0.39531072700000003
SRX5204073,-2.3391240411,0.3984277135
SRX5204074,-3.1010655651,0.1013026828
SRX5204075,-0.7940467391,0.2534078493
SRX5204076,-2.6839369149,-0.0202333394
SRX5204077,-1.3256944096,0.3547080361
SRX5204078,-2.1011852839,0.2451548033
SRX5204079,-1.7751833085,0.3826457842
SRX5204080,-2.1616490806,0.5927365616
SRX5204081,-2.2615925386,0.6008588211
SRX5204082,-1.69920385,0.5744301676
SRX5204083,-0.4825356377,0.30850154690000003
SRX5204084,-0.6193549767000001,0.2843205515
SRX5204085,-0.2257404183,0.3851020714
SRX5204086,1.2199244888,0.2529936233
SRX5204087,-1.1361643832000001,0.0181504886
SRX5204088,1.2286211615,0.2713991832
SRX5204089,-1.000156468,0.28682724390000003
SRX5204090,-0.9795587877,0.3712097004
SRX5204091,-0.6875319482000001,0.38130502200000005
SRX5204092,-0.6563509977,0.28598718900000003
SRX5204093,-1.1625368537,0.1483623168
SRX5204094,-1.6045218795,0.17521827140000001
SRX5204095,-1.1000627257,-0.0496757847
SRX5204096,1.1548310839,-0.0406602238
SRX5204097,-0.054768358100000004,0.09033600850000001
SRX683459,-0.1648590145,0.0395750018
SRX683460,-17.2710309456,-2.9278254384
SRX683461,1.0812304801,-0.09806352800000001
SRX683462,-17.8979335917,-2.6536867247
SRX683463,-0.9163714656,0.0584885262
SRX683464,-16.5765103507,-3.6024935431
SRX683465,-0.6443706038,-0.0376058621
SRX683466,-15.2589029748,-3.7055191962
SRX683467,-0.44846662060000003,-0.0540765386
SRX683468,-13.5021394835,-2.5558488704
SRX683469,-1.4670529877,-0.0603932365
SRX683470,-13.927497516,-2.8723472229
SRX322077,0.0705308947,-0.5369829458
SRX322078,0.833143379,-0.07213236690000001
SRX322079,1.4077345916000001,-0.0033087561
SRX322080,0.5404034587000001,0.0642602646
SRX322081,0.761151004,0.152196026
SRX322082,0.7831307444000001,0.35087327
SRX322083,-1.8247919571,-0.1014980146
SRX322084,-0.3590531293,-0.1517723443
SRX322085,2.1838450864,0.2532703589
SRX2708592,11.8514550562,2.5620045605
SRX2708593,10.5815698196,2.2400232758
SRX2708594,7.8128234707,1.7545043347
SRX2708595,-1.9555479817,-0.5214106463
SRX2708596,2.6768457334,0.5718155577
SRX2708597,-0.7212977516,-0.0504049114
SRX2708598,-2.9290274288,-0.2615755528
SRX2708600,-0.7242086901,0.3453681276
SRX2708601,-2.1139515559,-0.2084521189
SRX2708602,-5.2484283219,-0.3943354945
SRX2708603,-2.0558956752,-0.1770561564
SRX3073814,-1.701420112,-0.2551220509
SRX3073815,0.3445330769,-0.8296572629000001
SRX3073816,-0.2029401812,-3.0448777741
SRX3073817,-5.6680204458,-4.3524303464
SRX3073818,-6.0679697667,-3.500224332
SRX3073819,-5.6159229442,-0.4001164538
SRX3073820,-5.0815981924999996,-1.6730420739
SRX3073821,-5.5263834354,-2.9828074096
SRX3073822,-5.9299858935,-3.9109177223
SRX3073823,-6.854750748,-3.722036305
SRX3073824,1.701420112,0.2551220509
SRX3073825,3.0541104527,-0.7309790292
SRX3073826,1.3074190676,-2.7661833012
SRX3073827,-4.6373958428,-4.2187307945
SRX3073828,-5.7895901107,-3.972699558
SRX3073829,-4.9061760731,-0.11653227270000001
SRX3073830,-4.479829304,-1.5844467782
SRX3073831,-4.6523722913,-2.9237674107
SRX3073832,-7.2414138014,-3.8551633672000003
SRX3073833,-4.8224576481,-2.8724014461
SRX2391456,-0.2264277995,0.058884523700000004
SRX2391457,1.2337950995,0.054696419600000004
SRX2391458,0.325807689,0.029292267900000002
SRX2391459,0.7415291658000001,0.0562661885
SRX2391460,0.8614558264000001,0.08397976600000001
SRX2391461,0.9155982547,0.08045659940000001
SRX2391462,0.5921606364,0.11930410250000001
SRX2391463,-0.1522044286,0.11115704500000001
SRX2391464,-0.5475760704,0.008274386
SRX2391465,0.5251152657,0.1097647107
SRX2391466,0.8128864093,0.0255924134
SRX2391467,-0.14243750360000001,0.0033692084
SRX2391468,-0.5300062016,-0.15439298040000002
SRX2391469,-0.2479963087,-0.037609444900000004
SRX2391470,-1.8849056778,-0.5271757412
SRX2391471,-0.3343988612,-0.6609952544000001
SRX2391472,-1.3016111643000001,-0.5794733588000001
SRX2391473,0.3908427451,-0.2190738565
SRX2391474,0.6275273427,0.0270969674
SRX2391475,-0.8100708336,-0.5304306591
SRX2391476,-1.0478085856,-0.4800530334
SRX2391477,1.3272516396,-0.0222921689
SRX2391478,-0.5933778416000001,-0.1580018043
SRX2391479,-1.6645894309,-0.40659921250000003
SRX2391480,0.4200596743,-0.2062934918
SRX2391481,0.7296660142,0.0436667701
SRX2391482,0.1277153289,-0.2367205929
SRX2391483,0.8090842505,0.06496242
SRX2391484,0.2356361459,-0.0111194345
SRX2391485,1.2974778504,0.0730527762
SRX2391486,1.5977233354,0.1161628697
SRX2391487,0.7774752610000001,0.1154558343
SRX2391488,1.0942810578,0.1207170176
SRX2391489,1.1453705438,0.1685848386
SRX2391490,1.0466708836,0.2149802962
SRX2391491,0.76620805,0.051038236300000005
SRX2391492,0.3914224055,0.11831841010000001
SRX2391493,0.5976157247,0.07813865810000001
SRX2391494,0.5137877731,0.0596255797
SRX2391495,0.14243750360000001,-0.0033692084
SRX2391496,0.0654604189,-0.0048224174
SRX2391497,0.23856948800000002,-0.0841733895
SRX2391498,-0.8639784043000001,-0.4337210856
SRX2391499,-1.0807254663,-0.6078774904
SRX2391500,-0.1217189459,-0.3976181091
SRX2391501,1.2791824113999999,-0.1255189139
SRX2391502,1.7732595643,0.11984555320000001
SRX2391503,-0.1084616494,-0.2081007223
SRX2391505,0.0131475108,-0.3242521451
SRX2391506,1.0133848256,-0.0391178583
SRX2391507,1.2336660781,0.1589086827
SRX2391508,-0.5008254415,0.0081357905
SRX2391510,0.4262133386,-0.1309365724
SRX2391512,0.2647049019,-0.1303447811
SRX2391513,1.2105999334,0.0230465919
SRX2391514,1.1740390823,0.08761837360000001
SRX5632598,-2.1023708408,-0.1001622346
SRX5632599,-0.2694254004,0.1064896595
SRX5632600,-3.0430348949,-0.37146351920000004
SRX5632601,-1.9768374262,-0.0697646613
SRX5632602,-4.5686851746,-0.36676937460000003
SRX5632603,-2.3375683454000002,-0.1829705223
SRX5632604,-3.9478056475,-0.2503671518
SRX5632605,-5.0157309779,-0.3905083996
SRX5632606,-1.6474227931,0.1933303015
SRX5632607,-0.3528830169,0.0530883844
SRX5632608,-0.2213861338,-0.1107589786
SRX5632609,0.29481316100000005,0.09050472500000001
SRX5632610,-0.8746252889,0.302210005
SRX5632611,-0.0734270271,0.0202542536
SRX5632612,-1.010437558,0.15821644910000002
SRX5632613,-1.7951109809,0.0757302848
SRX5632614,0.3804416815,-0.1913859099
SRX5632615,0.1390030102,0.0356506565
ERX2874132,-4.871764432,-1.0223151591
ERX2874133,-3.5645282099999998,-0.2575039121
ERX2874134,15.0215251857,2.9543243433
ERX2874135,12.6772256962,2.5011765534
ERX2874136,15.3341072161,3.1100963739
ERX2874137,13.0902962986,2.5811968726
ERX2874138,8.020428941,2.5125175963
ERX2874139,6.2482663162,2.2324836831
ERX2874140,-0.6063576662,-0.2713033219
ERX2874141,0.6063576662,0.2713033219
ERX2874142,9.4710653808,2.1995235893
ERX2874143,6.3190587049,1.6691822595999999
ERX2874144,3.5440724827,1.4805616891
ERX2874145,4.2336544625,1.5812401528
ERX2874146,-0.7208726047,0.39956587190000004
ERX2874147,0.27370219970000004,0.8021925388000001
SRX1300292,-1.0959384327,-0.4046637464
SRX1300293,1.0959384327,0.4046637464
SRX1300299,1.8261661869,0.3169366564
SRX1300300,2.5681445783,0.2937375619
SRX1300304,5.475471841,0.6155171201
SRX1300305,2.9102007943,0.5795764938
SRX1300306,3.6797152988,0.5087045466
SRX1300310,4.3010553369,0.8854510809
SRX1300311,4.7085429155,0.6786567247
SRX7291195,0.0524313364,0.3700288714
SRX7291196,-0.10877205790000001,0.30934649610000003
SRX7291197,0.2818841334,0.39720283710000004
SRX7291198,0.2028086071,0.052944569000000004
SRX7291199,-0.28126851680000003,-0.09962077030000001
SRX7291200,0.0784599097,0.0466762012
SRX7291201,-0.0037991654000000003,0.47668196090000003
SRX7291202,-0.8947643449,0.3368194329
SRX7291203,-0.3760223169,0.4216071885
SRX7291204,-0.13611652300000002,0.0565494489
SRX7291205,-0.0149030158,0.012790148900000001
SRX7291206,-0.1493507245,0.09291353150000001
SRX2436955,-0.5274374068000001,-0.1848694367
SRX2436956,7.8097382256,0.6411439814000001
SRX2436957,8.5740096045,0.8498827182
SRX2436958,6.0376598307,0.6775524272
SRX2436959,1.9556245795,0.48059591230000004
SRX2436960,0.3008124413,-0.1911211895
SRX2436961,-0.7648981974,-0.4004082874
SRX2436962,0.3002934088,0.0267251314
SRX2436963,1.2850098286,0.2571492865
SRX2436964,-1.9303828924,-0.4077280941
SRX2436965,4.1948999277,0.6737695623000001
SRX2436966,1.5067232057000002,0.3016654837
SRX2436967,-1.3769282126,-0.7099439401000001
SRX2436969,2.2625524203,0.655274691
SRX2436970,1.8695027951,0.2589482033
SRX2436971,-2.0726444846,-0.766536573
SRX2437029,-0.256517629,-0.0313162359
SRX2437030,0.38776326170000003,-0.3788559654
SRX2437031,-0.8856597353000001,0.3162421226
SRX2437032,-1.439909856,0.1933603737
SRX2437033,-1.6985934413,-0.908422049
SRX2437034,4.3216193419,0.6251025589
SRX2437035,3.0705148951,0.167015782
SRX2437036,3.1237421408,0.0160377203
SRX2437037,-1.1285549824,-0.3241941122
SRX2437038,0.8354598109,0.1334436658
SRX2437039,0.0905909453,0.361020439
SRX2437040,2.9364487644,0.0784296097
SRX2437041,-0.6391979235,-0.3143247484
SRX2437042,0.06878232050000001,-0.5733543678
SRX2437043,-1.8511422136000002,-0.423642248
SRX2437044,-1.6383970616,-0.7818664083
SRX4705203,-3.6475827657,0.0124053879
SRX4705204,-0.1725063783,-0.5590187178
SRX4705205,0.1860499367,-0.4831630891
SRX4705206,-0.2739885402,-0.5345883858
SRX4705207,-1.0792269769,0.5619394883000001
SRX4705208,1.1868024845,0.724416021
SRX4705209,-0.48172330620000003,0.6168104848
SRX4705210,10.0763520753,0.8698959816
SRX4705211,9.2049651303,0.1790103444
SRX4705212,10.03394757,0.5306081469
SRX4705213,1.4615098974,0.21467553920000002
SRX4705214,0.7474080566,0.1117354302
SRX4705215,-0.7282987147000001,-0.1409948477
SRX4705216,1.225267106,0.0307843873
SRX4705217,-1.2682866226,-0.2005728615
SRX4705218,-1.4375997228,-0.0156276475
SRX4705219,-2.0822412053,-0.1563913887
SRX4705220,-1.9324312722,-0.0525325284
SRX4705221,-0.5063329007,-0.5940436506
SRX4705222,-2.4779255444,-0.1682495269
SRX4705223,-3.9399788836000003,0.1061598004
SRX4705224,-3.3434292512,0.0500292255
SRX4705225,2.289000566,0.0877712371
SRX4705226,0.9041241061,-0.323935641
SRX4705227,-0.8149966509000001,-0.6160445257
