,-0.03324518422599924,-0.022163456150666158,-0.011081728075333079,0.0,0.011081728075333079,0.022163456150666158,0.03324518422599924,0.04432691230133231,0.055408640376665395,0.06649036845199849,0.07757209652733155,0.08865382460266463,0.09973555267799772,0.1108172807533308,0.12189900882866386,0.13298073690399695,0.14406246497933003,0.15514419305466312,0.1662259211299962,0.17730764920532927
thresh,-0.027704320188332694,0.027704320188332694,3,,,,,,,,,,,,,,,,,
unreg,1,78,1508,3129,558,92,41,32,29,15,13,6,4,4,1,3,3,1,0,0
AlgU,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0
RpoN,0,0,1,10,9,9,7,7,4,2,1,0,0,0,0,0,0,0,0,0
unreg_genes,['fppA'],[],[],[],[],[],"['PA2986' 'phaF' 'PA4312' 'PA1797a' 'PA1625' 'pcaD' 'PA0354' 'cioB'
 'PA0588' 'PA2988' 'PA3371' 'PA4575' 'PA0962' 'PA0920' 'PA0853' 'PA4171'
 'PA4346' 'PA5183' 'PA0536' 'PA4172' 'PA4390' 'PA2987' 'pcaT' 'PA1243'
 'PA3739' 'PA1680' 'PA2107' 'PA4713' 'PA1407' 'PA3945' 'galU' 'PA3952'
 'cioA' 'PA2177' 'PA4786' 'PA1921' 'PA5299' 'PA2895' 'PA5423' 'PA0537'
 'PA2559a']","['PA2883' 'PA2569' 'PA4338' 'PA3369' 'PA3031' 'PA4788' 'PA0329' 'PA0553'
 'PA5061' 'algR' 'PA0060' 'PA2896' 'PA1745' 'pqqA' 'fumC2' 'PA2779'
 'PA5182' 'PA5484' 'PA1889' 'PA2562' 'PA3902' 'algU' 'PA4785' 'PA3461'
 'PA5178' 'PA1870' 'PA2651' 'pslN' 'PA0833' 'PA2022' 'PA3598' 'PA1114']","['PA3886a' 'PA3069' 'PA3962' 'PA4154' 'PA0062' 'PA1408' 'PA0489' 'PA4344'
 'PA4879' 'PA2708' 'PA5526' 'PA4345' 'PA1606' 'PA2747' 'PA2415' 'PA1605'
 'PA0460' 'PA5473' 'poxB' 'PA3733a' 'algB' 'PA3459' 'PA3795' 'PA2414'
 'PA3403a' 'PA3460' 'acnA' 'PA1242' 'PA2486']","['PA2485' 'PA2815' 'PA3788' 'PA4311' 'PA0543' 'PA0038' 'PA3023' 'PA4394'
 'PA5481' 'PA2777' 'PA3273' 'PA5424' 'PA3274' 'PA0462' 'ppgL']","['PA3819' 'PA2021' 'PA1471' 'PA0490' 'PA5482' 'PA0737' 'PA1592' 'PA1111'
 'PA2751' 'plcR' 'PA3040' 'PA3042' 'PA3041']",['PA4738' 'PA3890' 'PA4877' 'PA1404' 'PA0736a' 'PA4739'],['PA2754' 'PA2433' 'PA2176' 'PA3888'],['PA3889' 'osmE' 'PA3891' 'PA0567'],['PA5212'],['PA1324' 'PA4880' 'osmC'],['pfpI' 'PA1323' 'lptF'],['PA3691'],[],[]
AlgU_genes,[],[],[],[],[],[],['mucD' 'mucC'],[],['mucB'],['mucA'],[],[],[],[],[],[],[],[],[],[]
RpoN_genes,[],[],['PA2187'],"['PA2157' 'PA2156' 'PA2141' 'PA2135' 'PA2136' 'exaC' 'PA4023' 'PA4025'
 'PA2173a' 'eutB']","['PA2140' 'PA2155' 'PA2154' 'PA2181' 'PA2179' 'PA2158' 'PA2160' 'katE'
 'glgP']","['PA2152' 'PA2192' 'PA2146' 'PA2173' 'PA2162' 'PA2142' 'PA2172' 'PA2170'
 'PA2178']",['PA2184' 'PA2163' 'PA2134' 'PA2165' 'glgB' 'PA2150' 'PA2164'],['PA2171' 'PA2175' 'PA2161' 'PA2190' 'PA2180' 'PA2166' 'PA2159'],['PA2149' 'PA2169' 'PA2148' 'PA2151'],['PA2168' 'PA2167'],['PA2143'],[],[],[],[],[],[],[],[],[]
