,-0.08667284201595085,-0.06500463151196315,-0.04333642100797544,-0.021668210503987734,-2.7755575615628914e-17,0.021668210503987678,0.043336421007975384,0.06500463151196309,0.0866728420159508,0.1083410525199385,0.1300092630239262,0.15167747352791391,0.17334568403190162,0.19501389453588933,0.21668210503987703,0.23835031554386474,0.26001852604785247,0.2816867365518402,0.3033549470558279,0.3250231575598156
thresh,-0.05417052625996928,0.05417052625996928,1,,,,,,,,,,,,,,,,,
unreg,2,0,13,527,2939,315,53,11,9,4,4,5,0,2,2,0,0,0,0,0
unreg_genes,['rtcB' 'rtcR'],[],[],[],[],[],[],"['STM0335' 'rfaI' 'ytgA' 'sicP' 'rfaB' 'STM2137' 'oafA' 'STM0345'
 'STM1941' 'rfaZ' 'STM2138']","['STM1265' 'STM1856' 'STM1268' 'yeeN' 'rfbU' 'rfaJ' 'STM1554' 'STM0763'
 'STM4156']",['STM0295' 'STM4157' 'STM0972' 'rfbV'],['rfbJ' 'STM3845' 'STM4522' 'STM2743'],['STM0293' 'rfc' 'STM2903' 'yibR' 'rfbX'],[],['STM2747' 'STM3846'],['STM0159' 'STM2746'],[],[],[],[],[]
