,-0.04342857142857143,-0.03257142857142857,-0.021714285714285714,-0.010857142857142857,0.0,0.010857142857142857,0.021714285714285714,0.03257142857142857,0.04342857142857143,0.054285714285714284,0.06514285714285714,0.076,0.08685714285714285,0.0977142857142857,0.10857142857142857,0.11942857142857144,0.13028571428571428,0.14114285714285713,0.152,0.16285714285714287
thresh,-0.038,0.038,2,,,,,,,,,,,,,,,,,
unreg,7,23,154,1299,2136,527,149,48,38,17,13,11,11,6,3,3,0,0,0,0
TfoX,0,0,4,10,23,7,5,4,3,2,0,1,2,4,3,2,0,0,0,0
unreg_genes,"['PN96_RS15585' 'PN96_RS21100' 'PN96_RS17355' 'udp' 'PN96_RS14960'
 'PN96_RS13470' 'purU']",[],[],[],[],[],[],[],"['lcfH' 'PN96_RS12325' 'tviB' 'nrfD' 'PN96_RS00850' 'PN96_RS17690'
 'PN96_RS12295' 'PN96_RS02830' 'PN96_RS04635' 'PN96_RS04625'
 'PN96_RS02925' 'PN96_RS00855' 'PN96_RS11955' 'ttrC' 'PN96_RS01975'
 'PN96_RS01555' 'PN96_RS04955' 'PN96_RS04585' 'PN96_RS13360'
 'PN96_RS02075' 'PN96_RS01560' 'PN96_RS10345' 'ttrA' 'PN96_RS04945' 'lpxL'
 'PN96_RS04605' 'PN96_RS01825' 'PN96_RS05800' 'PN96_RS02835'
 'PN96_RS17215' 'PN96_RS01595' 'PN96_RS05745' 'PN96_RS04950'
 'PN96_RS07235' 'PN96_RS08200' 'PN96_RS04615' 'PN96_RS04900'
 'PN96_RS16660']","['PN96_RS07295' 'PN96_RS11950' 'PN96_RS22835' 'PN96_RS01590' 'fucK'
 'PN96_RS04610' 'PN96_RS08210' 'PN96_RS02935' 'PN96_RS10355'
 'PN96_RS08215' 'PN96_RS08205' 'PN96_RS20105' 'PN96_RS06945'
 'PN96_RS15365' 'PN96_RS09325' 'VCA0003' 'PN96_RS11630']","['PN96_RS04875' 'PN96_RS05740' 'PN96_RS02945' 'PN96_RS15470'
 'PN96_RS15475' 'PN96_RS20110' 'PN96_RS09320' 'PN96_RS06085' 'fucI' 'fucO'
 'PN96_RS13070' 'PN96_RS10360' 'PN96_RS18665']","['PN96_RS04880' 'PN96_RS09165' 'PN96_RS16340' 'PN96_RS13355'
 'PN96_RS03805' 'fucA' 'PN96_RS06950' 'PN96_RS06820' 'VV21178'
 'PN96_RS20750' 'VV21177']","['PN96_RS20170' 'PN96_RS04885' 'PN96_RS21840' 'PN96_RS10370'
 'PN96_RS21085' 'PN96_RS06825' 'PN96_RS10365' 'PN96_RS06805'
 'PN96_RS06810' 'PN96_RS06815' 'PN96_RS23875']","['PN96_RS05480' 'PN96_RS09605' 'PN96_RS06830' 'PN96_RS02005'
 'PN96_RS06835' 'PN96_RS06840']",['PN96_RS06845' 'PN96_RS01950' 'PN96_RS23455'],['PN96_RS09610' 'PN96_RS04895' 'PN96_RS10715'],[],[],[],[]
TfoX_genes,[],[],['PN96_RS21125' 'PN96_RS03885' 'comM' 'pncC'],"['thrC' 'PN96_RS00045' 'malG' 'PN96_RS02475' 'sstT' 'PN96_RS05665'
 'PN96_RS21030' 'PN96_RS04290' 'PN96_RS23010' 'glgA']","['PN96_RS17195' 'PN96_RS13665' 'PN96_RS23005' 'glpT' 'PN96_RS23630'
 'PN96_RS08515' 'glyS' 'raiA' 'PN96_RS08440' 'hutC' 'tfoy' 'endA'
 'PN96_RS23035' 'PN96_RS13435' 'maeA' 'coaE' 'cydX' 'PN96_RS03935'
 'PN96_RS16690' 'aroK' 'PN96_RS01330' 'glgC' 'galT']","['PN96_RS14100' 'PN96_RS07400' 'PN96_RS10555' 'cdd' 'PN96_RS01620' 'QstR'
 'galU']",['comEC' 'cytR' 'galM' 'PN96_RS16875' 'pspG'],['chitodextrinase' 'PN96_RS09060' 'PN96_RS05240' 'chiA'],['pilC' 'dprA' 'PN96_RS10350'],['PN96_RS03620' 'PN96_RS14155'],[],['PN96_RS06105'],['PN96_RS12935' 'pilB'],['pilO' 'tsaP' 'pilQ' 'pilP'],['pilN' 'PN96_RS01345' 'TfoX'],['pilM' 'pilW'],[],[],[],[]
